OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,hiroshima_112036_20180310_NDSI_pcs_OID,hiroshima_112036_20180310_NDSI_pcs_FID_,hiroshima_112036_20180310_NDSI_pcs_COUNT,hiroshima_112036_20180310_NDSI_pcs_AREA,hiroshima_112036_20180310_NDSI_pcs_MEAN
-1,Hiroshima,12,34.436570000000003,132.470830000000007,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,5.886800000000000,36.456899999999997,0.161500000000000,100.000000000000000,11,11,11,36,32400.000000000000000,-0.280505766264000
-1,Hiroshima,13,34.441989999999997,132.474259999999987,20,8,0.400000000000000,34.385204000000002,132.455291999999986,Asia,6.549700000000000,36.456899999999997,0.179700000000000,100.000000000000000,12,12,12,36,32400.000000000000000,-0.226698138441000
-1,Hiroshima,14,34.451470000000000,132.473849999999999,20,5,0.250000000000000,34.385204000000002,132.455291999999986,Asia,7.562500000000000,36.456899999999997,0.207400000000000,100.000000000000000,13,13,13,32,28800.000000000000000,-0.325751250726000
-1,Hiroshima,15,34.457320000000003,132.476349999999996,20,8,0.400000000000000,34.385204000000002,132.455291999999986,Asia,8.248300000000000,36.456899999999997,0.226200000000000,100.000000000000000,14,14,14,32,28800.000000000000000,-0.288306264905000
-1,Hiroshima,16,34.461880000000001,132.474760000000003,20,10,0.500000000000000,34.385204000000002,132.455291999999986,Asia,8.711000000000000,36.456899999999997,0.238900000000000,100.000000000000000,15,15,15,37,33300.000000000000000,-0.273714558498000
-1,Hiroshima,17,34.467599999999997,132.478579999999994,20,10,0.500000000000000,34.385204000000002,132.455291999999986,Asia,9.407700000000000,36.456899999999997,0.258000000000000,100.000000000000000,16,16,16,36,32400.000000000000000,-0.260637509740000
-1,Hiroshima,18,34.472980000000000,132.484600000000000,20,17,0.850000000000000,34.385204000000002,132.455291999999986,Asia,10.123600000000000,36.456899999999997,0.277700000000000,100.000000000000000,17,17,17,35,31500.000000000000000,-0.298806589842000
-1,Hiroshima,19,34.481549999999999,132.495440000000002,12,3,0.250000000000000,34.385204000000002,132.455291999999986,Asia,11.328300000000000,36.456899999999997,0.310700000000000,100.000000000000000,18,18,18,37,33300.000000000000000,-0.302019569217000
-1,Hiroshima,20,34.501179999999998,132.512560000000008,20,17,0.850000000000000,34.385204000000002,132.455291999999986,Asia,13.924200000000001,36.456899999999997,0.381900000000000,100.000000000000000,19,19,19,35,31500.000000000000000,-0.328301067012000
-1,Hiroshima,21,34.652509999999999,132.685710000000000,20,5,0.250000000000000,34.385204000000002,132.455291999999986,Asia,36.456899999999997,36.456899999999997,1.000000000000000,100.000000000000000,20,20,20,36,32400.000000000000000,-0.404982646306000
-1,Hiroshima,22,34.644140000000000,132.678529999999995,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,35.317799999999998,36.456899999999997,0.968800000000000,100.000000000000000,21,21,21,35,31500.000000000000000,-0.409270012379000
-1,Hiroshima,23,34.643540000000002,132.670230000000004,20,6,0.300000000000000,34.385204000000002,132.455291999999986,Asia,34.827900000000000,36.456899999999997,0.955300000000000,100.000000000000000,22,22,22,35,31500.000000000000000,-0.462668498499000
-1,Hiroshima,24,34.637740000000001,132.663679999999999,20,14,0.700000000000000,34.385204000000002,132.455291999999986,Asia,33.957299999999996,36.456899999999997,0.931400000000000,100.000000000000000,23,23,23,36,32400.000000000000000,-0.478976153044000
-1,Hiroshima,25,34.629809999999999,132.658940000000001,20,8,0.400000000000000,34.385204000000002,132.455291999999986,Asia,32.984699999999997,36.456899999999997,0.904800000000000,100.000000000000000,24,24,24,35,31500.000000000000000,-0.325245072360000
-1,Hiroshima,26,34.626210000000000,132.652739999999994,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,32.334299999999999,36.456899999999997,0.886900000000000,100.000000000000000,25,25,25,35,31500.000000000000000,-0.419536947991000
-1,Hiroshima,27,34.628410000000002,132.639949999999999,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,31.900400000000001,36.456899999999997,0.875000000000000,100.000000000000000,26,26,26,35,31500.000000000000000,-0.401672787326000
-1,Hiroshima,28,34.634900000000002,132.626720000000006,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,31.900099999999998,36.456899999999997,0.875000000000000,100.000000000000000,27,27,27,32,28800.000000000000000,-0.472943558358000
-1,Hiroshima,29,34.632559999999998,132.622469999999993,20,11,0.550000000000000,34.385204000000002,132.455291999999986,Asia,31.482700000000001,36.456899999999997,0.863600000000000,100.000000000000000,28,28,28,35,31500.000000000000000,-0.455038200957000
-1,Hiroshima,30,34.628990000000002,132.615630000000010,20,5,0.250000000000000,34.385204000000002,132.455291999999986,Asia,30.833100000000002,36.456899999999997,0.845700000000000,100.000000000000000,29,29,29,33,29700.000000000000000,-0.433495600115000
-1,Hiroshima,31,34.623890000000003,132.609039999999993,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,30.048200000000001,36.456899999999997,0.824200000000000,100.000000000000000,30,30,30,35,31500.000000000000000,-0.435752640452000
-1,Hiroshima,32,34.616379999999999,132.602260000000001,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,29.020000000000000,36.456899999999997,0.796000000000000,100.000000000000000,31,31,31,37,33300.000000000000000,-0.501372832704000
-1,Hiroshima,33,34.610810000000001,132.598970000000008,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,28.331700000000001,36.456899999999997,0.777100000000000,100.000000000000000,32,32,32,34,30600.000000000000000,-0.402313391952000
-1,Hiroshima,35,34.594889999999999,132.584550000000007,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,26.152899999999999,36.456899999999997,0.717400000000000,100.000000000000000,34,33,34,34,30600.000000000000000,-0.455845222754000
-1,Hiroshima,36,34.588729999999998,132.581299999999999,20,14,0.700000000000000,34.385204000000002,132.455291999999986,Asia,25.407599999999999,36.456899999999997,0.696900000000000,100.000000000000000,35,34,35,35,31500.000000000000000,-0.443964568206000
-1,Hiroshima,37,34.586530000000003,132.570629999999994,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,24.756900000000002,36.456899999999997,0.679100000000000,100.000000000000000,36,35,36,32,28800.000000000000000,-0.541023590602000
-1,Hiroshima,38,34.554800000000000,132.544980000000010,20,10,0.500000000000000,34.385204000000002,132.455291999999986,Asia,20.572600000000001,36.456899999999997,0.564300000000000,100.000000000000000,37,36,37,35,31500.000000000000000,-0.383353755304000
-1,Hiroshima,39,34.548630000000003,132.537959999999998,20,6,0.300000000000000,34.385204000000002,132.455291999999986,Asia,19.689100000000000,36.456899999999997,0.540100000000000,100.000000000000000,38,37,38,32,28800.000000000000000,-0.364100753330000
-1,Hiroshima,40,34.542780000000000,132.530750000000012,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,18.837900000000001,36.456899999999997,0.516700000000000,100.000000000000000,39,38,39,35,31500.000000000000000,-0.336178733196000
-1,Hiroshima,41,34.537720000000000,132.524750000000012,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,18.115200000000002,36.456899999999997,0.496900000000000,100.000000000000000,40,39,40,35,31500.000000000000000,-0.289194689052000
-1,Hiroshima,42,34.527020000000000,132.515440000000012,20,15,0.750000000000000,34.385204000000002,132.455291999999986,Asia,16.705700000000000,36.456899999999997,0.458200000000000,100.000000000000000,41,40,41,36,32400.000000000000000,-0.296087914457000
-1,Hiroshima,43,34.514080000000000,132.512589999999989,11,8,0.727000000000000,34.385204000000002,132.455291999999986,Asia,15.263100000000000,36.456899999999997,0.418700000000000,100.000000000000000,42,41,42,35,31500.000000000000000,-0.322875648737000
-1,Hiroshima,44,34.513640000000002,132.505099999999999,20,15,0.750000000000000,34.385204000000002,132.455291999999986,Asia,14.993900000000000,36.456899999999997,0.411300000000000,100.000000000000000,43,42,43,34,30600.000000000000000,-0.350844904780000
-1,Hiroshima,45,34.392099999999999,132.468870000000010,20,1,0.050000000000000,34.385204000000002,132.455291999999986,Asia,1.463000000000000,36.456899999999997,0.040100000000000,100.000000000000000,44,43,44,35,31500.000000000000000,0.012721386977600
