OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,tehran_164035_20170130_NDSI_pcs_OID,tehran_164035_20170130_NDSI_pcs_FID_,tehran_164035_20170130_NDSI_pcs_COUNT,tehran_164035_20170130_NDSI_pcs_AREA,tehran_164035_20170130_NDSI_pcs_MEAN
-1,Tehran,24,35.537340000000000,51.408900000000003,20,9,0.450000000000000,35.689425000000000,51.416888999999998,Asia,16.926500000000001,46.808900000000001,0.361600000000000,100.000000000000000,23,23,23,35,31500.000000000000000,-0.272202502830000
-1,Tehran,25,35.605730000000001,51.369990000000001,12,2,0.167000000000000,35.689425000000000,51.416888999999998,Asia,10.225899999999999,46.808900000000001,0.218500000000000,100.000000000000000,24,24,24,36,32400.000000000000000,-0.281266213705000
-1,Tehran,26,35.580620000000003,51.456730000000000,20,9,0.450000000000000,35.689425000000000,51.416888999999998,Asia,12.622999999999999,46.808900000000001,0.269700000000000,100.000000000000000,25,25,25,37,33300.000000000000000,-0.255533339808000
-1,Tehran,27,35.448990000000002,51.566769999999998,20,18,0.900000000000000,35.689425000000000,51.416888999999998,Asia,29.975700000000000,46.808900000000001,0.640400000000000,100.000000000000000,26,26,26,35,31500.000000000000000,-0.211366423752000
-1,Tehran,28,35.437249999999999,51.581870000000002,11,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,31.764399999999998,46.808900000000001,0.678600000000000,100.000000000000000,27,27,27,37,33300.000000000000000,-0.325465846303000
-1,Tehran,29,35.581359999999997,51.391629999999999,20,5,0.250000000000000,35.689425000000000,51.416888999999998,Asia,12.231199999999999,46.808900000000001,0.261300000000000,100.000000000000000,28,28,28,36,32400.000000000000000,-0.288844914486000
-1,Tehran,30,35.610070000000000,51.366979999999998,16,3,0.188000000000000,35.689425000000000,51.416888999999998,Asia,9.909500000000000,46.808900000000001,0.211700000000000,100.000000000000000,29,29,29,35,31500.000000000000000,-0.322035992571000
-1,Tehran,31,35.556550000000001,51.363770000000002,13,7,0.538000000000000,35.689425000000000,51.416888999999998,Asia,15.535600000000001,46.808900000000001,0.331900000000000,100.000000000000000,30,30,30,35,31500.000000000000000,-0.345115756989000
-1,Tehran,32,35.546630000000000,51.365349999999999,20,5,0.250000000000000,35.689425000000000,51.416888999999998,Asia,16.547400000000000,46.808900000000001,0.353500000000000,100.000000000000000,31,31,31,35,31500.000000000000000,-0.302845346076000
-1,Tehran,33,35.531540000000000,51.372529999999998,10,2,0.200000000000000,35.689425000000000,51.416888999999998,Asia,18.008199999999999,46.808900000000001,0.384700000000000,100.000000000000000,32,32,32,32,28800.000000000000000,-0.281727258116000
-1,Tehran,34,35.611829999999998,51.390779999999999,20,8,0.400000000000000,35.689425000000000,51.416888999999998,Asia,8.944900000000001,46.808900000000001,0.191100000000000,100.000000000000000,33,33,33,32,28800.000000000000000,-0.294942447450000
-1,Tehran,35,35.366289999999999,51.623840000000001,13,2,0.154000000000000,35.689425000000000,51.416888999999998,Asia,40.518700000000003,46.808900000000001,0.865600000000000,100.000000000000000,34,34,34,35,31500.000000000000000,-0.294850685341000
-1,Tehran,36,35.323599999999999,51.672750000000001,17,10,0.588000000000000,35.689425000000000,51.416888999999998,Asia,46.808900000000001,46.808900000000001,1.000000000000000,100.000000000000000,35,35,35,36,32400.000000000000000,-0.279745925425000
-1,Tehran,37,35.414610000000003,51.583559999999999,20,17,0.850000000000000,35.689425000000000,51.416888999999998,Asia,34.075600000000001,46.808900000000001,0.728000000000000,100.000000000000000,36,36,36,34,30600.000000000000000,-0.288003314944000
-1,Tehran,38,35.719769999999997,51.405200000000001,11,7,0.636000000000000,35.689425000000000,51.416888999999998,Asia,3.535400000000000,46.808900000000001,0.075500000000000,100.000000000000000,37,37,37,36,32400.000000000000000,-0.047291682958700
-1,Tehran,39,35.709280000000000,51.421799999999998,12,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,2.251900000000000,46.808900000000001,0.048100000000000,100.000000000000000,38,38,38,35,31500.000000000000000,-0.244550984034000
-1,Tehran,40,35.714520000000000,51.385300000000001,20,11,0.550000000000000,35.689425000000000,51.416888999999998,Asia,3.990300000000000,46.808900000000001,0.085200000000000,100.000000000000000,39,39,39,35,31500.000000000000000,-0.156581781698000
