OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,latacunga_010061_20170920_NDSI_pcs_OID,latacunga_010061_20170920_NDSI_pcs_FID_,latacunga_010061_20170920_NDSI_pcs_COUNT,latacunga_010061_20170920_NDSI_pcs_AREA,latacunga_010061_20170920_NDSI_pcs_MEAN
-1,Latacunga,15,-0.851330000000000,-78.604439999999997,13,4,0.308000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,9.222799999999999,27.346299999999999,0.337300000000000,100.000000000000000,14,14,14,35,31500.000000000000000,-0.404688992671000
-1,Latacunga,16,-0.841180000000000,-78.598969999999994,11,15,1.364000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,10.429300000000000,27.346299999999999,0.381400000000000,100.000000000000000,15,15,15,36,32400.000000000000000,-0.440128334694000
-1,Latacunga,17,-0.830900000000000,-78.595950000000002,16,12,0.750000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,11.613500000000000,27.346299999999999,0.424700000000000,100.000000000000000,16,16,16,35,31500.000000000000000,-0.446627889361000
-1,Latacunga,18,-0.823220000000000,-78.594319999999996,10,2,0.200000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,12.486300000000000,27.346299999999999,0.456600000000000,100.000000000000000,17,17,17,33,29700.000000000000000,-0.414004581444000
-1,Latacunga,19,-0.806650000000000,-78.588260000000005,24,2,0.083000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,14.424600000000000,27.346299999999999,0.527500000000000,100.000000000000000,18,18,18,36,32400.000000000000000,-0.412884802454000
-1,Latacunga,20,-0.796560000000000,-78.585350000000005,10,4,0.400000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,15.589300000000000,27.346299999999999,0.570100000000000,100.000000000000000,19,19,19,35,31500.000000000000000,-0.442319556645000
-1,Latacunga,21,-0.789930000000000,-78.583640000000003,25,5,0.200000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,16.350100000000001,27.346299999999999,0.597900000000000,100.000000000000000,20,20,20,36,32400.000000000000000,-0.434658435484000
-1,Latacunga,22,-0.782510000000000,-78.578999999999994,15,5,0.333000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,17.269100000000002,27.346299999999999,0.631500000000000,100.000000000000000,21,21,21,32,28800.000000000000000,-0.437777251936000
-1,Latacunga,23,-0.780530000000000,-78.575519999999997,11,3,0.273000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,17.575700000000001,27.346299999999999,0.642700000000000,100.000000000000000,22,22,22,33,29700.000000000000000,-0.403390106830000
-1,Latacunga,24,-0.776530000000000,-78.575839999999999,11,2,0.182000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,17.998200000000001,27.346299999999999,0.658200000000000,100.000000000000000,23,23,23,35,31500.000000000000000,-0.466092294455000
-1,Latacunga,25,-0.771040000000000,-78.576099999999997,12,2,0.167000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,18.584499999999998,27.346299999999999,0.679600000000000,100.000000000000000,24,24,24,35,31500.000000000000000,-0.503938312190000
-1,Latacunga,26,-0.763700000000000,-78.572800000000001,10,5,0.500000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,19.464200000000002,27.346299999999999,0.711800000000000,100.000000000000000,25,25,25,34,30600.000000000000000,-0.450955524164000
-1,Latacunga,27,-0.758790000000000,-78.572699999999998,16,10,0.625000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,19.997199999999999,27.346299999999999,0.731300000000000,100.000000000000000,26,26,26,35,31500.000000000000000,-0.482077924694000
-1,Latacunga,28,-0.754500000000000,-78.564899999999994,23,3,0.130000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,20.677299999999999,27.346299999999999,0.756100000000000,100.000000000000000,27,27,27,35,31500.000000000000000,-0.449705893653000
-1,Latacunga,29,-0.750950000000000,-78.563689999999994,13,3,0.231000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,21.093699999999998,27.346299999999999,0.771400000000000,100.000000000000000,28,28,28,35,31500.000000000000000,-0.422308720010000
-1,Latacunga,30,-0.740790000000000,-78.566609999999997,10,10,1.000000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.102499999999999,27.346299999999999,0.808200000000000,100.000000000000000,29,29,29,35,31500.000000000000000,-0.439259447370000
-1,Latacunga,31,-0.738010000000000,-78.570329999999998,15,5,0.333000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.306999999999999,27.346299999999999,0.815700000000000,100.000000000000000,30,30,30,32,28800.000000000000000,-0.473000196740000
-1,Latacunga,32,-0.738310000000000,-78.573110000000000,15,9,0.600000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.207799999999999,27.346299999999999,0.812100000000000,100.000000000000000,31,31,31,32,28800.000000000000000,-0.452355755493000
-1,Latacunga,33,-0.738340000000000,-78.578919999999997,16,7,0.438000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.078499999999998,27.346299999999999,0.807400000000000,100.000000000000000,32,32,32,36,32400.000000000000000,-0.465825216638000
-1,Latacunga,34,-0.734820000000000,-78.576909999999998,15,8,0.533000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,22.504400000000000,27.346299999999999,0.822900000000000,100.000000000000000,33,33,33,36,32400.000000000000000,-0.456693043311000
-1,Latacunga,35,-0.724840000000000,-78.575199999999995,12,9,0.750000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,23.630099999999999,27.346299999999999,0.864100000000000,100.000000000000000,34,34,34,35,31500.000000000000000,-0.376146707364000
-1,Latacunga,36,-0.713230000000000,-78.572069999999997,14,3,0.214000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,24.963500000000000,27.346299999999999,0.912900000000000,100.000000000000000,35,35,35,36,32400.000000000000000,-0.431534487340000
-1,Latacunga,37,-0.702940000000000,-78.568539999999999,12,4,0.333000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,26.162099999999999,27.346299999999999,0.956700000000000,100.000000000000000,36,36,36,35,31500.000000000000000,-0.520895149027000
-1,Latacunga,38,-0.694030000000000,-78.565430000000006,11,5,0.455000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,27.201899999999998,27.346299999999999,0.994700000000000,100.000000000000000,37,37,37,36,32400.000000000000000,-0.441675682035000
-1,Latacunga,39,-0.692220000000000,-78.567850000000007,16,2,0.125000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,27.346299999999999,27.346299999999999,1.000000000000000,100.000000000000000,38,38,38,35,31500.000000000000000,-0.389135131666000
-1,Latacunga,40,-0.702940000000000,-78.582589999999996,14,5,0.357000000000000,-0.933613000000000,-78.614884000000004,Ecuador,South America,25.899799999999999,27.346299999999999,0.947100000000000,100.000000000000000,39,39,39,36,32400.000000000000000,-0.378356726219000
