OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,ottawa_015029_20150121_NDSI_pcs_OID,ottawa_015029_20150121_NDSI_pcs_FID_,ottawa_015029_20150121_NDSI_pcs_COUNT,ottawa_015029_20150121_NDSI_pcs_AREA,ottawa_015029_20150121_NDSI_pcs_MEAN
,Ottawa,15,45.364870000000003,-75.687217000000004,16,5,0.312000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.348500000000000,14.727399999999999,0.431100000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.786738223689000
,Ottawa,16,45.365096999999999,-75.683010999999993,13,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.372200000000000,14.727399999999999,0.432700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.802318445274000
,Ottawa,17,45.363346999999997,-75.688309000000004,15,2,0.133000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.506900000000000,14.727399999999999,0.441800000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.726073861974000
,Ottawa,18,45.356619999999999,-75.691749000000002,15,2,0.133000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.230400000000000,14.727399999999999,0.490900000000000,100.000000000000000,17,17,17,33,29700.000000000000000,0.775980809421000
,Ottawa,19,45.353262000000001,-75.692874000000003,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.598800000000000,14.727399999999999,0.516000000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.534968342526000
,Ottawa,20,45.353262000000001,-75.699112000000000,12,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.592800000000000,14.727399999999999,0.515600000000000,100.000000000000000,19,19,19,34,30600.000000000000000,0.629927347250000
,Ottawa,21,45.352291000000001,-75.695804999999993,12,9,0.750000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.700000000000000,14.727399999999999,0.522800000000000,100.000000000000000,20,20,20,34,30600.000000000000000,0.617415321662000
,Ottawa,22,45.355390000000000,-75.690526000000006,16,2,0.125000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.373000000000000,14.727399999999999,0.500600000000000,100.000000000000000,21,21,21,33,29700.000000000000000,0.726837973703000
,Ottawa,23,45.345334000000001,-75.691725000000005,12,1,0.083000000000000,45.421531999999999,-75.697188999999995,Canada,North America,8.483599999999999,14.727399999999999,0.576000000000000,100.000000000000000,22,22,22,34,30600.000000000000000,0.679516974179000
,Ottawa,24,45.342216999999998,-75.691725000000005,14,1,0.071000000000000,45.421531999999999,-75.697188999999995,Canada,North America,8.829700000000001,14.727399999999999,0.599500000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.799773429121000
,Ottawa,25,45.339871000000002,-75.692036999999999,11,3,0.273000000000000,45.421531999999999,-75.697188999999995,Canada,North America,9.089200000000000,14.727399999999999,0.617200000000000,100.000000000000000,24,24,24,33,29700.000000000000000,0.781931508671000
,Ottawa,26,45.336153000000003,-75.693166000000005,14,2,0.143000000000000,45.421531999999999,-75.697188999999995,Canada,North America,9.498900000000001,14.727399999999999,0.645000000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.750083184242000
,Ottawa,27,45.329690999999997,-75.694084000000004,16,4,0.250000000000000,45.421531999999999,-75.697188999999995,Canada,North America,10.215100000000000,14.727399999999999,0.693600000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.801640983990000
,Ottawa,28,45.323048000000000,-75.689336999999995,16,7,0.438000000000000,45.421531999999999,-75.697188999999995,Canada,North America,10.968100000000000,14.727399999999999,0.744700000000000,100.000000000000000,27,27,27,36,32400.000000000000000,0.560549078406000
,Ottawa,29,45.320335000000000,-75.689971999999997,16,8,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.266700000000000,14.727399999999999,0.765000000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.751222330119000
,Ottawa,30,45.303286000000000,-75.679958999999997,16,8,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,13.217100000000000,14.727399999999999,0.897400000000000,100.000000000000000,29,29,29,34,30600.000000000000000,0.703447152587000
,Ottawa,31,45.308829000000003,-75.692695000000001,16,2,0.125000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.536899999999999,14.727399999999999,0.851300000000000,100.000000000000000,30,30,30,34,30600.000000000000000,0.488936271464000
,Ottawa,32,45.307474999999997,-75.692359999999994,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.688200000000000,14.727399999999999,0.861500000000000,100.000000000000000,31,31,31,29,26100.000000000000000,0.705412327216000
,Ottawa,33,45.313327999999998,-75.693374000000006,16,4,0.250000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.035399999999999,14.727399999999999,0.817200000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.565252751215000
,Ottawa,34,45.313054000000001,-75.693158999999994,10,8,0.800000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.066300000000000,14.727399999999999,0.819300000000000,100.000000000000000,33,33,33,5,4500.000000000000000,0.526157385111000
,Ottawa,35,45.318708999999998,-75.688027000000005,12,4,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.455800000000000,14.727399999999999,0.777900000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.605670505762000
,Ottawa,36,45.315683999999997,-75.687319000000002,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.795000000000000,14.727399999999999,0.800900000000000,100.000000000000000,35,35,35,37,33300.000000000000000,0.735066544365000
,Ottawa,38,45.313361000000000,-75.685666999999995,14,4,0.286000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.061700000000000,14.727399999999999,0.819000000000000,100.000000000000000,37,36,37,35,31500.000000000000000,0.631897315596000
,Ottawa,39,45.302652000000002,-75.679811999999998,12,9,0.750000000000000,45.421531999999999,-75.697188999999995,Canada,North America,13.288399999999999,14.727399999999999,0.902300000000000,100.000000000000000,38,37,38,18,16200.000000000000000,0.765101797051000
,Ottawa,40,45.290227000000002,-75.672489999999996,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,14.727399999999999,14.727399999999999,1.000000000000000,100.000000000000000,39,38,39,35,31500.000000000000000,0.712114156144000
