OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,mexico_city_026047_20180110_NDSI_pcs_OID,mexico_city_026047_20180110_NDSI_pcs_FID_,mexico_city_026047_20180110_NDSI_pcs_COUNT,mexico_city_026047_20180110_NDSI_pcs_AREA,mexico_city_026047_20180110_NDSI_pcs_MEAN
-1,Mexico_City,11,19.334869999999999,-99.182159999999996,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,12.019800000000000,32.161299999999997,0.373700000000000,100.000000000000000,10,10,10,37,33300.000000000000000,-0.291680824515000
-1,Mexico_City,12,19.234700000000000,-99.192130000000006,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,22.858300000000000,32.161299999999997,0.710700000000000,100.000000000000000,11,11,11,32,28800.000000000000000,-0.440024281852000
-1,Mexico_City,13,19.223710000000001,-99.237840000000006,20,18,0.900000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,25.692200000000000,32.161299999999997,0.798900000000000,100.000000000000000,12,12,12,35,31500.000000000000000,-0.590010214703000
-1,Mexico_City,14,19.257269999999998,-99.243020000000001,20,14,0.700000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,22.646300000000000,32.161299999999997,0.704100000000000,100.000000000000000,13,13,13,34,30600.000000000000000,-0.483474315089000
-1,Mexico_City,15,19.355370000000001,-99.135630000000006,20,12,0.600000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,8.592200000000000,32.161299999999997,0.267200000000000,100.000000000000000,14,14,14,36,32400.000000000000000,-0.317854943834000
-1,Mexico_City,16,19.301570000000002,-99.209170000000000,20,16,0.800000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,16.607399999999998,32.161299999999997,0.516400000000000,100.000000000000000,15,15,15,36,32400.000000000000000,-0.241862198131000
-1,Mexico_City,17,19.318370000000002,-99.176199999999994,20,16,0.800000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,13.479400000000000,32.161299999999997,0.419100000000000,100.000000000000000,16,16,16,36,32400.000000000000000,-0.309535081188000
-1,Mexico_City,18,19.145199999999999,-99.167580000000001,15,3,0.200000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,32.161299999999997,32.161299999999997,1.000000000000000,100.000000000000000,17,17,17,35,31500.000000000000000,-0.525934048210000
-1,Mexico_City,19,19.257619999999999,-99.240399999999994,21,21,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,22.474000000000000,32.161299999999997,0.698800000000000,100.000000000000000,18,18,18,32,28800.000000000000000,-0.493802622892000
-1,Mexico_City,20,19.233590000000000,-99.230350000000001,20,16,0.800000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,24.364200000000000,32.161299999999997,0.757600000000000,100.000000000000000,19,19,19,33,29700.000000000000000,-0.479249311216000
-1,Mexico_City,21,19.250889999999998,-99.244069999999994,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,23.314699999999998,32.161299999999997,0.724900000000000,100.000000000000000,20,20,20,32,28800.000000000000000,-0.448043627664000
-1,Mexico_City,22,19.212240000000001,-99.225679999999997,20,6,0.300000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,26.355000000000000,32.161299999999997,0.819500000000000,100.000000000000000,21,21,21,37,33300.000000000000000,-0.358104010087000
-1,Mexico_City,23,19.244879999999998,-99.244219999999999,20,14,0.700000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,23.904000000000000,32.161299999999997,0.743300000000000,100.000000000000000,22,22,22,35,31500.000000000000000,-0.559074244329000
-1,Mexico_City,24,19.227340000000002,-99.229810000000001,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,24.974200000000000,32.161299999999997,0.776500000000000,100.000000000000000,23,23,23,32,28800.000000000000000,-0.358999008662000
-1,Mexico_City,25,19.217449999999999,-99.222149999999999,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,25.680299999999999,32.161299999999997,0.798500000000000,100.000000000000000,24,24,24,35,31500.000000000000000,-0.479473407779000
-1,Mexico_City,26,19.285799999999998,-99.181650000000005,20,20,1.000000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,17.097000000000001,32.161299999999997,0.531600000000000,100.000000000000000,25,25,25,35,31500.000000000000000,-0.360275290268000
-1,Mexico_City,27,19.238530000000001,-99.236059999999995,20,9,0.450000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,24.128299999999999,32.161299999999997,0.750200000000000,100.000000000000000,26,26,26,35,31500.000000000000000,-0.373692874398000
-1,Mexico_City,28,19.407959999999999,-99.158670000000001,20,14,0.700000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,3.826300000000000,32.161299999999997,0.119000000000000,100.000000000000000,27,27,27,32,28800.000000000000000,-0.370107626542000
-1,Mexico_City,29,19.381480000000000,-99.172669999999997,20,19,0.950000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,7.032000000000000,32.161299999999997,0.218600000000000,100.000000000000000,28,28,28,35,31500.000000000000000,-0.274465391466000
-1,Mexico_City,30,19.385790000000000,-99.195760000000007,16,11,0.688000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,8.374700000000001,32.161299999999997,0.260400000000000,100.000000000000000,29,29,29,36,32400.000000000000000,-0.340350723929000
-1,Mexico_City,31,19.342960000000001,-99.185490000000001,16,14,0.875000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,11.377200000000000,32.161299999999997,0.353800000000000,100.000000000000000,30,30,30,34,30600.000000000000000,-0.336532685687000
-1,Mexico_City,32,19.357579999999999,-99.180700000000002,20,17,0.850000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,9.716600000000000,32.161299999999997,0.302100000000000,100.000000000000000,31,31,31,35,31500.000000000000000,-0.284481482394000
-1,Mexico_City,33,19.435050000000000,-99.199100000000001,20,12,0.600000000000000,19.432607999999998,-99.133208999999994,Mexico,North America,6.914600000000000,32.161299999999997,0.215000000000000,100.000000000000000,32,32,32,36,32400.000000000000000,-0.275809781833000
