OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,norfolk_014035_20180106_NDSI_pcs_OID,norfolk_014035_20180106_NDSI_pcs_FID_,norfolk_014035_20180106_NDSI_pcs_COUNT,norfolk_014035_20180106_NDSI_pcs_AREA,norfolk_014035_20180106_NDSI_pcs_MEAN
-1,Norfolk,28,36.793588000000000,-76.260703000000007,15,11,0.733000000000000,36.845714000000001,-76.288634000000002,USA,North America,6.306900000000000,35.752899999999997,0,100.000000000000000,27,27,27,35,31500.000000000000000,0.733594321353000
-1,Norfolk,29,36.804583000000001,-76.262898000000007,15,7,0.467000000000000,36.845714000000001,-76.288634000000002,USA,North America,5.115200000000000,35.752899999999997,0,100.000000000000000,28,28,28,35,31500.000000000000000,0.735545225654000
-1,Norfolk,30,36.813868999999997,-76.263465999999994,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,4.190000000000000,35.752899999999997,0,100.000000000000000,29,29,29,36,32400.000000000000000,0.656994886696000
-1,Norfolk,31,36.828899000000000,-76.260808999999995,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,USA,North America,3.102900000000000,35.752899999999997,0,100.000000000000000,30,30,30,36,32400.000000000000000,0.717652700841000
-1,Norfolk,32,36.835780000000000,-76.263064999999997,15,1,0.067000000000000,36.845714000000001,-76.288634000000002,USA,North America,2.529300000000000,35.752899999999997,0,100.000000000000000,31,31,31,32,28800.000000000000000,0.723425243050000
-1,Norfolk,33,36.847040999999997,-76.271874999999994,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.498600000000000,35.752899999999997,0,100.000000000000000,32,32,32,36,32400.000000000000000,0.737143958608000
-1,Norfolk,34,36.853597999999998,-76.278857000000002,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.235100000000000,35.752899999999997,0,100.000000000000000,33,33,33,35,31500.000000000000000,0.635936242342000
-1,Norfolk,35,36.852333999999999,-76.285657000000000,14,1,0.071000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.782300000000000,35.752899999999997,0,100.000000000000000,34,34,34,35,31500.000000000000000,0.583752577858000
-1,Norfolk,36,36.846924000000001,-76.285781000000000,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.287300000000000,35.752899999999997,0,100.000000000000000,35,35,35,32,28800.000000000000000,0.642866909038000
-1,Norfolk,37,36.846860999999997,-76.294678000000005,9,2,0.222000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.552700000000000,35.752899999999997,0,100.000000000000000,36,36,36,35,31500.000000000000000,0.506287690997000
-1,Norfolk,38,36.843603000000002,-76.288229000000001,15,0,0.000000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.237500000000000,35.752899999999997,0,100.000000000000000,37,37,37,35,31500.000000000000000,0.701223145638000
-1,Norfolk,39,36.849063000000001,-76.290701999999996,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.415400000000000,35.752899999999997,0,100.000000000000000,38,38,38,35,31500.000000000000000,0.586439543111000
-1,Norfolk,40,36.860801000000002,-76.285964000000007,15,1,0.067000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.694300000000000,35.752899999999997,0,100.000000000000000,39,39,39,35,31500.000000000000000,0.728900431735000
