City,Population,Transect,Plant,Lat.pop,Long.pop,HCN_Result,Locus.Li,Locus.Ac,Dmg.1,Dmg.2,Dmg.Avg,Distance
Atlanta,15,NA,9,33.595387,-84.546821,0,1,0,NA,NA,NA,22.53432036
Atlanta,15,NA,10,33.595387,-84.546821,1,1,1,NA,NA,NA,22.53432036
Atlanta,15,NA,11,33.595387,-84.546821,1,1,1,NA,NA,NA,22.53432036
Atlanta,15,NA,12,33.595387,-84.546821,1,1,1,NA,NA,NA,22.53432036
Atlanta,15,NA,13,33.595387,-84.546821,0,1,0,NA,NA,NA,22.53432036
Atlanta,15,NA,14,33.595387,-84.546821,1,1,1,NA,NA,NA,22.53432036
Atlanta,15,NA,15,33.595387,-84.546821,1,1,1,NA,NA,NA,22.53432036
Atlanta,16,NA,1,33.604207,-84.537996,0,1,1,NA,NA,NA,21.25779918
Atlanta,16,NA,2,33.604207,-84.537996,1,1,1,NA,NA,NA,21.25779918
Atlanta,16,NA,3,33.604207,-84.537996,1,1,1,NA,NA,NA,21.25779918
Atlanta,16,NA,4,33.604207,-84.537996,0,0,1,NA,NA,NA,21.25779918
Atlanta,16,NA,5,33.604207,-84.537996,0,1,0,NA,NA,NA,21.25779918
Atlanta,16,NA,6,33.604207,-84.537996,1,1,1,NA,NA,NA,21.25779918
Atlanta,16,NA,7,33.604207,-84.537996,1,1,1,NA,NA,NA,21.25779918
Atlanta,16,NA,8,33.604207,-84.537996,1,1,1,NA,NA,NA,21.25779918
Atlanta,16,NA,9,33.604207,-84.537996,0,1,0,NA,NA,NA,21.25779918
Atlanta,16,NA,10,33.604207,-84.537996,0,0,0,NA,NA,NA,21.25779918
Atlanta,16,NA,11,33.604207,-84.537996,1,1,1,NA,NA,NA,21.25779918
Atlanta,16,NA,12,33.604207,-84.537996,1,1,1,NA,NA,NA,21.25779918
Atlanta,16,NA,13,33.604207,-84.537996,0,0,0,NA,NA,NA,21.25779918
Atlanta,16,NA,14,33.604207,-84.537996,0,1,0,NA,NA,NA,21.25779918
Atlanta,16,NA,15,33.604207,-84.537996,1,1,1,NA,NA,NA,21.25779918
Atlanta,17,NA,1,33.607254,-84.529742,0,0,1,NA,NA,NA,20.50541273
Atlanta,17,NA,2,33.607254,-84.529742,0,0,0,NA,NA,NA,20.50541273
Atlanta,17,NA,3,33.607254,-84.529742,1,1,1,NA,NA,NA,20.50541273
Atlanta,17,NA,4,33.607254,-84.529742,0,0,1,NA,NA,NA,20.50541273
Atlanta,17,NA,5,33.607254,-84.529742,0,1,0,NA,NA,NA,20.50541273
Atlanta,17,NA,6,33.607254,-84.529742,1,1,1,NA,NA,NA,20.50541273
Atlanta,17,NA,7,33.607254,-84.529742,0,0,0,NA,NA,NA,20.50541273
Atlanta,17,NA,8,33.607254,-84.529742,1,1,1,NA,NA,NA,20.50541273
Atlanta,17,NA,9,33.607254,-84.529742,1,1,1,NA,NA,NA,20.50541273
Atlanta,17,NA,10,33.607254,-84.529742,0,0,0,NA,NA,NA,20.50541273
Atlanta,17,NA,11,33.607254,-84.529742,0,0,0,NA,NA,NA,20.50541273
Atlanta,17,NA,12,33.607254,-84.529742,0,1,0,NA,NA,NA,20.50541273
Atlanta,17,NA,13,33.607254,-84.529742,0,1,0,NA,NA,NA,20.50541273
Atlanta,17,NA,14,33.607254,-84.529742,1,1,1,NA,NA,NA,20.50541273
Atlanta,17,NA,15,33.607254,-84.529742,0,0,1,NA,NA,NA,20.50541273
Atlanta,18,NA,1,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,2,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,3,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,4,33.611845,-84.519007,0,0,1,NA,NA,NA,19.48229145
Atlanta,18,NA,5,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,6,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,7,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,8,33.611845,-84.519007,0,0,1,NA,NA,NA,19.48229145
Atlanta,18,NA,9,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,10,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,11,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,12,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,13,33.611845,-84.519007,0,0,1,NA,NA,NA,19.48229145
Atlanta,18,NA,14,33.611845,-84.519007,1,1,1,NA,NA,NA,19.48229145
Atlanta,18,NA,15,33.611845,-84.519007,0,0,1,NA,NA,NA,19.48229145
Atlanta,19,NA,1,33.619172,-84.510247,0,0,0,NA,NA,NA,18.34027487
Atlanta,19,NA,2,33.619172,-84.510247,0,0,1,NA,NA,NA,18.34027487
Atlanta,19,NA,3,33.619172,-84.510247,0,1,0,NA,NA,NA,18.34027487
Atlanta,19,NA,4,33.619172,-84.510247,1,1,1,NA,NA,NA,18.34027487
Atlanta,19,NA,5,33.619172,-84.510247,1,1,1,NA,NA,NA,18.34027487
Atlanta,19,NA,6,33.619172,-84.510247,1,1,1,NA,NA,NA,18.34027487
Atlanta,19,NA,7,33.619172,-84.510247,0,1,0,NA,NA,NA,18.34027487
Atlanta,19,NA,8,33.619172,-84.510247,1,1,1,NA,NA,NA,18.34027487
Atlanta,19,NA,9,33.619172,-84.510247,0,0,0,NA,NA,NA,18.34027487
Atlanta,19,NA,10,33.619172,-84.510247,1,1,1,NA,NA,NA,18.34027487
Atlanta,19,NA,11,33.619172,-84.510247,0,1,0,NA,NA,NA,18.34027487
Atlanta,19,NA,12,33.619172,-84.510247,0,0,1,NA,NA,NA,18.34027487
Atlanta,19,NA,13,33.619172,-84.510247,0,0,0,NA,NA,NA,18.34027487
Atlanta,19,NA,14,33.619172,-84.510247,0,1,0,NA,NA,NA,18.34027487
Atlanta,19,NA,15,33.619172,-84.510247,0,0,0,NA,NA,NA,18.34027487
Atlanta,2,NA,1,33.578665,-84.680071,0,1,0,NA,NA,NA,33.00694304
Atlanta,2,NA,2,33.578665,-84.680071,1,1,1,NA,NA,NA,33.00694304
Atlanta,2,NA,3,33.578665,-84.680071,0,1,0,NA,NA,NA,33.00694304
Atlanta,2,NA,4,33.578665,-84.680071,0,0,1,NA,NA,NA,33.00694304
Atlanta,2,NA,5,33.578665,-84.680071,1,1,1,NA,NA,NA,33.00694304
Atlanta,2,NA,6,33.578665,-84.680071,1,1,1,NA,NA,NA,33.00694304
Atlanta,2,NA,7,33.578665,-84.680071,1,1,1,NA,NA,NA,33.00694304
Atlanta,2,NA,8,33.578665,-84.680071,1,1,1,NA,NA,NA,33.00694304
Atlanta,2,NA,9,33.578665,-84.680071,0,0,1,NA,NA,NA,33.00694304
Atlanta,2,NA,10,33.578665,-84.680071,0,1,0,NA,NA,NA,33.00694304
Atlanta,2,NA,11,33.578665,-84.680071,1,1,1,NA,NA,NA,33.00694304
Atlanta,2,NA,12,33.578665,-84.680071,1,1,1,NA,NA,NA,33.00694304
Atlanta,2,NA,13,33.578665,-84.680071,0,0,1,NA,NA,NA,33.00694304
Atlanta,2,NA,14,33.578665,-84.680071,1,1,1,NA,NA,NA,33.00694304
Atlanta,20,NA,1,33.620712,-84.503997,1,1,1,NA,NA,NA,17.85215425
Atlanta,20,NA,2,33.620712,-84.503997,1,1,1,NA,NA,NA,17.85215425
Atlanta,20,NA,3,33.620712,-84.503997,0,1,0,NA,NA,NA,17.85215425
Atlanta,20,NA,4,33.620712,-84.503997,0,0,1,NA,NA,NA,17.85215425
Atlanta,20,NA,5,33.620712,-84.503997,0,0,1,NA,NA,NA,17.85215425
Atlanta,20,NA,6,33.620712,-84.503997,0,0,1,NA,NA,NA,17.85215425
Atlanta,20,NA,7,33.620712,-84.503997,1,1,1,NA,NA,NA,17.85215425
Atlanta,20,NA,8,33.620712,-84.503997,1,1,1,NA,NA,NA,17.85215425
Atlanta,20,NA,9,33.620712,-84.503997,1,1,1,NA,NA,NA,17.85215425
Atlanta,20,NA,10,33.620712,-84.503997,0,0,1,NA,NA,NA,17.85215425
Atlanta,20,NA,11,33.620712,-84.503997,0,0,0,NA,NA,NA,17.85215425
Atlanta,20,NA,12,33.620712,-84.503997,0,0,1,NA,NA,NA,17.85215425
Atlanta,20,NA,13,33.620712,-84.503997,1,1,1,NA,NA,NA,17.85215425
Atlanta,20,NA,14,33.620712,-84.503997,0,NA,NA,NA,NA,NA,17.85215425
Atlanta,20,NA,15,33.620712,-84.503997,0,1,0,NA,NA,NA,17.85215425
Atlanta,21,NA,1,33.622626,-84.488884,0,0,1,NA,NA,NA,16.87027047
Atlanta,21,NA,2,33.622626,-84.488884,1,1,1,NA,NA,NA,16.87027047
Atlanta,21,NA,3,33.622626,-84.488884,1,1,1,NA,NA,NA,16.87027047
Atlanta,21,NA,4,33.622626,-84.488884,0,0,0,NA,NA,NA,16.87027047
Atlanta,21,NA,5,33.622626,-84.488884,0,0,0,NA,NA,NA,16.87027047
Atlanta,21,NA,6,33.622626,-84.488884,1,1,1,NA,NA,NA,16.87027047
Atlanta,21,NA,7,33.622626,-84.488884,0,0,0,NA,NA,NA,16.87027047
Atlanta,21,NA,8,33.622626,-84.488884,1,1,1,NA,NA,NA,16.87027047
Atlanta,21,NA,9,33.622626,-84.488884,0,0,1,NA,NA,NA,16.87027047
Atlanta,21,NA,10,33.622626,-84.488884,0,0,1,NA,NA,NA,16.87027047
Atlanta,21,NA,11,33.622626,-84.488884,0,0,1,NA,NA,NA,16.87027047
Atlanta,21,NA,12,33.622626,-84.488884,1,1,1,NA,NA,NA,16.87027047
Atlanta,21,NA,13,33.622626,-84.488884,0,0,0,NA,NA,NA,16.87027047
Atlanta,21,NA,14,33.622626,-84.488884,1,1,1,NA,NA,NA,16.87027047
Atlanta,21,NA,15,33.622626,-84.488884,1,1,1,NA,NA,NA,16.87027047
Atlanta,22,NA,1,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,2,33.624875,-84.477394,0,0,0,NA,NA,NA,16.09095874
Atlanta,22,NA,3,33.624875,-84.477394,0,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,4,33.624875,-84.477394,0,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,5,33.624875,-84.477394,0,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,6,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,7,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,8,33.624875,-84.477394,0,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,9,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,10,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,11,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,12,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,13,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,14,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,22,NA,15,33.624875,-84.477394,1,1,1,NA,NA,NA,16.09095874
Atlanta,23,NA,1,33.632218,-84.468452,1,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,2,33.632218,-84.468452,1,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,3,33.632218,-84.468452,0,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,4,33.632218,-84.468452,1,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,5,33.632218,-84.468452,0,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,6,33.632218,-84.468452,0,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,7,33.632218,-84.468452,0,0,0,NA,NA,NA,14.96792399
Atlanta,23,NA,8,33.632218,-84.468452,0,0,0,NA,NA,NA,14.96792399
Atlanta,23,NA,9,33.632218,-84.468452,1,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,10,33.632218,-84.468452,1,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,11,33.632218,-84.468452,0,1,1,NA,NA,NA,14.96792399
Atlanta,23,NA,12,33.632218,-84.468452,0,0,1,NA,NA,NA,14.96792399
Atlanta,23,NA,13,33.632218,-84.468452,0,1,0,NA,NA,NA,14.96792399
Atlanta,23,NA,14,33.632218,-84.468452,0,1,0,NA,NA,NA,14.96792399
Atlanta,23,NA,15,33.632218,-84.468452,1,1,1,NA,NA,NA,14.96792399
Atlanta,24,NA,1,33.641732,-84.467683,0,0,0,NA,NA,NA,14.02225652
Atlanta,24,NA,2,33.641732,-84.467683,0,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,3,33.641732,-84.467683,1,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,4,33.641732,-84.467683,0,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,5,33.641732,-84.467683,1,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,6,33.641732,-84.467683,0,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,7,33.641732,-84.467683,0,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,8,33.641732,-84.467683,1,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,9,33.641732,-84.467683,1,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,10,33.641732,-84.467683,1,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,11,33.641732,-84.467683,0,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,12,33.641732,-84.467683,1,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,13,33.641732,-84.467683,1,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,14,33.641732,-84.467683,1,1,1,NA,NA,NA,14.02225652
Atlanta,24,NA,15,33.641732,-84.467683,0,0,0,NA,NA,NA,14.02225652
Atlanta,25,NA,1,33.651934,-84.470666,1,1,1,NA,NA,NA,13.2283416
Atlanta,25,NA,2,33.651934,-84.470666,1,1,1,NA,NA,NA,13.2283416
Atlanta,25,NA,3,33.651934,-84.470666,1,1,1,NA,NA,NA,13.2283416
Atlanta,25,NA,4,33.651934,-84.470666,1,1,1,NA,NA,NA,13.2283416
Atlanta,25,NA,5,33.651934,-84.470666,0,1,0,NA,NA,NA,13.2283416
Atlanta,25,NA,6,33.651934,-84.470666,1,1,1,NA,NA,NA,13.2283416
Atlanta,25,NA,7,33.651934,-84.470666,1,1,1,NA,NA,NA,13.2283416
Atlanta,25,NA,8,33.651934,-84.470666,1,1,1,NA,NA,NA,13.2283416
Atlanta,25,NA,9,33.651934,-84.470666,0,0,1,NA,NA,NA,13.2283416
Atlanta,25,NA,10,33.651934,-84.470666,0,1,0,NA,NA,NA,13.2283416
Atlanta,25,NA,11,33.651934,-84.470666,0,0,1,NA,NA,NA,13.2283416
Atlanta,25,NA,12,33.651934,-84.470666,0,0,1,NA,NA,NA,13.2283416
Atlanta,25,NA,13,33.651934,-84.470666,0,0,1,NA,NA,NA,13.2283416
Atlanta,25,NA,14,33.651934,-84.470666,1,1,1,NA,NA,NA,13.2283416
Atlanta,25,NA,15,33.651934,-84.470666,0,0,1,NA,NA,NA,13.2283416
Atlanta,26,NA,1,33.660549,-84.468862,0,0,0,NA,NA,NA,12.35711626
Atlanta,26,NA,2,33.660549,-84.468862,1,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,3,33.660549,-84.468862,0,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,4,33.660549,-84.468862,0,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,5,33.660549,-84.468862,0,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,6,33.660549,-84.468862,1,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,7,33.660549,-84.468862,1,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,8,33.660549,-84.468862,1,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,9,33.660549,-84.468862,1,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,10,33.660549,-84.468862,1,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,11,33.660549,-84.468862,0,1,0,NA,NA,NA,12.35711626
Atlanta,26,NA,12,33.660549,-84.468862,1,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,13,33.660549,-84.468862,1,1,1,NA,NA,NA,12.35711626
Atlanta,26,NA,14,33.660549,-84.468862,0,1,0,NA,NA,NA,12.35711626
Atlanta,27,NA,1,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,2,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,3,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,4,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,5,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,6,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,7,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,8,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,9,33.666759,-84.465386,0,1,0,NA,NA,NA,11.61383845
Atlanta,27,NA,10,33.666759,-84.465386,0,1,0,NA,NA,NA,11.61383845
Atlanta,27,NA,11,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,12,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,27,NA,13,33.666759,-84.465386,0,1,0,NA,NA,NA,11.61383845
Atlanta,27,NA,14,33.666759,-84.465386,0,0,1,NA,NA,NA,11.61383845
Atlanta,27,NA,15,33.666759,-84.465386,1,1,1,NA,NA,NA,11.61383845
Atlanta,28,NA,1,33.671274,-84.460025,0,0,1,NA,NA,NA,10.91302458
Atlanta,28,NA,2,33.671274,-84.460025,0,0,1,NA,NA,NA,10.91302458
Atlanta,28,NA,3,33.671274,-84.460025,0,0,1,NA,NA,NA,10.91302458
Atlanta,28,NA,4,33.671274,-84.460025,1,1,1,NA,NA,NA,10.91302458
Atlanta,28,NA,5,33.671274,-84.460025,0,0,0,NA,NA,NA,10.91302458
Atlanta,28,NA,6,33.671274,-84.460025,1,1,1,NA,NA,NA,10.91302458
Atlanta,28,NA,7,33.671274,-84.460025,1,1,1,NA,NA,NA,10.91302458
Atlanta,28,NA,8,33.671274,-84.460025,1,1,1,NA,NA,NA,10.91302458
Atlanta,28,NA,9,33.671274,-84.460025,0,1,1,NA,NA,NA,10.91302458
