OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,uppsala_193018_DEM_pcs_OID,uppsala_193018_DEM_pcs_FID_,uppsala_193018_DEM_pcs_COUNT,uppsala_193018_DEM_pcs_AREA,uppsala_193018_DEM_pcs_MEAN
-1,Uppsala,19,59.848489999999998,17.602260000000001,20,3,0.150000000000000,59.858131000000000,17.644621000000001,Europe,2.597200000000000,7.322100000000000,0.354700000000000,18,18,1,530.641040909000026,30.000000000000000
-1,Uppsala,20,59.847729999999999,17.598720000000000,4,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,2.812100000000000,7.322100000000000,0.384100000000000,19,19,1,530.641040909000026,28.000000000000000
-1,Uppsala,21,59.846080000000001,17.595640000000000,18,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,3.046000000000000,7.322100000000000,0.416000000000000,20,20,1,530.641040909000026,21.000000000000000
-1,Uppsala,22,59.845649999999999,17.592289999999998,20,1,0.050000000000000,59.858131000000000,17.644621000000001,Europe,3.235300000000000,7.322100000000000,0.441900000000000,21,21,1,530.641040909000026,20.000000000000000
-1,Uppsala,23,59.845149999999997,17.588960000000000,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,3.427300000000000,7.322100000000000,0.468100000000000,22,22,1,530.641040909000026,18.000000000000000
-1,Uppsala,24,59.844430000000003,17.585200000000000,19,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,3.651500000000000,7.322100000000000,0.498700000000000,23,23,1,530.641040909000026,17.000000000000000
-1,Uppsala,27,59.842010000000002,17.575330000000001,20,3,0.150000000000000,59.858131000000000,17.644621000000001,Europe,4.264900000000000,7.322100000000000,0.582500000000000,24,24,1,530.641040909000026,23.000000000000000
-1,Uppsala,28,59.841410000000003,17.571919999999999,20,2,0.100000000000000,59.858131000000000,17.644621000000001,Europe,4.465800000000000,7.322100000000000,0.609900000000000,25,25,1,530.641040909000026,29.000000000000000
-1,Uppsala,29,59.840719999999997,17.568529999999999,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,4.669900000000000,7.322100000000000,0.637800000000000,26,26,1,530.641040909000026,38.000000000000000
-1,Uppsala,31,59.839500000000001,17.561430000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,5.087300000000000,7.322100000000000,0.694800000000000,27,27,1,530.641040909000026,27.000000000000000
-1,Uppsala,32,59.839320000000001,17.557630000000000,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,5.289700000000000,7.322100000000000,0.722400000000000,28,28,1,530.641040909000026,42.000000000000000
-1,Uppsala,33,59.839269999999999,17.553660000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,5.496200000000000,7.322100000000000,0.750600000000000,29,29,1,530.641040909000026,45.000000000000000
-1,Uppsala,34,59.838690000000000,17.550270000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,5.695900000000000,7.322100000000000,0.777900000000000,30,30,1,530.641040909000026,41.000000000000000
-1,Uppsala,35,59.837569999999999,17.547239999999999,18,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,5.900000000000000,7.322100000000000,0.805800000000000,31,31,1,530.641040909000026,43.000000000000000
-1,Uppsala,36,59.836350000000003,17.544390000000000,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,6.099700000000000,7.322100000000000,0.833100000000000,32,32,1,530.641040909000026,43.000000000000000
-1,Uppsala,37,59.835310000000000,17.541380000000000,15,1,0.067000000000000,59.858131000000000,17.644621000000001,Europe,6.300200000000000,7.322100000000000,0.860400000000000,33,33,1,530.641040909000026,36.000000000000000
-1,Uppsala,38,59.834829999999997,17.537970000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,6.496100000000000,7.322100000000000,0.887200000000000,34,34,1,530.641040909000026,43.000000000000000
-1,Uppsala,39,59.834460000000000,17.534260000000000,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,6.702700000000000,7.322100000000000,0.915400000000000,35,35,1,530.641040909000026,46.000000000000000
-1,Uppsala,40,59.834099999999999,17.530529999999999,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,6.910200000000000,7.322100000000000,0.943700000000000,36,36,1,530.641040909000026,40.000000000000000
-1,Uppsala,41,59.833990000000000,17.526789999999998,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,7.107900000000000,7.322100000000000,0.970700000000000,37,37,1,530.641040909000026,36.000000000000000
-1,Uppsala,42,59.833950000000002,17.522690000000001,20,0,0.000000000000000,59.858131000000000,17.644621000000001,Europe,7.322100000000000,7.322100000000000,1.000000000000000,38,38,1,530.641040909000026,42.000000000000000
