OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,pittsburgh_017032_DEM_pcs_OID,pittsburgh_017032_DEM_pcs_FID_,pittsburgh_017032_DEM_pcs_COUNT,pittsburgh_017032_DEM_pcs_AREA,pittsburgh_017032_DEM_pcs_MEAN
-1,Pittsburgh,24,40.574330000000003,-80.037279999999996,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,15.157800000000000,50.944699999999997,0.297500000000000,23,23,1,743.803776294000045,355.000000000000000
-1,Pittsburgh,25,40.561819999999997,-80.039479999999998,15,6,0.400000000000000,40.440587999999998,-80.002596999999994,North America,13.836399999999999,50.944699999999997,0.271600000000000,24,24,1,743.803776294000045,374.000000000000000
-1,Pittsburgh,26,40.547440000000002,-80.037120000000002,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,12.234800000000000,50.944699999999997,0.240200000000000,25,25,1,743.803776294000045,352.000000000000000
-1,Pittsburgh,27,40.533600000000000,-80.036029999999997,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,10.722000000000000,50.944699999999997,0.210500000000000,26,26,1,743.803776294000045,364.000000000000000
-1,Pittsburgh,28,40.517580000000002,-80.033209999999997,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,8.944100000000001,50.944699999999997,0.175600000000000,27,27,1,743.803776294000045,320.000000000000000
-1,Pittsburgh,29,40.504080000000002,-80.022490000000005,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,7.257800000000000,50.944699999999997,0.142500000000000,28,28,1,743.803776294000045,374.000000000000000
-1,Pittsburgh,30,40.491549999999997,-80.022069999999999,15,10,0.667000000000000,40.440587999999998,-80.002596999999994,North America,5.901300000000000,50.944699999999997,0.115800000000000,29,29,1,743.803776294000045,365.000000000000000
-1,Pittsburgh,31,40.481140000000003,-80.013499999999993,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,4.602600000000000,50.944699999999997,0.090300000000000,30,30,1,743.803776294000045,356.000000000000000
-1,Pittsburgh,32,40.470770000000002,-80.009519999999995,15,2,0.133000000000000,40.440587999999998,-80.002596999999994,North America,3.406800000000000,50.944699999999997,0.066900000000000,31,31,1,743.803776294000045,335.000000000000000
-1,Pittsburgh,33,40.456780000000002,-80.006730000000005,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,1.834100000000000,50.944699999999997,0.036000000000000,32,32,1,743.803776294000045,242.000000000000000
-1,Pittsburgh,34,40.453980000000001,-80.002440000000007,15,0,0.000000000000000,40.440587999999998,-80.002596999999994,North America,1.489200000000000,50.944699999999997,0.029200000000000,33,33,1,743.803776294000045,241.000000000000000
-1,Pittsburgh,35,40.441749999999999,-80.007320000000007,15,1,0.067000000000000,40.440587999999998,-80.002596999999994,North America,0.420100000000000,50.944699999999997,0.008200000000000,34,34,1,743.803776294000045,227.000000000000000
-1,Pittsburgh,36,40.443170000000002,-80.004419999999996,10,1,0.100000000000000,40.440587999999998,-80.002596999999994,North America,0.325900000000000,50.944699999999997,0.006400000000000,35,35,1,743.803776294000045,252.000000000000000
-1,Pittsburgh,37,40.441540000000003,-80.005369999999999,15,4,0.267000000000000,40.440587999999998,-80.002596999999994,North America,0.257400000000000,50.944699999999997,0.005100000000000,36,36,1,743.803776294000045,238.000000000000000
-1,Pittsburgh,38,40.447760000000002,-79.986859999999993,15,7,0.467000000000000,40.440587999999998,-80.002596999999994,North America,1.552200000000000,50.944699999999997,0.030500000000000,37,37,1,743.803776294000045,227.000000000000000
-1,Pittsburgh,39,40.451929999999997,-79.981639999999999,14,2,0.143000000000000,40.440587999999998,-80.002596999999994,North America,2.176100000000000,50.944699999999997,0.042700000000000,38,38,1,743.803776294000045,226.000000000000000
-1,Pittsburgh,40,40.446959999999997,-79.993719999999996,15,3,0.200000000000000,40.440587999999998,-80.002596999999994,North America,1.032600000000000,50.944699999999997,0.020300000000000,39,39,1,743.803776294000045,220.000000000000000
