OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,almada_204033_DEM_pcs_OID,almada_204033_DEM_pcs_FID_,almada_204033_DEM_pcs_COUNT,almada_204033_DEM_pcs_AREA,almada_204033_DEM_pcs_MEAN
-1,Almada,24,38.638500000000001,-9.151280000000000,19,18,0.947000000000000,38.680289999999999,-9.158490000000000,Europe,4.688800000000000,16.758600000000001,0.279800000000000,23,23,1,754.940085469999985,9.000000000000000
-1,Almada,25,38.636609999999997,-9.150600000000001,18,18,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,4.905100000000000,16.758600000000001,0.292700000000000,24,24,1,754.940085469999985,14.000000000000000
-1,Almada,26,38.640270000000001,-9.160019999999999,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,4.452000000000000,16.758600000000001,0.265700000000000,25,25,1,754.940085469999985,12.000000000000000
-1,Almada,27,38.633049999999997,-9.156639999999999,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,5.255300000000000,16.758600000000001,0.313600000000000,26,26,1,754.940085469999985,18.000000000000000
-1,Almada,28,38.635379999999998,-9.155970000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,4.998600000000000,16.758600000000001,0.298300000000000,27,27,1,754.940085469999985,20.000000000000000
-1,Almada,29,38.629179999999998,-9.154420000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,5.694200000000000,16.758600000000001,0.339800000000000,28,28,1,754.940085469999985,48.000000000000000
-1,Almada,30,38.627220000000001,-9.153330000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,5.918100000000000,16.758600000000001,0.353100000000000,29,29,1,754.940085469999985,30.000000000000000
-1,Almada,31,38.629210000000000,-9.151350000000001,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,5.713600000000000,16.758600000000001,0.340900000000000,30,30,1,754.940085469999985,34.000000000000000
-1,Almada,32,38.630119999999998,-9.149050000000001,19,19,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,5.638600000000000,16.758600000000001,0.336500000000000,31,31,1,754.940085469999985,25.000000000000000
-1,Almada,33,38.633980000000001,-9.143300000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,5.315700000000000,16.758600000000001,0.317200000000000,32,32,1,754.940085469999985,8.000000000000000
-1,Almada,34,38.622619999999998,-9.129989999999999,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,6.873600000000000,16.758600000000001,0.410200000000000,33,33,1,754.940085469999985,21.000000000000000
-1,Almada,35,38.619529999999997,-9.124790000000001,18,15,0.833000000000000,38.680289999999999,-9.158490000000000,Europe,7.362800000000000,16.758600000000001,0.439300000000000,34,34,1,754.940085469999985,40.000000000000000
-1,Almada,36,38.615090000000002,-9.116330000000000,17,13,0.765000000000000,38.680289999999999,-9.158490000000000,Europe,8.122000000000000,16.758600000000001,0.484600000000000,35,35,1,754.940085469999985,21.000000000000000
-1,Almada,37,38.598269999999999,-9.088350000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,10.967700000000001,16.758600000000001,0.654500000000000,36,36,1,754.940085469999985,39.000000000000000
-1,Almada,38,38.595770000000002,-9.091450000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,11.055800000000000,16.758600000000001,0.659700000000000,37,37,1,754.940085469999985,46.000000000000000
-1,Almada,39,38.596170000000001,-9.094580000000001,20,19,0.950000000000000,38.680289999999999,-9.158490000000000,Europe,10.876799999999999,16.758600000000001,0.649000000000000,38,38,1,754.940085469999985,45.000000000000000
-1,Almada,40,38.592669999999998,-9.093420000000000,19,19,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,11.263500000000001,16.758600000000001,0.672100000000000,39,39,1,754.940085469999985,45.000000000000000
-1,Almada,41,38.566899999999997,-9.097329999999999,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,13.682100000000000,16.758600000000001,0.816400000000000,40,40,1,754.940085469999985,65.000000000000000
-1,Almada,42,38.568950000000001,-9.073340000000000,19,17,0.895000000000000,38.680289999999999,-9.158490000000000,Europe,14.421900000000001,16.758600000000001,0.860600000000000,41,41,1,754.940085469999985,54.000000000000000
-1,Almada,43,38.577640000000002,-9.079120000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,13.334800000000000,16.758600000000001,0.795700000000000,42,42,1,754.940085469999985,50.000000000000000
-1,Almada,44,38.549349999999997,-9.062980000000000,20,20,1.000000000000000,38.680289999999999,-9.158490000000000,Europe,16.758600000000001,16.758600000000001,1.000000000000000,43,43,1,754.940085469999985,61.000000000000000
