OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,sacramento_044033_20170105_NDVI_pcs_OID,sacramento_044033_20170105_NDVI_pcs_FID_,sacramento_044033_20170105_NDVI_pcs_COUNT,sacramento_044033_20170105_NDVI_pcs_AREA,sacramento_044033_20170105_NDVI_pcs_MEAN
-1,Sacramento,11,38.573039999999999,-121.497159999999994,20,2,0.100000000000000,38.581572000000001,-121.494399999999999,North America,0.978600000000000,14.358900000000000,0.068200000000000,100.000000000000000,10,10,10,36,32400.000000000000000,0.341662877964000
-1,Sacramento,12,38.581380000000003,-121.493989999999997,18,6,0.333000000000000,38.581572000000001,-121.494399999999999,North America,0.041500000000000,14.358900000000000,0.002900000000000,100.000000000000000,11,11,11,35,31500.000000000000000,0.324527087488000
-1,Sacramento,13,38.578090000000003,-121.499020000000002,18,13,0.722000000000000,38.581572000000001,-121.494399999999999,North America,0.557800000000000,14.358900000000000,0.038800000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.257834357609000
-1,Sacramento,14,38.579830000000001,-121.504339999999999,24,11,0.458000000000000,38.581572000000001,-121.494399999999999,North America,0.885500000000000,14.358900000000000,0.061700000000000,100.000000000000000,13,13,13,35,31500.000000000000000,0.446687661431000
-1,Sacramento,15,38.583050000000000,-121.510429999999999,21,16,0.762000000000000,38.581572000000001,-121.494399999999999,North America,1.403000000000000,14.358900000000000,0.097700000000000,100.000000000000000,14,14,14,32,28800.000000000000000,0.327017028438000
-1,Sacramento,16,38.586480000000002,-121.515230000000003,22,7,0.318000000000000,38.581572000000001,-121.494399999999999,North America,1.891000000000000,14.358900000000000,0.131700000000000,100.000000000000000,15,15,15,36,32400.000000000000000,0.548786762688000
-1,Sacramento,17,38.588839999999998,-121.519610000000000,20,20,1.000000000000000,38.581572000000001,-121.494399999999999,North America,2.335500000000000,14.358900000000000,0.162700000000000,100.000000000000000,16,16,16,32,28800.000000000000000,0.461010398809000
-1,Sacramento,18,38.589520000000000,-121.524119999999996,12,12,1.000000000000000,38.581572000000001,-121.494399999999999,North America,2.730200000000000,14.358900000000000,0.190100000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.348563248664000
-1,Sacramento,19,38.589779999999998,-121.528090000000006,19,6,0.316000000000000,38.581572000000001,-121.494399999999999,North America,3.067200000000000,14.358900000000000,0.213600000000000,100.000000000000000,18,18,18,33,29700.000000000000000,0.260656478758000
-1,Sacramento,20,38.595089999999999,-121.533980000000000,19,8,0.421000000000000,38.581572000000001,-121.494399999999999,North America,3.754200000000000,14.358900000000000,0.261500000000000,100.000000000000000,19,19,19,36,32400.000000000000000,0.323468136498000
-1,Sacramento,21,38.593789999999998,-121.543859999999995,12,6,0.500000000000000,38.581572000000001,-121.494399999999999,North America,4.508400000000000,14.358900000000000,0.314000000000000,100.000000000000000,20,20,20,32,28800.000000000000000,0.432508317754000
-1,Sacramento,22,38.612620000000000,-121.524879999999996,20,10,0.500000000000000,38.581572000000001,-121.494399999999999,North America,4.351500000000000,14.358900000000000,0.303100000000000,100.000000000000000,21,21,21,34,30600.000000000000000,0.574997524567000
-1,Sacramento,23,38.624639999999999,-121.525499999999994,20,9,0.450000000000000,38.581572000000001,-121.494399999999999,North America,5.498900000000000,14.358900000000000,0.383000000000000,100.000000000000000,22,22,22,36,32400.000000000000000,0.407856649823000
-1,Sacramento,24,38.637529999999998,-121.531059999999997,20,8,0.400000000000000,38.581572000000001,-121.494399999999999,North America,6.990200000000000,14.358900000000000,0.486800000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.741988190796000
-1,Sacramento,25,38.644629999999999,-121.535690000000002,20,5,0.250000000000000,38.581572000000001,-121.494399999999999,North America,7.876200000000000,14.358900000000000,0.548500000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.392829714789000
-1,Sacramento,26,38.651960000000003,-121.536810000000003,20,12,0.600000000000000,38.581572000000001,-121.494399999999999,North America,8.650700000000001,14.358900000000000,0.602500000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.540930943404000
-1,Sacramento,27,38.655949999999997,-121.546070000000000,17,7,0.412000000000000,38.581572000000001,-121.494399999999999,North America,9.410200000000000,14.358900000000000,0.655400000000000,100.000000000000000,26,26,26,32,28800.000000000000000,0.468690459151000
-1,Sacramento,28,38.661369999999998,-121.527770000000004,20,11,0.550000000000000,38.581572000000001,-121.494399999999999,North America,9.334700000000000,14.358900000000000,0.650100000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.516698074767000
-1,Sacramento,29,38.661949999999997,-121.523979999999995,20,16,0.800000000000000,38.581572000000001,-121.494399999999999,North America,9.299700000000000,14.358900000000000,0.647700000000000,100.000000000000000,28,28,28,32,28800.000000000000000,0.464260636363000
-1,Sacramento,30,38.666100000000000,-121.525199999999998,20,15,0.750000000000000,38.581572000000001,-121.494399999999999,North America,9.772500000000001,14.358900000000000,0.680600000000000,100.000000000000000,29,29,29,36,32400.000000000000000,0.479358559267000
-1,Sacramento,31,38.665999999999997,-121.532210000000006,20,12,0.600000000000000,38.581572000000001,-121.494399999999999,North America,9.946000000000000,14.358900000000000,0.692700000000000,100.000000000000000,30,30,30,36,32400.000000000000000,0.167726235749000
-1,Sacramento,32,38.668840000000003,-121.526330000000002,20,11,0.550000000000000,38.581572000000001,-121.494399999999999,North America,10.092400000000000,14.358900000000000,0.702900000000000,100.000000000000000,31,31,31,37,33300.000000000000000,0.504012204908000
-1,Sacramento,33,38.676020000000001,-121.535899999999998,20,13,0.650000000000000,38.581572000000001,-121.494399999999999,North America,11.103600000000000,14.358900000000000,0.773300000000000,100.000000000000000,32,32,32,37,33300.000000000000000,0.380947056654000
-1,Sacramento,34,38.679639999999999,-121.534319999999994,20,9,0.450000000000000,38.581572000000001,-121.494399999999999,North America,11.442700000000000,14.358900000000000,0.796900000000000,100.000000000000000,33,33,33,32,28800.000000000000000,0.471043971833000
-1,Sacramento,35,38.680410000000002,-121.537130000000005,17,7,0.412000000000000,38.581572000000001,-121.494399999999999,North America,11.600099999999999,14.358900000000000,0.807900000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.306437918118000
-1,Sacramento,36,38.682899999999997,-121.534130000000005,20,12,0.600000000000000,38.581572000000001,-121.494399999999999,North America,11.783799999999999,14.358900000000000,0.820700000000000,100.000000000000000,35,35,35,32,28800.000000000000000,0.317860708106000
-1,Sacramento,37,38.675860000000000,-121.590040000000002,12,6,0.500000000000000,38.581572000000001,-121.494399999999999,North America,13.376899999999999,14.358900000000000,0.931600000000000,100.000000000000000,36,36,36,37,33300.000000000000000,0.631626562492000
-1,Sacramento,38,38.678370000000001,-121.590410000000006,20,16,0.800000000000000,38.581572000000001,-121.494399999999999,North America,13.616400000000001,14.358900000000000,0.948300000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.394108360633000
-1,Sacramento,39,38.678310000000003,-121.594350000000006,20,9,0.450000000000000,38.581572000000001,-121.494399999999999,North America,13.823399999999999,14.358900000000000,0.962700000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.545735456688000
-1,Sacramento,40,38.682150000000000,-121.594420000000000,19,13,0.684000000000000,38.581572000000001,-121.494399999999999,North America,14.161799999999999,14.358900000000000,0.986300000000000,100.000000000000000,39,39,39,37,33300.000000000000000,0.441618790296000
-1,Sacramento,41,38.671920000000000,-121.612499999999997,20,3,0.150000000000000,38.581572000000001,-121.494399999999999,North America,14.358900000000000,14.358900000000000,1.000000000000000,100.000000000000000,40,40,40,35,31500.000000000000000,0.476475451674000
