OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,montreal_015028_20150121_NDVI_pcs_OID,montreal_015028_20150121_NDVI_pcs_FID_,montreal_015028_20150121_NDVI_pcs_COUNT,montreal_015028_20150121_NDVI_pcs_AREA,montreal_015028_20150121_NDVI_pcs_MEAN
-1,Montreal,38,45.548259999999999,-73.666259999999994,20,17,0.850000000000000,45.501690000000004,-73.567252999999994,North America,9.289999999999999,40.138700000000000,0.231400000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.086427227457600
-1,Montreal,39,45.545620000000000,-73.653739999999999,20,10,0.500000000000000,45.501690000000004,-73.567252999999994,North America,8.322200000000000,40.138700000000000,0.207300000000000,100.000000000000000,38,38,38,37,33300.000000000000000,0.004176523909290
-1,Montreal,40,45.541919999999998,-73.642099999999999,20,3,0.150000000000000,45.501690000000004,-73.567252999999994,North America,7.349400000000000,40.138700000000000,0.183100000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.034889601739800
-1,Montreal,41,45.538290000000003,-73.631079999999997,20,3,0.150000000000000,45.501690000000004,-73.567252999999994,North America,6.425800000000000,40.138700000000000,0.160100000000000,100.000000000000000,40,40,40,35,31500.000000000000000,-0.002819687005830
-1,Montreal,42,45.532739999999997,-73.617059999999995,20,16,0.800000000000000,45.501690000000004,-73.567252999999994,North America,5.194200000000000,40.138700000000000,0.129400000000000,100.000000000000000,41,41,41,37,33300.000000000000000,-0.044209617630600
-1,Montreal,43,45.531129999999997,-73.611750000000001,18,8,0.444000000000000,45.501690000000004,-73.567252999999994,North America,4.768300000000000,40.138700000000000,0.118800000000000,100.000000000000000,42,42,42,36,32400.000000000000000,0.022912972492700
-1,Montreal,44,45.524639999999998,-73.600239999999999,17,10,0.588000000000000,45.501690000000004,-73.567252999999994,North America,3.622000000000000,40.138700000000000,0.090200000000000,100.000000000000000,43,43,43,35,31500.000000000000000,-0.003260902784370
-1,Montreal,45,45.524050000000003,-73.593010000000007,19,13,0.684000000000000,45.501690000000004,-73.567252999999994,North America,3.195300000000000,40.138700000000000,0.079600000000000,100.000000000000000,44,44,44,35,31500.000000000000000,-0.013847036222300
-1,Montreal,46,45.516840000000002,-73.587959999999995,20,1,0.050000000000000,45.501690000000004,-73.567252999999994,North America,2.332700000000000,40.138700000000000,0.058100000000000,100.000000000000000,45,45,45,35,31500.000000000000000,0.003583596433910
-1,Montreal,47,45.513370000000002,-73.574879999999993,19,12,0.632000000000000,45.501690000000004,-73.567252999999994,North America,1.428300000000000,40.138700000000000,0.035600000000000,100.000000000000000,46,46,46,35,31500.000000000000000,-0.074759834685500
-1,Montreal,48,45.510359999999999,-73.567009999999996,19,12,0.632000000000000,45.501690000000004,-73.567252999999994,North America,0.964200000000000,40.138700000000000,0.024000000000000,100.000000000000000,47,47,47,35,31500.000000000000000,-0.050102951994600
-1,Montreal,49,45.506250000000001,-73.552009999999996,20,8,0.400000000000000,45.501690000000004,-73.567252999999994,North America,1.291600000000000,40.138700000000000,0.032200000000000,100.000000000000000,48,48,48,37,33300.000000000000000,-0.023597956641000
