OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,lake_charles_024039_20160123_NDVI_pcs_OID,lake_charles_024039_20160123_NDVI_pcs_FID_,lake_charles_024039_20160123_NDVI_pcs_COUNT,lake_charles_024039_20160123_NDVI_pcs_AREA,lake_charles_024039_20160123_NDVI_pcs_MEAN
-1,Lake_Charles,11,30.194927600000000,-93.215490599999995,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,3.525900000000000,29.275900000000000,0.120400000000000,100.000000000000000,10,10,10,35,31500.000000000000000,0.542638071520000
-1,Lake_Charles,12,30.191096999999999,-93.216923100000002,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,3.947400000000000,29.275900000000000,0.134800000000000,100.000000000000000,11,11,11,33,29700.000000000000000,0.584779547019000
-1,Lake_Charles,13,30.185363400000000,-93.213397299999997,19,18,0.947000000000000,30.226595000000000,-93.217376000000002,USA,North America,4.600700000000000,29.275900000000000,0.157100000000000,100.000000000000000,12,12,12,36,32400.000000000000000,0.525823353479000
-1,Lake_Charles,14,30.181705500000000,-93.214166700000007,16,10,0.625000000000000,30.226595000000000,-93.217376000000002,USA,North America,5.001000000000000,29.275900000000000,0.170800000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.243842930119000
-1,Lake_Charles,15,30.178657000000001,-93.215967100000000,18,8,0.444000000000000,30.226595000000000,-93.217376000000002,USA,North America,5.332200000000000,29.275900000000000,0.182100000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.366440216984000
-1,Lake_Charles,16,30.174093599999999,-93.213218600000005,21,16,0.762000000000000,30.226595000000000,-93.217376000000002,USA,North America,5.851500000000000,29.275900000000000,0.199900000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.535259689178000
-1,Lake_Charles,17,30.169759400000000,-93.213249899999994,17,17,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,6.332300000000000,29.275900000000000,0.216300000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.375668910412000
-1,Lake_Charles,18,30.166086700000001,-93.212788000000003,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,6.742600000000000,29.275900000000000,0.230300000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.404824871463000
-1,Lake_Charles,19,30.162812899999999,-93.213674900000001,18,15,0.833000000000000,30.226595000000000,-93.217376000000002,USA,North America,7.101200000000000,29.275900000000000,0.242600000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.232079104015000
-1,Lake_Charles,20,30.157436600000000,-93.216468399999997,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,7.690600000000000,29.275900000000000,0.262700000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.568174888406000
-1,Lake_Charles,21,30.153223900000000,-93.209649900000002,20,19,0.950000000000000,30.226595000000000,-93.217376000000002,USA,North America,8.192200000000000,29.275900000000000,0.279800000000000,100.000000000000000,20,20,20,36,32400.000000000000000,0.485232724912000
-1,Lake_Charles,22,30.150407999999999,-93.214550599999995,20,17,0.850000000000000,30.226595000000000,-93.217376000000002,USA,North America,8.476000000000001,29.275900000000000,0.289500000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.590153640509000
-1,Lake_Charles,23,30.146081200000001,-93.210109700000004,19,19,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,8.979900000000001,29.275900000000000,0.306700000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.679960536957000
-1,Lake_Charles,24,30.139280100000001,-93.210605000000001,20,5,0.250000000000000,30.226595000000000,-93.217376000000002,USA,North America,9.730800000000000,29.275900000000000,0.332400000000000,100.000000000000000,23,23,23,34,30600.000000000000000,0.387624091085000
-1,Lake_Charles,25,30.135447700000000,-93.214397000000005,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,10.139200000000001,29.275900000000000,0.346300000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.455976738036000
-1,Lake_Charles,26,30.128581199999999,-93.213989799999993,15,11,0.733000000000000,30.226595000000000,-93.217376000000002,USA,North America,10.903499999999999,29.275900000000000,0.372400000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.482325860858000
-1,Lake_Charles,27,30.125093199999998,-93.213633299999998,11,1,0.091000000000000,30.226595000000000,-93.217376000000002,USA,North America,11.292199999999999,29.275900000000000,0.385700000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.434695028407000
-1,Lake_Charles,28,30.120726099999999,-93.211304900000002,8,0,0.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,11.786500000000000,29.275900000000000,0.402600000000000,100.000000000000000,27,27,27,36,32400.000000000000000,0.504735156480000
-1,Lake_Charles,29,30.118842500000000,-93.213239900000005,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,11.988099999999999,29.275900000000000,0.409500000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.477384042527000
-1,Lake_Charles,30,30.110895500000002,-93.213140699999997,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,12.871600000000001,29.275900000000000,0.439700000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.506178205354000
-1,Lake_Charles,31,30.107056300000000,-93.179636700000003,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,13.778300000000000,29.275900000000000,0.470600000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.632823159013000
-1,Lake_Charles,32,30.092507200000000,-93.213111100000006,20,17,0.850000000000000,30.226595000000000,-93.217376000000002,USA,North America,14.915500000000000,29.275900000000000,0.509500000000000,100.000000000000000,31,31,31,36,32400.000000000000000,0.444125379953000
-1,Lake_Charles,33,30.089729899999998,-93.179282299999997,18,18,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,15.653200000000000,29.275900000000000,0.534700000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.583252198166000
-1,Lake_Charles,34,30.078098900000001,-93.201546100000002,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,16.582000000000001,29.275900000000000,0.566400000000000,100.000000000000000,33,33,33,37,33300.000000000000000,0.547871682289000
-1,Lake_Charles,35,30.066114200000001,-93.213494400000002,14,14,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,17.848600000000001,29.275900000000000,0.609700000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.528733895506000
-1,Lake_Charles,36,30.056564300000002,-93.212866399999996,20,20,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,18.911500000000000,29.275900000000000,0.646000000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.465449231544000
-1,Lake_Charles,37,30.051250799999998,-93.213261099999997,20,12,0.600000000000000,30.226595000000000,-93.217376000000002,USA,North America,19.501400000000000,29.275900000000000,0.666100000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.468416400254000
-1,Lake_Charles,38,30.045071900000000,-93.212270300000000,19,19,1.000000000000000,30.226595000000000,-93.217376000000002,USA,North America,20.190400000000000,29.275900000000000,0.689700000000000,100.000000000000000,37,37,37,33,29700.000000000000000,0.299350064587000
-1,Lake_Charles,39,30.023569800000001,-93.023569800000004,17,14,0.824000000000000,30.226595000000000,-93.217376000000002,USA,North America,29.275900000000000,29.275900000000000,1.000000000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.545964770658000
-1,Lake_Charles,40,30.017090499999998,-93.212546900000007,20,18,0.900000000000000,30.226595000000000,-93.217376000000002,USA,North America,23.300500000000000,29.275900000000000,0.795900000000000,100.000000000000000,39,39,39,36,32400.000000000000000,0.558120385640000
