OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,glasgow_205021_20170214_NDVI_pcs_OID,glasgow_205021_20170214_NDVI_pcs_FID_,glasgow_205021_20170214_NDVI_pcs_COUNT,glasgow_205021_20170214_NDVI_pcs_AREA,glasgow_205021_20170214_NDVI_pcs_MEAN
-1,Glasgow,15,55.933900000000001,-4.343370000000000,20,9,0.450000000000000,55.865681000000002,-4.257140000000000,Europe,9.297200000000000,24.949200000000001,0.372600000000000,100.000000000000000,14,14,14,36,32400.000000000000000,0.565764331983000
-1,Glasgow,16,55.942180000000000,-4.349500000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,10.271400000000000,24.949200000000001,0.411700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.538225741897000
-1,Glasgow,17,55.946610000000000,-4.352430000000000,8,3,0.375000000000000,55.865681000000002,-4.257140000000000,Europe,10.782299999999999,24.949200000000001,0.432200000000000,100.000000000000000,16,16,16,36,32400.000000000000000,0.601676155296000
-1,Glasgow,18,55.956200000000003,-4.359470000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,11.915600000000000,24.949200000000001,0.477600000000000,100.000000000000000,17,17,17,33,29700.000000000000000,0.549296377283000
-1,Glasgow,19,55.966030000000003,-4.364900000000000,12,2,0.167000000000000,55.865681000000002,-4.257140000000000,Europe,13.023000000000000,24.949200000000001,0.522000000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.582234576770000
-1,Glasgow,20,55.912840000000003,-4.332470000000000,9,0,0.000000000000000,55.865681000000002,-4.257140000000000,Europe,7.040100000000000,24.949200000000001,0.282200000000000,100.000000000000000,19,19,19,33,29700.000000000000000,0.466196443998000
-1,Glasgow,21,55.968670000000003,-4.363580000000000,15,2,0.133000000000000,55.865681000000002,-4.257140000000000,Europe,13.233900000000000,24.949200000000001,0.530400000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.537404610429000
-1,Glasgow,22,55.982289999999999,-4.367210000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,14.667999999999999,24.949200000000001,0.587900000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.468659561021000
-1,Glasgow,23,55.987749999999998,-4.372700000000000,12,4,0.333000000000000,55.865681000000002,-4.257140000000000,Europe,15.364400000000000,24.949200000000001,0.615800000000000,100.000000000000000,22,22,22,34,30600.000000000000000,0.504112809020000
-1,Glasgow,24,56.003380000000000,-4.391520000000000,12,6,0.500000000000000,55.865681000000002,-4.257140000000000,Europe,17.449700000000000,24.949200000000001,0.699400000000000,100.000000000000000,23,23,23,37,33300.000000000000000,0.384063135128000
-1,Glasgow,25,56.013649999999998,-4.405050000000000,12,0,0.000000000000000,55.865681000000002,-4.257140000000000,Europe,18.856400000000001,24.949200000000001,0.755800000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.532400173800000
-1,Glasgow,26,56.016390000000001,-4.407840000000000,11,0,0.000000000000000,55.865681000000002,-4.257140000000000,Europe,19.206900000000001,24.949200000000001,0.769800000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.618935009411000
-1,Glasgow,27,56.019359999999999,-4.410380000000000,12,0,0.000000000000000,55.865681000000002,-4.257140000000000,Europe,19.572199999999999,24.949200000000001,0.784500000000000,100.000000000000000,26,26,26,36,32400.000000000000000,0.568779503306000
-1,Glasgow,28,56.022599999999997,-4.414030000000000,12,2,0.167000000000000,55.865681000000002,-4.257140000000000,Europe,19.997399999999999,24.949200000000001,0.801500000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.616694238356000
-1,Glasgow,29,56.025709999999997,-4.415590000000000,11,0,0.000000000000000,55.865681000000002,-4.257140000000000,Europe,20.346499999999999,24.949200000000001,0.815500000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.651703180586000
-1,Glasgow,30,56.030279999999998,-4.416220000000000,14,10,0.714000000000000,55.865681000000002,-4.257140000000000,Europe,20.810800000000000,24.949200000000001,0.834100000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.517740221534000
-1,Glasgow,31,56.034059999999997,-4.419680000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,21.282699999999998,24.949200000000001,0.853000000000000,100.000000000000000,30,30,30,37,33300.000000000000000,0.582843260991000
-1,Glasgow,32,56.035670000000003,-4.422860000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,21.534500000000001,24.949200000000001,0.863100000000000,100.000000000000000,31,31,31,36,32400.000000000000000,0.632032617927000
-1,Glasgow,33,56.037770000000002,-4.430500000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,21.969300000000000,24.949200000000001,0.880600000000000,100.000000000000000,32,32,32,37,33300.000000000000000,0.552714040151000
-1,Glasgow,34,56.041690000000003,-4.445290000000000,12,3,0.250000000000000,55.865681000000002,-4.257140000000000,Europe,22.808599999999998,24.949200000000001,0.914200000000000,100.000000000000000,33,33,33,32,28800.000000000000000,0.542613828555000
-1,Glasgow,35,56.043180000000000,-4.446530000000000,10,3,0.300000000000000,55.865681000000002,-4.257140000000000,Europe,22.990300000000001,24.949200000000001,0.921500000000000,100.000000000000000,34,34,34,36,32400.000000000000000,0.580415099859000
-1,Glasgow,36,56.047220000000003,-4.447410000000000,10,7,0.700000000000000,55.865681000000002,-4.257140000000000,Europe,23.404399999999999,24.949200000000001,0.938100000000000,100.000000000000000,35,35,35,36,32400.000000000000000,0.600064654317000
-1,Glasgow,37,56.054859999999998,-4.452540000000000,13,2,0.154000000000000,55.865681000000002,-4.257140000000000,Europe,24.298600000000000,24.949200000000001,0.973900000000000,100.000000000000000,36,36,36,32,28800.000000000000000,0.531548171304000
-1,Glasgow,38,56.061500000000002,-4.452840000000000,12,6,0.500000000000000,55.865681000000002,-4.257140000000000,Europe,24.949200000000001,24.949200000000001,1.000000000000000,100.000000000000000,37,37,37,36,32400.000000000000000,0.582348664602000
-1,Glasgow,39,55.878850000000000,-4.287460000000000,9,8,0.889000000000000,55.865681000000002,-4.257140000000000,Europe,2.392100000000000,24.949200000000001,0.095900000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.377050058331000
-1,Glasgow,40,55.871920000000003,-4.289980000000000,7,0,0.000000000000000,55.865681000000002,-4.257140000000000,Europe,2.163200000000000,24.949200000000001,0.086700000000000,100.000000000000000,39,39,39,34,30600.000000000000000,0.221349325031000
