OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,bern_195027_20100221_NDVI_pcs_OID,bern_195027_20100221_NDVI_pcs_FID_,bern_195027_20100221_NDVI_pcs_COUNT,bern_195027_20100221_NDVI_pcs_AREA,bern_195027_20100221_NDVI_pcs_MEAN
-1,Bern,24,46.941659999999999,7.402820000000000,14,9,0.643000000000000,46.947975000000000,7.447447000000000,Europe,3.459800000000000,8.759399999999999,0.395000000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.075223395374700
-1,Bern,25,46.942059999999998,7.404890000000000,17,7,0.412000000000000,46.947975000000000,7.447447000000000,Europe,3.296900000000000,8.759399999999999,0.376400000000000,100.000000000000000,24,24,24,32,28800.000000000000000,0.108274243597000
-1,Bern,26,46.943600000000004,7.409130000000000,20,14,0.700000000000000,46.947975000000000,7.447447000000000,Europe,2.949100000000000,8.759399999999999,0.336700000000000,100.000000000000000,25,25,25,36,32400.000000000000000,0.133028242608000
-1,Bern,27,46.943660000000001,7.413280000000000,18,13,0.722000000000000,46.947975000000000,7.447447000000000,Europe,2.637700000000000,8.759399999999999,0.301100000000000,100.000000000000000,26,26,26,32,28800.000000000000000,0.191087015904000
-1,Bern,28,46.944299999999998,7.416800000000000,20,16,0.800000000000000,46.947975000000000,7.447447000000000,Europe,2.362100000000000,8.759399999999999,0.269700000000000,100.000000000000000,27,27,27,33,29700.000000000000000,0.041508083232600
-1,Bern,29,46.944499999999998,7.419680000000000,18,7,0.389000000000000,46.947975000000000,7.447447000000000,Europe,2.142900000000000,8.759399999999999,0.244600000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.120194252491000
-1,Bern,30,46.945459999999997,7.424380000000000,13,6,0.462000000000000,46.947975000000000,7.447447000000000,Europe,1.773200000000000,8.759399999999999,0.202400000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.120231856353000
-1,Bern,31,46.945900000000002,7.429860000000000,16,11,0.688000000000000,46.947975000000000,7.447447000000000,Europe,1.354800000000000,8.759399999999999,0.154700000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.141199049673000
-1,Bern,32,46.946510000000004,7.430830000000000,20,14,0.700000000000000,46.947975000000000,7.447447000000000,Europe,1.271900000000000,8.759399999999999,0.145200000000000,100.000000000000000,31,31,31,21,18900.000000000000000,0.171347399907000
-1,Bern,33,46.945839999999997,7.434950000000000,13,3,0.231000000000000,46.947975000000000,7.447447000000000,Europe,0.977900000000000,8.759399999999999,0.111600000000000,100.000000000000000,32,32,32,32,28800.000000000000000,0.093615301269900
-1,Bern,34,46.945189999999997,7.436900000000000,20,7,0.350000000000000,46.947975000000000,7.447447000000000,Europe,0.858400000000000,8.759399999999999,0.098000000000000,100.000000000000000,33,33,33,33,29700.000000000000000,0.102966865722000
-1,Bern,35,46.946320000000000,7.440450000000000,16,4,0.250000000000000,46.947975000000000,7.447447000000000,Europe,0.562100000000000,8.759399999999999,0.064200000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.119813440594000
-1,Bern,36,46.948590000000003,7.444170000000000,12,4,0.333000000000000,46.947975000000000,7.447447000000000,Europe,0.258000000000000,8.759399999999999,0.029500000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.060276899200700
-1,Bern,37,46.947450000000003,7.447460000000000,12,11,0.917000000000000,46.947975000000000,7.447447000000000,Europe,0.058400000000000,8.759399999999999,0.006700000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.073431437968100
-1,Bern,38,46.947049999999997,7.451780000000000,19,4,0.211000000000000,46.947975000000000,7.447447000000000,Europe,0.344600000000000,8.759399999999999,0.039300000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.155757786227000
-1,Bern,39,46.948540000000001,7.457100000000000,10,10,1.000000000000000,46.947975000000000,7.447447000000000,Europe,0.735400000000000,8.759399999999999,0.084000000000000,100.000000000000000,38,38,38,34,30600.000000000000000,0.129444459563000
-1,Bern,40,46.946849999999998,7.459140000000000,20,13,0.650000000000000,46.947975000000000,7.447447000000000,Europe,0.896400000000000,8.759399999999999,0.102300000000000,100.000000000000000,39,39,39,37,33300.000000000000000,0.127779122354000
