OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,tokyo_107035_20180102_NDVI_pcs_OID,tokyo_107035_20180102_NDVI_pcs_FID_,tokyo_107035_20180102_NDVI_pcs_COUNT,tokyo_107035_20180102_NDVI_pcs_AREA,tokyo_107035_20180102_NDVI_pcs_MEAN
-1,Tokyo,24,35.768333300000002,139.812500000000000,20,2,0.100000000000000,35.689487000000000,139.691710999999998,Japan,Asia,13.990900000000000,65.991500000000002,0.212000000000000,100.000000000000000,23,23,23,32,28800.000000000000000,0.187360013661000
-1,Tokyo,25,35.773888900000003,139.816666700000013,19,4,0.211000000000000,35.689487000000000,139.691710999999998,Japan,Asia,14.672900000000000,65.991500000000002,0.222300000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.142262037897000
-1,Tokyo,26,35.784722199999997,139.821111099999996,20,0,0.000000000000000,35.689487000000000,139.691710999999998,Japan,Asia,15.765400000000000,65.991500000000002,0.238900000000000,100.000000000000000,25,25,25,36,32400.000000000000000,0.100084990884000
-1,Tokyo,27,35.780555600000000,139.819166700000011,20,0,0.000000000000000,35.689487000000000,139.691710999999998,Japan,Asia,15.326100000000000,65.991500000000002,0.232200000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.243945106119000
-1,Tokyo,28,35.806944399999999,139.843888899999996,20,3,0.150000000000000,35.689487000000000,139.691710999999998,Japan,Asia,18.952100000000002,65.991500000000002,0.287200000000000,100.000000000000000,27,27,27,37,33300.000000000000000,0.069369872731500
-1,Tokyo,29,35.913055600000000,139.960000000000008,17,4,0.235000000000000,35.689487000000000,139.691710999999998,Japan,Asia,34.690500000000000,65.991500000000002,0.525700000000000,100.000000000000000,28,28,28,34,30600.000000000000000,0.196157052784000
-1,Tokyo,30,35.912222200000002,139.951111099999991,19,0,0.000000000000000,35.689487000000000,139.691710999999998,Japan,Asia,34.068800000000003,65.991500000000002,0.516300000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.193443360499000
-1,Tokyo,31,35.902222199999997,139.938611100000003,18,2,0.111000000000000,35.689487000000000,139.691710999999998,Japan,Asia,32.487400000000001,65.991500000000002,0.492300000000000,100.000000000000000,30,30,30,37,33300.000000000000000,0.292629792607000
-1,Tokyo,32,35.899722199999999,139.948055600000004,18,9,0.500000000000000,35.689487000000000,139.691710999999998,Japan,Asia,32.879100000000001,65.991500000000002,0.498200000000000,100.000000000000000,31,31,31,32,28800.000000000000000,0.317243640777000
-1,Tokyo,33,36.102777799999998,140.105555600000002,20,0,0.000000000000000,35.689487000000000,139.691710999999998,Japan,Asia,59.173999999999999,65.991500000000002,0.896700000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.238446202750000
-1,Tokyo,34,36.107222200000002,140.102222200000000,20,0,0.000000000000000,35.689487000000000,139.691710999999998,Japan,Asia,59.370500000000000,65.991500000000002,0.899700000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.457763108611000
-1,Tokyo,35,36.199722199999997,140.066111100000001,20,3,0.150000000000000,35.689487000000000,139.691710999999998,Japan,Asia,65.991500000000002,65.991500000000002,1.000000000000000,100.000000000000000,34,34,34,36,32400.000000000000000,0.352190902664000
-1,Tokyo,36,35.662222200000002,139.677500000000009,20,4,0.200000000000000,35.689487000000000,139.691710999999998,Japan,Asia,3.292300000000000,65.991500000000002,0.049900000000000,100.000000000000000,35,35,35,32,28800.000000000000000,0.151340504090000
-1,Tokyo,37,35.674722199999998,139.694444400000009,20,2,0.100000000000000,35.689487000000000,139.691710999999998,Japan,Asia,1.660200000000000,65.991500000000002,0.025200000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.493468612299000
-1,Tokyo,38,35.712222199999999,139.803888900000004,20,3,0.150000000000000,35.689487000000000,139.691710999999998,Japan,Asia,10.440200000000001,65.991500000000002,0.158200000000000,100.000000000000000,37,37,37,36,32400.000000000000000,0.406707578287000
-1,Tokyo,39,35.712856000000002,139.773955999999998,18,8,0.444000000000000,35.689487000000000,139.691710999999998,Japan,Asia,7.868100000000000,65.991500000000002,0.119200000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.442545840570000
-1,Tokyo,40,35.691248999999999,139.689661000000001,20,9,0.450000000000000,35.689487000000000,139.691710999999998,Japan,Asia,0.269600000000000,65.991500000000002,0.004100000000000,100.000000000000000,39,39,39,36,32400.000000000000000,0.414329001732000
-1,Tokyo,41,35.692289000000002,139.750278000000009,20,1,0.050000000000000,35.689487000000000,139.691710999999998,Japan,Asia,5.298300000000000,65.991500000000002,0.080300000000000,100.000000000000000,40,40,40,32,28800.000000000000000,0.569588405546000
-1,Tokyo,42,35.650277799999998,139.693333300000006,20,8,0.400000000000000,35.689487000000000,139.691710999999998,Japan,Asia,4.362300000000000,65.991500000000002,0.066100000000000,100.000000000000000,41,41,41,34,30600.000000000000000,0.407056062537000
-1,Tokyo,43,35.650555599999997,139.695833300000004,19,6,0.316000000000000,35.689487000000000,139.691710999999998,Japan,Asia,4.345000000000000,65.991500000000002,0.065800000000000,100.000000000000000,42,42,42,32,28800.000000000000000,0.329471322242000
-1,Tokyo,44,35.642777799999998,139.681666699999994,20,1,0.050000000000000,35.689487000000000,139.691710999999998,Japan,Asia,5.272500000000000,65.991500000000002,0.079900000000000,100.000000000000000,43,43,43,36,32400.000000000000000,0.444727912131000
-1,Tokyo,45,35.823888900000000,139.877499999999998,19,1,0.053000000000000,35.689487000000000,139.691710999999998,Japan,Asia,22.458900000000000,65.991500000000002,0.340300000000000,100.000000000000000,44,44,44,35,31500.000000000000000,0.163510169115000
-1,Tokyo,46,35.855052999999998,139.918760999999989,20,6,0.300000000000000,35.689487000000000,139.691710999999998,Japan,Asia,27.541300000000000,65.991500000000002,0.417300000000000,100.000000000000000,45,45,45,32,28800.000000000000000,0.597301847301000
-1,Tokyo,47,35.869444399999999,139.924722199999991,20,2,0.100000000000000,35.689487000000000,139.691710999999998,Japan,Asia,29.021500000000000,65.991500000000002,0.439800000000000,100.000000000000000,46,46,46,35,31500.000000000000000,0.221303019752000
-1,Tokyo,48,35.657777799999998,139.681111100000010,20,3,0.150000000000000,35.689487000000000,139.691710999999998,Japan,Asia,3.653600000000000,65.991500000000002,0.055400000000000,100.000000000000000,47,47,47,37,33300.000000000000000,0.308597796471000
-1,Tokyo,49,35.651388900000001,139.673611099999988,20,7,0.350000000000000,35.689487000000000,139.691710999999998,Japan,Asia,4.540900000000000,65.991500000000002,0.068800000000000,100.000000000000000,48,48,48,34,30600.000000000000000,0.304801096373000
-1,Tokyo,50,35.671942000000001,139.636996000000011,20,5,0.250000000000000,35.689487000000000,139.691710999999998,Japan,Asia,5.313100000000000,65.991500000000002,0.080500000000000,100.000000000000000,49,49,49,37,33300.000000000000000,0.204570672601000
