continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label
EU,Antwerp,39,7,r,Antwerp_39_7,16.4,NA,NA,c,11,NA,NA,16.4,15.24,9.76,Yes,ANT-86
EU,Antwerp,39,4,r,Antwerp_39_4,6.575,NA,302,d,11,h,4,302,0.83,24.17,Yes,ANT-87
EU,Antwerp,39,2,r,Antwerp_39_2,18.3,NA,NA,e,11,NA,NA,18.3,13.66,11.34,Yes,ANT-88
EU,Antwerp,39,6,r,Antwerp_39_6,6.8,NA,0,g,11,a,5,6.8,25,0,No,ANT-89
EU,Antwerp,40,1,r,Antwerp_40_1,9.25,NA,1540,a,12,b,5,1540,0.16,24.84,Yes,ANT-90
EU,Antwerp,40,8,r,Antwerp_40_8,19.8,NA,NA,b,12,NA,NA,19.8,12.63,12.37,Yes,ANT-91
EU,Antwerp,40,3,r,Antwerp_40_3,13.6,NA,NA,c,12,NA,NA,13.6,18.38,6.62,Yes,ANT-92
EU,Antwerp,40,4,r,Antwerp_40_4,4.35,NA,155,d,12,c,5,155,1.61,23.39,Yes,ANT-93
EU,Antwerp,40,9,r,Antwerp_40_9,4.8,NA,9.2,e,12,d,5,9.2,25,0,No,ANT-94
EU,Antwerp,40,7,r,Antwerp_40_7,15,NA,NA,g,12,NA,NA,15,16.67,8.33,Yes,ANT-95
EU,Antwerp,40,6,r,Antwerp_40_6,33,NA,NA,h,12,NA,NA,33,7.58,17.42,Yes,ANT-96
SAM,Bogota,1,2,u,Bogota_1_2,NA,NA,6.92,NA,NA,b,1,6.92,25,0,No,BOG-21
SAM,Bogota,1,3,u,Bogota_1_3,NA,NA,61.2,NA,NA,c,1,61.2,4.08,20.92,Yes,BOG-22
SAM,Bogota,1,6,u,Bogota_1_6,NA,NA,19.5,NA,NA,f,1,19.5,12.82,12.18,Yes,BOG-23
SAM,Bogota,2,1,u,Bogota_2_1,NA,NA,3.24,NA,NA,b,2,3.24,25,0,No,BOG-24
SAM,Bogota,3,3,u,Bogota_3_3,NA,NA,5.66,NA,NA,f,3,5.66,25,0,No,BOG-25
SAM,Bogota,3,4,u,Bogota_3_4,NA,NA,4.72,NA,NA,g,3,4.72,25,0,No,BOG-26
SAM,Bogota,3,6,u,Bogota_3_6,NA,NA,11.3,NA,NA,a,4,11.3,22.12,2.88,No,BOG-27
SAM,Bogota,3,10,u,Bogota_3_10,NA,NA,10.1,NA,NA,e,4,10.1,24.75,0.25,No,BOG-28
SAM,Bogota,4,1,u,Bogota_4_1,NA,NA,3.66,NA,NA,f,4,3.66,25,0,No,BOG-29
SAM,Bogota,4,2,u,Bogota_4_2,NA,NA,5.26,NA,NA,g,4,5.26,25,0,No,BOG-30
SAM,Bogota,4,3,u,Bogota_4_3,NA,NA,6.02,NA,NA,h,4,6.02,25,0,No,BOG-31
SAM,Bogota,4,4,u,Bogota_4_4,NA,NA,12,NA,NA,a,5,12,20.83,4.17,No,BOG-32
SAM,Bogota,4,5,u,Bogota_4_5,NA,NA,4.34,NA,NA,b,5,4.34,25,0,No,BOG-33
SAM,Bogota,4,6,u,Bogota_4_6,NA,NA,4.86,NA,NA,c,5,4.86,25,0,No,BOG-34
SAM,Bogota,4,8,u,Bogota_4_8,NA,NA,5.42,NA,NA,e,5,5.42,25,0,No,BOG-35
SAM,Bogota,4,9,u,Bogota_4_9,NA,NA,64,NA,NA,f,5,64,3.91,21.09,Yes,BOG-36
SAM,Bogota,5,1,u,Bogota_5_1,NA,NA,14.9,NA,NA,h,5,14.9,16.78,8.22,Yes,BOG-37
SAM,Bogota,5,2,u,Bogota_5_2,NA,NA,11.2,NA,NA,a,6,11.2,22.32,2.68,No,BOG-38
SAM,Bogota,5,3,u,Bogota_5_3,NA,NA,14.7,NA,NA,b,6,14.7,17.01,7.99,Yes,BOG-39
SAM,Bogota,5,5,u,Bogota_5_5,NA,NA,4.38,NA,NA,d,6,4.38,25,0,No,BOG-40
SAM,Bogota,5,6,u,Bogota_5_6,NA,NA,3.18,NA,NA,e,6,3.18,25,0,No,BOG-41
SAM,Bogota,5,7,u,Bogota_5_7,NA,NA,23.6,NA,NA,f,6,23.6,10.59,14.41,Yes,BOG-42
SAM,Bogota,5,8,u,Bogota_5_8,NA,NA,22.2,NA,NA,g,6,22.2,11.26,13.74,Yes,BOG-43
SAM,Bogota,36,2,r,Bogota_36_2,NA,NA,47.4,NA,NA,b,7,47.4,5.27,19.73,Yes,BOG-44
SAM,Bogota,36,3,r,Bogota_36_3,NA,NA,4.62,NA,NA,c,7,4.62,25,0,No,BOG-45
SAM,Bogota,36,7,r,Bogota_36_7,NA,NA,5.18,NA,NA,g,7,5.18,25,0,No,BOG-46
SAM,Bogota,37,10,r,Bogota_37_10,NA,NA,4.3,NA,NA,d,9,4.3,25,0,No,BOG-47
SAM,Bogota,38,2,r,Bogota_38_2,NA,NA,3.08,NA,NA,f,9,3.08,25,0,No,BOG-48
SAM,Bogota,38,3,r,Bogota_38_3,NA,NA,9.94,NA,NA,g,9,9.94,25,0,No,BOG-49
SAM,Bogota,38,7,r,Bogota_38_7,NA,NA,2.72,NA,NA,b,10,2.72,25,0,No,BOG-50
SAM,Bogota,38,10,r,Bogota_38_10,NA,NA,2.84,NA,NA,e,10,2.84,25,0,No,BOG-51
SAM,Bogota,39,1,r,Bogota_39_1,NA,NA,8.88,NA,NA,f,10,8.88,25,0,No,BOG-52
SAM,Bogota,39,3,r,Bogota_39_3,NA,NA,2.84,NA,NA,h,10,2.84,25,0,No,BOG-53
SAM,Bogota,39,4,r,Bogota_39_4,NA,NA,8.72,NA,NA,a,11,8.72,25,0,No,BOG-54
SAM,Bogota,39,5,r,Bogota_39_5,NA,NA,21.6,NA,NA,b,11,21.6,11.57,13.43,Yes,BOG-55
SAM,Bogota,39,7,r,Bogota_39_7,NA,NA,7.46,NA,NA,d,11,7.46,25,0,No,BOG-56
SAM,Bogota,39,9,r,Bogota_39_9,NA,NA,63.6,NA,NA,f,11,63.6,3.93,21.07,Yes,BOG-57
SAM,Bogota,40,2,r,Bogota_40_2,NA,NA,2.94,NA,NA,a,12,2.94,25,0,No,BOG-58
SAM,Bogota,40,4,r,Bogota_40_4,NA,NA,8.4,NA,NA,b,12,8.4,25,0,No,BOG-59
SAM,Bogota,40,5,r,Bogota_40_5,NA,NA,3.02,NA,NA,c,12,3.02,25,0,No,BOG-60
SAM,Bogota,40,6,r,Bogota_40_6,NA,NA,6.36,NA,NA,d,12,6.36,25,0,No,BOG-61
SAM,Bogota,40,9,r,Bogota_40_9,NA,NA,2.2,NA,NA,g,12,2.2,25,0,No,BOG-62
EU,Brighton,1,2,u,Brighton_1_2,NA,NA,37.2,NA,NA,a,1,37.2,6.72,18.28,Yes,BRI-21
EU,Brighton,1,3,u,Brighton_1_3,NA,NA,45.4,NA,NA,b,1,45.4,5.51,19.49,Yes,BRI-22
EU,Brighton,1,5,u,Brighton_1_5,NA,NA,38.2,NA,NA,c,1,38.2,6.54,18.46,Yes,BRI-23
EU,Brighton,1,7,u,Brighton_1_7,NA,NA,13.7,NA,NA,d,1,13.7,18.25,6.75,Yes,BRI-24
EU,Brighton,1,9,u,Brighton_1_9,NA,NA,31.4,NA,NA,f,1,31.4,7.96,17.04,Yes,BRI-25
EU,Brighton,1,11,u,Brighton_1_11,NA,NA,21.4,NA,NA,h,1,21.4,11.68,13.32,Yes,BRI-26
EU,Brighton,1,13,u,Brighton_1_13,NA,NA,13.1,NA,NA,a,2,13.1,19.08,5.92,Yes,BRI-27
EU,Brighton,1,14,u,Brighton_1_14,NA,NA,46.8,NA,NA,b,2,46.8,5.34,19.66,Yes,BRI-28
EU,Brighton,2,1,u,Brighton_2_1,NA,NA,33,NA,NA,c,2,33,7.58,17.42,Yes,BRI-29
EU,Brighton,2,2,u,Brighton_2_2,NA,NA,64.4,NA,NA,d,2,64.4,3.88,21.12,Yes,BRI-30
EU,Brighton,2,3,u,Brighton_2_3,NA,NA,18,NA,NA,e,2,18,13.89,11.11,Yes,BRI-31
EU,Brighton,2,7,u,Brighton_2_7,NA,NA,27.8,NA,NA,h,2,27.8,8.99,16.01,Yes,BRI-32
EU,Brighton,2,8,u,Brighton_2_8,NA,NA,4,NA,NA,a,3,4,25,0,No,BRI-33
EU,Brighton,3,5,u,Brighton_3_5,NA,NA,43.4,NA,NA,e,3,43.4,5.76,19.24,Yes,BRI-34
EU,Brighton,3,8,u,Brighton_3_8,NA,NA,13.1,NA,NA,g,3,13.1,19.08,5.92,Yes,BRI-35
EU,Brighton,3,9,u,Brighton_3_9,NA,NA,9.22,NA,NA,h,3,9.22,25,0,No,BRI-36
EU,Brighton,3,12,u,Brighton_3_12,NA,NA,7.46,NA,NA,b,4,7.46,25,0,No,BRI-37
EU,Brighton,3,14,u,Brighton_3_14,NA,NA,31.2,NA,NA,d,4,31.2,8.01,16.99,Yes,BRI-38
EU,Brighton,3,15,u,Brighton_3_15,NA,NA,5.62,NA,NA,e,4,5.62,25,0,No,BRI-39
EU,Brighton,4,1,u,Brighton_4_1,NA,NA,9.52,NA,NA,f,4,9.52,25,0,No,BRI-40
EU,Brighton,4,4,u,Brighton_4_4,NA,NA,6.16,NA,NA,a,5,6.16,25,0,No,BRI-41
EU,Brighton,4,8,u,Brighton_4_8,NA,NA,4.08,NA,NA,e,5,4.08,25,0,No,BRI-42
