OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,wuhan_123039_20140123_LST_pcs_OID,wuhan_123039_20140123_LST_pcs_FID_,wuhan_123039_20140123_LST_pcs_COUNT,wuhan_123039_20140123_LST_pcs_AREA,wuhan_123039_20140123_LST_pcs_MEAN
,Wuhan,11,30.478055600000001,114.493888900000002,20,13,1,30.600916999999999,114.295922000000004,China,Asia,23.368600000000001,31.001799999999999,0.753800000000000,100.000000000000000,10,10,10,35,31500.000000000000000,13.971056047799999
,Wuhan,12,30.478611099999998,114.498888899999997,20,20,1,30.600916999999999,114.295922000000004,China,Asia,23.723199999999999,31.001799999999999,0.765200000000000,100.000000000000000,11,11,11,32,28800.000000000000000,14.636047587600000
,Wuhan,13,30.478611099999998,114.503055599999996,20,17,1,30.600916999999999,114.295922000000004,China,Asia,24.051300000000001,31.001799999999999,0.775800000000000,100.000000000000000,12,12,12,35,31500.000000000000000,14.200990689099999
,Wuhan,14,30.478611099999998,114.506944399999995,20,12,1,30.600916999999999,114.295922000000004,China,Asia,24.359400000000001,31.001799999999999,0.785700000000000,100.000000000000000,13,13,13,35,31500.000000000000000,14.293749241200000
,Wuhan,15,30.478611099999998,114.522499999999994,20,19,1,30.600916999999999,114.295922000000004,China,Asia,25.608799999999999,31.001799999999999,0.826000000000000,100.000000000000000,14,14,14,37,33300.000000000000000,13.244131650900000
,Wuhan,16,30.478611099999998,114.526944400000005,20,20,1,30.600916999999999,114.295922000000004,China,Asia,25.970500000000001,31.001799999999999,0.837700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,13.704720190400000
,Wuhan,17,30.478055600000001,114.531111100000004,20,19,1,30.600916999999999,114.295922000000004,China,Asia,26.343299999999999,31.001799999999999,0.849700000000000,100.000000000000000,16,16,16,35,31500.000000000000000,12.383363323399999
,Wuhan,18,30.478611099999998,114.533333299999995,20,19,1,30.600916999999999,114.295922000000004,China,Asia,26.493700000000000,31.001799999999999,0.854600000000000,100.000000000000000,17,17,17,35,31500.000000000000000,14.890371638400000
,Wuhan,19,30.478611099999998,114.536388900000006,20,17,1,30.600916999999999,114.295922000000004,China,Asia,26.745200000000001,31.001799999999999,0.862700000000000,100.000000000000000,18,18,18,32,28800.000000000000000,14.282386620800001
,Wuhan,20,30.478611099999998,114.541111099999995,20,18,1,30.600916999999999,114.295922000000004,China,Asia,27.135600000000000,31.001799999999999,0.875300000000000,100.000000000000000,19,19,19,35,31500.000000000000000,13.305822166900001
,Wuhan,21,30.478333299999999,114.545833299999998,20,17,1,30.600916999999999,114.295922000000004,China,Asia,27.543199999999999,31.001799999999999,0.888400000000000,100.000000000000000,20,20,20,35,31500.000000000000000,14.564762867100001
,Wuhan,22,30.478333299999999,114.561666700000004,20,19,1,30.600916999999999,114.295922000000004,China,Asia,28.870600000000000,31.001799999999999,0.931300000000000,100.000000000000000,21,21,21,35,31500.000000000000000,14.384976389200000
,Wuhan,23,30.478333299999999,114.565555599999996,20,19,1,30.600916999999999,114.295922000000004,China,Asia,29.199500000000000,31.001799999999999,0.941900000000000,100.000000000000000,22,22,22,35,31500.000000000000000,14.687227940200000
,Wuhan,24,30.478333299999999,114.586666699999995,20,17,1,30.600916999999999,114.295922000000004,China,Asia,31.001799999999999,31.001799999999999,1.000000000000000,100.000000000000000,23,23,23,32,28800.000000000000000,14.509134007400000
,Wuhan,25,30.478611099999998,114.579722200000006,20,14,1,30.600916999999999,114.295922000000004,China,Asia,30.391999999999999,31.001799999999999,0.980300000000000,100.000000000000000,24,24,24,36,32400.000000000000000,14.851669912200000
,Wuhan,26,30.478611099999998,114.574722199999997,20,13,1,30.600916999999999,114.295922000000004,China,Asia,29.964600000000001,31.001799999999999,0.966500000000000,100.000000000000000,25,25,25,37,33300.000000000000000,15.175898566200001
,Wuhan,27,30.478611099999998,114.572500000000005,20,18,1,30.600916999999999,114.295922000000004,China,Asia,29.775099999999998,31.001799999999999,0.960400000000000,100.000000000000000,26,26,26,37,33300.000000000000000,15.213449478299999
,Wuhan,28,30.478611099999998,114.569444399999995,20,19,1,30.600916999999999,114.295922000000004,China,Asia,29.515100000000000,31.001799999999999,0.952000000000000,100.000000000000000,27,27,27,34,30600.000000000000000,14.672410112100000
,Wuhan,29,30.478611099999998,114.548888899999994,20,12,1,30.600916999999999,114.295922000000004,China,Asia,27.782699999999998,31.001799999999999,0.896200000000000,100.000000000000000,28,28,28,32,28800.000000000000000,14.540215755200000
,Wuhan,30,30.478888900000001,114.524444399999993,20,20,1,30.600916999999999,114.295922000000004,China,Asia,25.750499999999999,31.001799999999999,0.830600000000000,100.000000000000000,29,29,29,34,30600.000000000000000,13.312274372999999
,Wuhan,31,30.482500000000002,114.361111100000002,20,20,1,30.600916999999999,114.295922000000004,China,Asia,14.572400000000000,31.001799999999999,0.470100000000000,100.000000000000000,30,30,30,35,31500.000000000000000,9.817223810930001
,Wuhan,32,30.481944400000000,114.356666700000005,20,16,1,30.600916999999999,114.295922000000004,China,Asia,14.451700000000001,31.001799999999999,0.466200000000000,100.000000000000000,31,31,31,36,32400.000000000000000,9.722918920110001
,Wuhan,33,30.482500000000002,114.352222200000000,20,19,1,30.600916999999999,114.295922000000004,China,Asia,14.228500000000000,31.001799999999999,0.459000000000000,100.000000000000000,32,32,32,35,31500.000000000000000,10.741821525200001
,Wuhan,34,30.482777800000001,114.347777800000003,20,14,1,30.600916999999999,114.295922000000004,China,Asia,14.043799999999999,31.001799999999999,0.453000000000000,100.000000000000000,33,33,33,35,31500.000000000000000,11.317426348600000
,Wuhan,35,30.482777800000001,114.345555599999997,20,0,0,30.600916999999999,114.295922000000004,China,Asia,13.970000000000001,31.001799999999999,0.450600000000000,100.000000000000000,34,34,34,37,33300.000000000000000,10.684380912900000
,Wuhan,36,30.482500000000002,114.343333299999998,20,17,1,30.600916999999999,114.295922000000004,China,Asia,13.928200000000000,31.001799999999999,0.449300000000000,100.000000000000000,35,35,35,35,31500.000000000000000,12.417183347200000
,Wuhan,37,30.482500000000002,114.338611099999994,20,18,1,30.600916999999999,114.295922000000004,China,Asia,13.787400000000000,31.001799999999999,0.444700000000000,100.000000000000000,36,36,36,33,29700.000000000000000,12.666612226000000
,Wuhan,38,30.482222199999999,114.336388900000003,20,20,1,30.600916999999999,114.295922000000004,China,Asia,13.755500000000000,31.001799999999999,0.443700000000000,100.000000000000000,37,37,37,35,31500.000000000000000,13.220048033499999
,Wuhan,39,30.482222199999999,114.333888900000005,20,16,1,30.600916999999999,114.295922000000004,China,Asia,13.689900000000000,31.001799999999999,0.441600000000000,100.000000000000000,38,38,38,35,31500.000000000000000,13.461606225300001
,Wuhan,40,30.482500000000002,114.332777800000002,20,20,1,30.600916999999999,114.295922000000004,China,Asia,13.632199999999999,31.001799999999999,0.439700000000000,100.000000000000000,39,39,39,25,22500.000000000000000,12.379157952800000
,Wuhan,41,30.481944400000000,114.331944399999998,20,20,1,30.600916999999999,114.295922000000004,China,Asia,13.671600000000000,31.001799999999999,0.441000000000000,100.000000000000000,40,40,40,21,18900.000000000000000,12.600832685200000
