OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,boston_012031_20131212_LST_pcs_OID,boston_012031_20131212_LST_pcs_FID_,boston_012031_20131212_LST_pcs_COUNT,boston_012031_20131212_LST_pcs_AREA,boston_012031_20131212_LST_pcs_MEAN
-1,Boston,39,42.334099999999999,-71.081429999999997,20,0,0.000000000000000,42.356665999999997,-71.055740000000000,North America,3.279300000000000,43.921399999999998,0.074700000000000,100.000000000000000,32,32,32,35,31500.000000000000000,-2.037100571080000
-1,Boston,40,42.338960000000000,-71.072800000000001,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,2.417000000000000,43.921399999999998,0.055000000000000,100.000000000000000,33,33,33,35,31500.000000000000000,-2.697770695770000
-1,Boston,41,42.343629999999997,-71.066620000000000,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,1.703100000000000,43.921399999999998,0.038800000000000,100.000000000000000,34,34,34,35,31500.000000000000000,-1.958512828170000
-1,Boston,42,42.353720000000003,-71.065039999999996,20,3,0.150000000000000,42.356665999999997,-71.055740000000000,North America,0.831400000000000,43.921399999999998,0.018900000000000,100.000000000000000,35,35,35,32,28800.000000000000000,-3.512056182090000
-1,Boston,43,42.361780000000003,-71.059439999999995,20,8,0.400000000000000,42.356665999999997,-71.055740000000000,North America,0.644800000000000,43.921399999999998,0.014700000000000,100.000000000000000,36,36,36,36,32400.000000000000000,-3.474110132800000
-1,Boston,4A,41.986590000000000,-71.070229999999995,20,6,0.300000000000000,42.356665999999997,-71.055740000000000,North America,41.167900000000003,43.921399999999998,0.937300000000000,100.000000000000000,37,37,37,35,31500.000000000000000,-3.125365929920000
-1,Boston,4B,42.000140000000002,-71.066010000000006,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,39.652900000000002,43.921399999999998,0.902800000000000,100.000000000000000,38,38,38,36,32400.000000000000000,-3.795936498860000
-1,Boston,5,42.006250000000001,-71.066490000000002,20,4,0.200000000000000,42.356665999999997,-71.055740000000000,North America,38.974499999999999,43.921399999999998,0.887400000000000,100.000000000000000,39,39,39,32,28800.000000000000000,-3.344368433660000
-1,Boston,6,42.013950000000001,-71.066370000000006,20,5,0.250000000000000,42.356665999999997,-71.055740000000000,North America,38.118299999999998,43.921399999999998,0.867900000000000,100.000000000000000,40,40,40,36,32400.000000000000000,-2.745545284260000
-1,Boston,7,42.025010000000002,-71.065929999999994,20,8,0.400000000000000,42.356665999999997,-71.055740000000000,North America,36.887999999999998,43.921399999999998,0.839900000000000,100.000000000000000,41,41,41,36,32400.000000000000000,-3.430170969760000
-1,Boston,8,42.033949999999997,-71.073449999999994,20,5,0.250000000000000,42.356665999999997,-71.055740000000000,North America,35.914000000000001,43.921399999999998,0.817700000000000,100.000000000000000,42,42,42,32,28800.000000000000000,-2.943965855750000
-1,Boston,9,42.040410000000001,-71.076880000000003,20,1,0.050000000000000,42.356665999999997,-71.055740000000000,North America,35.209200000000003,43.921399999999998,0.801600000000000,100.000000000000000,43,43,43,35,31500.000000000000000,-4.103180441410000
