OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,cincinnati_020033_20030115_LST_pcs_OID,cincinnati_020033_20030115_LST_pcs_FID_,cincinnati_020033_20030115_LST_pcs_COUNT,cincinnati_020033_20030115_LST_pcs_AREA,cincinnati_020033_20030115_LST_pcs_MEAN
-1,Cincinnati,14,39.231510000000000,-84.163650000000004,15,2,0.133000000000000,39.103119000000000,-84.512016000000003,North America,33.253200000000000,51.482500000000002,0.645900000000000,100.000000000000000,13,13,13,35,31500.000000000000000,-6.408941324770000
-1,Cincinnati,15,39.225870000000000,-84.179900000000004,15,2,0.133000000000000,39.103119000000000,-84.512016000000003,North America,31.719700000000000,51.482500000000002,0.616100000000000,100.000000000000000,14,14,14,33,29700.000000000000000,-6.892177041430000
-1,Cincinnati,16,39.217520000000000,-84.196929999999995,15,3,0.200000000000000,39.103119000000000,-84.512016000000003,North America,29.997100000000000,51.482500000000002,0.582700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,-8.363889043700000
-1,Cincinnati,17,39.209519999999998,-84.210939999999994,15,6,0.400000000000000,39.103119000000000,-84.512016000000003,North America,28.528700000000001,51.482500000000002,0.554100000000000,100.000000000000000,16,16,16,35,31500.000000000000000,-7.160378948080000
-1,Cincinnati,18,39.201140000000002,-84.224869999999996,15,8,0.533000000000000,39.103119000000000,-84.512016000000003,North America,27.053000000000001,51.482500000000002,0.525500000000000,100.000000000000000,17,17,17,35,31500.000000000000000,-6.188260447540000
-1,Cincinnati,19,39.193719999999999,-84.238370000000003,15,4,0.267000000000000,39.103119000000000,-84.512016000000003,North America,25.657900000000001,51.482500000000002,0.498400000000000,100.000000000000000,18,18,18,34,30600.000000000000000,-5.722867443900000
-1,Cincinnati,20,39.189349999999997,-84.257980000000003,15,2,0.133000000000000,39.103119000000000,-84.512016000000003,North America,23.913499999999999,51.482500000000002,0.464500000000000,100.000000000000000,19,19,19,33,29700.000000000000000,-5.428810573060000
-1,Cincinnati,21,39.182490000000001,-84.273399999999995,15,1,0.067000000000000,39.103119000000000,-84.512016000000003,North America,22.390999999999998,51.482500000000002,0.434900000000000,100.000000000000000,20,20,20,35,31500.000000000000000,-5.119079788040000
-1,Cincinnati,22,39.177309999999999,-84.288690000000003,15,1,0.067000000000000,39.103119000000000,-84.512016000000003,North America,20.952700000000000,51.482500000000002,0.407000000000000,100.000000000000000,21,21,21,35,31500.000000000000000,-4.759969512410000
-1,Cincinnati,23,39.168550000000003,-84.302180000000007,15,3,0.200000000000000,39.103119000000000,-84.512016000000003,North America,19.505700000000001,51.482500000000002,0.378900000000000,100.000000000000000,22,22,22,34,30600.000000000000000,-4.040687115760000
-1,Cincinnati,24,39.165080000000003,-84.318920000000006,15,6,0.400000000000000,39.103119000000000,-84.512016000000003,North America,18.023499999999999,51.482500000000002,0.350100000000000,100.000000000000000,23,23,23,35,31500.000000000000000,-5.005980104390000
-1,Cincinnati,25,39.159820000000003,-84.335170000000005,15,1,0.067000000000000,39.103119000000000,-84.512016000000003,North America,16.505299999999998,51.482500000000002,0.320600000000000,100.000000000000000,24,24,24,32,28800.000000000000000,-6.878533299450000
-1,Cincinnati,26,39.160480000000000,-84.346390000000000,15,2,0.133000000000000,39.103119000000000,-84.512016000000003,North America,15.645000000000000,51.482500000000002,0.303900000000000,100.000000000000000,25,25,25,35,31500.000000000000000,-7.302119228950000
-1,Cincinnati,27,39.160760000000003,-84.365759999999995,15,7,0.467000000000000,39.103119000000000,-84.512016000000003,North America,14.149900000000001,51.482500000000002,0.274800000000000,100.000000000000000,26,26,26,32,28800.000000000000000,-6.579878975170000
-1,Cincinnati,28,39.160020000000003,-84.383750000000006,15,3,0.200000000000000,39.103119000000000,-84.512016000000003,North America,12.744899999999999,51.482500000000002,0.247600000000000,100.000000000000000,27,27,27,36,32400.000000000000000,-4.819446610650000
-1,Cincinnati,29,39.160530000000001,-84.407989999999998,14,4,0.286000000000000,39.103119000000000,-84.512016000000003,North America,11.011799999999999,51.482500000000002,0.213900000000000,100.000000000000000,28,28,28,35,31500.000000000000000,-5.553051609720000
-1,Cincinnati,30,39.155510000000000,-84.428089999999997,15,3,0.200000000000000,39.103119000000000,-84.512016000000003,North America,9.292100000000000,51.482500000000002,0.180500000000000,100.000000000000000,29,29,29,35,31500.000000000000000,-4.488782447640000
-1,Cincinnati,31,39.143459999999997,-84.446280000000002,15,6,0.400000000000000,39.103119000000000,-84.512016000000003,North America,7.230300000000000,51.482500000000002,0.140400000000000,100.000000000000000,30,30,30,36,32400.000000000000000,-5.886071831450000
-1,Cincinnati,32,39.131920000000001,-84.463790000000003,15,1,0.067000000000000,39.103119000000000,-84.512016000000003,North America,5.250300000000000,51.482500000000002,0.102000000000000,100.000000000000000,31,31,31,35,31500.000000000000000,-5.948176375650000
-1,Cincinnati,33,39.124879999999997,-84.484800000000007,15,1,0.067000000000000,39.103119000000000,-84.512016000000003,North America,3.371700000000000,51.482500000000002,0.065500000000000,100.000000000000000,32,32,32,35,31500.000000000000000,-4.934333126770000
-1,Cincinnati,34,39.112270000000002,-84.491339999999994,15,0,0.000000000000000,39.103119000000000,-84.512016000000003,North America,2.053800000000000,51.482500000000002,0.039900000000000,100.000000000000000,33,33,33,34,30600.000000000000000,-4.212819661450000
-1,Cincinnati,35,39.097099999999998,-84.510980000000004,15,0,0.000000000000000,39.103119000000000,-84.512016000000003,North America,0.675200000000000,51.482500000000002,0.013100000000000,100.000000000000000,34,34,34,35,31500.000000000000000,-5.161330407330000
-1,Cincinnati,36,39.103760000000001,-84.520120000000006,8,2,0.250000000000000,39.103119000000000,-84.512016000000003,North America,0.702900000000000,51.482500000000002,0.013700000000000,100.000000000000000,35,35,35,35,31500.000000000000000,-4.787451759030000
-1,Cincinnati,37,39.105939999999997,-84.523560000000003,15,4,0.267000000000000,39.103119000000000,-84.512016000000003,North America,1.044300000000000,51.482500000000002,0.020300000000000,100.000000000000000,36,36,36,35,31500.000000000000000,-5.186105235530000
-1,Cincinnati,38,39.110180000000000,-84.517949999999999,15,1,0.067000000000000,39.103119000000000,-84.512016000000003,North America,0.937300000000000,51.482500000000002,0.018200000000000,100.000000000000000,37,37,37,36,32400.000000000000000,-5.001376385160000
-1,Cincinnati,39,39.111449999999998,-84.513040000000004,15,6,0.400000000000000,39.103119000000000,-84.512016000000003,North America,0.930600000000000,51.482500000000002,0.018100000000000,100.000000000000000,38,38,38,35,31500.000000000000000,-5.025846295330000
-1,Cincinnati,40,39.107109999999999,-84.504980000000003,15,3,0.200000000000000,39.103119000000000,-84.512016000000003,North America,0.752000000000000,51.482500000000002,0.014600000000000,100.000000000000000,39,39,39,36,32400.000000000000000,-4.005441582610000
