OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,munster_196024_20170215_LST_pcs_OID,munster_196024_20170215_LST_pcs_FID_,munster_196024_20170215_LST_pcs_COUNT,munster_196024_20170215_LST_pcs_AREA,munster_196024_20170215_LST_pcs_MEAN
-1,Muenster,28,52.016539999999999,7.603740000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,6.218800000000000,10.032900000000000,0.619800000000000,100.000000000000000,27,26,27,35,31500.000000000000000,6.816830924420000
-1,Muenster,29,52.018120000000003,7.602930000000000,20,3,0.150000000000000,51.962125999999998,7.624724000000000,Europe,6.402600000000000,10.032900000000000,0.638200000000000,100.000000000000000,28,27,28,36,32400.000000000000000,6.934945831280000
-1,Muenster,30,52.020240000000001,7.602030000000000,20,15,0.750000000000000,51.962125999999998,7.624724000000000,Europe,6.646200000000000,10.032900000000000,0.662400000000000,100.000000000000000,29,28,29,35,31500.000000000000000,7.054724274420000
-1,Muenster,31,52.021650000000001,7.601350000000000,15,10,0.667000000000000,51.962125999999998,7.624724000000000,Europe,6.809500000000000,10.032900000000000,0.678700000000000,100.000000000000000,30,29,30,31,27900.000000000000000,6.456909736010000
-1,Muenster,32,52.023850000000003,7.600690000000000,20,8,0.400000000000000,51.962125999999998,7.624724000000000,Europe,7.057900000000000,10.032900000000000,0.703500000000000,100.000000000000000,31,30,31,35,31500.000000000000000,7.292397834800000
-1,Muenster,33,52.028759999999998,7.597630000000000,20,10,0.500000000000000,51.962125999999998,7.624724000000000,Europe,7.638000000000000,10.032900000000000,0.761300000000000,100.000000000000000,32,31,32,36,32400.000000000000000,7.265792009140000
-1,Muenster,34,52.031149999999997,7.597480000000000,20,18,0.900000000000000,51.962125999999998,7.624724000000000,Europe,7.898500000000000,10.032900000000000,0.787300000000000,100.000000000000000,33,32,33,36,32400.000000000000000,6.299958059740000
-1,Muenster,35,52.034039999999997,7.596130000000000,18,11,0.611000000000000,51.962125999999998,7.624724000000000,Europe,8.232600000000000,10.032900000000000,0.820600000000000,100.000000000000000,34,33,34,35,31500.000000000000000,6.314567794380000
-1,Muenster,36,52.036330000000000,7.595280000000000,20,8,0.400000000000000,51.962125999999998,7.624724000000000,Europe,8.493800000000000,10.032900000000000,0.846600000000000,100.000000000000000,35,34,35,35,31500.000000000000000,6.202658710070000
-1,Muenster,37,52.039839999999998,7.593360000000000,17,6,0.353000000000000,51.962125999999998,7.624724000000000,Europe,8.904100000000000,10.032900000000000,0.887500000000000,100.000000000000000,36,35,36,34,30600.000000000000000,6.859639757670000
-1,Muenster,38,52.044089999999997,7.597340000000000,20,5,0.250000000000000,51.962125999999998,7.624724000000000,Europe,9.304800000000000,10.032900000000000,0.927400000000000,100.000000000000000,37,36,37,37,33300.000000000000000,6.637969903990000
-1,Muenster,39,52.048119999999997,7.592010000000000,20,10,0.500000000000000,51.962125999999998,7.624724000000000,Europe,9.820800000000000,10.032900000000000,0.978900000000000,100.000000000000000,38,37,38,37,33300.000000000000000,6.983892800140000
-1,Muenster,40,52.049560000000000,7.588530000000000,20,4,0.200000000000000,51.962125999999998,7.624724000000000,Europe,10.032900000000000,10.032900000000000,1.000000000000000,100.000000000000000,39,38,39,33,29700.000000000000000,6.899636972500000
