OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,jacksonville_017039_20170124_LST_pcs_OID,jacksonville_017039_20170124_LST_pcs_FID_,jacksonville_017039_20170124_LST_pcs_COUNT,jacksonville_017039_20170124_LST_pcs_AREA,jacksonville_017039_20170124_LST_pcs_MEAN
-1,Jacksonville,17,30.466100000000001,-81.621809999999996,14,14,1.000000000000000,30.325970000000002,-81.656761000000003,North America,15.938300000000000,41.157699999999998,0.387200000000000,100.000000000000000,16,16,16,35,31500.000000000000000,19.470988487300001
-1,Jacksonville,18,30.478220000000000,-81.610129999999998,15,14,0.933000000000000,30.325970000000002,-81.656761000000003,North America,17.510200000000001,41.157699999999998,0.425400000000000,100.000000000000000,17,17,17,35,31500.000000000000000,20.839266741399999
-1,Jacksonville,19,30.484000000000002,-81.596670000000003,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,18.492999999999999,41.157699999999998,0.449300000000000,100.000000000000000,18,18,18,35,31500.000000000000000,19.962438272800000
-1,Jacksonville,20,30.499400000000001,-81.587479999999999,15,14,0.933000000000000,30.325970000000002,-81.656761000000003,North America,20.396899999999999,41.157699999999998,0.495600000000000,100.000000000000000,19,19,19,34,30600.000000000000000,18.929932969700001
-1,Jacksonville,21,30.518750000000001,-81.589609999999993,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,22.382300000000001,41.157699999999998,0.543800000000000,100.000000000000000,20,20,20,35,31500.000000000000000,19.095947826500002
-1,Jacksonville,22,30.629100000000001,-81.570130000000006,15,11,0.733000000000000,30.325970000000002,-81.656761000000003,North America,34.713799999999999,41.157699999999998,0.843400000000000,100.000000000000000,21,21,21,32,28800.000000000000000,19.001795753300001
-1,Jacksonville,23,30.626030000000000,-81.548180000000002,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,34.950099999999999,41.157699999999998,0.849200000000000,100.000000000000000,22,22,22,36,32400.000000000000000,21.206772551600000
-1,Jacksonville,24,30.591770000000000,-81.525779999999997,13,13,1.000000000000000,30.325970000000002,-81.656761000000003,North America,32.111499999999999,41.157699999999998,0.780200000000000,100.000000000000000,23,23,23,35,31500.000000000000000,19.019960265900000
-1,Jacksonville,25,30.596470000000000,-81.516149999999996,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,32.959600000000002,41.157699999999998,0.800800000000000,100.000000000000000,24,24,24,36,32400.000000000000000,18.574515258800002
-1,Jacksonville,26,30.606430000000000,-81.516970000000001,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,33.941899999999997,41.157699999999998,0.824700000000000,100.000000000000000,25,25,25,37,33300.000000000000000,21.510566413199999
-1,Jacksonville,27,30.617979999999999,-81.515090000000001,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,35.194400000000002,41.157699999999998,0.855100000000000,100.000000000000000,26,26,26,35,31500.000000000000000,20.986594401400001
-1,Jacksonville,28,30.643750000000001,-81.529799999999994,15,13,0.867000000000000,30.325970000000002,-81.656761000000003,North America,37.371200000000002,41.157699999999998,0.908000000000000,100.000000000000000,27,27,27,36,32400.000000000000000,19.338322061300001
-1,Jacksonville,29,30.640010000000000,-81.545270000000002,14,14,1.000000000000000,30.325970000000002,-81.656761000000003,North America,36.517400000000002,41.157699999999998,0.887300000000000,100.000000000000000,28,28,28,35,31500.000000000000000,18.995184133599999
-1,Jacksonville,30,30.641819999999999,-81.612740000000002,14,12,0.857000000000000,30.325970000000002,-81.656761000000003,North America,35.373300000000000,41.157699999999998,0.859500000000000,100.000000000000000,29,29,29,34,30600.000000000000000,19.476632958800000
-1,Jacksonville,31,30.650929999999999,-81.623739999999998,14,14,1.000000000000000,30.325970000000002,-81.656761000000003,North America,36.272199999999998,41.157699999999998,0.881300000000000,100.000000000000000,30,30,30,35,31500.000000000000000,19.399384499500002
-1,Jacksonville,32,30.658639999999998,-81.631180000000001,14,14,1.000000000000000,30.325970000000002,-81.656761000000003,North America,37.072299999999998,41.157699999999998,0.900700000000000,100.000000000000000,31,31,31,35,31500.000000000000000,19.018365528800000
-1,Jacksonville,33,30.668559999999999,-81.638959999999997,15,12,0.800000000000000,30.325970000000002,-81.656761000000003,North America,38.132399999999997,41.157699999999998,0.926500000000000,100.000000000000000,32,32,32,32,28800.000000000000000,18.888215460100000
-1,Jacksonville,34,30.684529999999999,-81.651169999999993,15,15,1.000000000000000,30.325970000000002,-81.656761000000003,North America,39.873699999999999,41.157699999999998,0.968800000000000,100.000000000000000,33,33,33,35,31500.000000000000000,19.627488653699999
-1,Jacksonville,35,30.696100000000001,-81.659970000000001,12,12,1.000000000000000,30.325970000000002,-81.656761000000003,North America,41.157699999999998,41.157699999999998,1.000000000000000,100.000000000000000,34,34,34,35,31500.000000000000000,19.509951756300001
