OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,edmonton_043023_20140223_LST_pcs_OID,edmonton_043023_20140223_LST_pcs_FID_,edmonton_043023_20140223_LST_pcs_COUNT,edmonton_043023_20140223_LST_pcs_AREA,edmonton_043023_20140223_LST_pcs_MEAN
-1,Edmonton,26,53.658099999999997,-113.498480000000001,20,5,0.250000000000000,53.544387999999998,-113.490928999999994,North America,12.654000000000000,22.866299999999999,0.553400000000000,100.000000000000000,20,19,20,32,28800.000000000000000,-20.330026465700001
-1,Edmonton,27,53.657919999999997,-113.533879999999996,20,13,0.650000000000000,53.544387999999998,-113.490928999999994,North America,12.938400000000000,22.866299999999999,0.565800000000000,100.000000000000000,21,20,21,35,31500.000000000000000,-22.511066591500001
-1,Edmonton,28,53.661459999999998,-113.491879999999995,20,2,0.100000000000000,53.544387999999998,-113.490928999999994,North America,13.018000000000001,22.866299999999999,0.569300000000000,100.000000000000000,22,21,22,36,32400.000000000000000,-21.829609656599999
-1,Edmonton,29,53.665619999999997,-113.491829999999993,19,3,0.158000000000000,53.544387999999998,-113.490928999999994,North America,13.480499999999999,22.866299999999999,0.589500000000000,100.000000000000000,23,22,23,36,32400.000000000000000,-21.018744095500001
-1,Edmonton,3,53.542990000000003,-113.475399999999993,16,4,0.250000000000000,53.544387999999998,-113.490928999999994,North America,1.037800000000000,22.866299999999999,0.045400000000000,100.000000000000000,24,23,24,32,28800.000000000000000,-16.548139146499999
-1,Edmonton,30,53.669199999999996,-113.491020000000006,20,4,0.200000000000000,53.544387999999998,-113.490928999999994,North America,13.878500000000001,22.866299999999999,0.606900000000000,100.000000000000000,25,24,25,35,31500.000000000000000,-19.838328100799998
-1,Edmonton,31,53.672899999999998,-113.491039999999998,18,2,0.111000000000000,53.544387999999998,-113.490928999999994,North America,14.289899999999999,22.866299999999999,0.624900000000000,100.000000000000000,26,25,26,35,31500.000000000000000,-19.719050280000001
-1,Edmonton,32,53.677140000000001,-113.491759999999999,20,3,0.150000000000000,53.544387999999998,-113.490928999999994,North America,14.761500000000000,22.866299999999999,0.645600000000000,100.000000000000000,27,26,27,37,33300.000000000000000,-21.548140216099998
-1,Edmonton,33,53.681300000000000,-113.491730000000004,20,7,0.350000000000000,53.544387999999998,-113.490928999999994,North America,15.224000000000000,22.866299999999999,0.665800000000000,100.000000000000000,28,27,28,35,31500.000000000000000,-21.404444521599999
-1,Edmonton,34,53.684860000000000,-113.494090000000000,20,3,0.150000000000000,53.544387999999998,-113.490928999999994,North America,15.621200000000000,22.866299999999999,0.683200000000000,100.000000000000000,29,28,29,33,29700.000000000000000,-21.861565303500001
-1,Edmonton,35,53.689660000000003,-113.493009999999998,20,2,0.100000000000000,53.544387999999998,-113.490928999999994,North America,16.154100000000000,22.866299999999999,0.706500000000000,100.000000000000000,30,29,30,36,32400.000000000000000,-22.928732110999999
-1,Edmonton,36,53.694279999999999,-113.491709999999998,20,1,0.050000000000000,53.544387999999998,-113.490928999999994,North America,16.667300000000001,22.866299999999999,0.728900000000000,100.000000000000000,31,30,31,36,32400.000000000000000,-22.838519574999999
-1,Edmonton,37,53.702579999999998,-113.491709999999998,18,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,17.590199999999999,22.866299999999999,0.769300000000000,100.000000000000000,32,31,32,34,30600.000000000000000,-23.213898154700001
-1,Edmonton,38,53.708820000000003,-113.491669999999999,16,3,0.188000000000000,53.544387999999998,-113.490928999999994,North America,18.284099999999999,22.866299999999999,0.799600000000000,100.000000000000000,33,32,33,35,31500.000000000000000,-23.123249005000002
-1,Edmonton,39,53.715919999999997,-113.491929999999996,20,4,0.200000000000000,53.544387999999998,-113.490928999999994,North America,19.073599999999999,22.866299999999999,0.834100000000000,100.000000000000000,34,33,34,33,29700.000000000000000,-21.109178100699999
-1,Edmonton,4,53.546740000000000,-113.481979999999993,17,3,0.176000000000000,53.544387999999998,-113.490928999999994,North America,0.646500000000000,22.866299999999999,0.028300000000000,100.000000000000000,35,34,35,35,31500.000000000000000,-15.862355526400000
-1,Edmonton,40,53.750000000000000,-113.496790000000004,19,5,0.263000000000000,53.544387999999998,-113.490928999999994,North America,22.866299999999999,22.866299999999999,1.000000000000000,100.000000000000000,36,35,36,32,28800.000000000000000,-22.325000477000000
-1,Edmonton,41,53.728299999999997,-113.496759999999995,17,1,0.059000000000000,53.544387999999998,-113.490928999999994,North America,20.453700000000001,22.866299999999999,0.894500000000000,100.000000000000000,37,36,37,36,32400.000000000000000,-22.486931174999999
-1,Edmonton,5,53.545890000000000,-113.489540000000005,20,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,0.190600000000000,22.866299999999999,0.008300000000000,100.000000000000000,38,37,38,36,32400.000000000000000,-16.314252013600001
-1,Edmonton,6,53.549869999999999,-113.497240000000005,11,1,0.091000000000000,53.544387999999998,-113.490928999999994,North America,0.738500000000000,22.866299999999999,0.032300000000000,100.000000000000000,39,38,39,34,30600.000000000000000,-17.039234417700001
-1,Edmonton,7,53.555660000000003,-113.497619999999998,20,1,0.050000000000000,53.544387999999998,-113.490928999999994,North America,1.329100000000000,22.866299999999999,0.058100000000000,100.000000000000000,40,39,40,36,32400.000000000000000,-17.660626478600001
-1,Edmonton,8,53.560989999999997,-113.502150000000000,18,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,1.989300000000000,22.866299999999999,0.087000000000000,100.000000000000000,41,40,41,35,31500.000000000000000,-17.414513094299998
-1,Edmonton,9,53.566470000000002,-113.497730000000004,18,1,0.056000000000000,53.544387999999998,-113.490928999999994,North America,2.496200000000000,22.866299999999999,0.109200000000000,100.000000000000000,42,41,42,37,33300.000000000000000,-18.881471090800002
-1,Edmonton,9A,53.564340000000001,-113.496560000000002,11,1,0.091000000000000,53.544387999999998,-113.490928999999994,North America,2.249500000000000,22.866299999999999,0.098400000000000,100.000000000000000,43,42,43,34,30600.000000000000000,-18.422664520600001
