OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,kingston_016029_20150128_LST_pcs_OID,kingston_016029_20150128_LST_pcs_FID_,kingston_016029_20150128_LST_pcs_COUNT,kingston_016029_20150128_LST_pcs_AREA,kingston_016029_20150128_LST_pcs_MEAN
-1,Kingston,11,44.258600000000001,-76.497900000000001,20,9,0.450000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.396500000000000,7.918400000000000,0,100.000000000000000,10,10,10,34,30600.000000000000000,-8.484043896270000
-1,Kingston,12,44.257700000000000,-76.498199999999997,17,5,0.294000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.314200000000000,7.918400000000000,0,100.000000000000000,11,11,11,22,19800.000000000000000,-7.763468689670000
-1,Kingston,13,44.256500000000003,-76.498199999999997,20,0,0.000000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.192800000000000,7.918400000000000,0,100.000000000000000,12,12,12,28,25200.000000000000000,-7.497385670750000
-1,Kingston,14,44.255200000000002,-76.496600000000001,14,5,0.357000000000000,44.230480000000000,-76.481250000000003,Canada,North America,3.008400000000000,7.918400000000000,0,100.000000000000000,13,13,13,35,31500.000000000000000,-7.474896419840000
-1,Kingston,15,44.252899999999997,-76.497200000000007,20,5,0.250000000000000,44.230480000000000,-76.481250000000003,Canada,North America,2.798100000000000,7.918400000000000,0,100.000000000000000,14,14,14,32,28800.000000000000000,-7.683030261170000
-1,Kingston,16,44.249600000000001,-76.496799999999993,20,2,0.100000000000000,44.230480000000000,-76.481250000000003,Canada,North America,2.460600000000000,7.918400000000000,0,100.000000000000000,15,15,15,36,32400.000000000000000,-7.581163667940000
-1,Kingston,17,44.248199999999997,-76.495599999999996,20,1,0.050000000000000,44.230480000000000,-76.481250000000003,Canada,North America,2.278000000000000,7.918400000000000,0,100.000000000000000,16,16,16,34,30600.000000000000000,-7.032287887150000
-1,Kingston,18,44.245699999999999,-76.496099999999998,12,7,0.583000000000000,44.230480000000000,-76.481250000000003,Canada,North America,2.064900000000000,7.918400000000000,0,100.000000000000000,17,17,17,35,31500.000000000000000,-6.713300573720000
-1,Kingston,19,44.243299999999998,-76.494500000000002,20,2,0.100000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.773800000000000,7.918400000000000,0,100.000000000000000,18,18,18,35,31500.000000000000000,-8.042108211580000
-1,Kingston,20,44.241900000000001,-76.495599999999996,20,4,0.200000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.708700000000000,7.918400000000000,0,100.000000000000000,19,19,19,35,31500.000000000000000,-7.769443524970000
-1,Kingston,21,44.238799999999998,-76.493899999999996,16,1,0.062000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.368100000000000,7.918400000000000,0,100.000000000000000,20,20,20,35,31500.000000000000000,-6.884297423580000
-1,Kingston,22,44.236899999999999,-76.494200000000006,12,0,0.000000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.254600000000000,7.918400000000000,0,100.000000000000000,21,21,21,36,32400.000000000000000,-6.336170203310000
-1,Kingston,23,44.234299999999998,-76.493600000000001,6,3,0.500000000000000,44.230480000000000,-76.481250000000003,Canada,North America,1.071700000000000,7.918400000000000,0,100.000000000000000,22,22,22,35,31500.000000000000000,-6.266139699770000
-1,Kingston,24,44.231400000000001,-76.492300000000000,20,9,0.450000000000000,44.230480000000000,-76.481250000000003,Canada,North America,0.886300000000000,7.918400000000000,0,100.000000000000000,23,23,23,35,31500.000000000000000,-5.645661818270000
-1,Kingston,26,44.229599999999998,-76.493399999999994,20,2,0.100000000000000,44.230480000000000,-76.481250000000003,Canada,North America,0.973000000000000,7.918400000000000,0,100.000000000000000,25,24,25,37,33300.000000000000000,-6.047752020830000
-1,Kingston,27,44.227600000000002,-76.492800000000003,18,1,0.056000000000000,44.230480000000000,-76.481250000000003,Canada,North America,0.974400000000000,7.918400000000000,0,100.000000000000000,26,25,26,32,28800.000000000000000,-7.068046633700000
