OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,ghent_199024_20170119_LST_pcs_OID,ghent_199024_20170119_LST_pcs_FID_,ghent_199024_20170119_LST_pcs_COUNT,ghent_199024_20170119_LST_pcs_AREA,ghent_199024_20170119_LST_pcs_MEAN
-1,Ghent,11,51.017640000000000,3.712930000000000,20,5,0.250000000000000,51.053829000000000,3.725012000000000,Europe,4.111800000000000,10.037300000000000,0.409700000000000,100.000000000000000,10,10,10,36,32400.000000000000000,0.252616828893000
-1,Ghent,12,51.016430000000000,3.715930000000000,19,1,0.053000000000000,51.053829000000000,3.725012000000000,Europe,4.206800000000000,10.037300000000000,0.419100000000000,100.000000000000000,11,11,11,32,28800.000000000000000,0.612945786126000
-1,Ghent,13,51.004440000000002,3.703020000000000,14,3,0.214000000000000,51.053829000000000,3.725012000000000,Europe,5.703100000000000,10.037300000000000,0.568200000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.162555747984000
-1,Ghent,14,51.001060000000003,3.702700000000000,12,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,6.071600000000000,10.037300000000000,0.604900000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.314455971527000
-1,Ghent,15,51.023569999999999,3.707250000000000,15,4,0.267000000000000,51.053829000000000,3.725012000000000,Europe,3.586500000000000,10.037300000000000,0.357300000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.595688062482000
-1,Ghent,16,51.024650000000001,3.713530000000000,16,3,0.188000000000000,51.053829000000000,3.725012000000000,Europe,3.342400000000000,10.037300000000000,0.333000000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.613660908053000
-1,Ghent,17,51.042240000000000,3.731100000000000,15,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,1.357100000000000,10.037300000000000,0.135200000000000,100.000000000000000,16,16,16,36,32400.000000000000000,1.273878112020000
-1,Ghent,18,51.059320000000000,3.735530000000000,20,4,0.200000000000000,51.053829000000000,3.725012000000000,Europe,0.955600000000000,10.037300000000000,0.095200000000000,100.000000000000000,17,17,17,37,33300.000000000000000,1.553924736690000
-1,Ghent,19,51.050719999999998,3.738570000000000,20,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,1.008800000000000,10.037300000000000,0.100500000000000,100.000000000000000,18,18,18,36,32400.000000000000000,1.571150819280000
-1,Ghent,20,51.035240000000002,3.722540000000000,14,5,0.357000000000000,51.053829000000000,3.725012000000000,Europe,2.074200000000000,10.037300000000000,0.206600000000000,100.000000000000000,19,19,19,32,28800.000000000000000,1.006052096570000
-1,Ghent,21,51.012390000000003,3.704540000000000,14,7,0.500000000000000,51.053829000000000,3.725012000000000,Europe,4.825100000000000,10.037300000000000,0.480700000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.840088461197000
-1,Ghent,22,51.009140000000002,3.715120000000000,20,8,0.400000000000000,51.053829000000000,3.725012000000000,Europe,5.017100000000000,10.037300000000000,0.499800000000000,100.000000000000000,21,21,21,34,30600.000000000000000,0.045056232737200
-1,Ghent,23,50.998449999999998,3.704770000000000,19,2,0.105000000000000,51.053829000000000,3.725012000000000,Europe,6.318500000000000,10.037300000000000,0.629500000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.524429893018000
-1,Ghent,24,50.995669999999997,3.695830000000000,15,1,0.067000000000000,51.053829000000000,3.725012000000000,Europe,6.781400000000000,10.037300000000000,0.675600000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.318148440632000
-1,Ghent,25,50.993479999999998,3.695740000000000,16,1,0.062000000000000,51.053829000000000,3.725012000000000,Europe,7.015900000000000,10.037300000000000,0.699000000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.432692387023000
-1,Ghent,26,50.991410000000002,3.698950000000000,13,5,0.385000000000000,51.053829000000000,3.725012000000000,Europe,7.176100000000000,10.037300000000000,0.714900000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.368231365331000
-1,Ghent,27,50.989260000000002,3.700070000000000,15,6,0.400000000000000,51.053829000000000,3.725012000000000,Europe,7.388700000000000,10.037300000000000,0.736100000000000,100.000000000000000,26,26,26,32,28800.000000000000000,0.326864164010000
-1,Ghent,28,50.990859999999998,3.694610000000000,15,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,7.317600000000000,10.037300000000000,0.729000000000000,100.000000000000000,27,27,27,34,30600.000000000000000,0.397509159603000
-1,Ghent,29,50.989069999999998,3.693810000000000,14,2,0.143000000000000,51.053829000000000,3.725012000000000,Europe,7.524300000000000,10.037300000000000,0.749600000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.242261286163000
-1,Ghent,30,50.987330000000000,3.689060000000000,19,2,0.105000000000000,51.053829000000000,3.725012000000000,Europe,7.810300000000000,10.037300000000000,0.778100000000000,100.000000000000000,29,29,29,35,31500.000000000000000,0.697878788696000
-1,Ghent,31,50.985819999999997,3.686530000000000,14,7,0.500000000000000,51.053829000000000,3.725012000000000,Europe,8.026999999999999,10.037300000000000,0.799700000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.445221092217000
-1,Ghent,32,50.984240000000000,3.685420000000000,17,3,0.176000000000000,51.053829000000000,3.725012000000000,Europe,8.218600000000000,10.037300000000000,0.818800000000000,100.000000000000000,31,31,31,32,28800.000000000000000,0.822189217878000
-1,Ghent,33,50.980020000000003,3.676660000000000,17,3,0.176000000000000,51.053829000000000,3.725012000000000,Europe,8.876799999999999,10.037300000000000,0.884400000000000,100.000000000000000,32,32,32,35,31500.000000000000000,0.508794029180000
-1,Ghent,34,50.978400000000001,3.678440000000000,14,4,0.286000000000000,51.053829000000000,3.725012000000000,Europe,8.997800000000000,10.037300000000000,0.896400000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.462057578092000
-1,Ghent,35,50.976819999999996,3.682840000000000,15,2,0.133000000000000,51.053829000000000,3.725012000000000,Europe,9.056900000000001,10.037300000000000,0.902300000000000,100.000000000000000,34,34,34,35,31500.000000000000000,-0.043249982664700
-1,Ghent,36,50.974020000000003,3.684710000000000,14,4,0.286000000000000,51.053829000000000,3.725012000000000,Europe,9.311400000000001,10.037300000000000,0.927700000000000,100.000000000000000,35,35,35,34,30600.000000000000000,0.671585754710000
-1,Ghent,37,50.969929999999998,3.684270000000000,16,8,0.500000000000000,51.053829000000000,3.725012000000000,Europe,9.754799999999999,10.037300000000000,0.971900000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.609191233605000
-1,Ghent,38,50.967179999999999,3.684800000000000,15,9,0.600000000000000,51.053829000000000,3.725012000000000,Europe,10.037300000000000,10.037300000000000,1.000000000000000,100.000000000000000,37,37,37,34,30600.000000000000000,0.322479839098000
-1,Ghent,39,50.974420000000002,3.688610000000000,14,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,9.189800000000000,10.037300000000000,0.915600000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.236432112973000
-1,Ghent,40,50.983770000000000,3.680530000000000,14,0,0.000000000000000,51.053829000000000,3.725012000000000,Europe,8.388600000000000,10.037300000000000,0.835700000000000,100.000000000000000,39,39,39,36,32400.000000000000000,0.720827744590000
