OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,melbourne_093086_20180727_LST_pcs_OID,melbourne_093086_20180727_LST_pcs_FID_,melbourne_093086_20180727_LST_pcs_COUNT,melbourne_093086_20180727_LST_pcs_AREA,melbourne_093086_20180727_LST_pcs_MEAN
-1,Melbourne,15,-37.863500000000002,144.827400000000011,12,0,0.000000000000000,-37.814217999999997,144.963161000000014,Oceania,13.121000000000000,53.436000000000000,0.245500000000000,100.000000000000000,14,14,14,35,31500.000000000000000,13.658040057699999
-1,Melbourne,16,-37.860900000000001,144.829100000000011,13,8,0.615000000000000,-37.814217999999997,144.963161000000014,Oceania,12.866300000000001,53.436000000000000,0.240800000000000,100.000000000000000,15,15,15,36,32400.000000000000000,13.438220313900000
-1,Melbourne,17,-37.835599999999999,144.850999999999999,12,9,0.750000000000000,-37.814217999999997,144.963161000000014,Oceania,10.134100000000000,53.436000000000000,0.189600000000000,100.000000000000000,16,16,16,34,30600.000000000000000,13.093874731300000
-1,Melbourne,18,-37.621299999999998,144.705800000000011,15,1,0.067000000000000,-37.814217999999997,144.963161000000014,Oceania,31.186699999999998,53.436000000000000,0.583600000000000,100.000000000000000,17,17,17,35,31500.000000000000000,13.067144103600000
-1,Melbourne,19,-37.856200000000001,144.709000000000003,16,9,0.562000000000000,-37.814217999999997,144.963161000000014,Oceania,22.803200000000000,53.436000000000000,0.426700000000000,100.000000000000000,18,18,18,32,28800.000000000000000,14.834911948400000
-1,Melbourne,20,-37.582599999999999,144.697100000000006,17,13,0.765000000000000,-37.814217999999997,144.963161000000014,Oceania,34.803199999999997,53.436000000000000,0.651300000000000,100.000000000000000,19,19,19,34,30600.000000000000000,12.803851915699999
-1,Melbourne,21,-37.827500000000001,144.870100000000008,13,9,0.692000000000000,-37.814217999999997,144.963161000000014,Oceania,8.306500000000000,53.436000000000000,0.155400000000000,100.000000000000000,20,20,20,35,31500.000000000000000,13.225396058399999
-1,Melbourne,22,-37.826799999999999,144.884999999999991,17,11,0.647000000000000,-37.814217999999997,144.963161000000014,Oceania,7.006500000000000,53.436000000000000,0.131100000000000,100.000000000000000,21,21,21,36,32400.000000000000000,13.290263936900001
-1,Melbourne,23,-37.813499999999998,144.898899999999998,16,4,0.250000000000000,-37.814217999999997,144.963161000000014,Oceania,5.645600000000000,53.436000000000000,0.105700000000000,100.000000000000000,22,22,22,35,31500.000000000000000,13.195099127900001
-1,Melbourne,24,-37.798400000000001,144.922599999999989,12,8,0.667000000000000,-37.814217999999997,144.963161000000014,Oceania,3.973900000000000,53.436000000000000,0.074400000000000,100.000000000000000,23,23,23,37,33300.000000000000000,13.316046370200000
-1,Melbourne,25,-37.809699999999999,144.953399999999988,15,3,0.200000000000000,-37.814217999999997,144.963161000000014,Oceania,0.993800000000000,53.436000000000000,0.018600000000000,100.000000000000000,24,24,24,35,31500.000000000000000,12.804021736399999
-1,Melbourne,26,-37.814999999999998,144.975899999999996,15,6,0.400000000000000,-37.814217999999997,144.963161000000014,Oceania,1.122400000000000,53.436000000000000,0.021000000000000,100.000000000000000,25,25,25,36,32400.000000000000000,12.721166175200000
-1,Melbourne,27,-37.815100000000001,144.979700000000008,19,13,0.684000000000000,-37.814217999999997,144.963161000000014,Oceania,1.456200000000000,53.436000000000000,0.027300000000000,100.000000000000000,26,26,26,37,33300.000000000000000,12.424037493200000
-1,Melbourne,28,-37.812500000000000,144.980300000000000,16,3,0.188000000000000,-37.814217999999997,144.963161000000014,Oceania,1.517700000000000,53.436000000000000,0.028400000000000,100.000000000000000,27,27,27,32,28800.000000000000000,12.469000144700001
-1,Melbourne,29,-37.811000000000000,144.978299999999990,15,8,0.533000000000000,-37.814217999999997,144.963161000000014,Oceania,1.377200000000000,53.436000000000000,0.025800000000000,100.000000000000000,28,28,28,35,31500.000000000000000,13.039377855500000
-1,Melbourne,30,-37.801400000000001,144.969999999999999,21,2,0.095000000000000,-37.814217999999997,144.963161000000014,Oceania,1.546800000000000,53.436000000000000,0.028900000000000,100.000000000000000,29,29,29,35,31500.000000000000000,12.984054164300000
-1,Melbourne,31,-37.797100000000000,144.958699999999993,20,15,0.750000000000000,-37.814217999999997,144.963161000000014,Oceania,1.943400000000000,53.436000000000000,0.036400000000000,100.000000000000000,30,30,30,37,33300.000000000000000,12.998542780099999
