OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,rochester_016030_20150128_LST_pcs_OID,rochester_016030_20150128_LST_pcs_FID_,rochester_016030_20150128_LST_pcs_COUNT,rochester_016030_20150128_LST_pcs_AREA,rochester_016030_20150128_LST_pcs_MEAN
-1,Rochester,28,43.124330000000000,-77.703500000000005,17,2,0.118000000000000,43.156139000000003,-77.604917000000000,North America,8.745900000000001,23.999600000000001,0.364400000000000,100.000000000000000,18,17,18,36,32400.000000000000000,-6.237133829180000
-1,Rochester,29,43.122259999999997,-77.709739999999996,17,7,0.412000000000000,43.156139000000003,-77.604917000000000,North America,9.302099999999999,23.999600000000001,0.387600000000000,100.000000000000000,19,18,19,35,31500.000000000000000,-6.093086015000000
-1,Rochester,30,43.120660000000001,-77.712819999999994,18,2,0.111000000000000,43.156139000000003,-77.604917000000000,North America,9.603000000000000,23.999600000000001,0.400100000000000,100.000000000000000,20,19,20,32,28800.000000000000000,-6.070972939710000
-1,Rochester,31,43.116120000000002,-77.727040000000002,20,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,10.862600000000000,23.999600000000001,0.452600000000000,100.000000000000000,21,20,21,35,31500.000000000000000,-6.431266857090000
-1,Rochester,32,43.114770000000000,-77.733549999999994,18,7,0.389000000000000,43.156139000000003,-77.604917000000000,North America,11.406400000000000,23.999600000000001,0.475300000000000,100.000000000000000,22,21,22,32,28800.000000000000000,-6.854618023020000
-1,Rochester,33,43.108040000000003,-77.743319999999997,14,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,12.439600000000000,23.999600000000001,0.518300000000000,100.000000000000000,23,22,23,36,32400.000000000000000,-5.856193840390000
-1,Rochester,34,43.107219999999998,-77.747249999999994,19,3,0.158000000000000,43.156139000000003,-77.604917000000000,North America,12.766900000000000,23.999600000000001,0.532000000000000,100.000000000000000,24,23,24,35,31500.000000000000000,-5.355500112690000
-1,Rochester,35,43.103340000000003,-77.752009999999999,20,2,0.100000000000000,43.156139000000003,-77.604917000000000,North America,13.302400000000000,23.999600000000001,0.554300000000000,100.000000000000000,25,24,25,37,33300.000000000000000,-5.521316135570000
-1,Rochester,36,43.103090000000002,-77.754940000000005,20,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,13.528300000000000,23.999600000000001,0.563700000000000,100.000000000000000,26,25,26,35,31500.000000000000000,-6.123067538170000
-1,Rochester,37,43.099780000000003,-77.758340000000004,20,2,0.100000000000000,43.156139000000003,-77.604917000000000,North America,13.939000000000000,23.999600000000001,0.580800000000000,100.000000000000000,27,26,27,34,30600.000000000000000,-6.365949971680000
-1,Rochester,38,43.099020000000003,-77.761799999999994,20,4,0.200000000000000,43.156139000000003,-77.604917000000000,North America,14.227900000000000,23.999600000000001,0.592800000000000,100.000000000000000,28,27,28,35,31500.000000000000000,-6.580074825270000
-1,Rochester,39,43.097090000000001,-77.765760000000000,17,1,0.059000000000000,43.156139000000003,-77.604917000000000,North America,14.611599999999999,23.999600000000001,0.608800000000000,100.000000000000000,29,28,29,37,33300.000000000000000,-6.729183945170000
-1,Rochester,40,43.095210000000002,-77.773640000000000,17,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,15.277300000000000,23.999600000000001,0.636600000000000,100.000000000000000,30,29,30,35,31500.000000000000000,-7.146831203010000
-1,Rochester,41,43.093829999999997,-77.779799999999994,20,5,0.250000000000000,43.156139000000003,-77.604917000000000,North America,15.793799999999999,23.999600000000001,0.658100000000000,100.000000000000000,31,30,31,35,31500.000000000000000,-7.702986197080000
-1,Rochester,42,43.093229999999998,-77.782200000000003,18,2,0.111000000000000,43.156139000000003,-77.604917000000000,North America,15.998200000000001,23.999600000000001,0.666600000000000,100.000000000000000,32,31,32,35,31500.000000000000000,-7.764877649770000
-1,Rochester,43,43.092990000000000,-77.797060000000002,18,4,0.222000000000000,43.156139000000003,-77.604917000000000,North America,17.101900000000001,23.999600000000001,0.712600000000000,100.000000000000000,33,32,33,32,28800.000000000000000,-6.023021655940000
-1,Rochester,44,43.088909999999998,-77.808639999999997,19,2,0.105000000000000,43.156139000000003,-77.604917000000000,North America,18.145700000000001,23.999600000000001,0.756100000000000,100.000000000000000,34,33,34,32,28800.000000000000000,-8.279943178410001
-1,Rochester,45,43.087409999999998,-77.813540000000003,15,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,18.576899999999998,23.999600000000001,0.774100000000000,100.000000000000000,35,34,35,36,32400.000000000000000,-8.065665446190000
-1,Rochester,46,43.076560000000001,-77.826610000000002,5,2,0.400000000000000,43.156139000000003,-77.604917000000000,North America,20.052499999999998,23.999600000000001,0.835500000000000,100.000000000000000,36,35,36,34,30600.000000000000000,-7.237948472580000
-1,Rochester,47,43.073850000000000,-77.831280000000007,7,1,0.143000000000000,43.156139000000003,-77.604917000000000,North America,20.526299999999999,23.999600000000001,0.855300000000000,100.000000000000000,37,36,37,34,30600.000000000000000,-7.812625922480000
-1,Rochester,48,43.069620000000000,-77.856560000000002,5,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,22.578800000000001,23.999600000000001,0.940800000000000,100.000000000000000,38,37,38,36,32400.000000000000000,-8.827269403280001
-1,Rochester,49,43.069769999999998,-77.859499999999997,8,0,0.000000000000000,43.156139000000003,-77.604917000000000,North America,22.787900000000000,23.999600000000001,0.949500000000000,100.000000000000000,39,38,39,35,31500.000000000000000,-7.897077684130000
-1,Rochester,50,43.069499999999998,-77.875709999999998,10,2,0.200000000000000,43.156139000000003,-77.604917000000000,North America,23.999600000000001,23.999600000000001,1.000000000000000,100.000000000000000,40,39,40,37,33300.000000000000000,-8.891340324370001
