OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,stockholm_192019_20110219_NDVI_pcs_OID,stockholm_192019_20110219_NDVI_pcs_FID_,stockholm_192019_20110219_NDVI_pcs_COUNT,stockholm_192019_20110219_NDVI_pcs_AREA,stockholm_192019_20110219_NDVI_pcs_MEAN
-1,Stockholm,22,59.267499999999998,18.029800000000002,18,1,0.056000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.218400000000000,11.024900000000001,0.654700000000000,100.000000000000000,21,21,21,32,28800.000000000000000,0.029695702964100
-1,Stockholm,23,59.265200000000000,18.030600000000000,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.449100000000000,11.024900000000001,0.675700000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.021592832809000
-1,Stockholm,24,59.267600000000002,18.036200000000001,18,1,0.056000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.105200000000000,11.024900000000001,0.644500000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.023350745266600
-1,Stockholm,25,59.265099999999997,18.037199999999999,20,12,0.600000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.360200000000000,11.024900000000001,0.667600000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.012671955558500
-1,Stockholm,26,59.262599999999999,18.039400000000001,17,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.602000000000000,11.024900000000001,0.689500000000000,100.000000000000000,25,25,25,36,32400.000000000000000,-0.015090996402800
-1,Stockholm,27,59.261299999999999,18.038000000000000,19,1,0.053000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.760500000000000,11.024900000000001,0.703900000000000,100.000000000000000,26,26,26,32,28800.000000000000000,0.032677922572500
-1,Stockholm,28,59.257800000000003,18.029100000000000,20,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.262900000000000,11.024900000000001,0.749500000000000,100.000000000000000,27,27,27,36,32400.000000000000000,-0.035650359385800
-1,Stockholm,29,59.256700000000002,18.031400000000001,20,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.346700000000000,11.024900000000001,0.757100000000000,100.000000000000000,28,28,28,31,27900.000000000000000,-0.009647885773090
-1,Stockholm,30,59.256900000000002,18.038000000000000,20,1,0.050000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.238200000000001,11.024900000000001,0.747200000000000,100.000000000000000,29,29,29,37,33300.000000000000000,0.041872969938700
-1,Stockholm,31,59.252899999999997,18.034700000000001,20,1,0.050000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.712899999999999,11.024900000000001,0.790300000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.022697844952500
-1,Stockholm,32,59.253599999999999,18.040400000000002,17,2,0.118000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.570700000000000,11.024900000000001,0.777400000000000,100.000000000000000,31,31,31,36,32400.000000000000000,0.011826825696800
-1,Stockholm,33,59.252699999999997,18.031900000000000,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,8.771000000000001,11.024900000000001,0.795600000000000,100.000000000000000,32,32,32,31,27900.000000000000000,0.025835526446200
-1,Stockholm,34,59.264499999999998,18.032200000000000,15,1,0.067000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,7.498100000000000,11.024900000000001,0.680100000000000,100.000000000000000,33,33,33,23,20700.000000000000000,-0.000939897752529
-1,Stockholm,35,59.246400000000001,18.041699999999999,17,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.346100000000000,11.024900000000001,0.847700000000000,100.000000000000000,34,34,34,36,32400.000000000000000,0.069535749692800
-1,Stockholm,36,59.244799999999998,18.029100000000000,16,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.662300000000000,11.024900000000001,0.876400000000000,100.000000000000000,35,35,35,34,30600.000000000000000,-0.011552387035300
-1,Stockholm,37,59.243499999999997,18.024000000000001,16,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.873200000000001,11.024900000000001,0.895500000000000,100.000000000000000,36,36,36,35,31500.000000000000000,-0.002991599734270
-1,Stockholm,38,59.240099999999998,18.022099999999998,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.266400000000001,11.024900000000001,0.931200000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.071635957135400
-1,Stockholm,39,59.237099999999998,18.034900000000000,15,1,0.067000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.431600000000000,11.024900000000001,0.946200000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.089606389775900
-1,Stockholm,40,59.240200000000002,18.041100000000000,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.032200000000000,11.024900000000001,0.910000000000000,100.000000000000000,39,39,39,36,32400.000000000000000,0.086470157761700
-1,Stockholm,41,59.240800000000000,18.050000000000001,17,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.899699999999999,11.024900000000001,0.897900000000000,100.000000000000000,40,40,40,35,31500.000000000000000,0.142447185037000
-1,Stockholm,42,59.230600000000003,18.050599999999999,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,11.024900000000001,11.024900000000001,1.000000000000000,100.000000000000000,41,41,41,32,28800.000000000000000,0.113020734920000
-1,Stockholm,43,59.231499999999997,18.073699999999999,16,1,0.062000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.881300000000000,11.024900000000001,0.987000000000000,100.000000000000000,42,42,42,34,30600.000000000000000,0.008164999599100
-1,Stockholm,44,59.231499999999997,18.064299999999999,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,10.880100000000001,11.024900000000001,0.986900000000000,100.000000000000000,43,43,43,35,31500.000000000000000,0.244186764317000
-1,Stockholm,45,59.239600000000003,18.059799999999999,18,0,0.000000000000000,59.329323000000002,18.068580999999998,Sweden,Europe,9.989200000000000,11.024900000000001,0.906100000000000,100.000000000000000,44,44,44,32,28800.000000000000000,0.098583771585300
