OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,louisville_021033_20131211_NDVI_pcs_OID,louisville_021033_20131211_NDVI_pcs_FID_,louisville_021033_20131211_NDVI_pcs_COUNT,louisville_021033_20131211_NDVI_pcs_AREA,louisville_021033_20131211_NDVI_pcs_MEAN
-1,Louisville,24,38.123289999999997,-85.417460000000005,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,33.139299999999999,40.364500000000000,0.821000000000000,100.000000000000000,23,23,23,34,30600.000000000000000,0.473763405400000
-1,Louisville,25,38.165599999999998,-85.700900000000004,16,5,0.312000000000000,38.256605999999998,-85.756595000000004,North America,11.228600000000000,40.364500000000000,0.278200000000000,100.000000000000000,24,24,24,37,33300.000000000000000,0.038317280884400
-1,Louisville,26,38.193049999999999,-85.679850000000002,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,9.741000000000000,40.364500000000000,0.241300000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.242325161823000
-1,Louisville,27,38.211160000000000,-85.748779999999996,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,5.099300000000000,40.364500000000000,0.126300000000000,100.000000000000000,26,26,26,34,30600.000000000000000,0.315510588753000
-1,Louisville,29,37.915260000000004,-85.656499999999994,16,4,0.250000000000000,38.256605999999998,-85.756595000000004,North America,38.953800000000001,40.364500000000000,0.965100000000000,100.000000000000000,27,27,27,35,31500.000000000000000,0.577356671435000
-1,Louisville,31,38.104469999999999,-85.636799999999994,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,19.895099999999999,40.364500000000000,0.492900000000000,100.000000000000000,29,28,29,32,28800.000000000000000,0.158261294448000
-1,Louisville,32,38.210230000000003,-85.707120000000003,16,0,0.000000000000000,38.256605999999998,-85.756595000000004,North America,6.728000000000000,40.364500000000000,0.166700000000000,100.000000000000000,30,29,30,34,30600.000000000000000,0.258577654357000
-1,Louisville,33,38.362769999999998,-85.416849999999997,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,31.907299999999999,40.364500000000000,0.790500000000000,100.000000000000000,31,30,31,37,33300.000000000000000,0.069785493558200
-1,Louisville,34,38.324590000000001,-85.468100000000007,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,26.288599999999999,40.364500000000000,0.651300000000000,100.000000000000000,32,31,32,35,31500.000000000000000,0.010032472202400
-1,Louisville,35,38.317819999999998,-85.547950000000000,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,19.440799999999999,40.364500000000000,0.481600000000000,100.000000000000000,33,32,33,36,32400.000000000000000,0.132822883471000
-1,Louisville,36,38.287900000000000,-85.557019999999994,16,5,0.312000000000000,38.256605999999998,-85.756595000000004,North America,17.766300000000001,40.364500000000000,0.440100000000000,100.000000000000000,34,33,34,35,31500.000000000000000,0.101845104952000
-1,Louisville,37,38.055999999999997,-85.683400000000006,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,23.206299999999999,40.364500000000000,0.574900000000000,100.000000000000000,35,34,35,35,31500.000000000000000,0.237550671718000
-1,Louisville,38,38.090200000000003,-85.746399999999994,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,18.524999999999999,40.364500000000000,0.458900000000000,100.000000000000000,36,35,36,37,33300.000000000000000,0.161553520508000
-1,Louisville,39,38.249000000000002,-85.608800000000002,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,12.933100000000000,40.364500000000000,0.320400000000000,100.000000000000000,37,36,37,35,31500.000000000000000,0.105155288890000
-1,Louisville,40,38.199500000000000,-85.680300000000003,16,2,0.125000000000000,38.256605999999998,-85.756595000000004,North America,9.205100000000000,40.364500000000000,0.228000000000000,100.000000000000000,38,37,38,36,32400.000000000000000,0.096161809154900
-1,Louisville,41,38.216709999999999,-85.757360000000006,16,4,0.250000000000000,38.256605999999998,-85.756595000000004,North America,4.436700000000000,40.364500000000000,0.109900000000000,100.000000000000000,39,38,39,34,30600.000000000000000,0.200551149161000
-1,Louisville,42,38.215690000000002,-85.759720000000002,16,7,0.438000000000000,38.256605999999998,-85.756595000000004,North America,4.557800000000000,40.364500000000000,0.112900000000000,100.000000000000000,40,39,40,35,31500.000000000000000,0.259770796817000
-1,Louisville,43,38.239120000000000,-85.759349999999998,16,3,0.188000000000000,38.256605999999998,-85.756595000000004,North America,1.959200000000000,40.364500000000000,0.048500000000000,100.000000000000000,41,40,41,35,31500.000000000000000,0.240996850329000
-1,Louisville,44,38.248500000000000,-85.759439999999998,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,0.935000000000000,40.364500000000000,0.023200000000000,100.000000000000000,42,41,42,37,33300.000000000000000,0.187617322449000
-1,Louisville,45,38.251049999999999,-85.755660000000006,29,4,0.138000000000000,38.256605999999998,-85.756595000000004,North America,0.623200000000000,40.364500000000000,0.015400000000000,100.000000000000000,43,42,43,35,31500.000000000000000,0.016497306845000
-1,Louisville,46,38.233570000000000,-85.747320000000002,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,2.686500000000000,40.364500000000000,0.066600000000000,100.000000000000000,44,43,44,35,31500.000000000000000,0.261041898813000
-1,Louisville,47,38.228340000000003,-85.757599999999996,16,1,0.062000000000000,38.256605999999998,-85.756595000000004,North America,3.144300000000000,40.364500000000000,0.077900000000000,100.000000000000000,45,44,45,32,28800.000000000000000,0.414595841663000
