OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,toronto_018030_20150227_NDVI_pcs_OID,toronto_018030_20150227_NDVI_pcs_FID_,toronto_018030_20150227_NDVI_pcs_COUNT,toronto_018030_20150227_NDVI_pcs_AREA,toronto_018030_20150227_NDVI_pcs_MEAN
-1,Toronto,18,43.881100000000004,-79.492410000000007,20,16,0.800000000000000,43.653224999999999,-79.383185999999995,North America,26.813600000000001,47.583900000000000,0.563500000000000,100.000000000000000,17,10,17,34,30600.000000000000000,0.012517895125000
-1,Toronto,19,43.870649999999998,-79.489609999999999,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,25.642700000000001,47.583900000000000,0.538900000000000,100.000000000000000,18,11,18,36,32400.000000000000000,0.097165235001300
-1,Toronto,20,43.861499999999999,-79.487939999999995,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,24.639900000000001,47.583900000000000,0.517800000000000,100.000000000000000,19,12,19,37,33300.000000000000000,-0.002479767993190
-1,Toronto,21,43.850380000000001,-79.485209999999995,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,23.404100000000000,47.583900000000000,0.491800000000000,100.000000000000000,20,13,20,37,33300.000000000000000,0.039862238342600
-1,Toronto,22,43.835979999999999,-79.481830000000002,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,21.811699999999998,47.583900000000000,0.458400000000000,100.000000000000000,21,14,21,37,33300.000000000000000,-0.009988883230210
-1,Toronto,23,43.824179999999998,-79.479010000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,20.509000000000000,47.583900000000000,0.431000000000000,100.000000000000000,22,15,22,32,28800.000000000000000,0.028202467799500
-1,Toronto,24,43.813589999999998,-79.476429999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,19.341600000000000,47.583900000000000,0.406500000000000,100.000000000000000,23,16,23,34,30600.000000000000000,-0.008572817591760
-1,Toronto,25,43.804560000000002,-79.474720000000005,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,18.364799999999999,47.583900000000000,0.385900000000000,100.000000000000000,24,17,24,35,31500.000000000000000,-0.009130116477280
-1,Toronto,26,43.792529999999999,-79.471829999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,17.049399999999999,47.583900000000000,0.358300000000000,100.000000000000000,25,18,25,36,32400.000000000000000,0.085653559330600
-1,Toronto,27,43.781370000000003,-79.471299999999999,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,15.911700000000000,47.583900000000000,0.334400000000000,100.000000000000000,26,19,26,35,31500.000000000000000,-0.011220185448700
-1,Toronto,28,43.772359999999999,-79.467990000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,14.897800000000000,47.583900000000000,0.313100000000000,100.000000000000000,27,20,27,35,31500.000000000000000,-0.025152386884600
-1,Toronto,29,43.762650000000001,-79.465869999999995,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,13.864300000000000,47.583900000000000,0.291400000000000,100.000000000000000,28,21,28,36,32400.000000000000000,0.013290400740900
-1,Toronto,30,43.751880000000000,-79.464039999999997,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,12.750900000000000,47.583900000000000,0.268000000000000,100.000000000000000,29,22,29,32,28800.000000000000000,0.000508493154484
-1,Toronto,31,43.745269999999998,-79.436160000000001,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,11.085599999999999,47.583900000000000,0.233000000000000,100.000000000000000,30,23,30,36,32400.000000000000000,0.015767082323000
-1,Toronto,32,43.736939999999997,-79.433539999999994,19,1,0.053000000000000,43.653224999999999,-79.383185999999995,North America,10.150900000000000,47.583900000000000,0.213300000000000,100.000000000000000,31,24,31,32,28800.000000000000000,0.035002834993100
-1,Toronto,33,43.724860000000000,-79.430819999999997,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,8.838400000000000,47.583900000000000,0.185700000000000,100.000000000000000,32,25,32,35,31500.000000000000000,0.043154110400300
-1,Toronto,34,43.714790000000001,-79.428979999999996,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,7.773300000000000,47.583900000000000,0.163400000000000,100.000000000000000,33,26,33,35,31500.000000000000000,0.035014426230500
-1,Toronto,35,43.704140000000002,-79.426659999999998,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,6.654000000000000,47.583900000000000,0.139800000000000,100.000000000000000,34,27,34,35,31500.000000000000000,0.081177801485800
-1,Toronto,36,43.694159999999997,-79.422970000000007,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,5.563800000000000,47.583900000000000,0.116900000000000,100.000000000000000,35,28,35,35,31500.000000000000000,0.033450331279500
-1,Toronto,37,43.683149999999998,-79.419749999999993,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,4.440900000000000,47.583900000000000,0.093300000000000,100.000000000000000,36,29,36,36,32400.000000000000000,0.086799834428000
-1,Toronto,38,43.671990000000001,-79.414209999999997,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,3.253000000000000,47.583900000000000,0.068400000000000,100.000000000000000,37,30,37,37,33300.000000000000000,0.028284077693100
-1,Toronto,39,43.663469999999997,-79.412009999999995,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,2.583500000000000,47.583900000000000,0.054300000000000,100.000000000000000,38,31,38,34,30600.000000000000000,0.060175590628000
-1,Toronto,40,43.657200000000003,-79.407560000000004,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,2.010100000000000,47.583900000000000,0.042200000000000,100.000000000000000,39,32,39,35,31500.000000000000000,0.019039625385100
-1,Toronto,41,43.649940000000001,-79.404769999999999,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,1.774500000000000,47.583900000000000,0.037300000000000,100.000000000000000,40,33,40,37,33300.000000000000000,0.020317282779400
-1,Toronto,42,43.643000000000001,-79.403369999999995,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,1.982400000000000,47.583900000000000,0.041700000000000,100.000000000000000,41,34,41,35,31500.000000000000000,0.038890316899100
-1,Toronto,43,43.634709999999998,-79.399199999999993,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,2.428800000000000,47.583900000000000,0.051000000000000,100.000000000000000,42,35,42,37,33300.000000000000000,0.035183654632400
-1,Toronto,51,43.666770000000000,-79.588110000000000,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,16.553500000000000,47.583900000000000,0.347900000000000,100.000000000000000,43,36,43,36,32400.000000000000000,-0.015827051984800
-1,Toronto,52,43.653590000000001,-79.594830000000002,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,17.027400000000000,47.583900000000000,0.357800000000000,100.000000000000000,44,37,44,35,31500.000000000000000,-0.028459327349100
-1,Toronto,53,43.652540000000002,-79.612219999999994,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,18.426700000000000,47.583900000000000,0.387200000000000,100.000000000000000,45,38,45,35,31500.000000000000000,-0.019660377316200
-1,Toronto,54,43.649180000000001,-79.621009999999998,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,19.139600000000002,47.583900000000000,0.402200000000000,100.000000000000000,46,39,46,35,31500.000000000000000,0.027652998160500
-1,Toronto,55,43.642280000000000,-79.630769999999998,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,19.957799999999999,47.583900000000000,0.419400000000000,100.000000000000000,47,40,47,35,31500.000000000000000,0.022978145030500
-1,Toronto,56,43.635199999999998,-79.638880000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,20.671800000000001,47.583900000000000,0.434400000000000,100.000000000000000,48,41,48,35,31500.000000000000000,-0.002002182160500
-1,Toronto,57,43.627589999999998,-79.650180000000006,19,2,0.105000000000000,43.653224999999999,-79.383185999999995,North America,21.673300000000001,47.583900000000000,0.455500000000000,100.000000000000000,49,42,49,32,28800.000000000000000,-0.010270307902800
-1,Toronto,58,43.622689999999999,-79.660399999999996,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,22.565300000000001,47.583900000000000,0.474200000000000,100.000000000000000,50,43,50,35,31500.000000000000000,0.018483837062000
-1,Toronto,59,43.618690000000001,-79.670400000000001,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,23.430700000000002,47.583900000000000,0.492400000000000,100.000000000000000,51,44,51,34,30600.000000000000000,0.027650326325200
-1,Toronto,60,43.614440000000002,-79.682220000000001,18,8,0.444000000000000,43.653224999999999,-79.383185999999995,North America,24.449300000000001,47.583900000000000,0.513800000000000,100.000000000000000,52,45,52,36,32400.000000000000000,-0.004137630257500
-1,Toronto,61,43.609740000000002,-79.688850000000002,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,25.071200000000001,47.583900000000000,0.526900000000000,100.000000000000000,53,46,53,35,31500.000000000000000,-0.003606253513140
-1,Toronto,62,43.592520000000000,-79.688100000000006,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,25.454899999999999,47.583900000000000,0.534900000000000,100.000000000000000,54,47,54,35,31500.000000000000000,-0.008708217750040
-1,Toronto,63,43.588070000000002,-79.698099999999997,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,26.364500000000000,47.583900000000000,0.554100000000000,100.000000000000000,55,48,55,36,32400.000000000000000,-0.006057825838470
-1,Toronto,64,43.582500000000003,-79.705950000000001,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,27.146699999999999,47.583900000000000,0.570500000000000,100.000000000000000,56,49,56,35,31500.000000000000000,0.034230014322600
-1,Toronto,65,43.565429999999999,-79.699939999999998,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,27.307099999999998,47.583900000000000,0.573900000000000,100.000000000000000,57,50,57,35,31500.000000000000000,0.024538518473400
-1,Toronto,66,43.555970000000002,-79.710300000000004,17,5,0.294000000000000,43.653224999999999,-79.383185999999995,North America,28.472200000000001,47.583900000000000,0.598400000000000,100.000000000000000,58,51,58,37,33300.000000000000000,0.000825955592272
-1,Toronto,67,43.546950000000002,-79.720380000000006,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,29.612300000000001,47.583900000000000,0.622300000000000,100.000000000000000,59,52,59,35,31500.000000000000000,-0.018934340783300
-1,Toronto,68,43.540540000000000,-79.726849999999999,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,30.379100000000001,47.583900000000000,0.638400000000000,100.000000000000000,60,53,60,35,31500.000000000000000,-0.020000402582800
-1,Toronto,69,43.523710000000001,-79.745800000000003,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,32.562500000000000,47.583900000000000,0.684300000000000,100.000000000000000,61,54,61,36,32400.000000000000000,-0.029768976803300
-1,Toronto,70,43.518129999999999,-79.752030000000005,19,8,0.421000000000000,43.653224999999999,-79.383185999999995,North America,33.289900000000003,47.583900000000000,0.699600000000000,100.000000000000000,62,55,62,35,31500.000000000000000,0.002222676814250
-1,Toronto,71,43.501230000000000,-79.758470000000003,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,34.634500000000003,47.583900000000000,0.727900000000000,100.000000000000000,63,56,63,36,32400.000000000000000,-0.015548973365700
-1,Toronto,72,43.488360000000000,-79.752120000000005,20,12,0.600000000000000,43.653224999999999,-79.383185999999995,North America,34.921300000000002,47.583900000000000,0.733900000000000,100.000000000000000,64,57,64,35,31500.000000000000000,-0.025869134131700
-1,Toronto,73,43.478409999999997,-79.763140000000007,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,36.262900000000002,47.583900000000000,0.762100000000000,100.000000000000000,65,58,65,35,31500.000000000000000,0.007327208797710
-1,Toronto,74,43.471040000000002,-79.771220000000000,17,7,0.412000000000000,43.653224999999999,-79.383185999999995,North America,37.255000000000003,47.583900000000000,0.782900000000000,100.000000000000000,66,59,66,35,31500.000000000000000,-0.016611045248100
-1,Toronto,75,43.457529999999998,-79.754599999999996,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,37.004199999999997,47.583900000000000,0.777700000000000,100.000000000000000,67,60,67,35,31500.000000000000000,-0.033955259142200
-1,Toronto,76,43.442169999999997,-79.773510000000002,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,39.247300000000003,47.583900000000000,0.824800000000000,100.000000000000000,68,61,68,37,33300.000000000000000,-0.029404850245600
-1,Toronto,77,43.446350000000002,-79.797899999999998,18,8,0.444000000000000,43.653224999999999,-79.383185999999995,North America,40.573500000000003,47.583900000000000,0.852700000000000,100.000000000000000,69,62,69,34,30600.000000000000000,-0.022136524648400
-1,Toronto,78,43.436979999999998,-79.808239999999998,19,8,0.421000000000000,43.653224999999999,-79.383185999999995,North America,41.854599999999998,47.583900000000000,0.879600000000000,100.000000000000000,70,63,70,32,28800.000000000000000,-0.029195756119400
-1,Toronto,79,43.436660000000003,-79.825040000000001,20,10,0.500000000000000,43.653224999999999,-79.383185999999995,North America,42.989899999999999,47.583900000000000,0.903500000000000,100.000000000000000,71,64,71,34,30600.000000000000000,-0.025456805288900
-1,Toronto,80,43.428179999999998,-79.833650000000006,20,12,0.600000000000000,43.653224999999999,-79.383185999999995,North America,44.096800000000002,47.583900000000000,0.926700000000000,100.000000000000000,72,65,72,36,32400.000000000000000,-0.014711585099600
-1,Toronto,81,43.411000000000001,-79.836340000000007,20,6,0.300000000000000,43.653224999999999,-79.383185999999995,North America,45.386699999999998,47.583900000000000,0.953800000000000,100.000000000000000,73,66,73,35,31500.000000000000000,-0.022713887146000
-1,Toronto,82,43.404640000000001,-79.843019999999996,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,46.242100000000001,47.583900000000000,0.971800000000000,100.000000000000000,74,67,74,32,28800.000000000000000,-0.002493259926270
-1,Toronto,83,43.398299999999999,-79.850740000000002,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,47.164400000000001,47.583900000000000,0.991200000000000,100.000000000000000,75,68,75,35,31500.000000000000000,0.011575549754400
-1,Toronto,84,43.673409999999997,-79.568989999999999,17,2,0.118000000000000,43.653224999999999,-79.383185999999995,North America,15.113600000000000,47.583900000000000,0.317600000000000,100.000000000000000,76,69,76,36,32400.000000000000000,0.001026831681280
-1,Toronto,85,43.684690000000003,-79.563770000000005,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,14.940200000000001,47.583900000000000,0.314000000000000,100.000000000000000,77,70,77,35,31500.000000000000000,-0.018665263282900
-1,Toronto,86,43.688710000000000,-79.549700000000001,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,13.961700000000000,47.583900000000000,0.293400000000000,100.000000000000000,78,71,78,35,31500.000000000000000,-0.001404808049220
-1,Toronto,87,43.692360000000001,-79.537959999999998,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,13.186700000000000,47.583900000000000,0.277100000000000,100.000000000000000,79,72,79,36,32400.000000000000000,-0.005669738020520
-1,Toronto,88,43.697560000000003,-79.524550000000005,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,12.391800000000000,47.583900000000000,0.260400000000000,100.000000000000000,80,73,80,35,31500.000000000000000,0.055355481291200
-1,Toronto,89,43.701050000000002,-79.511570000000006,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,11.613799999999999,47.583900000000000,0.244100000000000,100.000000000000000,81,74,81,35,31500.000000000000000,-0.000996176402467
-1,Toronto,90,43.702150000000003,-79.499799999999993,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,10.841799999999999,47.583900000000000,0.227800000000000,100.000000000000000,82,75,82,36,32400.000000000000000,-0.008650468946950
-1,Toronto,91,43.705140000000000,-79.488939999999999,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,10.278700000000001,47.583900000000000,0.216000000000000,100.000000000000000,83,76,83,37,33300.000000000000000,0.002606440322930
-1,Toronto,92,43.709429999999998,-79.472340000000003,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,9.510999999999999,47.583900000000000,0.199900000000000,100.000000000000000,84,77,84,35,31500.000000000000000,-0.010722968248400
-1,Toronto,93,43.713000000000001,-79.462990000000005,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,9.239000000000001,47.583900000000000,0.194200000000000,100.000000000000000,85,78,85,36,32400.000000000000000,-0.023586804694000
-1,Toronto,94,43.715429999999998,-79.449799999999996,19,7,0.368000000000000,43.653224999999999,-79.383185999999995,North America,8.748500000000000,47.583900000000000,0.183900000000000,100.000000000000000,86,79,86,36,32400.000000000000000,0.028297276029200
-1,Toronto,104,43.890059999999998,-79.065870000000004,20,8,0.400000000000000,43.653224999999999,-79.383185999999995,North America,36.642600000000002,47.583900000000000,0.770100000000000,100.000000000000000,96,80,96,35,31500.000000000000000,0.022740828415500
-1,Toronto,106,43.894340000000000,-79.130110000000002,20,7,0.350000000000000,43.653224999999999,-79.383185999999995,North America,33.640900000000002,47.583900000000000,0.707000000000000,100.000000000000000,98,81,98,37,33300.000000000000000,0.000161631704966
-1,Toronto,107,43.891199999999998,-79.143670000000000,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,32.711900000000000,47.583900000000000,0.687500000000000,100.000000000000000,99,82,99,36,32400.000000000000000,0.022754235447000
-1,Toronto,108,43.881349999999998,-79.145939999999996,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,31.723600000000001,47.583900000000000,0.666700000000000,100.000000000000000,100,83,100,36,32400.000000000000000,-0.018933953266200
-1,Toronto,109,43.864939999999997,-79.174109999999999,18,3,0.167000000000000,43.653224999999999,-79.383185999999995,North America,28.916200000000000,47.583900000000000,0.607700000000000,100.000000000000000,101,84,101,35,31500.000000000000000,-0.003678177390250
-1,Toronto,110,43.853659999999998,-79.180289999999999,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,27.609700000000000,47.583900000000000,0.580200000000000,100.000000000000000,102,85,102,35,31500.000000000000000,-0.027096227263800
-1,Toronto,111,43.850070000000002,-79.193479999999994,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,26.669599999999999,47.583900000000000,0.560500000000000,100.000000000000000,103,86,103,33,29700.000000000000000,-0.026979578320300
-1,Toronto,112,43.844749999999998,-79.216669999999993,20,11,0.550000000000000,43.653224999999999,-79.383185999999995,North America,25.148399999999999,47.583900000000000,0.528500000000000,100.000000000000000,104,87,104,34,30600.000000000000000,0.001752958413870
-1,Toronto,113,43.839810000000000,-79.231449999999995,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,24.062700000000000,47.583900000000000,0.505700000000000,100.000000000000000,105,88,105,35,31500.000000000000000,-0.022437826670400
-1,Toronto,114,43.837840000000000,-79.249219999999994,20,10,0.500000000000000,43.653224999999999,-79.383185999999995,North America,23.177900000000001,47.583900000000000,0.487100000000000,100.000000000000000,106,89,106,35,31500.000000000000000,-0.006036432037530
-1,Toronto,115,43.834299999999999,-79.262420000000006,18,12,0.667000000000000,43.653224999999999,-79.383185999999995,North America,22.349900000000002,47.583900000000000,0.469700000000000,100.000000000000000,107,90,107,37,33300.000000000000000,-0.002931758641840
-1,Toronto,116,43.832520000000002,-79.273489999999995,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,21.797400000000000,47.583900000000000,0.458100000000000,100.000000000000000,108,91,108,35,31500.000000000000000,-0.006885117047100
-1,Toronto,117,43.828539999999997,-79.287459999999996,20,0,0.000000000000000,43.653224999999999,-79.383185999999995,North America,20.956199999999999,47.583900000000000,0.440400000000000,100.000000000000000,109,92,109,32,28800.000000000000000,0.006162159319500
-1,Toronto,118,43.824820000000003,-79.302920000000000,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,20.140699999999999,47.583900000000000,0.423300000000000,100.000000000000000,110,93,110,35,31500.000000000000000,-0.000055806059390
-1,Toronto,119,43.825460000000000,-79.318590000000000,20,3,0.150000000000000,43.653224999999999,-79.383185999999995,North America,19.842300000000002,47.583900000000000,0.417000000000000,100.000000000000000,111,94,111,32,28800.000000000000000,-0.009919439595250
-1,Toronto,120,43.746929999999999,-79.308359999999993,20,1,0.050000000000000,43.653224999999999,-79.383185999999995,North America,12.031200000000000,47.583900000000000,0.252800000000000,100.000000000000000,112,95,112,36,32400.000000000000000,-0.013349943544500
-1,Toronto,121,43.741439999999997,-79.318430000000006,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,11.105000000000000,47.583900000000000,0.233400000000000,100.000000000000000,113,96,113,35,31500.000000000000000,0.002173133590260
-1,Toronto,122,43.738759999999999,-79.337029999999999,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,10.209300000000001,47.583900000000000,0.214600000000000,100.000000000000000,114,97,114,32,28800.000000000000000,0.093397703694800
-1,Toronto,123,43.738970000000002,-79.351540000000000,20,4,0.200000000000000,43.653224999999999,-79.383185999999995,North America,9.868000000000000,47.583900000000000,0.207400000000000,100.000000000000000,115,98,115,32,28800.000000000000000,0.046396150326500
-1,Toronto,124,43.734830000000002,-79.357659999999996,20,9,0.450000000000000,43.653224999999999,-79.383185999999995,North America,9.303200000000000,47.583900000000000,0.195500000000000,100.000000000000000,116,99,116,35,31500.000000000000000,0.028353096588000
-1,Toronto,125,43.732199999999999,-79.372129999999999,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,8.826499999999999,47.583900000000000,0.185500000000000,100.000000000000000,117,100,117,35,31500.000000000000000,0.164956786939000
-1,Toronto,126,43.728189999999998,-79.392060000000001,20,5,0.250000000000000,43.653224999999999,-79.383185999999995,North America,8.366199999999999,47.583900000000000,0.175800000000000,100.000000000000000,118,101,118,32,28800.000000000000000,0.033915863405100
-1,Toronto,127,43.721469999999997,-79.409250000000000,20,2,0.100000000000000,43.653224999999999,-79.383185999999995,North America,7.872600000000000,47.583900000000000,0.165400000000000,100.000000000000000,119,102,119,35,31500.000000000000000,0.019409443478000
-1,Toronto,128,43.722259999999999,-79.426580000000001,19,3,0.158000000000000,43.653224999999999,-79.383185999999995,North America,8.432100000000000,47.583900000000000,0.177200000000000,100.000000000000000,120,103,120,35,31500.000000000000000,0.032923768796700
