OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,port_hope_017029_20170108_NDVI_pcs_OID,port_hope_017029_20170108_NDVI_pcs_FID_,port_hope_017029_20170108_NDVI_pcs_COUNT,port_hope_017029_20170108_NDVI_pcs_AREA,port_hope_017029_20170108_NDVI_pcs_MEAN
-1,Port_Hope,12,43.953611000000002,-78.273328000000006,NA,NA,0.200000000000000,43.951562000000003,-78.294127000000003,North America,1.680493783980000,4.753816187750000,0.353500000000000,100.000000000000000,11,11,11,32,28800.000000000000000,0.014752481678400
-1,Port_Hope,13,43.953963000000002,-78.272069999999999,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,1.785746108520000,4.753816187750000,0.375600000000000,100.000000000000000,12,12,12,23,20700.000000000000000,0.021021159973200
-1,Port_Hope,14,43.954683000000003,-78.269176000000002,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,2.027255354600000,4.753816187750000,0.426400000000000,100.000000000000000,13,13,13,35,31500.000000000000000,0.027882983263600
-1,Port_Hope,15,43.955106000000001,-78.266856000000004,NA,NA,0.350000000000000,43.951562000000003,-78.294127000000003,North America,2.218322079720000,4.753816187750000,0.466600000000000,100.000000000000000,14,14,14,32,28800.000000000000000,0.166429450837000
-1,Port_Hope,16,43.955835999999998,-78.262197000000000,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,2.599782397600000,4.753816187750000,0.546900000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.020113084502700
-1,Port_Hope,17,43.957732999999998,-78.258726999999993,NA,NA,0.200000000000000,43.951562000000003,-78.294127000000003,North America,2.915597689830000,4.753816187750000,0.613300000000000,100.000000000000000,16,16,16,37,33300.000000000000000,0.003880567316950
-1,Port_Hope,18,43.959845000000001,-78.257557000000006,NA,NA,0.350000000000000,43.951562000000003,-78.294127000000003,North America,3.068779514080000,4.753816187750000,0.645500000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.089247560341400
-1,Port_Hope,19,43.959051000000002,-78.255319000000000,NA,NA,0.250000000000000,43.951562000000003,-78.294127000000003,North America,3.216148609830000,4.753816187750000,0.676500000000000,100.000000000000000,18,18,18,34,30600.000000000000000,0.088392824098900
-1,Port_Hope,20,43.959387000000000,-78.252285999999998,NA,NA,0.250000000000000,43.951562000000003,-78.294127000000003,North America,3.460420395630000,4.753816187750000,0.727900000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.073281882357400
-1,Port_Hope,21,43.960135999999999,-78.246735000000001,NA,NA,0.250000000000000,43.951562000000003,-78.294127000000003,North America,3.911527208680000,4.753816187750000,0.822800000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.047790707661100
-1,Port_Hope,22,43.960501999999998,-78.245287000000005,NA,NA,0.600000000000000,43.951562000000003,-78.294127000000003,North America,4.033862220360000,4.753816187750000,0.848600000000000,100.000000000000000,21,21,21,23,20700.000000000000000,0.062399549571700
-1,Port_Hope,23,43.961106000000001,-78.242959999999997,NA,NA,0.150000000000000,43.951562000000003,-78.294127000000003,North America,4.230959422800000,4.753816187750000,0.890000000000000,100.000000000000000,22,22,22,36,32400.000000000000000,0.042311390350300
-1,Port_Hope,24,43.961655999999998,-78.240573999999995,NA,NA,0.368421053000000,43.951562000000003,-78.294127000000003,North America,4.431178188770000,4.753816187750000,0.932100000000000,100.000000000000000,23,23,23,35,31500.000000000000000,0.067835455826900
-1,Port_Hope,25,43.962550999999998,-78.236733000000001,NA,NA,0.350000000000000,43.951562000000003,-78.294127000000003,North America,4.753816187750000,4.753816187750000,1.000000000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.024706420315700
