OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,st_louis_024033_20150205_NDVI_pcs_OID,st_louis_024033_20150205_NDVI_pcs_FID_,st_louis_024033_20150205_NDVI_pcs_COUNT,st_louis_024033_20150205_NDVI_pcs_AREA,st_louis_024033_20150205_NDVI_pcs_MEAN
-1,St_Louis,23,38.580620000000003,-90.320210000000003,17,3,0.176000000000000,38.627273000000002,-90.197889000000004,North America,11.827600000000000,37.038400000000003,0.319300000000000,100.000000000000000,22,22,22,36,32400.000000000000000,0.151932261470000
-1,St_Louis,24,38.574420000000003,-90.323319999999995,15,5,0.333000000000000,38.627273000000002,-90.197889000000004,North America,12.383400000000000,37.038400000000003,0.334300000000000,100.000000000000000,23,23,23,33,29700.000000000000000,0.132964351412000
-1,St_Louis,25,38.576960000000000,-90.331919999999997,16,5,0.312000000000000,38.627273000000002,-90.197889000000004,North America,12.921099999999999,37.038400000000003,0.348900000000000,100.000000000000000,24,24,24,36,32400.000000000000000,0.155860250350000
-1,St_Louis,26,38.563670000000002,-90.352069999999998,17,3,0.176000000000000,38.627273000000002,-90.197889000000004,North America,15.151199999999999,37.038400000000003,0.409100000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.150103504424000
-1,St_Louis,27,38.564419999999998,-90.364220000000003,14,2,0.143000000000000,38.627273000000002,-90.197889000000004,North America,16.056100000000001,37.038400000000003,0.433500000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.140234011784000
-1,St_Louis,28,38.562800000000003,-90.367980000000003,16,4,0.250000000000000,38.627273000000002,-90.197889000000004,North America,16.428799999999999,37.038400000000003,0.443600000000000,100.000000000000000,27,27,27,36,32400.000000000000000,0.137252387345000
-1,St_Louis,29,38.555959999999999,-90.386690000000002,16,4,0.250000000000000,38.627273000000002,-90.197889000000004,North America,18.224499999999999,37.038400000000003,0.492000000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.127082070389000
-1,St_Louis,30,38.550879999999999,-90.415180000000007,20,2,0.100000000000000,38.627273000000002,-90.197889000000004,North America,20.708100000000002,37.038400000000003,0.559100000000000,100.000000000000000,29,29,29,37,33300.000000000000000,0.125150942168000
-1,St_Louis,31,38.550980000000003,-90.440709999999996,14,4,0.286000000000000,38.627273000000002,-90.197889000000004,North America,22.745799999999999,37.038400000000003,0.614100000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.188344630812000
-1,St_Louis,32,38.542290000000001,-90.488330000000005,14,5,0.357000000000000,38.627273000000002,-90.197889000000004,North America,26.955600000000000,37.038400000000003,0.727800000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.154341005747000
-1,St_Louis,33,38.537419999999997,-90.489019999999996,14,2,0.143000000000000,38.627273000000002,-90.197889000000004,North America,27.206800000000001,37.038400000000003,0.734600000000000,100.000000000000000,32,32,32,35,31500.000000000000000,0.190203460838000
-1,St_Louis,34,38.532969999999999,-90.525090000000006,12,4,0.333000000000000,38.627273000000002,-90.197889000000004,North America,30.313400000000001,37.038400000000003,0.818400000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.282517090866000
-1,St_Louis,35,38.534300000000002,-90.535359999999997,12,3,0.250000000000000,38.627273000000002,-90.197889000000004,North America,31.102799999999998,37.038400000000003,0.839700000000000,100.000000000000000,34,34,34,36,32400.000000000000000,0.239584772123000
-1,St_Louis,36,38.531190000000002,-90.542680000000004,15,3,0.200000000000000,38.627273000000002,-90.197889000000004,North America,31.818700000000000,37.038400000000003,0.859100000000000,100.000000000000000,35,35,35,36,32400.000000000000000,0.209918443941000
-1,St_Louis,37,38.512860000000003,-90.548280000000005,15,4,0.267000000000000,38.627273000000002,-90.197889000000004,North America,33.011899999999997,37.038400000000003,0.891300000000000,100.000000000000000,36,36,36,34,30600.000000000000000,0.254471825764000
-1,St_Louis,38,38.506329999999998,-90.579650000000001,16,5,0.312000000000000,38.627273000000002,-90.197889000000004,North America,35.811799999999998,37.038400000000003,0.966900000000000,100.000000000000000,37,37,37,36,32400.000000000000000,0.329851927029000
-1,St_Louis,39,38.505789999999998,-90.590450000000004,10,2,0.200000000000000,38.627273000000002,-90.197889000000004,North America,36.705900000000000,37.038400000000003,0.991000000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.242615502487000
-1,St_Louis,40,38.503509999999999,-90.593400000000003,15,6,0.400000000000000,38.627273000000002,-90.197889000000004,North America,37.038400000000003,37.038400000000003,1.000000000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.190132074377000
