OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,kyoto_110036_20180224_NDVI_pcs_OID,kyoto_110036_20180224_NDVI_pcs_FID_,kyoto_110036_20180224_NDVI_pcs_COUNT,kyoto_110036_20180224_NDVI_pcs_AREA,kyoto_110036_20180224_NDVI_pcs_MEAN
-1,Kyoto,30,35.063299999999998,135.547899999999998,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,20.390599999999999,24.630299999999998,0.827900000000000,100.000000000000000,29,29,29,37,33300.000000000000000,0.357435921962000
-1,Kyoto,31,35.059429999999999,135.552320000000009,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,19.872399999999999,24.630299999999998,0.806800000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.270970297285000
-1,Kyoto,32,35.053959999999996,135.551729999999992,20,9,0.450000000000000,35.003655000000002,135.759676000000013,Asia,19.743200000000002,24.630299999999998,0.801600000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.255034926108000
-1,Kyoto,33,35.048940000000002,135.555329999999998,18,5,0.278000000000000,35.003655000000002,135.759676000000013,Asia,19.276299999999999,24.630299999999998,0.782600000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.368016831163000
-1,Kyoto,34,35.042900000000003,135.562129999999996,20,8,0.400000000000000,35.003655000000002,135.759676000000013,Asia,18.510200000000001,24.630299999999998,0.751500000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.303713153941000
-1,Kyoto,35,35.035870000000003,135.567859999999996,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,17.831000000000000,24.630299999999998,0.723900000000000,100.000000000000000,34,34,34,36,32400.000000000000000,0.243539378461000
-1,Kyoto,36,35.028230000000001,135.571169999999995,20,3,0.150000000000000,35.003655000000002,135.759676000000013,Asia,17.382999999999999,24.630299999999998,0.705800000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.308290940523000
-1,Kyoto,37,35.027189999999997,135.577900000000000,20,2,0.100000000000000,35.003655000000002,135.759676000000013,Asia,16.759599999999999,24.630299999999998,0.680400000000000,100.000000000000000,36,36,36,37,33300.000000000000000,0.271110401363000
-1,Kyoto,38,35.027290000000001,135.585070000000002,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,16.116800000000001,24.630299999999998,0.654300000000000,100.000000000000000,37,37,37,33,29700.000000000000000,0.260485274774000
-1,Kyoto,39,35.022849999999998,135.586960000000005,20,6,0.300000000000000,35.003655000000002,135.759676000000013,Asia,15.873500000000000,24.630299999999998,0.644500000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.253088369114000
-1,Kyoto,40,35.019250000000000,135.589460000000003,20,8,0.400000000000000,35.003655000000002,135.759676000000013,Asia,15.598699999999999,24.630299999999998,0.633300000000000,100.000000000000000,39,39,39,34,30600.000000000000000,0.194682442309000
-1,Kyoto,41,35.015999999999998,135.590290000000010,19,4,0.211000000000000,35.003655000000002,135.759676000000013,Asia,15.487700000000000,24.630299999999998,0.628800000000000,100.000000000000000,40,40,40,36,32400.000000000000000,0.194029963265000
-1,Kyoto,42,35.016320000000000,135.600879999999989,20,9,0.450000000000000,35.003655000000002,135.759676000000013,Asia,14.530700000000000,24.630299999999998,0.590000000000000,100.000000000000000,41,41,41,35,31500.000000000000000,0.302993950248000
-1,Kyoto,43,35.013599999999997,135.583449999999999,15,0,0.000000000000000,35.003655000000002,135.759676000000013,Asia,16.088000000000001,24.630299999999998,0.653200000000000,100.000000000000000,42,42,42,37,33300.000000000000000,0.306078423117000
-1,Kyoto,44,35.007219999999997,135.608569999999986,20,5,0.250000000000000,35.003655000000002,135.759676000000013,Asia,13.768400000000000,24.630299999999998,0.559000000000000,100.000000000000000,43,43,43,35,31500.000000000000000,0.282116764784000
