OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,helsinki_188018_20100220_NDVI_pcs_OID,helsinki_188018_20100220_NDVI_pcs_FID_,helsinki_188018_20100220_NDVI_pcs_COUNT,helsinki_188018_20100220_NDVI_pcs_AREA,helsinki_188018_20100220_NDVI_pcs_MEAN
-1,Helsinki,11,60.204830000000001,25.041599999999999,15,4,0.267000000000000,60.169857000000000,24.938379000000001,Europe,6.905400000000000,25.743800000000000,0.268200000000000,100.000000000000000,10,10,10,35,31500.000000000000000,0.083495271099500
-1,Helsinki,12,60.207549999999998,25.053770000000000,20,1,0.050000000000000,60.169857000000000,24.938379000000001,Europe,7.632600000000000,25.743800000000000,0.296500000000000,100.000000000000000,11,11,11,35,31500.000000000000000,0.063525600571700
-1,Helsinki,13,60.208810000000000,25.064650000000000,18,3,0.167000000000000,60.169857000000000,24.938379000000001,Europe,8.214800000000000,25.743800000000000,0.319100000000000,100.000000000000000,12,12,12,34,30600.000000000000000,0.053065685801900
-1,Helsinki,14,60.209679999999999,25.073540000000001,20,1,0.050000000000000,60.169857000000000,24.938379000000001,Europe,8.685100000000000,25.743800000000000,0.337400000000000,100.000000000000000,13,13,13,37,33300.000000000000000,0.063348520698200
-1,Helsinki,15,60.214140000000000,25.083890000000000,16,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,9.430600000000000,25.743800000000000,0.366300000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.041719042057400
-1,Helsinki,16,60.215719999999997,25.096979999999999,20,1,0.050000000000000,60.169857000000000,24.938379000000001,Europe,10.141800000000000,25.743800000000000,0.394000000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.045614710530000
-1,Helsinki,17,60.225810000000003,25.117789999999999,18,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,11.705500000000001,25.743800000000000,0.454700000000000,100.000000000000000,16,16,16,32,28800.000000000000000,0.095228455495100
-1,Helsinki,18,60.230660000000000,25.126940000000001,14,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,12.421200000000001,25.743800000000000,0.482500000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.049937908444600
-1,Helsinki,19,60.237130000000001,25.135890000000000,15,2,0.133000000000000,60.169857000000000,24.938379000000001,Europe,13.231000000000000,25.743800000000000,0.513900000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.107338377780000
-1,Helsinki,20,60.243810000000003,25.141800000000000,7,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,13.926000000000000,25.743800000000000,0.540900000000000,100.000000000000000,19,19,19,36,32400.000000000000000,0.081294035564900
-1,Helsinki,21,60.246220000000001,25.151520000000001,17,4,0.235000000000000,60.169857000000000,24.938379000000001,Europe,14.517600000000000,25.743800000000000,0.563900000000000,100.000000000000000,20,20,20,34,30600.000000000000000,0.064044176874800
-1,Helsinki,22,60.249859999999998,25.163640000000001,20,1,0.050000000000000,60.169857000000000,24.938379000000001,Europe,15.297100000000000,25.743800000000000,0.594200000000000,100.000000000000000,21,21,21,32,28800.000000000000000,0.056661443377400
-1,Helsinki,23,60.250929999999997,25.173580000000001,17,1,0.059000000000000,60.169857000000000,24.938379000000001,Europe,15.814399999999999,25.743800000000000,0.614300000000000,100.000000000000000,22,22,22,37,33300.000000000000000,0.056815995079600
-1,Helsinki,24,60.253480000000003,25.183280000000000,19,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,16.416000000000000,25.743800000000000,0.637700000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.109148462200000
-1,Helsinki,25,60.259639999999997,25.206990000000001,19,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,17.883099999999999,25.743800000000000,0.694700000000000,100.000000000000000,24,24,24,32,28800.000000000000000,0.093037852355300
-1,Helsinki,26,60.260289999999998,25.219300000000000,16,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,18.490200000000002,25.743800000000000,0.718200000000000,100.000000000000000,25,25,25,36,32400.000000000000000,0.116558245487000
-1,Helsinki,27,60.261740000000003,25.234480000000001,14,4,0.286000000000000,60.169857000000000,24.938379000000001,Europe,19.283899999999999,25.743800000000000,0.749100000000000,100.000000000000000,26,26,26,34,30600.000000000000000,0.108475486638000
-1,Helsinki,28,60.262039999999999,25.248560000000001,8,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,19.964800000000000,25.743800000000000,0.775500000000000,100.000000000000000,27,27,27,33,29700.000000000000000,0.116434602857000
-1,Helsinki,29,60.263170000000002,25.259429999999998,17,1,0.059000000000000,60.169857000000000,24.938379000000001,Europe,20.545200000000001,25.743800000000000,0.798100000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.129211129567000
-1,Helsinki,30,60.267130000000002,25.276319999999998,17,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,21.571999999999999,25.743800000000000,0.837900000000000,100.000000000000000,29,29,29,37,33300.000000000000000,0.097018888421600
-1,Helsinki,31,60.270090000000003,25.284960000000002,17,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,22.149200000000000,25.743800000000000,0.860400000000000,100.000000000000000,30,30,30,34,30600.000000000000000,0.114053081721000
-1,Helsinki,32,60.274259999999998,25.288350000000001,18,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,22.545300000000001,25.743800000000000,0.875800000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.125994200579000
-1,Helsinki,33,60.278910000000003,25.287890000000001,17,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,22.793199999999999,25.743800000000000,0.885400000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.156035772835000
-1,Helsinki,34,60.284799999999997,25.296620000000001,15,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,23.550200000000000,25.743800000000000,0.914800000000000,100.000000000000000,33,33,33,36,32400.000000000000000,0.083039173235500
-1,Helsinki,35,60.288390000000000,25.300319999999999,18,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,23.938600000000001,25.743800000000000,0.929900000000000,100.000000000000000,34,34,34,34,30600.000000000000000,0.088208491585300
-1,Helsinki,36,60.289250000000003,25.305070000000001,12,6,0.500000000000000,60.169857000000000,24.938379000000001,Europe,24.210000000000001,25.743800000000000,0.940400000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.087861813125900
-1,Helsinki,37,60.293230000000001,25.310700000000001,12,5,0.417000000000000,60.169857000000000,24.938379000000001,Europe,24.712399999999999,25.743800000000000,0.959900000000000,100.000000000000000,36,36,36,37,33300.000000000000000,0.034155162554700
-1,Helsinki,38,60.298490000000001,25.321950000000001,14,1,0.071000000000000,60.169857000000000,24.938379000000001,Europe,25.552700000000002,25.743800000000000,0.992600000000000,100.000000000000000,37,37,37,37,33300.000000000000000,0.079605517959300
-1,Helsinki,39,60.298169999999999,25.326550000000001,12,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,25.743800000000000,25.743800000000000,1.000000000000000,100.000000000000000,38,38,38,34,30600.000000000000000,0.098651146297100
-1,Helsinki,40,60.295610000000003,25.318999999999999,16,0,0.000000000000000,60.169857000000000,24.938379000000001,Europe,25.239799999999999,25.743800000000000,0.980400000000000,100.000000000000000,39,39,39,32,28800.000000000000000,0.061240205192000
