OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,xalapa_025046_20170116_NDVI_pcs_OID,xalapa_025046_20170116_NDVI_pcs_FID_,xalapa_025046_20170116_NDVI_pcs_COUNT,xalapa_025046_20170116_NDVI_pcs_AREA,xalapa_025046_20170116_NDVI_pcs_MEAN
-1,Xalapa,11,19.528890000000001,-96.944580000000002,20,10,0.500000000000000,19.527269000000000,-96.923500000000004,South America,2.216500000000000,6.388200000000000,0.347000000000000,100.000000000000000,10,10,10,36,32400.000000000000000,0.492902865840000
-1,Xalapa,12,19.525350000000000,-96.941990000000004,20,2,0.100000000000000,19.527269000000000,-96.923500000000004,South America,1.949500000000000,6.388200000000000,0.305200000000000,100.000000000000000,11,11,11,36,32400.000000000000000,0.596643976039000
-1,Xalapa,13,19.528279999999999,-96.952730000000003,20,1,0.050000000000000,19.527269000000000,-96.923500000000004,South America,3.065300000000000,6.388200000000000,0.479800000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.618710405486000
-1,Xalapa,14,19.526800000000001,-96.961500000000001,20,1,0.050000000000000,19.527269000000000,-96.923500000000004,South America,3.982700000000000,6.388200000000000,0.623400000000000,100.000000000000000,13,13,13,35,31500.000000000000000,0.652157111679000
-1,Xalapa,15,19.524799999999999,-96.963340000000002,19,1,0.053000000000000,19.527269000000000,-96.923500000000004,South America,4.184300000000000,6.388200000000000,0.655000000000000,100.000000000000000,14,14,14,32,28800.000000000000000,0.722693039104000
-1,Xalapa,16,19.526769999999999,-96.973510000000005,20,0,0.000000000000000,19.527269000000000,-96.923500000000004,South America,5.241300000000000,6.388200000000000,0.820500000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.694654159886000
-1,Xalapa,17,19.525559999999999,-96.980530000000002,18,4,0.222000000000000,19.527269000000000,-96.923500000000004,South America,5.979800000000000,6.388200000000000,0.936100000000000,100.000000000000000,16,16,16,35,31500.000000000000000,0.529798626900000
-1,Xalapa,18,19.522790000000001,-96.984269999999995,20,2,0.100000000000000,19.527269000000000,-96.923500000000004,South America,6.388200000000000,6.388200000000000,1.000000000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.688021199192000
-1,Xalapa,19,19.531720000000000,-96.938900000000004,20,1,0.050000000000000,19.527269000000000,-96.923500000000004,South America,1.688100000000000,6.388200000000000,0.264300000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.449828558734000
-1,Xalapa,20,19.521280000000001,-96.943200000000004,20,0,0.000000000000000,19.527269000000000,-96.923500000000004,South America,2.169300000000000,6.388200000000000,0.339600000000000,100.000000000000000,19,19,19,35,31500.000000000000000,0.775026927676000
-1,Xalapa,21,19.518650000000001,-96.944720000000004,19,2,0.105000000000000,19.527269000000000,-96.923500000000004,South America,2.421600000000000,6.388200000000000,0.379100000000000,100.000000000000000,20,20,20,35,31500.000000000000000,0.714487862587000
-1,Xalapa,22,19.510110000000001,-96.945189999999997,20,0,0.000000000000000,19.527269000000000,-96.923500000000004,South America,2.967800000000000,6.388200000000000,0.464600000000000,100.000000000000000,21,21,21,36,32400.000000000000000,0.778491684132000
-1,Xalapa,23,19.513020000000001,-96.945380000000000,20,0,0.000000000000000,19.527269000000000,-96.923500000000004,South America,2.787200000000000,6.388200000000000,0.436300000000000,100.000000000000000,22,22,22,34,30600.000000000000000,0.457149015192000
