OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,fairbanks_070014_20170316_NDVI_pcs_OID,fairbanks_070014_20170316_NDVI_pcs_FID_,fairbanks_070014_20170316_NDVI_pcs_COUNT,fairbanks_070014_20170316_NDVI_pcs_AREA,fairbanks_070014_20170316_NDVI_pcs_MEAN
-1,Fairbanks,26,64.906490000000005,-147.633909999999986,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.575799999999999,9.412500000000000,0.911100000000000,100.000000000000000,25,25,25,2,1800.000000000000000,0.127200448886000
-1,Fairbanks,27,64.906670000000005,-147.622500000000002,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.850800000000000,9.412500000000000,0.940300000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.113816606027000
-1,Fairbanks,28,64.896389999999997,-147.618099999999998,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.001500000000000,9.412500000000000,0.850100000000000,100.000000000000000,27,27,27,33,29700.000000000000000,0.073126559456200
-1,Fairbanks,29,64.896199999999993,-147.623300000000000,20,7,0.350000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.844100000000000,9.412500000000000,0.833400000000000,100.000000000000000,28,28,28,37,33300.000000000000000,-0.008647649259480
-1,Fairbanks,30,64.896900000000002,-147.627199999999988,19,2,0.105000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.807800000000000,9.412500000000000,0.829500000000000,100.000000000000000,29,29,29,35,31500.000000000000000,-0.019571630403900
-1,Fairbanks,31,64.897099999999995,-147.633700000000005,20,5,0.250000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.665700000000000,9.412500000000000,0.814400000000000,100.000000000000000,30,30,30,35,31500.000000000000000,-0.033505761862900
-1,Fairbanks,32,64.896799999999999,-147.639299999999992,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.505200000000000,9.412500000000000,0.797400000000000,100.000000000000000,31,31,31,36,32400.000000000000000,-0.030868565456700
-1,Fairbanks,33,64.898799999999994,-147.632000000000005,20,6,0.300000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.869200000000000,9.412500000000000,0.836000000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.030909090419300
-1,Fairbanks,34,64.899199999999993,-147.624799999999993,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.084300000000001,9.412500000000000,0.858900000000000,100.000000000000000,33,33,33,34,30600.000000000000000,0.029896744184500
-1,Fairbanks,35,64.899299999999997,-147.618300000000005,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.261799999999999,9.412500000000000,0.877700000000000,100.000000000000000,34,34,34,36,32400.000000000000000,0.078487892273000
-1,Fairbanks,36,64.891800000000003,-147.667100000000005,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,6.442400000000000,9.412500000000000,0.684500000000000,100.000000000000000,35,35,35,35,31500.000000000000000,0.230019040614000
-1,Fairbanks,37,64.881399999999999,-147.812600000000003,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,6.647500000000000,9.412500000000000,0.706200000000000,100.000000000000000,36,36,36,34,30600.000000000000000,0.197125906152000
-1,Fairbanks,38,64.890299999999996,-147.814799999999991,20,3,0.150000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.464400000000000,9.412500000000000,0.793000000000000,100.000000000000000,37,37,37,32,28800.000000000000000,0.021014468438800
-1,Fairbanks,39,64.909719999999993,-147.624200000000002,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,9.107200000000001,9.412500000000000,0.967600000000000,100.000000000000000,38,38,38,36,32400.000000000000000,0.054567130366600
-1,Fairbanks,40,64.913610000000006,-147.627800000000008,20,4,0.200000000000000,64.837776000000005,-147.716385000000002,USA,North America,9.412500000000000,9.412500000000000,1.000000000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.175885922675000
