City,Population,Plant,Transect,Latitude,Longitude,Distance,Tissue,Plate,Notes,Qubit_conc,260_280,nanodrop_conc
Toronto,41,12,A,43.64994276,-79.404773,2.114903256,Petiole/Infl,2,NA,51.4,1.751,165.669
Toronto,41,13,A,43.64994276,-79.404773,2.114903256,Leaf/Stolon,2,NA,38.2,2.174,102.615
Toronto,41,14,A,43.64994276,-79.404773,2.114903256,Leaf/Stolon,2,NA,33.6,2.643,134.063
Toronto,41,15,A,43.64994276,-79.404773,2.114903256,Leaf/Stolon/Infl,2,NA,11.5,1.69,94.776
Toronto,41,16,A,43.64994276,-79.404773,2.114903256,Leaf/Petiole,2,NA,37.2,1.731,110.817
Toronto,41,17,A,43.64994276,-79.404773,2.114903256,Petiole/Infl,2,NA,2.1,1.62,79.383
Toronto,41,18,A,43.64994276,-79.404773,2.114903256,Leaf,2,NA,28.6,1.6,132.466
Toronto,41,19,A,43.64994276,-79.404773,2.114903256,Petiole/Stolon,2,NA,8.68,1.551,133.79
Toronto,41,20,A,43.64994276,-79.404773,2.114903256,Petiole,2,NA,8.14,1.639,125.785
Toronto,42,1,A,43.64299751,-79.40337219,2.38745258,Petiole/Stolon,2,NA,15.4,1.554,69.062
Toronto,42,2,A,43.64299751,-79.40337219,2.38745258,Leaf,2,NA,42.4,1.483,137.617
Toronto,42,3,A,43.64299751,-79.40337219,2.38745258,Leaf,2,NA,47.6,1.644,180.488
Toronto,42,4,A,43.64299751,-79.40337219,2.38745258,Leaf/Petiole,2,NA,51.6,1.659,168.751
Toronto,42,5,A,43.64299751,-79.40337219,2.38745258,Petiole/Infl,2,NA,13.5,1.544,106.529
Toronto,42,6,A,43.64299751,-79.40337219,2.38745258,Petiole,2,NA,21,1.575,129.937
Toronto,42,7,A,43.64299751,-79.40337219,2.38745258,Leaf/Petiole,2,NA,34.2,1.64,166.198
Toronto,42,8,A,43.64299751,-79.40337219,2.38745258,Petiole/Stolon,2,NA,32,1.63,171.637
Toronto,42,9,A,43.64299751,-79.40337219,2.38745258,Leaf,2,NA,37.8,1.643,151.497
Toronto,42,10,A,43.64299751,-79.40337219,2.38745258,Leaf/Petiole/Stolon,2,NA,39.8,1.653,141.065
Toronto,42,11,A,43.64299751,-79.40337219,2.38745258,Petiole/Stolon,2,NA,30.6,1.635,153.044
Toronto,42,12,A,43.64299751,-79.40337219,2.38745258,Petiole/Stolon,2,NA,39.4,1.616,166.391
Toronto,42,13,A,43.64299751,-79.40337219,2.38745258,Stolon,2,NA,27.6,1.653,105.955
Toronto,42,14,A,43.64299751,-79.40337219,2.38745258,Leaf,2,NA,29.4,1.551,132.512
Toronto,42,15,A,43.64299751,-79.40337219,2.38745258,Leaf/Petiole,2,NA,30,1.62,111.282
Toronto,42,16,A,43.64299751,-79.40337219,2.38745258,Leaf/Petiole,2,NA,25.4,1.714,82.208
Toronto,42,17,A,43.64299751,-79.40337219,2.38745258,Leaf/Petiole,2,NA,65.2,1.653,206.888
Toronto,42,18,A,43.64299751,-79.40337219,2.38745258,Petiole/Infl,2,NA,8.48,1.624,77.069
Toronto,42,19,A,43.64299751,-79.40337219,2.38745258,Stolon,2,NA,16.5,1.603,94.049
Toronto,42,20,A,43.64299751,-79.40337219,2.38745258,Leaf,2,NA,13.5,1.363,107.492
Toronto,43,1,A,43.63471312,-79.39920481,2.840047474,Petiole/Infl,2,NA,28.2,1.634,136.542
Toronto,43,2,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,NA,48.2,1.727,125.887
Toronto,43,3,A,43.63471312,-79.39920481,2.840047474,Leaf/Petiole/Stolon,2,NA,43,1.739,137.588
Toronto,43,4,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,NA,53.6,1.754,164.312
Toronto,43,5,A,43.63471312,-79.39920481,2.840047474,Leaf/Petiole,2,NA,49.8,1.763,209.805
Toronto,43,6,A,43.63471312,-79.39920481,2.840047474,Leaf/Petiole,2,NA,52,1.752,139.613
Toronto,43,7,A,43.63471312,-79.39920481,2.840047474,Petiole,2,NA,14.4,1.546,58.711
Toronto,43,8,A,43.63471312,-79.39920481,2.840047474,Leaf,2,NA,42,1.71,126.294
Toronto,43,9,A,43.63471312,-79.39920481,2.840047474,Leaf,2,NA,49,1.793,150.777
Toronto,43,10,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,NA,35.8,1.685,126.116
Toronto,43,11,A,43.63471312,-79.39920481,2.840047474,Leaf,2,NA,33.4,1.695,151.211
Toronto,43,12,A,43.63471312,-79.39920481,2.840047474,Leaf/Petiole,2,NA,33.4,1.708,130.639
Toronto,43,13,A,43.63471312,-79.39920481,2.840047474,Leaf/Inf,2,NA,36.6,1.662,62.144
Toronto,43,14,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,NA,19.5,1.705,108.326
Toronto,43,15,A,43.63471312,-79.39920481,2.840047474,Petiole/Stolon,2,NA,19.1,1.605,92.441
Toronto,43,16,A,43.63471312,-79.39920481,2.840047474,Infl,2,NA,7.28,1.402,79.025
Toronto,43,17,A,43.63471312,-79.39920481,2.840047474,Leaf,1,NA,NA,NA,NA
Toronto,43,18,A,43.63471312,-79.39920481,2.840047474,Infl,1,NA,NA,NA,NA
Toronto,43,19,A,43.63471312,-79.39920481,2.840047474,Leaf/Inf,1,NA,NA,NA,NA
Toronto,43,20,A,43.63471312,-79.39920481,2.840047474,Leaf,1,NA,NA,NA,NA
Toronto,1,1,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,3.68,1.325,28.287
Toronto,1,2,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,NA,4.74,1.913,56.311
Toronto,1,3,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,NA,5.54,1.884,63.29
Toronto,1,4,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,0,2.014,48.205
Toronto,1,5,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,NA,0,2.063,86.658
Toronto,1,6,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,NA,0,2.094,44.209
Toronto,1,7,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,0,1.996,51.686
Toronto,1,8,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,0,1.893,17.55
Toronto,1,9,A,44.0302644,-79.52738917,43.26375058,Leaf/Petiole,3,NA,16.9,1.801,60.671
Toronto,1,10,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,NA,6.38,1.829,65.385
Toronto,1,11,A,44.0302644,-79.52738917,43.26375058,Leaf/Petiole,3,NA,0,1.83,62.907
Toronto,1,12,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,2.48,1.898,56.441
Toronto,1,13,A,44.0302644,-79.52738917,43.26375058,Leaf/Petiole,3,NA,3.88,2.148,138.46
Toronto,1,14,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,NA,10.6,1.964,71.81
Toronto,1,15,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,22.6,2.003,142.572
Toronto,1,16,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,0,1.724,20.214
Toronto,1,17,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,NA,4.08,1.842,89.452
Toronto,1,18,A,44.0302644,-79.52738917,43.26375058,Petiole/Stolon,3,NA,3.1,1.839,50.713
Toronto,1,19,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,0,1.909,49.261
Toronto,1,20,A,44.0302644,-79.52738917,43.26375058,Leaf,3,NA,0,2.059,53.181
Toronto,2,1,A,44.01968437,-79.52537587,42.0801242,Leaf,3,NA,2.64,1.842,125.088
Toronto,2,2,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,NA,0,2.306,40.118
Toronto,2,3,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,NA,14,1.904,77.588
Toronto,2,4,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,NA,7.74,1.654,25.98
Toronto,2,5,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,NA,5.48,1.819,31.519
Toronto,2,6,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,NA,4.04,1.927,62.207
Toronto,2,7,A,44.01968437,-79.52537587,42.0801242,Leaf,3,NA,8.96,1.925,81.544
Toronto,2,8,A,44.01968437,-79.52537587,42.0801242,Leaf,3,NA,0,2.574,39.327
Toronto,2,9,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,NA,4.7,1.949,90.974
Toronto,2,10,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,NA,0,1.979,45.195
Toronto,2,11,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,NA,6.3,1.932,50.789
Toronto,2,12,A,44.01968437,-79.52537587,42.0801242,Petiole,3,NA,3.62,1.994,41.875
Toronto,2,13,A,44.01968437,-79.52537587,42.0801242,Petiole/Stolon,3,NA,5.8,1.816,30.896
Toronto,2,14,A,44.01968437,-79.52537587,42.0801242,Petiole,3,NA,4.9,2.029,48.295
Toronto,2,15,A,44.01968437,-79.52537587,42.0801242,Leaf,3,NA,3.06,1.915,48.984
Toronto,2,16,A,44.01968437,-79.52537587,42.0801242,Leaf,3,NA,6.44,1.885,69.394
Toronto,2,17,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,NA,0,1.934,36.345
Toronto,2,18,A,44.01968437,-79.52537587,42.0801242,Leaf/Petiole,3,NA,6.2,1.888,56.879
Toronto,2,19,A,44.01968437,-79.52537587,42.0801242,Leaf,3,NA,7.36,1.913,64.683
Toronto,2,20,A,44.01968437,-79.52537587,42.0801242,Petiole,3,NA,6.74,1.831,24.313
Toronto,3,1,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,NA,9.44,1.832,40.594
Toronto,3,2,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,NA,5.86,1.859,60.197
Toronto,3,3,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,NA,13.5,1.883,60.644
Toronto,3,4,A,44.01056937,-79.52316198,41.04521375,Leaf,3,NA,0,1.833,51.408
Toronto,3,5,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole,3,NA,17.7,1.882,87.343
Toronto,3,6,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole,3,NA,3.85,1.978,50.25
Toronto,3,7,A,44.01056937,-79.52316198,41.04521375,Stolon,3,NA,5.36,1.805,39.048
Toronto,3,8,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole,3,NA,16.5,1.828,47.256
Toronto,3,9,A,44.01056937,-79.52316198,41.04521375,Petiole/Infl,3,NA,6.44,1.676,34.66
Toronto,3,10,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole,3,NA,2.5,1.742,41.369
Toronto,3,11,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,NA,7.52,1.722,70.605
Toronto,3,12,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,NA,4.56,1.801,79.012
Toronto,3,13,A,44.01056937,-79.52316198,41.04521375,Leaf,3,NA,11.7,1.606,130.43
Toronto,3,14,A,44.01056937,-79.52316198,41.04521375,Leaf,3,NA,4.44,1.885,79.355
Toronto,3,15,A,44.01056937,-79.52316198,41.04521375,Leaf/Inf,3,NA,5.54,1.787,61.054
Toronto,3,16,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole/Stolon,3,NA,6.28,1.693,37.748
Toronto,3,17,A,44.01056937,-79.52316198,41.04521375,Leaf,3,NA,4.52,1.723,25.403
Toronto,3,18,A,44.01056937,-79.52316198,41.04521375,Leaf/Petiole/Stolon,3,NA,0,1.792,31.222
Toronto,3,19,A,44.01056937,-79.52316198,41.04521375,Petiole,3,NA,0,1.793,27.185
Toronto,3,20,A,44.01056937,-79.52316198,41.04521375,Petiole/Stolon,3,NA,10.3,1.845,48.025
Toronto,4,1,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole/Stolon,3,NA,7.46,1.87,53.168
Toronto,4,2,A,43.99906923,-79.51997222,39.75423317,Leaf,3,NA,12.6,1.851,73.032
Toronto,4,3,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole/Stolon,3,NA,8.86,1.993,289.911
Toronto,4,4,A,43.99906923,-79.51997222,39.75423317,Petiole/Stolon,3,NA,6.52,1.692,19.656
Toronto,4,5,A,43.99906923,-79.51997222,39.75423317,Petiole/Infl,3,NA,5.64,1.871,35.432
Toronto,4,6,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole/Stolon,3,NA,10.5,1.822,58.542
Toronto,4,7,A,43.99906923,-79.51997222,39.75423317,Petiole/Stolon,3,NA,7.9,1.824,71.663
Toronto,4,8,A,43.99906923,-79.51997222,39.75423317,Leaf/Inf,3,NA,9.38,0.52,17.14
Toronto,4,9,A,43.99906923,-79.51997222,39.75423317,Leaf,3,NA,3.36,2.255,51.049
Toronto,4,10,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole,3,NA,4.74,1.851,52.781
Toronto,4,11,A,43.99906923,-79.51997222,39.75423317,Petiole/Infl,3,NA,4.6,1.855,42.407
Toronto,4,12,A,43.99906923,-79.51997222,39.75423317,Petiole/Stolon,3,NA,16.9,1.749,42.749
Toronto,4,13,A,43.99906923,-79.51997222,39.75423317,Leaf,3,NA,17.1,1.836,59.781
Toronto,4,14,A,43.99906923,-79.51997222,39.75423317,Leaf,3,NA,17,1.843,68.779
Toronto,4,15,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole,3,NA,6.1,2.102,50.861
Toronto,4,16,A,43.99906923,-79.51997222,39.75423317,Leaf,3,NA,8.96,1.897,60.886
Toronto,4,17,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole,3,NA,7.2,1.801,49.406
Toronto,4,18,A,43.99906923,-79.51997222,39.75423317,Leaf,3,NA,20.4,1.822,133.088
Toronto,4,19,A,43.99906923,-79.51997222,39.75423317,Leaf/Petiole,3,NA,15.9,1.855,68.953
Toronto,4,20,A,43.99906923,-79.51997222,39.75423317,Leaf,3,NA,0,1.77,15.629
Toronto,5,1,A,43.99338264,-79.51925626,39.11941539,Leaf,3,NA,8.38,1.72,26.267
Toronto,5,2,A,43.99338264,-79.51925626,39.11941539,Petiole/Infl,3,NA,12.5,1.863,59.052
Toronto,5,3,A,43.99338264,-79.51925626,39.11941539,Petiole/Stolon,3,NA,9.16,1.78,41.676
Toronto,5,4,A,43.99338264,-79.51925626,39.11941539,Leaf/Petiole,3,NA,9.74,1.807,68.368
Toronto,5,5,A,43.99338264,-79.51925626,39.11941539,Leaf,3,NA,8.92,1.701,56.612
Toronto,5,6,A,43.99338264,-79.51925626,39.11941539,Leaf,3,NA,0,1.719,26.079
Toronto,5,7,A,43.99338264,-79.51925626,39.11941539,Leaf,3,NA,23.8,1.848,68.515
Toronto,5,8,A,43.99338264,-79.51925626,39.11941539,Leaf,3,NA,0,1.776,101.981
Toronto,5,9,A,43.99338264,-79.51925626,39.11941539,Petiole/Infl,3,NA,12.7,1.106,42.45
Toronto,5,10,A,43.99338264,-79.51925626,39.11941539,Leaf/Inf,3,NA,2.66,1.871,13.275
Toronto,5,11,A,43.99338264,-79.51925626,39.11941539,Leaf,3,NA,10.9,1.73,29.237
Toronto,5,12,A,43.99338264,-79.51925626,39.11941539,Leaf/Petiole,3,NA,15.4,1.786,45.798
Toronto,5,13,A,43.99338264,-79.51925626,39.11941539,Petiole/Stolon,3,NA,17.2,1.857,41.505
Toronto,5,14,A,43.99338264,-79.51925626,39.11941539,Petiole/Stolon,3,NA,19.6,1.797,70.327
Toronto,5,15,A,43.99338264,-79.51925626,39.11941539,Leaf,3,NA,14.6,1.756,55.783
Toronto,5,16,A,43.99338264,-79.51925626,39.11941539,Leaf/Petiole,3,NA,15.4,1.183,56.024
Toronto,5,17,A,43.99338264,-79.51925626,39.11941539,Leaf,1,NA,NA,NA,NA
Toronto,5,18,A,43.99338264,-79.51925626,39.11941539,Leaf,1,NA,NA,NA,NA
Toronto,5,19,A,43.99338264,-79.51925626,39.11941539,Petiole,1,NA,NA,NA,NA
Toronto,5,20,A,43.99338264,-79.51925626,39.11941539,Leaf/Petiole/Inf,1,NA,NA,NA,NA
Toronto,97,1,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,NA,6.46,1.499,130.702
Toronto,97,2,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,NA,8.8,1.516,90.767
Toronto,97,3,C,43.957231,-78.997517,45.43933214,Petiole/Stolon,4,NA,19.4,1.725,118.156
Toronto,97,4,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,13.4,1.917,183.289
Toronto,97,5,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,7.9,1.739,130.098
Toronto,97,6,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,13.9,1.5,241.6
Toronto,97,7,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,37.2,1.523,414.591
Toronto,97,8,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,9.18,1.765,230.795
Toronto,97,9,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,13.6,1.576,209.798
Toronto,97,10,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,21.2,1.744,229.299
Toronto,97,11,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,13,1.531,233.206
Toronto,97,12,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,4.38,1.513,149.91
Toronto,97,13,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,18.9,1.509,266.622
Toronto,97,14,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,NA,22.2,1.755,163.072
Toronto,97,15,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,9.3,1.778,199.889
Toronto,97,16,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,8.28,1.671,145.41
Toronto,97,17,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,5.5,1.712,98.862
Toronto,97,18,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,11.8,1.588,248.539
Toronto,97,19,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,8.4,1.538,246.54
Toronto,97,20,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,NA,10.3,1.873,144.87
Toronto,98,1,C,43.96003555,-79.00767202,45.13457307,Petiole,4,NA,22.8,1.506,42.443
Toronto,98,2,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,NA,NA,NA
Toronto,98,3,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,6.62,1.716,154.556
Toronto,98,4,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,6.62,1.834,156.243
Toronto,98,5,C,43.96003555,-79.00767202,45.13457307,Petiole,4,NA,9.96,1.795,120.808
Toronto,98,6,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,4.46,1.532,104.792
Toronto,98,7,C,43.96003555,-79.00767202,45.13457307,Leaf/Petiole,4,NA,5.1,1.665,74.061
Toronto,98,8,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,NA,NA,NA
Toronto,98,9,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,NA,NA,NA
Toronto,98,10,C,43.96003555,-79.00767202,45.13457307,Stolon,4,NA,13.1,1.878,134.765
Toronto,98,11,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,8.54,1.398,227.434
Toronto,98,12,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,3.86,1.646,163.658
Toronto,98,13,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,NA,NA,NA
Toronto,98,14,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,4.18,1.677,96.931
Toronto,98,15,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,27.4,1.812,339.986
Toronto,98,16,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,4.54,1.875,102.004
Toronto,98,17,C,43.96003555,-79.00767202,45.13457307,NA,NA,No Tube,NA,NA,NA
Toronto,98,18,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,5,1.882,113.053
Toronto,98,19,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,4.18,1.92,131.151
Toronto,98,20,C,43.96003555,-79.00767202,45.13457307,NA,NA,No Tube,NA,NA,NA
Toronto,99,1,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,14.6,1.868,226.307
Toronto,99,2,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,3.98,1.997,284.412
Toronto,99,3,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,3.92,1.967,140.738
Toronto,99,4,C,43.9394414,-79.01742952,42.88193481,Leaf/Stolon,4,NA,20.8,2.011,383.768
Toronto,99,5,C,43.9394414,-79.01742952,42.88193481,Leaf/Petiole,4,NA,13.4,1.62,262.339
Toronto,99,6,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,30.4,1.851,453.287
Toronto,99,7,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,16.6,1.805,205.753
Toronto,99,8,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,4.92,1.785,131.952
Toronto,99,9,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,6.64,2.09,265.418
Toronto,99,10,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,4.34,2.066,158.232
Toronto,99,11,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,4.26,2.092,59.863
Toronto,99,12,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,6.98,1.856,324.183
Toronto,99,13,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,6.6,2.037,161.43
Toronto,99,14,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,9.28,1.891,116.488
Toronto,99,15,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,8.44,1.718,865.385
Toronto,99,16,C,43.9394414,-79.01742952,42.88193481,Petiole,4,NA,4.78,1.815,254.349
Toronto,99,17,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,22,1.839,653.735
