OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F1_Indianapolis_gcs_PET_Jan_OID,F1_Indianapolis_gcs_PET_Jan_FID_,F1_Indianapolis_gcs_PET_Jan_COUNT,F1_Indianapolis_gcs_PET_Jan_AREA,F1_Indianapolis_gcs_PET_Jan_MEAN
-1,Indianapolis,19,39.771410000000003,-86.052599999999998,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,9.020000000000000,24.556300000000000,0.367300000000000,,,,,
-1,Indianapolis,20,39.771599999999999,-86.048330000000007,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,9.385500000000000,24.556300000000000,0.382200000000000,15,19,1,0.000069444451688,19.000000000000000
-1,Indianapolis,21,39.771039999999999,-86.040279999999996,20,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,10.071099999999999,24.556300000000000,0.410100000000000,16,20,1,0.000069444451688,19.000000000000000
-1,Indianapolis,22,39.772060000000003,-86.035600000000002,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,10.474600000000001,24.556300000000000,0.426600000000000,,,,,
-1,Indianapolis,23,39.772469999999998,-86.028660000000002,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,11.069100000000001,24.556300000000000,0.450800000000000,17,22,1,0.000069444451688,19.000000000000000
-1,Indianapolis,24,39.773640000000000,-86.022819999999996,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,11.573499999999999,24.556300000000000,0.471300000000000,18,23,1,0.000069444451688,19.000000000000000
-1,Indianapolis,25,39.772799999999997,-86.018259999999998,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,11.958600000000001,24.556300000000000,0.487000000000000,,,,,
-1,Indianapolis,26,39.773499999999999,-86.013000000000005,20,7,0.350000000000000,39.768402000000002,-86.158066000000005,North America,12.411099999999999,24.556300000000000,0.505400000000000,19,25,1,0.000069444451688,19.000000000000000
-1,Indianapolis,27,39.773530000000001,-86.000479999999996,20,4,0.200000000000000,39.768402000000002,-86.158066000000005,North America,13.480200000000000,24.556300000000000,0.549000000000000,20,26,1,0.000069444451688,19.000000000000000
-1,Indianapolis,28,39.773930000000000,-86.000889999999998,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,13.447100000000001,24.556300000000000,0.547600000000000,,,,,
-1,Indianapolis,29,39.773949999999999,-85.996080000000006,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,13.857900000000001,24.556300000000000,0.564300000000000,21,28,1,0.000069444451688,19.000000000000000
-1,Indianapolis,30,39.774180000000001,-85.988140000000001,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,14.536899999999999,24.556300000000000,0.592000000000000,22,29,1,0.000069444451688,19.000000000000000
-1,Indianapolis,31,39.775590000000001,-85.982299999999995,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,15.042899999999999,24.556300000000000,0.612600000000000,23,30,1,0.000069444451688,19.000000000000000
-1,Indianapolis,32,39.777270000000001,-85.977959999999996,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,15.423900000000000,24.556300000000000,0.628100000000000,,,,,
-1,Indianapolis,33,39.775250000000000,-85.970889999999997,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,16.015000000000001,24.556300000000000,0.652200000000000,24,32,1,0.000069444451688,19.000000000000000
-1,Indianapolis,34,39.776620000000001,-85.962180000000004,19,1,0.053000000000000,39.768402000000002,-86.158066000000005,North America,16.765999999999998,24.556300000000000,0.682800000000000,25,33,1,0.000069444451688,19.000000000000000
-1,Indianapolis,35,39.775939999999999,-85.957960000000000,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,17.122299999999999,24.556300000000000,0.697300000000000,26,34,1,0.000069444451688,19.000000000000000
-1,Indianapolis,36,39.776640000000000,-85.952830000000006,19,7,0.368000000000000,39.768402000000002,-86.158066000000005,North America,17.564100000000000,24.556300000000000,0.715300000000000,,,,,
-1,Indianapolis,37,39.777500000000003,-85.948989999999995,18,3,0.167000000000000,39.768402000000002,-86.158066000000005,North America,17.896799999999999,24.556300000000000,0.728800000000000,27,36,1,0.000069444451688,19.000000000000000
-1,Indianapolis,38,39.776660000000000,-85.940250000000006,19,1,0.053000000000000,39.768402000000002,-86.158066000000005,North America,18.637899999999998,24.556300000000000,0.759000000000000,28,37,1,0.000069444451688,19.000000000000000
-1,Indianapolis,39,39.777299999999997,-85.936080000000004,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,18.997399999999999,24.556300000000000,0.773600000000000,,,,,
-1,Indianapolis,40,39.778489999999998,-85.927809999999994,20,4,0.200000000000000,39.768402000000002,-86.158066000000005,North America,19.710100000000001,24.556300000000000,0.802600000000000,29,39,1,0.000069444451688,19.000000000000000
-1,Indianapolis,41,39.778089999999999,-85.921049999999994,20,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,20.284600000000001,24.556300000000000,0.826000000000000,30,40,1,0.000069444451688,19.000000000000000
-1,Indianapolis,42,39.778070000000000,-85.918850000000006,20,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,20.472200000000001,24.556300000000000,0.833700000000000,,,,,
-1,Indianapolis,43,39.778269999999999,-85.912019999999998,15,1,0.067000000000000,39.768402000000002,-86.158066000000005,North America,21.056300000000000,24.556300000000000,0.857500000000000,31,42,1,0.000069444451688,19.000000000000000
-1,Indianapolis,44,39.778630000000000,-85.906760000000006,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,21.507200000000001,24.556300000000000,0.875800000000000,32,43,1,0.000069444451688,19.000000000000000
-1,Indianapolis,45,39.778900000000000,-85.900319999999994,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,22.058399999999999,24.556300000000000,0.898300000000000,,,,,
-1,Indianapolis,46,39.779200000000003,-85.896690000000007,20,7,0.350000000000000,39.768402000000002,-86.158066000000005,North America,22.369900000000001,24.556300000000000,0.911000000000000,33,45,1,0.000069444451688,19.000000000000000
-1,Indianapolis,47,39.779400000000003,-85.888840000000002,18,4,0.222000000000000,39.768402000000002,-86.158066000000005,North America,23.041000000000000,24.556300000000000,0.938300000000000,34,46,1,0.000069444451688,19.000000000000000
-1,Indianapolis,48,39.779609999999998,-85.884500000000003,19,3,0.158000000000000,39.768402000000002,-86.158066000000005,North America,23.412500000000001,24.556300000000000,0.953400000000000,,,,,
-1,Indianapolis,49,39.780589999999997,-85.877350000000007,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,24.028500000000001,24.556300000000000,0.978500000000000,35,48,1,0.000069444451688,19.000000000000000
-1,Indianapolis,50,39.780960000000000,-85.871189999999999,19,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,24.556300000000000,24.556300000000000,1.000000000000000,36,49,1,0.000069444451688,19.000000000000000
