OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Chicago_gcs_PET_Feb_OID,F2_Chicago_gcs_PET_Feb_FID_,F2_Chicago_gcs_PET_Feb_COUNT,F2_Chicago_gcs_PET_Feb_AREA,F2_Chicago_gcs_PET_Feb_MEAN
-1,Chicago,17,42.046289999999999,-87.835909999999998,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,25.300799999999999,71.106300000000005,0.355800000000000,16,16,1,0.000069444451688,21.000000000000000
-1,Chicago,18,42.065579999999997,-87.847769999999997,15,1,0.067000000000000,41.878112999999999,-87.629799000000006,North America,27.554300000000001,71.106300000000005,0.387500000000000,17,17,1,0.000069444451688,21.000000000000000
-1,Chicago,19,42.077710000000003,-87.859909999999999,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,29.230100000000000,71.106300000000005,0.411100000000000,18,18,1,0.000069444451688,21.000000000000000
-1,Chicago,20,42.083680000000001,-87.866709999999998,10,5,0.500000000000000,41.878112999999999,-87.629799000000006,North America,30.099399999999999,71.106300000000005,0.423300000000000,19,19,1,0.000069444451688,21.000000000000000
-1,Chicago,21,42.091160000000002,-87.873930000000001,15,5,0.333000000000000,41.878112999999999,-87.629799000000006,North America,31.118600000000001,71.106300000000005,0.437600000000000,,,,,
-1,Chicago,22,42.107900000000001,-87.889300000000006,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,33.358499999999999,71.106300000000005,0.469100000000000,20,21,1,0.000069444451688,21.000000000000000
-1,Chicago,23,42.124490000000002,-87.896180000000001,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,35.143200000000000,71.106300000000005,0.494200000000000,21,22,1,0.000069444451688,21.000000000000000
-1,Chicago,24,42.138440000000003,-87.906220000000005,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,36.871899999999997,71.106300000000005,0.518500000000000,22,23,1,0.000069444451688,21.000000000000000
-1,Chicago,25,42.151299999999999,-87.915279999999996,15,4,0.267000000000000,41.878112999999999,-87.629799000000006,North America,38.457900000000002,71.106300000000005,0.540900000000000,23,24,1,0.000069444451688,21.000000000000000
-1,Chicago,26,42.168669999999999,-87.921890000000005,15,4,0.267000000000000,41.878112999999999,-87.629799000000006,North America,40.323399999999999,71.106300000000005,0.567100000000000,24,25,1,0.000069444451688,21.000000000000000
-1,Chicago,27,42.179940000000002,-87.925089999999997,15,5,0.333000000000000,41.878112999999999,-87.629799000000006,North America,41.487900000000003,71.106300000000005,0.583500000000000,25,26,1,0.000069444451688,21.000000000000000
-1,Chicago,28,42.192010000000003,-87.929339999999996,15,5,0.333000000000000,41.878112999999999,-87.629799000000006,North America,42.781599999999997,71.106300000000005,0.601700000000000,26,27,1,0.000069444451688,21.000000000000000
-1,Chicago,29,42.202509999999997,-87.932299999999998,15,2,0.133000000000000,41.878112999999999,-87.629799000000006,North America,43.876899999999999,71.106300000000005,0.617100000000000,27,28,1,0.000069444451688,21.000000000000000
-1,Chicago,30,42.219349999999999,-87.935770000000005,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,45.585200000000000,71.106300000000005,0.641100000000000,28,29,1,0.000069444451688,20.000000000000000
-1,Chicago,31,42.234720000000003,-87.942629999999994,15,8,0.533000000000000,41.878112999999999,-87.629799000000006,North America,47.322299999999998,71.106300000000005,0.665500000000000,29,30,1,0.000069444451688,20.000000000000000
-1,Chicago,32,42.252899999999997,-87.924650000000000,15,5,0.333000000000000,41.878112999999999,-87.629799000000006,North America,48.261400000000002,71.106300000000005,0.678700000000000,30,31,1,0.000069444451688,20.000000000000000
-1,Chicago,33,42.271079999999998,-87.923770000000005,15,1,0.067000000000000,41.878112999999999,-87.629799000000006,North America,49.980400000000003,71.106300000000005,0.702900000000000,31,32,1,0.000069444451688,20.000000000000000
-1,Chicago,34,42.279499999999999,-87.924670000000006,15,5,0.333000000000000,41.878112999999999,-87.629799000000006,North America,50.835700000000003,71.106300000000005,0.714900000000000,32,33,1,0.000069444451688,20.000000000000000
-1,Chicago,35,42.294580000000003,-87.922259999999994,15,4,0.267000000000000,41.878112999999999,-87.629799000000006,North America,52.220500000000001,71.106300000000005,0.734400000000000,33,34,1,0.000069444451688,20.000000000000000
-1,Chicago,36,42.306249999999999,-87.962459999999993,15,4,0.267000000000000,41.878112999999999,-87.629799000000006,North America,54.953099999999999,71.106300000000005,0.772800000000000,34,35,1,0.000069444451688,20.000000000000000
-1,Chicago,37,42.320410000000003,-87.962530000000001,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,56.323900000000002,71.106300000000005,0.792100000000000,35,36,1,0.000069444451688,20.000000000000000
-1,Chicago,38,42.332760000000000,-87.952160000000006,15,3,0.200000000000000,41.878112999999999,-87.629799000000006,North America,57.122399999999999,71.106300000000005,0.803300000000000,36,37,1,0.000069444451688,20.000000000000000
-1,Chicago,39,42.343570000000000,-87.964129999999997,15,2,0.133000000000000,41.878112999999999,-87.629799000000006,North America,58.645600000000002,71.106300000000005,0.824800000000000,37,38,1,0.000069444451688,20.000000000000000
-1,Chicago,40,42.352100000000000,-87.963229999999996,15,6,0.400000000000000,41.878112999999999,-87.629799000000006,North America,59.449100000000001,71.106300000000005,0.836100000000000,38,39,1,0.000069444451688,20.000000000000000
-1,Chicago,41,42.363109999999999,-87.962069999999997,15,2,0.133000000000000,41.878112999999999,-87.629799000000006,North America,60.492699999999999,71.106300000000005,0.850700000000000,39,40,1,0.000069444451688,20.000000000000000
-1,Chicago,42,42.377139999999997,-87.961140000000000,15,6,0.400000000000000,41.878112999999999,-87.629799000000006,North America,61.852200000000003,71.106300000000005,0.869900000000000,40,41,1,0.000069444451688,20.000000000000000
-1,Chicago,43,42.402000000000001,-87.961939999999998,13,4,0.308000000000000,41.878112999999999,-87.629799000000006,North America,64.369500000000002,71.106300000000005,0.905300000000000,41,42,1,0.000069444451688,20.000000000000000
-1,Chicago,44,42.422020000000003,-87.971760000000003,15,4,0.267000000000000,41.878112999999999,-87.629799000000006,North America,66.727000000000004,71.106300000000005,0.938400000000000,42,43,1,0.000069444451688,20.000000000000000
-1,Chicago,45,42.465110000000003,-87.972110000000001,11,3,0.273000000000000,41.878112999999999,-87.629799000000006,North America,71.106300000000005,71.106300000000005,1.000000000000000,43,44,1,0.000069444451688,20.000000000000000
