OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Orangeville_gcs_PET_Feb_OID,F2_Orangeville_gcs_PET_Feb_FID_,F2_Orangeville_gcs_PET_Feb_COUNT,F2_Orangeville_gcs_PET_Feb_AREA,F2_Orangeville_gcs_PET_Feb_MEAN
-1,Orangeville,16,43.909547000000003,-80.141696999999994,NA,NA,0.500000000000000,43.919240000000002,-80.097409999999996,North America,3.707607680670000,6.634869742480000,0.558800000000000,7,15,1,0.000069444451688,14.000000000000000
-1,Orangeville,17,43.912475000000001,-80.147833000000006,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,4.108350212350000,6.634869742480000,0.619200000000000,,,,,
-1,Orangeville,18,43.907913000000001,-80.145570000000006,NA,NA,0.100000000000000,43.919240000000002,-80.097409999999996,North America,4.058176960300000,6.634869742480000,0.611600000000000,8,17,1,0.000069444451688,13.000000000000000
-1,Orangeville,19,43.909841000000000,-80.149304999999998,NA,NA,0.250000000000000,43.919240000000002,-80.097409999999996,North America,4.286264622810000,6.634869742480000,0.646000000000000,,,,,
-1,Orangeville,20,43.907643999999998,-80.149859000000006,NA,NA,0.350000000000000,43.919240000000002,-80.097409999999996,North America,4.394762679880000,6.634869742480000,0.662400000000000,,,,,
-1,Orangeville,21,43.905174000000002,-80.150283000000002,NA,NA,0.150000000000000,43.919240000000002,-80.097409999999996,North America,4.514968333340000,6.634869742480000,0.680500000000000,9,20,1,0.000069444451688,13.000000000000000
-1,Orangeville,22,43.901260999999998,-80.152942999999993,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,4.877190498760000,6.634869742480000,0.735100000000000,,,,,
-1,Orangeville,23,43.907007000000000,-80.155816999999999,NA,NA,0.550000000000000,43.919240000000002,-80.097409999999996,North America,4.872358006020000,6.634869742480000,0.734400000000000,,,,,
-1,Orangeville,24,43.907595999999998,-80.160728000000006,NA,NA,0.350000000000000,43.919240000000002,-80.097409999999996,North America,5.234648725040000,6.634869742480000,0.789000000000000,10,23,1,0.000069444451688,13.000000000000000
-1,Orangeville,25,43.905498999999999,-80.162865999999994,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,5.461437782020000,6.634869742480000,0.823100000000000,,,,,
-1,Orangeville,26,43.904645000000002,-80.166585999999995,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,5.774139126710000,6.634869742480000,0.870300000000000,,,,,
-1,Orangeville,27,43.904100000000000,-80.169047000000006,NA,NA,0.500000000000000,43.919240000000002,-80.097409999999996,North America,5.980390642790000,6.634869742480000,0.901400000000000,11,26,1,0.000069444451688,14.000000000000000
-1,Orangeville,28,43.903678999999997,-80.170767999999995,NA,NA,0.500000000000000,43.919240000000002,-80.097409999999996,North America,6.125878811310000,6.634869742480000,0.923300000000000,,,,,
-1,Orangeville,29,43.902650000000001,-80.176451000000000,NA,NA,0.450000000000000,43.919240000000002,-80.097409999999996,North America,6.594982792700000,6.634869742480000,0.994000000000000,12,28,1,0.000069444451688,14.000000000000000
-1,Orangeville,30,43.901260999999998,-80.176384999999996,NA,NA,0.166666667000000,43.919240000000002,-80.097409999999996,North America,6.634869742480000,6.634869742480000,1.000000000000000,,,,,
