OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F9_Munich_gcs_PET_Sep_OID,F9_Munich_gcs_PET_Sep_FID_,F9_Munich_gcs_PET_Sep_COUNT,F9_Munich_gcs_PET_Sep_AREA,F9_Munich_gcs_PET_Sep_MEAN
-1,Munich,33,48.164940000000001,11.493200000000000,20,8,0.400000000000000,48.135123999999998,11.581981000000001,Europe,7.373800000000000,19.736300000000000,0.373600000000000,20,32,1,0.000069444451688,75.000000000000000
-1,Munich,34,48.161520000000003,11.498860000000001,20,4,0.200000000000000,48.135123999999998,11.581981000000001,Europe,6.829600000000000,19.736300000000000,0.346000000000000,,,,,
-1,Munich,35,48.160660000000000,11.505490000000000,20,3,0.150000000000000,48.135123999999998,11.581981000000001,Europe,6.345600000000000,19.736300000000000,0.321500000000000,21,34,1,0.000069444451688,75.000000000000000
-1,Munich,36,48.156289999999998,11.506119999999999,20,6,0.300000000000000,48.135123999999998,11.581981000000001,Europe,6.100700000000000,19.736300000000000,0.309100000000000,22,35,1,0.000069444451688,75.000000000000000
-1,Munich,37,48.154260000000001,11.511180000000000,20,9,0.450000000000000,48.135123999999998,11.581981000000001,Europe,5.667700000000000,19.736300000000000,0.287200000000000,23,36,1,0.000069444451688,75.000000000000000
-1,Munich,38,48.153590000000001,11.517740000000000,20,0,0.000000000000000,48.135123999999998,11.581981000000001,Europe,5.189900000000000,19.736300000000000,0.263000000000000,24,37,1,0.000069444451688,75.000000000000000
-1,Munich,39,48.151609999999998,11.521870000000000,20,17,0.850000000000000,48.135123999999998,11.581981000000001,Europe,4.822100000000000,19.736300000000000,0.244300000000000,,,,,
-1,Munich,40,48.149870000000000,11.527450000000000,20,5,0.250000000000000,48.135123999999998,11.581981000000001,Europe,4.365700000000000,19.736300000000000,0.221200000000000,25,39,1,0.000069444451688,75.000000000000000
-1,Munich,41,48.148029999999999,11.533060000000001,20,2,0.100000000000000,48.135123999999998,11.581981000000001,Europe,3.903300000000000,19.736300000000000,0.197800000000000,,,,,
-1,Munich,42,48.146450000000002,11.536630000000001,20,3,0.150000000000000,48.135123999999998,11.581981000000001,Europe,3.593000000000000,19.736300000000000,0.182100000000000,26,41,1,0.000069444451688,75.000000000000000
-1,Munich,43,48.145670000000003,11.541660000000000,20,2,0.100000000000000,48.135123999999998,11.581981000000001,Europe,3.213500000000000,19.736300000000000,0.162800000000000,,,,,
-1,Munich,44,48.146250000000002,11.547180000000001,20,7,0.350000000000000,48.135123999999998,11.581981000000001,Europe,2.863300000000000,19.736300000000000,0.145100000000000,27,43,1,0.000069444451688,75.000000000000000
-1,Munich,45,48.142229999999998,11.553810000000000,20,4,0.200000000000000,48.135123999999998,11.581981000000001,Europe,2.234700000000000,19.736300000000000,0.113200000000000,28,44,1,0.000069444451688,75.000000000000000
-1,Munich,46,48.142040000000001,11.562230000000000,20,4,0.200000000000000,48.135123999999998,11.581981000000001,Europe,1.655100000000000,19.736300000000000,0.083900000000000,29,45,1,0.000069444451688,75.000000000000000
-1,Munich,47,48.140419999999999,11.565899999999999,20,9,0.450000000000000,48.135123999999998,11.581981000000001,Europe,1.330700000000000,19.736300000000000,0.067400000000000,30,46,1,0.000069444451688,75.000000000000000
-1,Munich,48,48.141440000000003,11.569730000000000,20,2,0.100000000000000,48.135123999999998,11.581981000000001,Europe,1.148800000000000,19.736300000000000,0.058200000000000,31,47,1,0.000069444451688,75.000000000000000
-1,Munich,49,48.140239999999999,11.572520000000001,20,5,0.250000000000000,48.135123999999998,11.581981000000001,Europe,0.903600000000000,19.736300000000000,0.045800000000000,,,,,
-1,Munich,50,48.138280000000002,11.576380000000000,17,7,0.412000000000000,48.135123999999998,11.581981000000001,Europe,0.544000000000000,19.736300000000000,0.027600000000000,32,49,1,0.000069444451688,76.000000000000000
-1,Munich,51,48.134860000000003,11.580909999999999,16,9,0.562000000000000,48.135123999999998,11.581981000000001,Europe,0.084700000000000,19.736300000000000,0.004300000000000,,,,,
