OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F7_Wuhan_gcs_PET_Jul_OID,F7_Wuhan_gcs_PET_Jul_FID_,F7_Wuhan_gcs_PET_Jul_COUNT,F7_Wuhan_gcs_PET_Jul_AREA,F7_Wuhan_gcs_PET_Jul_MEAN
,Wuhan,11,30.478055600000001,114.493888900000002,20,13,1,30.600916999999999,114.295922000000004,China,Asia,23.368600000000001,31.001799999999999,0.753800000000000,9,10,1,0.000069444451688,158.000000000000000
,Wuhan,12,30.478611099999998,114.498888899999997,20,20,1,30.600916999999999,114.295922000000004,China,Asia,23.723199999999999,31.001799999999999,0.765200000000000,,,,,
,Wuhan,13,30.478611099999998,114.503055599999996,20,17,1,30.600916999999999,114.295922000000004,China,Asia,24.051300000000001,31.001799999999999,0.775800000000000,10,12,1,0.000069444451688,158.000000000000000
,Wuhan,14,30.478611099999998,114.506944399999995,20,12,1,30.600916999999999,114.295922000000004,China,Asia,24.359400000000001,31.001799999999999,0.785700000000000,,,,,
,Wuhan,15,30.478611099999998,114.522499999999994,20,19,1,30.600916999999999,114.295922000000004,China,Asia,25.608799999999999,31.001799999999999,0.826000000000000,11,14,1,0.000069444451688,158.000000000000000
,Wuhan,16,30.478611099999998,114.526944400000005,20,20,1,30.600916999999999,114.295922000000004,China,Asia,25.970500000000001,31.001799999999999,0.837700000000000,12,15,1,0.000069444451688,158.000000000000000
,Wuhan,17,30.478055600000001,114.531111100000004,20,19,1,30.600916999999999,114.295922000000004,China,Asia,26.343299999999999,31.001799999999999,0.849700000000000,,,,,
,Wuhan,18,30.478611099999998,114.533333299999995,20,19,1,30.600916999999999,114.295922000000004,China,Asia,26.493700000000000,31.001799999999999,0.854600000000000,,,,,
,Wuhan,19,30.478611099999998,114.536388900000006,20,17,1,30.600916999999999,114.295922000000004,China,Asia,26.745200000000001,31.001799999999999,0.862700000000000,13,18,1,0.000069444451688,158.000000000000000
,Wuhan,20,30.478611099999998,114.541111099999995,20,18,1,30.600916999999999,114.295922000000004,China,Asia,27.135600000000000,31.001799999999999,0.875300000000000,,,,,
,Wuhan,21,30.478333299999999,114.545833299999998,20,17,1,30.600916999999999,114.295922000000004,China,Asia,27.543199999999999,31.001799999999999,0.888400000000000,14,20,1,0.000069444451688,158.000000000000000
,Wuhan,22,30.478333299999999,114.561666700000004,20,19,1,30.600916999999999,114.295922000000004,China,Asia,28.870600000000000,31.001799999999999,0.931300000000000,15,21,1,0.000069444451688,158.000000000000000
,Wuhan,23,30.478333299999999,114.565555599999996,20,19,1,30.600916999999999,114.295922000000004,China,Asia,29.199500000000000,31.001799999999999,0.941900000000000,,,,,
,Wuhan,24,30.478333299999999,114.586666699999995,20,17,1,30.600916999999999,114.295922000000004,China,Asia,31.001799999999999,31.001799999999999,1.000000000000000,16,23,1,0.000069444451688,158.000000000000000
,Wuhan,25,30.478611099999998,114.579722200000006,20,14,1,30.600916999999999,114.295922000000004,China,Asia,30.391999999999999,31.001799999999999,0.980300000000000,17,24,1,0.000069444451688,158.000000000000000
,Wuhan,26,30.478611099999998,114.574722199999997,20,13,1,30.600916999999999,114.295922000000004,China,Asia,29.964600000000001,31.001799999999999,0.966500000000000,18,25,1,0.000069444451688,159.000000000000000
,Wuhan,27,30.478611099999998,114.572500000000005,20,18,1,30.600916999999999,114.295922000000004,China,Asia,29.775099999999998,31.001799999999999,0.960400000000000,,,,,
,Wuhan,28,30.478611099999998,114.569444399999995,20,19,1,30.600916999999999,114.295922000000004,China,Asia,29.515100000000000,31.001799999999999,0.952000000000000,,,,,
,Wuhan,29,30.478611099999998,114.548888899999994,20,12,1,30.600916999999999,114.295922000000004,China,Asia,27.782699999999998,31.001799999999999,0.896200000000000,,,,,
,Wuhan,30,30.478888900000001,114.524444399999993,20,20,1,30.600916999999999,114.295922000000004,China,Asia,25.750499999999999,31.001799999999999,0.830600000000000,,,,,
,Wuhan,31,30.482500000000002,114.361111100000002,20,20,1,30.600916999999999,114.295922000000004,China,Asia,14.572400000000000,31.001799999999999,0.470100000000000,,,,,
,Wuhan,32,30.481944400000000,114.356666700000005,20,16,1,30.600916999999999,114.295922000000004,China,Asia,14.451700000000001,31.001799999999999,0.466200000000000,,,,,
,Wuhan,33,30.482500000000002,114.352222200000000,20,19,1,30.600916999999999,114.295922000000004,China,Asia,14.228500000000000,31.001799999999999,0.459000000000000,,,,,
,Wuhan,34,30.482777800000001,114.347777800000003,20,14,1,30.600916999999999,114.295922000000004,China,Asia,14.043799999999999,31.001799999999999,0.453000000000000,,,,,
,Wuhan,35,30.482777800000001,114.345555599999997,20,0,0,30.600916999999999,114.295922000000004,China,Asia,13.970000000000001,31.001799999999999,0.450600000000000,,,,,
,Wuhan,36,30.482500000000002,114.343333299999998,20,17,1,30.600916999999999,114.295922000000004,China,Asia,13.928200000000000,31.001799999999999,0.449300000000000,,,,,
,Wuhan,37,30.482500000000002,114.338611099999994,20,18,1,30.600916999999999,114.295922000000004,China,Asia,13.787400000000000,31.001799999999999,0.444700000000000,,,,,
,Wuhan,38,30.482222199999999,114.336388900000003,20,20,1,30.600916999999999,114.295922000000004,China,Asia,13.755500000000000,31.001799999999999,0.443700000000000,,,,,
,Wuhan,39,30.482222199999999,114.333888900000005,20,16,1,30.600916999999999,114.295922000000004,China,Asia,13.689900000000000,31.001799999999999,0.441600000000000,,,,,
,Wuhan,40,30.482500000000002,114.332777800000002,20,20,1,30.600916999999999,114.295922000000004,China,Asia,13.632199999999999,31.001799999999999,0.439700000000000,19,39,1,0.000069444451688,157.000000000000000
,Wuhan,41,30.481944400000000,114.331944399999998,20,20,1,30.600916999999999,114.295922000000004,China,Asia,13.671600000000000,31.001799999999999,0.441000000000000,,,,,
