OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F3_Sydney_gcs_PET_Mar_OID,F3_Sydney_gcs_PET_Mar_FID_,F3_Sydney_gcs_PET_Mar_COUNT,F3_Sydney_gcs_PET_Mar_AREA,F3_Sydney_gcs_PET_Mar_MEAN
-1,Parramata,26,-33.717430000000000,150.852450000000005,15,11,0.733000000000000,-33.814999000000000,151.001114000000001,Oceania,17.508600000000001,28.714900000000000,0.609700000000000,,,,,
-1,Parramata,27,-33.713050000000003,150.839750000000009,15,10,0.667000000000000,-33.814999000000000,151.001114000000001,Oceania,18.735299999999999,28.714900000000000,0.652500000000000,23,26,1,0.000069444451688,124.000000000000000
-1,Parramata,28,-33.706769999999999,150.837809999999990,15,15,1.000000000000000,-33.814999000000000,151.001114000000001,Oceania,19.306200000000000,28.714900000000000,0.672300000000000,24,27,1,0.000069444451688,124.000000000000000
-1,Parramata,29,-33.700800000000001,150.833359999999999,15,13,0.867000000000000,-33.814999000000000,151.001114000000001,Oceania,20.043800000000001,28.714900000000000,0.698000000000000,,,,,
-1,Parramata,30,-33.697279999999999,150.830209999999994,6,6,1.000000000000000,-33.814999000000000,151.001114000000001,Oceania,20.517700000000001,28.714900000000000,0.714500000000000,25,29,1,0.000069444451688,124.000000000000000
-1,Parramata,31,-33.688789999999997,150.823790000000002,15,12,0.800000000000000,-33.814999000000000,151.001114000000001,Oceania,21.580500000000001,28.714900000000000,0.751500000000000,26,30,1,0.000069444451688,125.000000000000000
-1,Parramata,32,-33.675899999999999,150.810309999999987,12,12,1.000000000000000,-33.814999000000000,151.001114000000001,Oceania,23.461900000000000,28.714900000000000,0.817100000000000,27,31,1,0.000069444451688,126.000000000000000
-1,Parramata,33,-33.671920000000000,150.865980000000008,15,13,0.867000000000000,-33.814999000000000,151.001114000000001,Oceania,20.229600000000001,28.714900000000000,0.704500000000000,28,32,1,0.000069444451688,124.000000000000000
-1,Parramata,34,-33.664189999999998,150.801369999999991,4,2,0.500000000000000,-33.814999000000000,151.001114000000001,Oceania,24.946600000000000,28.714900000000000,0.868800000000000,29,33,1,0.000069444451688,126.000000000000000
-1,Parramata,35,-33.662820000000004,150.798599999999993,6,6,1.000000000000000,-33.814999000000000,151.001114000000001,Oceania,25.238800000000001,28.714900000000000,0.878900000000000,30,34,1,0.000069444451688,126.000000000000000
-1,Parramata,36,-33.661839999999998,150.792000000000002,15,9,0.600000000000000,-33.814999000000000,151.001114000000001,Oceania,25.766800000000000,28.714900000000000,0.897300000000000,,,,,
-1,Parramata,37,-33.640430000000002,150.792399999999986,15,13,0.867000000000000,-33.814999000000000,151.001114000000001,Oceania,27.374199999999998,28.714900000000000,0.953300000000000,31,36,1,0.000069444451688,127.000000000000000
-1,Parramata,38,-33.636240000000001,150.790269999999992,9,8,0.889000000000000,-33.814999000000000,151.001114000000001,Oceania,27.844500000000000,28.714900000000000,0.969700000000000,32,37,1,0.000069444451688,127.000000000000000
-1,Parramata,39,-33.638559999999998,150.784559999999999,6,3,0.500000000000000,-33.814999000000000,151.001114000000001,Oceania,28.035499999999999,28.714900000000000,0.976300000000000,,,,,
-1,Parramata,40,-33.633800000000001,150.779889999999995,15,10,0.667000000000000,-33.814999000000000,151.001114000000001,Oceania,28.714900000000000,28.714900000000000,1.000000000000000,33,39,1,0.000069444451688,127.000000000000000
