OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F8_Sapporo_gcs_PET_Aug_OID,F8_Sapporo_gcs_PET_Aug_FID_,F8_Sapporo_gcs_PET_Aug_COUNT,F8_Sapporo_gcs_PET_Aug_AREA,F8_Sapporo_gcs_PET_Aug_MEAN
-1,Sapporo,18,43.119900000000001,141.419659999999993,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,8.378900000000000,21.217099999999999,0.394900000000000,13,17,1,0.000069444451688,113.000000000000000
-1,Sapporo,19,43.119489999999999,141.425279999999987,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,8.640100000000000,21.217099999999999,0.407200000000000,14,18,1,0.000069444451688,114.000000000000000
-1,Sapporo,20,43.122549999999997,141.431369999999987,20,4,0.200000000000000,43.061449000000003,141.354537999999991,Asia,9.224000000000000,21.217099999999999,0.434700000000000,,,,,
-1,Sapporo,21,43.132500000000000,141.433549999999997,19,3,0.158000000000000,43.061449000000003,141.354537999999991,Asia,10.177199999999999,21.217099999999999,0.479700000000000,15,20,1,0.000069444451688,114.000000000000000
-1,Sapporo,22,43.131219999999999,141.445920000000001,20,6,0.300000000000000,43.061449000000003,141.354537999999991,Asia,10.735099999999999,21.217099999999999,0.506000000000000,16,21,1,0.000069444451688,113.000000000000000
-1,Sapporo,23,43.141399999999997,141.443849999999998,20,1,0.050000000000000,43.061449000000003,141.354537999999991,Asia,11.472300000000001,21.217099999999999,0.540700000000000,17,22,1,0.000069444451688,113.000000000000000
-1,Sapporo,24,43.150410000000001,141.446040000000011,20,9,0.450000000000000,43.061449000000003,141.354537999999991,Asia,12.370600000000000,21.217099999999999,0.583000000000000,18,23,1,0.000069444451688,114.000000000000000
-1,Sapporo,25,43.145299999999999,141.444929999999999,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,11.865399999999999,21.217099999999999,0.559200000000000,19,24,1,0.000069444451688,114.000000000000000
-1,Sapporo,26,43.158990000000003,141.465519999999998,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,14.099700000000000,21.217099999999999,0.664500000000000,20,25,1,0.000069444451688,115.000000000000000
-1,Sapporo,27,43.159599999999998,141.473569999999995,20,6,0.300000000000000,43.061449000000003,141.354537999999991,Asia,14.576599999999999,21.217099999999999,0.687000000000000,21,26,1,0.000069444451688,115.000000000000000
-1,Sapporo,28,43.160029999999999,141.484270000000009,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,15.200799999999999,21.217099999999999,0.716400000000000,22,27,1,0.000069444451688,115.000000000000000
-1,Sapporo,29,43.160820000000001,141.490970000000004,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,15.644399999999999,21.217099999999999,0.737300000000000,,,,,
-1,Sapporo,30,43.165390000000002,141.493380000000002,20,14,0.700000000000000,43.061449000000003,141.354537999999991,Asia,16.143000000000001,21.217099999999999,0.760800000000000,23,29,1,0.000069444451688,114.000000000000000
-1,Sapporo,31,43.171450000000000,141.492430000000013,20,11,0.550000000000000,43.061449000000003,141.354537999999991,Asia,16.579599999999999,21.217099999999999,0.781400000000000,24,30,1,0.000069444451688,114.000000000000000
-1,Sapporo,32,43.171889999999998,141.500180000000000,20,4,0.200000000000000,43.061449000000003,141.354537999999991,Asia,17.045800000000000,21.217099999999999,0.803400000000000,25,31,1,0.000069444451688,115.000000000000000
-1,Sapporo,33,43.172289999999997,141.506149999999991,20,1,0.050000000000000,43.061449000000003,141.354537999999991,Asia,17.416699999999999,21.217099999999999,0.820900000000000,,,,,
-1,Sapporo,34,43.177309999999999,141.505429999999990,20,4,0.200000000000000,43.061449000000003,141.354537999999991,Asia,17.775500000000001,21.217099999999999,0.837800000000000,26,33,1,0.000069444451688,115.000000000000000
-1,Sapporo,35,43.177999999999997,141.512130000000013,20,11,0.550000000000000,43.061449000000003,141.354537999999991,Asia,18.208900000000000,21.217099999999999,0.858200000000000,27,34,1,0.000069444451688,114.000000000000000
-1,Sapporo,36,43.178570000000001,141.519149999999996,20,9,0.450000000000000,43.061449000000003,141.354537999999991,Asia,18.657699999999998,21.217099999999999,0.879400000000000,28,35,1,0.000069444451688,114.000000000000000
-1,Sapporo,37,43.183239999999998,141.518650000000008,15,2,0.133000000000000,43.061449000000003,141.354537999999991,Asia,18.994900000000001,21.217099999999999,0.895300000000000,,,,,
-1,Sapporo,38,43.185299999999998,141.523040000000009,20,9,0.450000000000000,43.061449000000003,141.354537999999991,Asia,19.408200000000001,21.217099999999999,0.914700000000000,29,37,1,0.000069444451688,114.000000000000000
-1,Sapporo,39,43.184849999999997,141.528780000000012,20,3,0.150000000000000,43.061449000000003,141.354537999999991,Asia,19.704300000000000,21.217099999999999,0.928700000000000,30,38,1,0.000069444451688,115.000000000000000
-1,Sapporo,40,43.191020000000002,141.531160000000000,20,8,0.400000000000000,43.061449000000003,141.354537999999991,Asia,20.323399999999999,21.217099999999999,0.957900000000000,,,,,
-1,Sapporo,41,43.194730000000000,141.541629999999998,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,21.217099999999999,21.217099999999999,1.000000000000000,31,40,1,0.000069444451688,115.000000000000000
-1,Sapporo,42,43.060690000000001,141.351910000000004,20,4,0.200000000000000,43.061449000000003,141.354537999999991,Asia,0.229600000000000,21.217099999999999,0.010800000000000,32,41,1,0.000069444451688,112.000000000000000
-1,Sapporo,43,43.062339999999999,141.344760000000008,20,2,0.100000000000000,43.061449000000003,141.354537999999991,Asia,0.800500000000000,21.217099999999999,0.037700000000000,33,42,1,0.000069444451688,112.000000000000000
-1,Sapporo,44,43.063079999999999,141.348500000000001,20,5,0.250000000000000,43.061449000000003,141.354537999999991,Asia,0.523000000000000,21.217099999999999,0.024600000000000,,,,,
