OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F10_Stuttgart_gcs_PET_Oct_OID,F10_Stuttgart_gcs_PET_Oct_FID_,F10_Stuttgart_gcs_PET_Oct_COUNT,F10_Stuttgart_gcs_PET_Oct_AREA,F10_Stuttgart_gcs_PET_Oct_MEAN
-1,Stuttgart,22,48.727290000000004,9.143420000000001,20,14,0.700000000000000,48.777110999999998,9.180770000000001,Europe,6.179600000000000,12.433999999999999,0.497000000000000,13,21,1,0.000069444451688,41.000000000000000
-1,Stuttgart,23,48.725079999999998,9.139799999999999,20,7,0.350000000000000,48.777110999999998,9.180770000000001,Europe,6.518800000000000,12.433999999999999,0.524300000000000,14,22,1,0.000069444451688,41.000000000000000
-1,Stuttgart,24,48.722580000000001,9.140490000000000,19,16,0.842000000000000,48.777110999999998,9.180770000000001,Europe,6.744500000000000,12.433999999999999,0.542400000000000,15,23,1,0.000069444451688,42.000000000000000
-1,Stuttgart,25,48.719580000000001,9.140790000000001,20,0,0.000000000000000,48.777110999999998,9.180770000000001,Europe,7.036800000000000,12.433999999999999,0.565900000000000,,,,,
-1,Stuttgart,26,48.717089999999999,9.146890000000001,20,4,0.200000000000000,48.777110999999998,9.180770000000001,Europe,7.121300000000000,12.433999999999999,0.572700000000000,16,25,1,0.000069444451688,42.000000000000000
-1,Stuttgart,27,48.713270000000001,9.142010000000001,18,9,0.500000000000000,48.777110999999998,9.180770000000001,Europe,7.646600000000000,12.433999999999999,0.615000000000000,17,26,1,0.000069444451688,42.000000000000000
-1,Stuttgart,28,48.707500000000003,9.143770000000000,19,0,0.000000000000000,48.777110999999998,9.180770000000001,Europe,8.202100000000000,12.433999999999999,0.659700000000000,18,27,1,0.000069444451688,42.000000000000000
-1,Stuttgart,29,48.706670000000003,9.149120000000000,20,1,0.050000000000000,48.777110999999998,9.180770000000001,Europe,8.169300000000000,12.433999999999999,0.657000000000000,,,,,
-1,Stuttgart,30,48.704729999999998,9.149170000000000,20,6,0.300000000000000,48.777110999999998,9.180770000000001,Europe,8.375299999999999,12.433999999999999,0.673600000000000,,,,,
-1,Stuttgart,31,48.707520000000002,9.153290000000000,18,4,0.222000000000000,48.777110999999998,9.180770000000001,Europe,7.996200000000000,12.433999999999999,0.643100000000000,19,30,1,0.000069444451688,42.000000000000000
-1,Stuttgart,32,48.706150000000001,9.158680000000000,13,1,0.077000000000000,48.777110999999998,9.180770000000001,Europe,8.055099999999999,12.433999999999999,0.647800000000000,20,31,1,0.000069444451688,42.000000000000000
-1,Stuttgart,33,48.704120000000003,9.158910000000001,20,10,0.500000000000000,48.777110999999998,9.180770000000001,Europe,8.273000000000000,12.433999999999999,0.665400000000000,,,,,
-1,Stuttgart,34,48.700940000000003,9.159380000000001,20,12,0.600000000000000,48.777110999999998,9.180770000000001,Europe,8.613799999999999,12.433999999999999,0.692800000000000,,,,,
-1,Stuttgart,35,48.697150000000001,9.159900000000000,20,1,0.050000000000000,48.777110999999998,9.180770000000001,Europe,9.022000000000000,12.433999999999999,0.725600000000000,21,34,1,0.000069444451688,42.000000000000000
-1,Stuttgart,36,48.694070000000004,9.159850000000000,20,1,0.050000000000000,48.777110999999998,9.180770000000001,Europe,9.360300000000001,12.433999999999999,0.752800000000000,,,,,
-1,Stuttgart,37,48.697369999999999,9.154790000000000,20,9,0.450000000000000,48.777110999999998,9.180770000000001,Europe,9.069200000000000,12.433999999999999,0.729400000000000,22,36,1,0.000069444451688,42.000000000000000
-1,Stuttgart,38,48.699260000000002,9.151750000000000,20,10,0.500000000000000,48.777110999999998,9.180770000000001,Europe,8.914400000000001,12.433999999999999,0.716900000000000,,,,,
-1,Stuttgart,39,48.693919999999999,9.153779999999999,20,4,0.200000000000000,48.777110999999998,9.180770000000001,Europe,9.459800000000000,12.433999999999999,0.760800000000000,,,,,
-1,Stuttgart,40,48.690240000000003,9.152480000000001,20,3,0.150000000000000,48.777110999999998,9.180770000000001,Europe,9.879899999999999,12.433999999999999,0.794600000000000,23,39,1,0.000069444451688,42.000000000000000
-1,Stuttgart,41,48.687429999999999,9.151949999999999,20,5,0.250000000000000,48.777110999999998,9.180770000000001,Europe,10.193600000000000,12.433999999999999,0.819800000000000,,,,,
-1,Stuttgart,42,48.684280000000001,9.151009999999999,20,2,0.100000000000000,48.777110999999998,9.180770000000001,Europe,10.550599999999999,12.433999999999999,0.848500000000000,,,,,
-1,Stuttgart,43,48.684060000000002,9.156920000000000,20,10,0.500000000000000,48.777110999999998,9.180770000000001,Europe,10.493600000000001,12.433999999999999,0.843900000000000,,,,,
-1,Stuttgart,44,48.681449999999998,9.155030000000000,20,4,0.200000000000000,48.777110999999998,9.180770000000001,Europe,10.803300000000000,12.433999999999999,0.868900000000000,24,43,1,0.000069444451688,41.000000000000000
-1,Stuttgart,45,48.678669999999997,9.156000000000001,20,2,0.100000000000000,48.777110999999998,9.180770000000001,Europe,11.095900000000000,12.433999999999999,0.892400000000000,,,,,
-1,Stuttgart,46,48.676540000000003,9.157610000000000,20,1,0.050000000000000,48.777110999999998,9.180770000000001,Europe,11.311299999999999,12.433999999999999,0.909700000000000,,,,,
-1,Stuttgart,47,48.673479999999998,9.160220000000001,16,7,0.438000000000000,48.777110999999998,9.180770000000001,Europe,11.621400000000000,12.433999999999999,0.934600000000000,25,46,1,0.000069444451688,42.000000000000000
-1,Stuttgart,48,48.671770000000002,9.155630000000000,20,15,0.750000000000000,48.777110999999998,9.180770000000001,Europe,11.857699999999999,12.433999999999999,0.953700000000000,26,47,1,0.000069444451688,42.000000000000000
-1,Stuttgart,49,48.669110000000003,9.155329999999999,20,10,0.500000000000000,48.777110999999998,9.180770000000001,Europe,12.153300000000000,12.433999999999999,0.977400000000000,,,,,
-1,Stuttgart,50,48.666280000000000,9.158260000000000,20,4,0.200000000000000,48.777110999999998,9.180770000000001,Europe,12.433999999999999,12.433999999999999,1.000000000000000,27,49,1,0.000069444451688,42.000000000000000
