OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F2_Charlotte_gcs_PET_Feb_OID,F2_Charlotte_gcs_PET_Feb_FID_,F2_Charlotte_gcs_PET_Feb_COUNT,F2_Charlotte_gcs_PET_Feb_AREA,F2_Charlotte_gcs_PET_Feb_MEAN
-1,Charlotte,11,35.250670000000000,-80.870019999999997,15,9,0.600000000000000,35.226888000000002,-80.843689999999995,USA,North America,3.565300000000000,40.114800000000002,0.088900000000000,8,10,1,0.000069444451688,51.000000000000000
-1,Charlotte,12,35.258279999999999,-80.877579999999995,15,9,0.600000000000000,35.226888000000002,-80.843689999999995,USA,North America,4.653700000000000,40.114800000000002,0.116000000000000,9,11,1,0.000069444451688,51.000000000000000
-1,Charlotte,13,35.265120000000003,-80.883309999999994,15,4,0.267000000000000,35.226888000000002,-80.843689999999995,USA,North America,5.569400000000000,40.114800000000002,0.138800000000000,10,12,1,0.000069444451688,51.000000000000000
-1,Charlotte,14,35.273859999999999,-80.890799999999999,15,4,0.267000000000000,35.226888000000002,-80.843689999999995,USA,North America,6.751300000000000,40.114800000000002,0.168300000000000,11,13,1,0.000069444451688,51.000000000000000
-1,Charlotte,15,35.280290000000001,-80.902500000000003,14,3,0.214000000000000,35.226888000000002,-80.843689999999995,USA,North America,7.986000000000000,40.114800000000002,0.199100000000000,12,14,1,0.000069444451688,51.000000000000000
-1,Charlotte,16,35.281320000000001,-80.913460000000001,15,9,0.600000000000000,35.226888000000002,-80.843689999999995,USA,North America,8.761799999999999,40.114800000000002,0.218400000000000,13,15,1,0.000069444451688,51.000000000000000
-1,Charlotte,17,35.286740000000002,-80.922740000000005,15,9,0.600000000000000,35.226888000000002,-80.843689999999995,USA,North America,9.788300000000000,40.114800000000002,0.244000000000000,14,16,1,0.000069444451688,51.000000000000000
-1,Charlotte,18,35.293630000000000,-80.930700000000002,15,8,0.533000000000000,35.226888000000002,-80.843689999999995,USA,North America,10.839200000000000,40.114800000000002,0.270200000000000,15,17,1,0.000069444451688,51.000000000000000
-1,Charlotte,19,35.302280000000003,-80.936490000000006,14,8,0.571000000000000,35.226888000000002,-80.843689999999995,USA,North America,11.885500000000000,40.114800000000002,0.296300000000000,16,18,1,0.000069444451688,51.000000000000000
-1,Charlotte,20,35.316910000000000,-80.943560000000005,15,8,0.533000000000000,35.226888000000002,-80.843689999999995,USA,North America,13.505500000000000,40.114800000000002,0.336700000000000,17,19,1,0.000069444451688,51.000000000000000
-1,Charlotte,21,35.320360000000001,-80.952380000000005,15,0,0.000000000000000,35.226888000000002,-80.843689999999995,USA,North America,14.331200000000001,40.114800000000002,0.357300000000000,18,20,1,0.000069444451688,51.000000000000000
-1,Charlotte,22,35.331400000000002,-80.958569999999995,14,5,0.357000000000000,35.226888000000002,-80.843689999999995,USA,North America,15.614000000000001,40.114800000000002,0.389200000000000,19,21,1,0.000069444451688,51.000000000000000
-1,Charlotte,23,35.344880000000003,-80.967429999999993,15,4,0.267000000000000,35.226888000000002,-80.843689999999995,USA,North America,17.270800000000001,40.114800000000002,0.430500000000000,20,22,1,0.000069444451688,51.000000000000000
-1,Charlotte,24,35.357990000000001,-80.989699999999999,15,10,0.667000000000000,35.226888000000002,-80.843689999999995,USA,North America,19.700800000000001,40.114800000000002,0.491100000000000,21,23,1,0.000069444451688,51.000000000000000
-1,Charlotte,25,35.364890000000003,-80.997860000000003,15,6,0.400000000000000,35.226888000000002,-80.843689999999995,USA,North America,20.766300000000001,40.114800000000002,0.517700000000000,22,24,1,0.000069444451688,51.000000000000000
-1,Charlotte,26,35.376330000000003,-81.003550000000004,14,3,0.214000000000000,35.226888000000002,-80.843689999999995,USA,North America,22.058700000000002,40.114800000000002,0.549900000000000,23,25,1,0.000069444451688,51.000000000000000
-1,Charlotte,27,35.387479999999996,-81.009829999999994,14,3,0.214000000000000,35.226888000000002,-80.843689999999995,USA,North America,23.370000000000001,40.114800000000002,0.582600000000000,24,26,1,0.000069444451688,51.000000000000000
-1,Charlotte,28,35.399819999999998,-81.008979999999994,14,9,0.643000000000000,35.226888000000002,-80.843689999999995,USA,North America,24.386299999999999,40.114800000000002,0.607900000000000,25,27,1,0.000069444451688,51.000000000000000
-1,Charlotte,29,35.416449999999998,-81.010610000000000,15,6,0.400000000000000,35.226888000000002,-80.843689999999995,USA,North America,25.954499999999999,40.114800000000002,0.647000000000000,26,28,1,0.000069444451688,51.000000000000000
-1,Charlotte,30,35.429989999999997,-81.011179999999996,15,7,0.467000000000000,35.226888000000002,-80.843689999999995,USA,North America,27.219500000000000,40.114800000000002,0.678500000000000,27,29,1,0.000069444451688,51.000000000000000
-1,Charlotte,31,35.443640000000002,-80.997709999999998,15,6,0.400000000000000,35.226888000000002,-80.843689999999995,USA,North America,27.858400000000000,40.114800000000002,0.694500000000000,28,30,1,0.000069444451688,51.000000000000000
-1,Charlotte,32,35.462020000000003,-80.992410000000007,15,11,0.733000000000000,35.226888000000002,-80.843689999999995,USA,North America,29.420000000000002,40.114800000000002,0.733400000000000,29,31,1,0.000069444451688,50.000000000000000
-1,Charlotte,33,35.475420000000000,-81.001210000000000,15,5,0.333000000000000,35.226888000000002,-80.843689999999995,USA,North America,31.109600000000000,40.114800000000002,0.775500000000000,30,32,1,0.000069444451688,50.000000000000000
-1,Charlotte,34,35.488840000000003,-81.018640000000005,15,11,0.733000000000000,35.226888000000002,-80.843689999999995,USA,North America,33.168300000000002,40.114800000000002,0.826800000000000,31,33,1,0.000069444451688,51.000000000000000
-1,Charlotte,35,35.496609999999997,-81.019760000000005,15,7,0.467000000000000,35.226888000000002,-80.843689999999995,USA,North America,33.976799999999997,40.114800000000002,0.847000000000000,32,34,1,0.000069444451688,50.000000000000000
-1,Charlotte,36,35.498080000000002,-81.043419999999998,13,9,0.692000000000000,35.226888000000002,-80.843689999999995,USA,North America,35.176200000000001,40.114800000000002,0.876900000000000,33,35,1,0.000069444451688,50.000000000000000
-1,Charlotte,37,35.503149999999998,-81.050910000000002,14,9,0.643000000000000,35.226888000000002,-80.843689999999995,USA,North America,36.009999999999998,40.114800000000002,0.897700000000000,34,36,1,0.000069444451688,50.000000000000000
-1,Charlotte,38,35.515320000000003,-81.059030000000007,15,9,0.600000000000000,35.226888000000002,-80.843689999999995,USA,North America,37.547899999999998,40.114800000000002,0.936000000000000,35,37,1,0.000069444451688,50.000000000000000
-1,Charlotte,39,35.525840000000002,-81.058779999999999,14,9,0.643000000000000,35.226888000000002,-80.843689999999995,USA,North America,38.539800000000000,40.114800000000002,0.960700000000000,36,38,1,0.000069444451688,50.000000000000000
-1,Charlotte,40,35.538960000000003,-81.065690000000004,14,10,0.714000000000000,35.226888000000002,-80.843689999999995,USA,North America,40.114800000000002,40.114800000000002,1.000000000000000,37,39,1,0.000069444451688,50.000000000000000
