OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F9_Atlantic_City_gcs_PET_Sep_OID,F9_Atlantic_City_gcs_PET_Sep_FID_,F9_Atlantic_City_gcs_PET_Sep_COUNT,F9_Atlantic_City_gcs_PET_Sep_AREA,F9_Atlantic_City_gcs_PET_Sep_MEAN
-1,Atlantic_City,14,39.261099999999999,-74.708939999999998,18,9,0.500000000000000,39.356273000000002,-74.436074000000005,USA,North America,25.751400000000000,37.909500000000001,1,13,13,1,0.000069444451688,104.000000000000000
-1,Atlantic_City,15,39.261479999999999,-74.699939999999998,17,4,0.235000000000000,39.356273000000002,-74.436074000000005,USA,North America,25.029699999999998,37.909500000000001,1,14,14,1,0.000069444451688,103.000000000000000
-1,Atlantic_City,16,39.259709999999998,-74.690910000000002,17,7,0.412000000000000,39.356273000000002,-74.436074000000005,USA,North America,24.413399999999999,37.909500000000001,1,15,15,1,0.000069444451688,103.000000000000000
-1,Atlantic_City,17,39.257420000000003,-74.678489999999996,20,9,0.450000000000000,39.356273000000002,-74.436074000000005,USA,North America,23.576300000000000,37.909500000000001,1,16,16,1,0.000069444451688,103.000000000000000
-1,Atlantic_City,18,39.263509999999997,-74.669030000000006,20,12,0.600000000000000,39.356273000000002,-74.436074000000005,USA,North America,22.540900000000001,37.909500000000001,1,17,17,1,0.000069444451688,103.000000000000000
-1,Atlantic_City,19,39.266399999999997,-74.655410000000003,19,7,0.368000000000000,39.356273000000002,-74.436074000000005,USA,North America,21.353000000000002,37.909500000000001,1,18,18,1,0.000069444451688,102.000000000000000
-1,Atlantic_City,20,39.264650000000003,-74.647589999999994,18,12,0.667000000000000,39.356273000000002,-74.436074000000005,USA,North America,20.855399999999999,37.909500000000001,1,19,19,1,0.000069444451688,102.000000000000000
-1,Atlantic_City,21,39.260120000000001,-74.640119999999996,20,10,0.500000000000000,39.356273000000002,-74.436074000000005,USA,North America,20.555000000000000,37.909500000000001,1,20,20,1,0.000069444451688,102.000000000000000
-1,Atlantic_City,22,39.254689999999997,-74.631150000000005,18,4,0.222000000000000,39.356273000000002,-74.436074000000005,USA,North America,20.231300000000001,37.909500000000001,1,21,21,1,0.000069444451688,101.000000000000000
-1,Atlantic_City,23,39.252719999999997,-74.619540000000001,19,11,0.579000000000000,39.356273000000002,-74.436074000000005,USA,North America,19.539000000000001,37.909500000000001,1,22,22,1,0.000069444451688,101.000000000000000
-1,Atlantic_City,24,39.256019999999999,-74.611369999999994,20,8,0.400000000000000,39.356273000000002,-74.436074000000005,USA,North America,18.754899999999999,37.909500000000001,0,23,23,1,0.000069444451688,101.000000000000000
-1,Atlantic_City,25,39.258130000000001,-74.600999999999999,18,9,0.500000000000000,39.356273000000002,-74.436074000000005,USA,North America,17.901100000000000,37.909500000000001,0,24,24,1,0.000069444451688,101.000000000000000
-1,Atlantic_City,26,39.265680000000003,-74.595609999999994,17,10,0.588000000000000,39.356273000000002,-74.436074000000005,USA,North America,17.025400000000001,37.909500000000001,0,25,25,1,0.000069444451688,101.000000000000000
-1,Atlantic_City,27,39.268729999999998,-74.587059999999994,20,13,0.650000000000000,39.356273000000002,-74.436074000000005,USA,North America,16.232299999999999,37.909500000000001,0,26,26,1,0.000069444451688,101.000000000000000
-1,Atlantic_City,28,39.275829999999999,-74.577039999999997,18,7,0.389000000000000,39.356273000000002,-74.436074000000005,USA,North America,15.068899999999999,37.909500000000001,0,27,27,1,0.000069444451688,100.000000000000000
-1,Atlantic_City,29,39.281460000000003,-74.569680000000005,19,6,0.316000000000000,39.356273000000002,-74.436074000000005,USA,North America,14.188000000000001,37.909500000000001,0,28,28,1,0.000069444451688,100.000000000000000
-1,Atlantic_City,30,39.288640000000001,-74.560550000000006,20,10,0.500000000000000,39.356273000000002,-74.436074000000005,USA,North America,13.084500000000000,37.909500000000001,0,29,29,1,0.000069444451688,100.000000000000000
-1,Atlantic_City,31,39.294280000000001,-74.558009999999996,19,7,0.368000000000000,39.356273000000002,-74.436074000000005,USA,North America,12.550900000000000,37.909500000000001,0,30,30,1,0.000069444451688,100.000000000000000
-1,Atlantic_City,32,39.307450000000003,-74.558019999999999,19,6,0.316000000000000,39.356273000000002,-74.436074000000005,USA,North America,11.810100000000000,37.909500000000001,0,,,,,
-1,Atlantic_City,33,39.311590000000002,-74.548710000000000,18,12,0.667000000000000,39.356273000000002,-74.436074000000005,USA,North America,10.887100000000000,37.909500000000001,0,31,32,1,0.000069444451688,99.000000000000000
-1,Atlantic_City,34,39.314279999999997,-74.538129999999995,17,8,0.471000000000000,39.356273000000002,-74.436074000000005,USA,North America,9.942000000000000,37.909500000000001,0,,,,,
-1,Atlantic_City,35,39.314109999999999,-74.525899999999993,20,12,0.600000000000000,39.356273000000002,-74.436074000000005,USA,North America,9.036700000000000,37.909500000000001,0,32,34,1,0.000069444451688,99.000000000000000
-1,Atlantic_City,36,39.318710000000003,-74.520110000000003,20,7,0.350000000000000,39.356273000000002,-74.436074000000005,USA,North America,8.347300000000001,37.909500000000001,0,33,35,1,0.000069444451688,99.000000000000000
-1,Atlantic_City,37,39.324249999999999,-74.510369999999995,20,9,0.450000000000000,39.356273000000002,-74.436074000000005,USA,North America,7.314500000000000,37.909500000000001,0,34,36,1,0.000069444451688,98.000000000000000
-1,Atlantic_City,38,39.328180000000003,-74.502700000000004,20,11,0.550000000000000,39.356273000000002,-74.436074000000005,USA,North America,6.525800000000000,37.909500000000001,0,35,37,1,0.000069444451688,98.000000000000000
-1,Atlantic_City,39,39.332920000000001,-74.492959999999997,17,14,0.824000000000000,39.356273000000002,-74.436074000000005,USA,North America,5.538300000000000,37.909500000000001,0,36,38,1,0.000069444451688,98.000000000000000
-1,Atlantic_City,40,39.338230000000003,-74.481790000000004,20,12,0.600000000000000,39.356273000000002,-74.436074000000005,USA,North America,4.413400000000000,37.909500000000001,0,37,39,1,0.000069444451688,97.000000000000000
-1,Atlantic_City,41,39.342910000000003,-74.472089999999994,17,8,0.471000000000000,39.356273000000002,-74.436074000000005,USA,North America,3.434900000000000,37.909500000000001,0,38,40,1,0.000069444451688,97.000000000000000
-1,Atlantic_City,42,39.347709999999999,-74.462329999999994,20,9,0.450000000000000,39.356273000000002,-74.436074000000005,USA,North America,2.450200000000000,37.909500000000001,0,39,41,1,0.000069444451688,96.000000000000000
-1,Atlantic_City,43,39.351909999999997,-74.452960000000004,20,6,0.300000000000000,39.356273000000002,-74.436074000000005,USA,North America,1.530800000000000,37.909500000000001,0,40,42,1,0.000069444451688,96.000000000000000
-1,Atlantic_City,44,39.355820000000001,-74.444109999999995,19,13,0.684000000000000,39.356273000000002,-74.436074000000005,USA,North America,0.692800000000000,37.909500000000001,0,41,43,1,0.000069444451688,96.000000000000000
-1,Atlantic_City,45,39.360759999999999,-74.822479999999999,20,9,0.450000000000000,39.356273000000002,-74.436074000000005,USA,North America,33.225000000000001,37.909500000000001,1,42,44,1,0.000069444451688,107.000000000000000
