OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F9_Ottawa_gcs_PET_Sep_OID,F9_Ottawa_gcs_PET_Sep_FID_,F9_Ottawa_gcs_PET_Sep_COUNT,F9_Ottawa_gcs_PET_Sep_AREA,F9_Ottawa_gcs_PET_Sep_MEAN
-1,Ottawa,15,45.364870000000003,-75.687219999999996,16,5,0.312000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.348400000000000,14.727100000000000,0.431100000000000,9,14,1,0.000069444451688,81.000000000000000
-1,Ottawa,16,45.365099999999998,-75.683009999999996,13,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.371900000000000,14.727100000000000,0.432700000000000,10,15,1,0.000069444451688,81.000000000000000
-1,Ottawa,17,45.363349999999997,-75.688310000000001,15,2,0.133000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.506600000000000,14.727100000000000,0.441800000000000,,,,,
-1,Ottawa,18,45.356619999999999,-75.691749999999999,15,2,0.133000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.230400000000000,14.727100000000000,0.491000000000000,11,17,1,0.000069444451688,81.000000000000000
-1,Ottawa,19,45.353259999999999,-75.692869999999999,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.599000000000000,14.727100000000000,0.516000000000000,,,,,
-1,Ottawa,20,45.353259999999999,-75.699110000000005,12,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.593000000000000,14.727100000000000,0.515600000000000,,,,,
-1,Ottawa,21,45.352290000000004,-75.695809999999994,12,9,0.750000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.700100000000000,14.727100000000000,0.522900000000000,,,,,
-1,Ottawa,22,45.355390000000000,-75.690529999999995,16,2,0.125000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.373000000000000,14.727100000000000,0.500600000000000,12,21,1,0.000069444451688,81.000000000000000
-1,Ottawa,23,45.345329999999997,-75.691730000000007,12,1,0.083000000000000,45.421531999999999,-75.697188999999995,Canada,North America,8.484000000000000,14.727100000000000,0.576100000000000,13,22,1,0.000069444451688,81.000000000000000
-1,Ottawa,24,45.342219999999998,-75.691730000000007,14,1,0.071000000000000,45.421531999999999,-75.697188999999995,Canada,North America,8.829400000000000,14.727100000000000,0.599500000000000,,,,,
-1,Ottawa,25,45.339869999999998,-75.692040000000006,10,3,0.300000000000000,45.421531999999999,-75.697188999999995,Canada,North America,9.089300000000000,14.727100000000000,0.617200000000000,14,24,1,0.000069444451688,81.000000000000000
-1,Ottawa,25,45.355390000000000,-75.690529999999995,1,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.373000000000000,14.727100000000000,0.500600000000000,,,,,
-1,Ottawa,26,45.336150000000004,-75.693169999999995,14,2,0.143000000000000,45.421531999999999,-75.697188999999995,Canada,North America,9.499200000000000,14.727100000000000,0.645000000000000,,,,,
-1,Ottawa,27,45.329689999999999,-75.694080000000000,16,4,0.250000000000000,45.421531999999999,-75.697188999999995,Canada,North America,10.215299999999999,14.727100000000000,0.693600000000000,15,27,1,0.000069444451688,81.000000000000000
-1,Ottawa,28,45.323050000000002,-75.689340000000001,16,7,0.438000000000000,45.421531999999999,-75.697188999999995,Canada,North America,10.967800000000000,14.727100000000000,0.744700000000000,16,28,1,0.000069444451688,81.000000000000000
-1,Ottawa,29,45.320340000000002,-75.689970000000002,16,8,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.266200000000000,14.727100000000000,0.765000000000000,,,,,
-1,Ottawa,30,45.303289999999997,-75.679959999999994,16,8,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,13.216600000000000,14.727100000000000,0.897400000000000,17,30,1,0.000069444451688,81.000000000000000
-1,Ottawa,31,45.308830000000000,-75.692700000000002,16,2,0.125000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.536799999999999,14.727100000000000,0.851300000000000,18,31,1,0.000069444451688,81.000000000000000
-1,Ottawa,32,45.307479999999998,-75.692359999999994,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.687600000000000,14.727100000000000,0.861500000000000,19,32,1,0.000069444451688,81.000000000000000
-1,Ottawa,33,45.313330000000001,-75.693370000000002,16,4,0.250000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.035200000000000,14.727100000000000,0.817200000000000,,,,,
-1,Ottawa,34,45.313049999999997,-75.693160000000006,10,8,0.800000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.066800000000001,14.727100000000000,0.819400000000000,,,,,
-1,Ottawa,35,45.318710000000003,-75.688029999999998,12,4,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.455600000000000,14.727100000000000,0.777900000000000,,,,,
-1,Ottawa,36,45.315680000000000,-75.687320000000000,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.795400000000001,14.727100000000000,0.800900000000000,20,36,1,0.000069444451688,81.000000000000000
-1,Ottawa,37,45.315660000000001,-75.687320000000000,11,3,0.273000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.797599999999999,14.727100000000000,0.801100000000000,,,,,
-1,Ottawa,38,45.313360000000003,-75.685670000000002,14,4,0.286000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.061800000000000,14.727100000000000,0.819000000000000,,,,,
-1,Ottawa,39,45.302650000000000,-75.679810000000003,12,9,0.750000000000000,45.421531999999999,-75.697188999999995,Canada,North America,13.288600000000001,14.727100000000000,0.902300000000000,,,,,
-1,Ottawa,40,45.290230000000001,-75.672489999999996,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,14.727100000000000,14.727100000000000,1.000000000000000,21,40,1,0.000069444451688,81.000000000000000
