OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F9_Leiden_gcs_PET_Sep_OID,F9_Leiden_gcs_PET_Sep_FID_,F9_Leiden_gcs_PET_Sep_COUNT,F9_Leiden_gcs_PET_Sep_AREA,F9_Leiden_gcs_PET_Sep_MEAN
-1,Leiden,20,52.173299999999998,4.537400000000000,17,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.496800000000000,7.263600000000000,0.481400000000000,,,,,
-1,Leiden,21,52.175400000000003,4.540000000000000,20,7,0.350000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.753700000000000,7.263600000000000,0.516800000000000,10,20,1,0.000069444451688,61.000000000000000
-1,Leiden,22,52.178899999999999,4.538500000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.846300000000000,7.263600000000000,0.529500000000000,,,,,
-1,Leiden,23,52.180799999999998,4.538300000000000,13,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,3.947800000000000,7.263600000000000,0.543500000000000,,,,,
-1,Leiden,24,52.183799999999998,4.537600000000000,14,1,0.071000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.104500000000000,7.263600000000000,0.565100000000000,11,23,1,0.000069444451688,61.000000000000000
-1,Leiden,25,52.186399999999999,4.543000000000000,15,8,0.533000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.572600000000000,7.263600000000000,0.629500000000000,12,24,1,0.000069444451688,61.000000000000000
-1,Leiden,26,52.187800000000003,4.544700000000000,18,4,0.222000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.760000000000000,7.263600000000000,0.655300000000000,,,,,
-1,Leiden,27,52.188699999999997,4.547000000000000,16,4,0.250000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.945000000000000,7.263600000000000,0.680800000000000,,,,,
-1,Leiden,28,52.189399999999999,4.553100000000000,18,7,0.389000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.323100000000000,7.263600000000000,0.732800000000000,13,27,1,0.000069444451688,61.000000000000000
-1,Leiden,29,52.190500000000000,4.558600000000000,17,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.699100000000000,7.263600000000000,0.784600000000000,14,28,1,0.000069444451688,61.000000000000000
-1,Leiden,30,52.191099999999999,4.562700000000000,20,7,0.350000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.967300000000000,7.263600000000000,0.821500000000000,,,,,
-1,Leiden,31,52.191600000000001,4.568000000000000,20,11,0.550000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.299900000000000,7.263600000000000,0.867300000000000,15,30,1,0.000069444451688,61.000000000000000
-1,Leiden,32,52.192100000000003,4.573600000000000,16,7,0.438000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.653500000000000,7.263600000000000,0.916000000000000,16,31,1,0.000069444451688,61.000000000000000
-1,Leiden,33,52.192000000000000,4.578400000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,6.929900000000000,7.263600000000000,0.954100000000000,17,32,1,0.000069444451688,61.000000000000000
-1,Leiden,34,52.192999999999998,4.583100000000000,16,3,0.188000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,7.263600000000000,7.263600000000000,1.000000000000000,,,,,
-1,Leiden,35,52.176499999999997,4.546600000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.214000000000000,7.263600000000000,0.580200000000000,18,34,1,0.000069444451688,61.000000000000000
-1,Leiden,36,52.177500000000002,4.557500000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,4.942300000000000,7.263600000000000,0.680400000000000,19,35,1,0.000069444451688,61.000000000000000
-1,Leiden,37,52.179699999999997,4.562200000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.331600000000000,7.263600000000000,0.734000000000000,20,36,1,0.000069444451688,61.000000000000000
-1,Leiden,38,52.182400000000001,4.568100000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,5.820000000000000,7.263600000000000,0.801300000000000,21,37,1,0.000069444451688,61.000000000000000
