OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F1_Memphis_gcs_PET_Jan_OID,F1_Memphis_gcs_PET_Jan_FID_,F1_Memphis_gcs_PET_Jan_COUNT,F1_Memphis_gcs_PET_Jan_AREA,F1_Memphis_gcs_PET_Jan_MEAN
-1,Memphis,19,35.099910000000001,-90.041380000000004,18,0,0.000000000000000,35.149022000000002,-90.051629000000005,North America,5.540000000000000,18.395800000000001,0.301200000000000,8,10,1,0.000069444451688,36.000000000000000
-1,Memphis,2,35.154190000000000,-90.047190000000001,20,9,0.450000000000000,35.149022000000002,-90.051629000000005,North America,0.702200000000000,18.395800000000001,0.038200000000000,,,,,
-1,Memphis,20,35.101270000000000,-90.044160000000005,18,3,0.167000000000000,35.149022000000002,-90.051629000000005,North America,5.353100000000000,18.395800000000001,0.291000000000000,,,,,
-1,Memphis,21,35.095669999999998,-90.045850000000002,18,5,0.278000000000000,35.149022000000002,-90.051629000000005,North America,5.955700000000000,18.395800000000001,0.323800000000000,9,13,1,0.000069444451688,36.000000000000000
-1,Memphis,21B,35.091450000000002,-90.042550000000006,21,6,0.286000000000000,35.149022000000002,-90.051629000000005,North America,6.454800000000000,18.395800000000001,0.350900000000000,10,14,1,0.000069444451688,36.000000000000000
-1,Memphis,22,35.087240000000001,-90.044740000000004,17,1,0.059000000000000,35.149022000000002,-90.051629000000005,North America,6.898400000000000,18.395800000000001,0.375000000000000,,,,,
-1,Memphis,23,35.086410000000001,-90.052250000000001,20,6,0.300000000000000,35.149022000000002,-90.051629000000005,North America,6.962400000000000,18.395800000000001,0.378500000000000,11,16,1,0.000069444451688,36.000000000000000
-1,Memphis,24,35.085549999999998,-90.059539999999998,19,5,0.263000000000000,35.149022000000002,-90.051629000000005,North America,7.094300000000000,18.395800000000001,0.385600000000000,12,17,1,0.000069444451688,36.000000000000000
-1,Memphis,25,35.081420000000001,-90.063130000000001,20,10,0.500000000000000,35.149022000000002,-90.051629000000005,North America,7.589400000000000,18.395800000000001,0.412600000000000,13,18,1,0.000069444451688,36.000000000000000
-1,Memphis,26,35.070770000000003,-90.066469999999995,20,12,0.600000000000000,35.149022000000002,-90.051629000000005,North America,8.805300000000001,18.395800000000001,0.478700000000000,14,19,1,0.000069444451688,36.000000000000000
-1,Memphis,27,35.066710000000000,-90.070490000000007,17,11,0.647000000000000,35.149022000000002,-90.051629000000005,North America,9.312099999999999,18.395800000000001,0.506200000000000,15,20,1,0.000069444451688,36.000000000000000
-1,Memphis,28,35.062500000000000,-90.069530000000000,17,9,0.529000000000000,35.149022000000002,-90.051629000000005,North America,9.757600000000000,18.395800000000001,0.530400000000000,16,21,1,0.000069444451688,36.000000000000000
-1,Memphis,29,35.059429999999999,-90.071100000000001,20,10,0.500000000000000,35.149022000000002,-90.051629000000005,North America,10.118399999999999,18.395800000000001,0.550000000000000,,,,,
-1,Memphis,3,35.151560000000003,-90.047770000000000,20,3,0.150000000000000,35.149022000000002,-90.051629000000005,North America,0.450300000000000,18.395800000000001,0.024500000000000,,,,,
-1,Memphis,30,35.057139999999997,-90.072360000000003,20,9,0.450000000000000,35.149022000000002,-90.051629000000005,North America,10.389400000000000,18.395800000000001,0.564800000000000,17,24,1,0.000069444451688,36.000000000000000
-1,Memphis,30B,35.091450000000002,-90.042550000000006,22,14,0.636000000000000,35.149022000000002,-90.051629000000005,North America,6.454800000000000,18.395800000000001,0.350900000000000,,,,,
-1,Memphis,30C,35.050600000000003,-90.071230000000000,21,15,0.714000000000000,35.149022000000002,-90.051629000000005,North America,11.088300000000000,18.395800000000001,0.602800000000000,,,,,
-1,Memphis,31,35.049199999999999,-90.078800000000001,21,10,0.476000000000000,35.149022000000002,-90.051629000000005,North America,11.371600000000001,18.395800000000001,0.618200000000000,18,27,1,0.000069444451688,36.000000000000000
-1,Memphis,32,35.048740000000002,-90.082999999999998,18,5,0.278000000000000,35.149022000000002,-90.051629000000005,North America,11.510300000000001,18.395800000000001,0.625700000000000,,,,,
-1,Memphis,33,35.045990000000003,-90.082189999999997,14,5,0.357000000000000,35.149022000000002,-90.051629000000005,North America,11.789199999999999,18.395800000000001,0.640900000000000,,,,,
-1,Memphis,34,35.042810000000003,-90.081659999999999,16,10,0.625000000000000,35.149022000000002,-90.051629000000005,North America,12.122100000000000,18.395800000000001,0.659000000000000,,,,,
-1,Memphis,35,35.042189999999998,-90.077849999999998,16,8,0.500000000000000,35.149022000000002,-90.051629000000005,North America,12.116300000000001,18.395800000000001,0.658600000000000,,,,,
-1,Memphis,36,35.039639999999999,-90.078389999999999,19,9,0.474000000000000,35.149022000000002,-90.051629000000005,North America,12.404000000000000,18.395800000000001,0.674300000000000,19,32,1,0.000069444451688,36.000000000000000
-1,Memphis,37,35.035049999999998,-90.081130000000002,18,9,0.500000000000000,35.149022000000002,-90.051629000000005,North America,12.954200000000000,18.395800000000001,0.704200000000000,,,,,
-1,Memphis,38,35.031309999999998,-90.081750000000000,16,9,0.562000000000000,35.149022000000002,-90.051629000000005,North America,13.372800000000000,18.395800000000001,0.726900000000000,20,34,1,0.000069444451688,36.000000000000000
-1,Memphis,39,35.026780000000002,-90.083799999999997,17,12,0.706000000000000,35.149022000000002,-90.051629000000005,North America,13.904299999999999,18.395800000000001,0.755800000000000,21,35,1,0.000069444451688,36.000000000000000
-1,Memphis,4,35.149889999999999,-90.049760000000006,20,6,0.300000000000000,35.149022000000002,-90.051629000000005,North America,0.195400000000000,18.395800000000001,0.010600000000000,,,,,
-1,Memphis,40,35.025379999999998,-90.089439999999996,14,5,0.357000000000000,35.149022000000002,-90.051629000000005,North America,14.172300000000000,18.395800000000001,0.770400000000000,,,,,
-1,Memphis,41,35.023139999999998,-90.094120000000004,16,11,0.688000000000000,35.149022000000002,-90.051629000000005,North America,14.521599999999999,18.395800000000001,0.789400000000000,22,38,1,0.000069444451688,36.000000000000000
-1,Memphis,42,35.019550000000002,-90.099490000000003,20,11,0.550000000000000,35.149022000000002,-90.051629000000005,North America,15.040900000000001,18.395800000000001,0.817600000000000,,,,,
-1,Memphis,43,35.014989999999997,-90.097139999999996,15,9,0.600000000000000,35.149022000000002,-90.051629000000005,North America,15.468299999999999,18.395800000000001,0.840900000000000,23,40,1,0.000069444451688,36.000000000000000
-1,Memphis,44,35.010800000000003,-90.096480000000000,19,14,0.737000000000000,35.149022000000002,-90.051629000000005,North America,15.902200000000001,18.395800000000001,0.864400000000000,,,,,
-1,Memphis,45,35.009039999999999,-90.102779999999996,15,8,0.533000000000000,35.149022000000002,-90.051629000000005,North America,16.246300000000002,18.395800000000001,0.883200000000000,24,42,1,0.000069444451688,36.000000000000000
-1,Memphis,46,35.001489999999997,-90.107420000000005,17,9,0.529000000000000,35.149022000000002,-90.051629000000005,North America,17.172499999999999,18.395800000000001,0.933500000000000,25,43,1,0.000069444451688,36.000000000000000
-1,Memphis,47,34.991289999999999,-90.112600000000000,13,10,0.769000000000000,35.149022000000002,-90.051629000000005,North America,18.395800000000001,18.395800000000001,1.000000000000000,26,44,1,0.000069444451688,36.000000000000000
-1,Memphis,5,35.148299999999999,-90.045000000000002,20,0,0.000000000000000,35.149022000000002,-90.051629000000005,North America,0.608000000000000,18.395800000000001,0.033100000000000,,,,,
-1,Memphis,6,35.146099999999997,-90.052509999999998,15,9,0.600000000000000,35.149022000000002,-90.051629000000005,North America,0.334600000000000,18.395800000000001,0.018200000000000,27,46,1,0.000069444451688,35.000000000000000
-1,Memphis,6,35.148299999999999,-90.045000000000002,1,1,1.000000000000000,35.149022000000002,-90.051629000000005,North America,0.608000000000000,18.395800000000001,0.033100000000000,,,,,
-1,Memphis,7,35.139699999999998,-90.057800000000000,20,9,0.450000000000000,35.149022000000002,-90.051629000000005,North America,1.178700000000000,18.395800000000001,0.064100000000000,28,48,1,0.000069444451688,35.000000000000000
-1,Memphis,8,35.135100000000001,-90.058599999999998,18,6,0.333000000000000,35.149022000000002,-90.051629000000005,North America,1.672800000000000,18.395800000000001,0.090900000000000,29,49,1,0.000069444451688,35.000000000000000
-1,Memphis,9,35.134900000000002,-90.056680000000000,16,4,0.250000000000000,35.149022000000002,-90.051629000000005,North America,1.636100000000000,18.395800000000001,0.088900000000000,,,,,
