OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F4_Tehran_gcs_PET_Apr_OID,F4_Tehran_gcs_PET_Apr_FID_,F4_Tehran_gcs_PET_Apr_COUNT,F4_Tehran_gcs_PET_Apr_AREA,F4_Tehran_gcs_PET_Apr_MEAN
-1,Tehran,14,35.649799999999999,51.425849999999997,12,2,0.167000000000000,35.689425000000000,51.416888999999998,Asia,4.479800000000000,46.808900000000001,0.095700000000000,11,13,1,0.000069444451688,120.000000000000000
-1,Tehran,15,35.647080000000003,51.429870000000001,20,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,4.852400000000000,46.808900000000001,0.103700000000000,,,,,
-1,Tehran,16,35.642679999999999,51.395009999999999,20,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,5.560900000000000,46.808900000000001,0.118800000000000,12,15,1,0.000069444451688,120.000000000000000
-1,Tehran,17,35.619970000000002,51.425930000000001,20,1,0.050000000000000,35.689425000000000,51.416888999999998,Asia,7.766100000000000,46.808900000000001,0.165900000000000,13,16,1,0.000069444451688,121.000000000000000
-1,Tehran,18,35.616039999999998,51.430779999999999,20,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,8.256000000000000,46.808900000000001,0.176400000000000,14,17,1,0.000069444451688,121.000000000000000
-1,Tehran,19,35.605570000000000,51.424999999999997,10,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,9.353000000000000,46.808900000000001,0.199800000000000,15,18,1,0.000069444451688,121.000000000000000
-1,Tehran,20,35.608690000000003,51.420450000000002,17,8,0.471000000000000,35.689425000000000,51.416888999999998,Asia,8.983100000000000,46.808900000000001,0.191900000000000,16,19,1,0.000069444451688,121.000000000000000
-1,Tehran,21,35.572470000000003,51.438989999999997,15,3,0.200000000000000,35.689425000000000,51.416888999999998,Asia,13.157299999999999,46.808900000000001,0.281100000000000,17,20,1,0.000069444451688,122.000000000000000
-1,Tehran,22,35.615430000000003,51.413119999999999,20,4,0.200000000000000,35.689425000000000,51.416888999999998,Asia,8.234900000000000,46.808900000000001,0.175900000000000,18,21,1,0.000069444451688,121.000000000000000
-1,Tehran,23,35.577959999999997,51.418979999999998,18,16,0.889000000000000,35.689425000000000,51.416888999999998,Asia,12.395799999999999,46.808900000000001,0.264800000000000,19,22,1,0.000069444451688,122.000000000000000
-1,Tehran,24,35.537340000000000,51.408900000000003,20,9,0.450000000000000,35.689425000000000,51.416888999999998,Asia,16.926500000000001,46.808900000000001,0.361600000000000,20,23,1,0.000069444451688,123.000000000000000
-1,Tehran,25,35.605730000000001,51.369990000000001,12,2,0.167000000000000,35.689425000000000,51.416888999999998,Asia,10.225899999999999,46.808900000000001,0.218500000000000,21,24,1,0.000069444451688,121.000000000000000
-1,Tehran,26,35.580620000000003,51.456730000000000,20,9,0.450000000000000,35.689425000000000,51.416888999999998,Asia,12.622999999999999,46.808900000000001,0.269700000000000,22,25,1,0.000069444451688,122.000000000000000
-1,Tehran,27,35.448990000000002,51.566769999999998,20,18,0.900000000000000,35.689425000000000,51.416888999999998,Asia,29.975700000000000,46.808900000000001,0.640400000000000,23,26,1,0.000069444451688,127.000000000000000
-1,Tehran,28,35.437249999999999,51.581870000000002,11,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,31.764399999999998,46.808900000000001,0.678600000000000,24,27,1,0.000069444451688,127.000000000000000
-1,Tehran,29,35.581359999999997,51.391629999999999,20,5,0.250000000000000,35.689425000000000,51.416888999999998,Asia,12.231199999999999,46.808900000000001,0.261300000000000,25,28,1,0.000069444451688,121.000000000000000
-1,Tehran,30,35.610070000000000,51.366979999999998,16,3,0.188000000000000,35.689425000000000,51.416888999999998,Asia,9.909500000000000,46.808900000000001,0.211700000000000,26,29,1,0.000069444451688,120.000000000000000
-1,Tehran,31,35.556550000000001,51.363770000000002,13,7,0.538000000000000,35.689425000000000,51.416888999999998,Asia,15.535600000000001,46.808900000000001,0.331900000000000,27,30,1,0.000069444451688,122.000000000000000
-1,Tehran,32,35.546630000000000,51.365349999999999,20,5,0.250000000000000,35.689425000000000,51.416888999999998,Asia,16.547400000000000,46.808900000000001,0.353500000000000,28,31,1,0.000069444451688,122.000000000000000
-1,Tehran,33,35.531540000000000,51.372529999999998,10,2,0.200000000000000,35.689425000000000,51.416888999999998,Asia,18.008199999999999,46.808900000000001,0.384700000000000,29,32,1,0.000069444451688,123.000000000000000
-1,Tehran,34,35.611829999999998,51.390779999999999,20,8,0.400000000000000,35.689425000000000,51.416888999999998,Asia,8.944900000000001,46.808900000000001,0.191100000000000,30,33,1,0.000069444451688,120.000000000000000
-1,Tehran,35,35.366289999999999,51.623840000000001,13,2,0.154000000000000,35.689425000000000,51.416888999999998,Asia,40.518700000000003,46.808900000000001,0.865600000000000,31,34,1,0.000069444451688,129.000000000000000
-1,Tehran,36,35.323599999999999,51.672750000000001,17,10,0.588000000000000,35.689425000000000,51.416888999999998,Asia,46.808900000000001,46.808900000000001,1.000000000000000,32,35,1,0.000069444451688,130.000000000000000
-1,Tehran,37,35.414610000000003,51.583559999999999,20,17,0.850000000000000,35.689425000000000,51.416888999999998,Asia,34.075600000000001,46.808900000000001,0.728000000000000,33,36,1,0.000069444451688,127.000000000000000
-1,Tehran,38,35.719769999999997,51.405200000000001,11,7,0.636000000000000,35.689425000000000,51.416888999999998,Asia,3.535400000000000,46.808900000000001,0.075500000000000,34,37,1,0.000069444451688,117.000000000000000
-1,Tehran,39,35.709280000000000,51.421799999999998,12,0,0.000000000000000,35.689425000000000,51.416888999999998,Asia,2.251900000000000,46.808900000000001,0.048100000000000,35,38,1,0.000069444451688,118.000000000000000
-1,Tehran,40,35.714520000000000,51.385300000000001,20,11,0.550000000000000,35.689425000000000,51.416888999999998,Asia,3.990300000000000,46.808900000000001,0.085200000000000,,,,,
