OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F7_Hempstead_gcs_PET_Jul_OID,F7_Hempstead_gcs_PET_Jul_FID_,F7_Hempstead_gcs_PET_Jul_COUNT,F7_Hempstead_gcs_PET_Jul_AREA,F7_Hempstead_gcs_PET_Jul_MEAN
-1,Hempstead,19,40.753929999999997,-73.597049999999996,13,0,0.000000000000000,40.705561000000003,-73.625962000000001,North America,5.904400000000000,12.954400000000000,0.455800000000000,,,,,
-1,Hempstead,20,40.757599999999996,-73.599509999999995,15,0,0.000000000000000,40.705561000000003,-73.625962000000001,North America,6.200900000000000,12.954400000000000,0.478700000000000,,,,,
-1,Hempstead,21,40.761319999999998,-73.601900000000001,15,0,0.000000000000000,40.705561000000003,-73.625962000000001,North America,6.523200000000000,12.954400000000000,0.503600000000000,11,20,1,0.000069444451688,149.000000000000000
-1,Hempstead,22,40.765419999999999,-73.602620000000002,16,0,0.000000000000000,40.705561000000003,-73.625962000000001,North America,6.940500000000000,12.954400000000000,0.535800000000000,,,,,
-1,Hempstead,23,40.769520000000000,-73.601550000000003,15,0,0.000000000000000,40.705561000000003,-73.625962000000001,North America,7.403400000000000,12.954400000000000,0.571500000000000,12,22,1,0.000069444451688,150.000000000000000
-1,Hempstead,24,40.773650000000004,-73.601529999999997,15,0,0.000000000000000,40.705561000000003,-73.625962000000001,North America,7.846000000000000,12.954400000000000,0.605700000000000,,,,,
-1,Hempstead,25,40.777479999999997,-73.603440000000006,15,6,0.400000000000000,40.705561000000003,-73.625962000000001,North America,8.218999999999999,12.954400000000000,0.634500000000000,13,24,1,0.000069444451688,150.000000000000000
-1,Hempstead,26,40.780299999999997,-73.606579999999994,15,4,0.267000000000000,40.705561000000003,-73.625962000000001,North America,8.469500000000000,12.954400000000000,0.653800000000000,,,,,
-1,Hempstead,27,40.783430000000003,-73.607299999999995,15,4,0.267000000000000,40.705561000000003,-73.625962000000001,North America,8.800200000000000,12.954400000000000,0.679300000000000,14,26,1,0.000069444451688,149.000000000000000
-1,Hempstead,28,40.786580000000001,-73.603769999999997,14,2,0.143000000000000,40.705561000000003,-73.625962000000001,North America,9.200799999999999,12.954400000000000,0.710200000000000,,,,,
-1,Hempstead,29,40.788989999999998,-73.599310000000003,15,0,0.000000000000000,40.705561000000003,-73.625962000000001,North America,9.544700000000001,12.954400000000000,0.736800000000000,15,28,1,0.000069444451688,150.000000000000000
-1,Hempstead,30,40.790900000000001,-73.594499999999996,15,5,0.333000000000000,40.705561000000003,-73.625962000000001,North America,9.852399999999999,12.954400000000000,0.760500000000000,,,,,
-1,Hempstead,31,40.793779999999998,-73.592089999999999,15,2,0.133000000000000,40.705561000000003,-73.625962000000001,North America,10.216100000000001,12.954400000000000,0.788600000000000,16,30,1,0.000069444451688,150.000000000000000
-1,Hempstead,32,40.796450000000000,-73.596199999999996,15,1,0.067000000000000,40.705561000000003,-73.625962000000001,North America,10.412699999999999,12.954400000000000,0.803800000000000,,,,,
-1,Hempstead,33,40.799920000000000,-73.594560000000001,15,1,0.067000000000000,40.705561000000003,-73.625962000000001,North America,10.820499999999999,12.954400000000000,0.835300000000000,,,,,
-1,Hempstead,34,40.803660000000001,-73.593590000000006,15,5,0.333000000000000,40.705561000000003,-73.625962000000001,North America,11.243800000000000,12.954400000000000,0.868000000000000,17,33,1,0.000069444451688,149.000000000000000
-1,Hempstead,35,40.806089999999998,-73.589560000000006,15,2,0.133000000000000,40.705561000000003,-73.625962000000001,North America,11.591200000000001,12.954400000000000,0.894800000000000,18,34,1,0.000069444451688,149.000000000000000
-1,Hempstead,36,40.806710000000002,-73.584109999999995,16,10,0.625000000000000,40.705561000000003,-73.625962000000001,North America,11.786799999999999,12.954400000000000,0.909900000000000,,,,,
-1,Hempstead,37,40.808369999999996,-73.579499999999996,16,2,0.125000000000000,40.705561000000003,-73.625962000000001,North America,12.083100000000000,12.954400000000000,0.932700000000000,19,36,1,0.000069444451688,150.000000000000000
-1,Hempstead,38,40.812120000000000,-73.577900000000000,17,3,0.176000000000000,40.705561000000003,-73.625962000000001,North America,12.521200000000000,12.954400000000000,0.966600000000000,,,,,
-1,Hempstead,39,40.815379999999998,-73.574619999999996,16,9,0.562000000000000,40.705561000000003,-73.625962000000001,North America,12.954400000000000,12.954400000000000,1.000000000000000,20,38,1,0.000069444451688,149.000000000000000
