OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F6_Hiroshima_gcs_PET_Jun_OID,F6_Hiroshima_gcs_PET_Jun_FID_,F6_Hiroshima_gcs_PET_Jun_COUNT,F6_Hiroshima_gcs_PET_Jun_AREA,F6_Hiroshima_gcs_PET_Jun_MEAN
-1,Hiroshima,20,34.501179999999998,132.512560000000008,20,17,0.850000000000000,34.385204000000002,132.455291999999986,Asia,13.924200000000001,36.456899999999997,0.381900000000000,16,19,1,0.000069444451688,131.000000000000000
-1,Hiroshima,21,34.652509999999999,132.685710000000000,20,5,0.250000000000000,34.385204000000002,132.455291999999986,Asia,36.456899999999997,36.456899999999997,1.000000000000000,17,20,1,0.000069444451688,127.000000000000000
-1,Hiroshima,22,34.644140000000000,132.678529999999995,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,35.317799999999998,36.456899999999997,0.968800000000000,18,21,1,0.000069444451688,127.000000000000000
-1,Hiroshima,23,34.643540000000002,132.670230000000004,20,6,0.300000000000000,34.385204000000002,132.455291999999986,Asia,34.827900000000000,36.456899999999997,0.955300000000000,19,22,1,0.000069444451688,127.000000000000000
-1,Hiroshima,24,34.637740000000001,132.663679999999999,20,14,0.700000000000000,34.385204000000002,132.455291999999986,Asia,33.957299999999996,36.456899999999997,0.931400000000000,20,23,1,0.000069444451688,127.000000000000000
-1,Hiroshima,25,34.629809999999999,132.658940000000001,20,8,0.400000000000000,34.385204000000002,132.455291999999986,Asia,32.984699999999997,36.456899999999997,0.904800000000000,21,24,1,0.000069444451688,126.000000000000000
-1,Hiroshima,26,34.626210000000000,132.652739999999994,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,32.334299999999999,36.456899999999997,0.886900000000000,22,25,1,0.000069444451688,126.000000000000000
-1,Hiroshima,27,34.628410000000002,132.639949999999999,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,31.900400000000001,36.456899999999997,0.875000000000000,23,26,1,0.000069444451688,126.000000000000000
-1,Hiroshima,28,34.634900000000002,132.626720000000006,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,31.900099999999998,36.456899999999997,0.875000000000000,24,27,1,0.000069444451688,126.000000000000000
-1,Hiroshima,29,34.632559999999998,132.622469999999993,20,11,0.550000000000000,34.385204000000002,132.455291999999986,Asia,31.482700000000001,36.456899999999997,0.863600000000000,25,28,1,0.000069444451688,125.000000000000000
-1,Hiroshima,30,34.628990000000002,132.615630000000010,20,5,0.250000000000000,34.385204000000002,132.455291999999986,Asia,30.833100000000002,36.456899999999997,0.845700000000000,26,29,1,0.000069444451688,125.000000000000000
-1,Hiroshima,31,34.623890000000003,132.609039999999993,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,30.048200000000001,36.456899999999997,0.824200000000000,27,30,1,0.000069444451688,125.000000000000000
-1,Hiroshima,32,34.616379999999999,132.602260000000001,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,29.020000000000000,36.456899999999997,0.796000000000000,28,31,1,0.000069444451688,125.000000000000000
-1,Hiroshima,33,34.610810000000001,132.598970000000008,20,0,0.000000000000000,34.385204000000002,132.455291999999986,Asia,28.331700000000001,36.456899999999997,0.777100000000000,29,32,1,0.000069444451688,124.000000000000000
-1,Hiroshima,34,34.610810000000001,132.598970000000008,20,1,0.050000000000000,34.385204000000002,132.455291999999986,Asia,28.331700000000001,36.456899999999997,0.777100000000000,,,,,
-1,Hiroshima,35,34.594889999999999,132.584550000000007,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,26.152899999999999,36.456899999999997,0.717400000000000,30,34,1,0.000069444451688,125.000000000000000
-1,Hiroshima,36,34.588729999999998,132.581299999999999,20,14,0.700000000000000,34.385204000000002,132.455291999999986,Asia,25.407599999999999,36.456899999999997,0.696900000000000,31,35,1,0.000069444451688,124.000000000000000
-1,Hiroshima,37,34.586530000000003,132.570629999999994,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,24.756900000000002,36.456899999999997,0.679100000000000,32,36,1,0.000069444451688,124.000000000000000
-1,Hiroshima,38,34.554800000000000,132.544980000000010,20,10,0.500000000000000,34.385204000000002,132.455291999999986,Asia,20.572600000000001,36.456899999999997,0.564300000000000,33,37,1,0.000069444451688,129.000000000000000
-1,Hiroshima,39,34.548630000000003,132.537959999999998,20,6,0.300000000000000,34.385204000000002,132.455291999999986,Asia,19.689100000000000,36.456899999999997,0.540100000000000,34,38,1,0.000069444451688,130.000000000000000
-1,Hiroshima,40,34.542780000000000,132.530750000000012,20,2,0.100000000000000,34.385204000000002,132.455291999999986,Asia,18.837900000000001,36.456899999999997,0.516700000000000,35,39,1,0.000069444451688,130.000000000000000
-1,Hiroshima,41,34.537720000000000,132.524750000000012,20,3,0.150000000000000,34.385204000000002,132.455291999999986,Asia,18.115200000000002,36.456899999999997,0.496900000000000,36,40,1,0.000069444451688,130.000000000000000
-1,Hiroshima,42,34.527020000000000,132.515440000000012,20,15,0.750000000000000,34.385204000000002,132.455291999999986,Asia,16.705700000000000,36.456899999999997,0.458200000000000,37,41,1,0.000069444451688,130.000000000000000
-1,Hiroshima,43,34.514080000000000,132.512589999999989,11,8,0.727000000000000,34.385204000000002,132.455291999999986,Asia,15.263100000000000,36.456899999999997,0.418700000000000,38,42,1,0.000069444451688,131.000000000000000
-1,Hiroshima,44,34.513640000000002,132.505099999999999,20,15,0.750000000000000,34.385204000000002,132.455291999999986,Asia,14.993900000000000,36.456899999999997,0.411300000000000,39,43,1,0.000069444451688,131.000000000000000
-1,Hiroshima,45,34.392099999999999,132.468870000000010,20,1,0.050000000000000,34.385204000000002,132.455291999999986,Asia,1.463000000000000,36.456899999999997,0.040100000000000,40,44,1,0.000069444451688,133.000000000000000
