OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F9_Boston_gcs_PET_Sep_OID,F9_Boston_gcs_PET_Sep_FID_,F9_Boston_gcs_PET_Sep_COUNT,F9_Boston_gcs_PET_Sep_AREA,F9_Boston_gcs_PET_Sep_MEAN
-1,Boston,19,42.133789999999998,-71.100650000000002,20,0,0.000000000000000,42.356665999999997,-71.055740000000000,North America,25.056899999999999,43.921399999999998,0.570500000000000,10,10,1,0.000069444451688,96.000000000000000
-1,Boston,2,41.970829999999999,-71.067589999999996,20,4,0.200000000000000,42.356665999999997,-71.055740000000000,North America,42.914099999999998,43.921399999999998,0.977100000000000,11,11,1,0.000069444451688,98.000000000000000
-1,Boston,20,42.145490000000002,-71.105710000000002,20,1,0.050000000000000,42.356665999999997,-71.055740000000000,North America,23.839200000000002,43.921399999999998,0.542800000000000,12,12,1,0.000069444451688,96.000000000000000
-1,Boston,21,42.154699999999998,-71.107039999999998,20,6,0.300000000000000,42.356665999999997,-71.055740000000000,North America,22.850999999999999,43.921399999999998,0.520300000000000,13,13,1,0.000069444451688,97.000000000000000
-1,Boston,22,42.164879999999997,-71.110180000000000,20,5,0.250000000000000,42.356665999999997,-71.055740000000000,North America,21.791100000000000,43.921399999999998,0.496100000000000,14,14,1,0.000069444451688,97.000000000000000
-1,Boston,23,42.176850000000002,-71.109970000000004,20,7,0.350000000000000,42.356665999999997,-71.055740000000000,North America,20.486499999999999,43.921399999999998,0.466400000000000,15,15,1,0.000069444451688,97.000000000000000
-1,Boston,24,42.186230000000002,-71.116669999999999,20,3,0.150000000000000,42.356665999999997,-71.055740000000000,North America,19.603500000000000,43.921399999999998,0.446300000000000,16,16,1,0.000069444451688,97.000000000000000
-1,Boston,25,42.198210000000003,-71.119540000000001,20,4,0.200000000000000,42.356665999999997,-71.055740000000000,North America,18.384699999999999,43.921399999999998,0.418600000000000,17,17,1,0.000069444451688,97.000000000000000
-1,Boston,26,42.208030000000001,-71.120779999999996,20,3,0.150000000000000,42.356665999999997,-71.055740000000000,North America,17.372100000000000,43.921399999999998,0.395500000000000,18,18,1,0.000069444451688,97.000000000000000
-1,Boston,27,42.218299999999999,-71.119219999999999,20,3,0.150000000000000,42.356665999999997,-71.055740000000000,North America,16.247599999999998,43.921399999999998,0.369900000000000,19,19,1,0.000069444451688,96.000000000000000
-1,Boston,28,42.236449999999998,-71.107820000000004,20,7,0.350000000000000,42.356665999999997,-71.055740000000000,North America,14.036899999999999,43.921399999999998,0.319600000000000,20,20,1,0.000069444451688,96.000000000000000
-1,Boston,29,42.245750000000001,-71.093230000000005,20,4,0.200000000000000,42.356665999999997,-71.055740000000000,North America,12.712899999999999,43.921399999999998,0.289400000000000,21,21,1,0.000069444451688,97.000000000000000
-1,Boston,3,41.978079999999999,-71.069659999999999,20,8,0.400000000000000,42.356665999999997,-71.055740000000000,North America,42.112499999999997,43.921399999999998,0.958800000000000,22,22,1,0.000069444451688,98.000000000000000
-1,Boston,30,42.255380000000002,-71.092839999999995,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,11.668400000000000,43.921399999999998,0.265700000000000,23,23,1,0.000069444451688,97.000000000000000
-1,Boston,31,42.265439999999998,-71.094070000000002,20,4,0.200000000000000,42.356665999999997,-71.055740000000000,North America,10.622199999999999,43.921399999999998,0.241800000000000,24,24,1,0.000069444451688,97.000000000000000
-1,Boston,32,42.274209999999997,-71.095110000000005,20,3,0.150000000000000,42.356665999999997,-71.055740000000000,North America,9.723400000000000,43.921399999999998,0.221400000000000,25,25,1,0.000069444451688,97.000000000000000
-1,Boston,33,42.282890000000002,-71.090710000000001,20,8,0.400000000000000,42.356665999999997,-71.055740000000000,North America,8.692800000000000,43.921399999999998,0.197900000000000,26,26,1,0.000069444451688,97.000000000000000
-1,Boston,34,42.291049999999998,-71.086910000000003,20,4,0.200000000000000,42.356665999999997,-71.055740000000000,North America,7.733100000000000,43.921399999999998,0.176100000000000,27,27,1,0.000069444451688,96.000000000000000
-1,Boston,35,42.300780000000003,-71.086039999999997,20,0,0.000000000000000,42.356665999999997,-71.055740000000000,North America,6.694900000000000,43.921399999999998,0.152400000000000,28,28,1,0.000069444451688,96.000000000000000
-1,Boston,36,42.311650000000000,-71.079840000000004,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,5.383300000000000,43.921399999999998,0.122600000000000,29,29,1,0.000069444451688,96.000000000000000
-1,Boston,37,42.319400000000002,-71.071889999999996,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,4.351200000000000,43.921399999999998,0.099100000000000,30,30,1,0.000069444451688,96.000000000000000
-1,Boston,38,42.326439999999998,-71.069980000000001,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,3.558900000000000,43.921399999999998,0.081000000000000,31,31,1,0.000069444451688,96.000000000000000
-1,Boston,39,42.334099999999999,-71.081429999999997,20,0,0.000000000000000,42.356665999999997,-71.055740000000000,North America,3.279300000000000,43.921399999999998,0.074700000000000,32,32,1,0.000069444451688,97.000000000000000
-1,Boston,40,42.338960000000000,-71.072800000000001,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,2.417000000000000,43.921399999999998,0.055000000000000,33,33,1,0.000069444451688,96.000000000000000
-1,Boston,41,42.343629999999997,-71.066620000000000,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,1.703100000000000,43.921399999999998,0.038800000000000,34,34,1,0.000069444451688,96.000000000000000
-1,Boston,42,42.353720000000003,-71.065039999999996,20,3,0.150000000000000,42.356665999999997,-71.055740000000000,North America,0.831400000000000,43.921399999999998,0.018900000000000,35,35,1,0.000069444451688,96.000000000000000
-1,Boston,43,42.361780000000003,-71.059439999999995,20,8,0.400000000000000,42.356665999999997,-71.055740000000000,North America,0.644800000000000,43.921399999999998,0.014700000000000,36,36,1,0.000069444451688,96.000000000000000
-1,Boston,4A,41.986590000000000,-71.070229999999995,20,6,0.300000000000000,42.356665999999997,-71.055740000000000,North America,41.167900000000003,43.921399999999998,0.937300000000000,37,37,1,0.000069444451688,98.000000000000000
-1,Boston,4B,42.000140000000002,-71.066010000000006,20,2,0.100000000000000,42.356665999999997,-71.055740000000000,North America,39.652900000000002,43.921399999999998,0.902800000000000,38,38,1,0.000069444451688,98.000000000000000
-1,Boston,5,42.006250000000001,-71.066490000000002,20,4,0.200000000000000,42.356665999999997,-71.055740000000000,North America,38.974499999999999,43.921399999999998,0.887400000000000,,,,,
-1,Boston,6,42.013950000000001,-71.066370000000006,20,5,0.250000000000000,42.356665999999997,-71.055740000000000,North America,38.118299999999998,43.921399999999998,0.867900000000000,39,40,1,0.000069444451688,97.000000000000000
-1,Boston,7,42.025010000000002,-71.065929999999994,20,8,0.400000000000000,42.356665999999997,-71.055740000000000,North America,36.887999999999998,43.921399999999998,0.839900000000000,40,41,1,0.000069444451688,97.000000000000000
-1,Boston,8,42.033949999999997,-71.073449999999994,20,5,0.250000000000000,42.356665999999997,-71.055740000000000,North America,35.914000000000001,43.921399999999998,0.817700000000000,41,42,1,0.000069444451688,97.000000000000000
-1,Boston,9,42.040410000000001,-71.076880000000003,20,1,0.050000000000000,42.356665999999997,-71.055740000000000,North America,35.209200000000003,43.921399999999998,0.801600000000000,42,43,1,0.000069444451688,98.000000000000000
