OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F12_Halle_gcs_PET_Dec_OID,F12_Halle_gcs_PET_Dec_FID_,F12_Halle_gcs_PET_Dec_COUNT,F12_Halle_gcs_PET_Dec_AREA,F12_Halle_gcs_PET_Dec_MEAN
-1,Halle,17,51.505620000000000,11.991260000000000,17,6,0.353000000000000,51.482503999999999,11.970545000000000,Europe,2.943400000000000,10.305300000000001,0.285600000000000,,,,,
-1,Halle,18,51.507629999999999,11.993490000000000,19,3,0.158000000000000,51.482503999999999,11.970545000000000,Europe,3.213900000000000,10.305300000000001,0.311900000000000,6,17,1,0.000069444451688,8.000000000000000
-1,Halle,19,51.509979999999999,11.994710000000000,20,3,0.150000000000000,51.482503999999999,11.970545000000000,Europe,3.483200000000000,10.305300000000001,0.338000000000000,7,18,1,0.000069444451688,8.000000000000000
-1,Halle,20,51.512720000000002,11.994859999999999,14,5,0.357000000000000,51.482503999999999,11.970545000000000,Europe,3.757900000000000,10.305300000000001,0.364700000000000,,,,,
-1,Halle,21,51.516109999999998,11.996110000000000,20,7,0.350000000000000,51.482503999999999,11.970545000000000,Europe,4.134700000000000,10.305300000000001,0.401200000000000,,,,,
-1,Halle,22,51.518200000000000,11.998900000000001,18,10,0.556000000000000,51.482503999999999,11.970545000000000,Europe,4.428000000000000,10.305300000000001,0.429700000000000,8,21,1,0.000069444451688,8.000000000000000
-1,Halle,23,51.522109999999998,11.996259999999999,18,0,0.000000000000000,51.482503999999999,11.970545000000000,Europe,4.750100000000000,10.305300000000001,0.460900000000000,,,,,
-1,Halle,24,51.524839999999998,11.999150000000000,18,12,0.667000000000000,51.482503999999999,11.970545000000000,Europe,5.107000000000000,10.305300000000001,0.495600000000000,,,,,
-1,Halle,25,51.527349999999998,11.996900000000000,18,5,0.278000000000000,51.482503999999999,11.970545000000000,Europe,5.309800000000000,10.305300000000001,0.515200000000000,9,24,1,0.000069444451688,8.000000000000000
-1,Halle,26,51.530560000000001,11.994719999999999,19,7,0.368000000000000,51.482503999999999,11.970545000000000,Europe,5.599400000000000,10.305300000000001,0.543400000000000,,,,,
-1,Halle,27,51.533000000000001,11.988759999999999,20,13,0.650000000000000,51.482503999999999,11.970545000000000,Europe,5.754700000000000,10.305300000000001,0.558400000000000,10,26,1,0.000069444451688,8.000000000000000
-1,Halle,28,51.535359999999997,11.989250000000000,18,3,0.167000000000000,51.482503999999999,11.970545000000000,Europe,6.018200000000000,10.305300000000001,0.584000000000000,11,27,1,0.000069444451688,8.000000000000000
-1,Halle,29,51.538040000000002,11.989480000000000,17,9,0.529000000000000,51.482503999999999,11.970545000000000,Europe,6.312800000000000,10.305300000000001,0.612600000000000,,,,,
-1,Halle,30,51.540280000000003,11.990230000000000,21,8,0.381000000000000,51.482503999999999,11.970545000000000,Europe,6.567200000000000,10.305300000000001,0.637300000000000,,,,,
-1,Halle,31,51.542900000000003,11.991680000000001,18,6,0.333000000000000,51.482503999999999,11.970545000000000,Europe,6.873100000000000,10.305300000000001,0.666900000000000,12,30,1,0.000069444451688,7.000000000000000
-1,Halle,32,51.545369999999998,11.992839999999999,18,4,0.222000000000000,51.482503999999999,11.970545000000000,Europe,7.158600000000000,10.305300000000001,0.694700000000000,,,,,
-1,Halle,33,51.547840000000001,11.995189999999999,15,6,0.400000000000000,51.482503999999999,11.970545000000000,Europe,7.462500000000000,10.305300000000001,0.724100000000000,,,,,
-1,Halle,34,51.550030000000000,11.997640000000001,18,8,0.444000000000000,51.482503999999999,11.970545000000000,Europe,7.739100000000000,10.305300000000001,0.751000000000000,13,33,1,0.000069444451688,7.000000000000000
-1,Halle,35,51.552560000000000,11.999520000000000,16,4,0.250000000000000,51.482503999999999,11.970545000000000,Europe,8.043699999999999,10.305300000000001,0.780500000000000,,,,,
-1,Halle,36,51.556390000000000,11.999169999999999,19,10,0.526000000000000,51.482503999999999,11.970545000000000,Europe,8.451100000000000,10.305300000000001,0.820100000000000,,,,,
-1,Halle,37,51.560609999999997,11.999800000000000,22,4,0.182000000000000,51.482503999999999,11.970545000000000,Europe,8.917700000000000,10.305300000000001,0.865400000000000,14,36,1,0.000069444451688,7.000000000000000
-1,Halle,38,51.565590000000000,12.000349999999999,15,5,0.333000000000000,51.482503999999999,11.970545000000000,Europe,9.466100000000001,10.305300000000001,0.918600000000000,15,37,1,0.000069444451688,7.000000000000000
-1,Halle,39,51.569159999999997,12.001060000000001,15,1,0.067000000000000,51.482503999999999,11.970545000000000,Europe,9.864300000000000,10.305300000000001,0.957200000000000,16,38,1,0.000069444451688,7.000000000000000
-1,Halle,40,51.573110000000000,12.001870000000000,18,6,0.333000000000000,51.482503999999999,11.970545000000000,Europe,10.305300000000001,10.305300000000001,1.000000000000000,,,,,
