OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F11_La_Verne_gcs_PET_Nov_OID,F11_La_Verne_gcs_PET_Nov_FID_,F11_La_Verne_gcs_PET_Nov_COUNT,F11_La_Verne_gcs_PET_Nov_AREA,F11_La_Verne_gcs_PET_Nov_MEAN
-1,La_Verne,12,34.107019999999999,-117.762690000000006,15,2,0.133000000000000,34.100842999999998,-117.767836000000003,North America,0.834400000000000,6.107700000000000,0.136600000000000,,,,,
-1,La_Verne,13,34.106969999999997,-117.762020000000007,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.866500000000000,6.107700000000000,0.141900000000000,,,,,
-1,La_Verne,14,34.107170000000004,-117.760890000000003,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,0.950800000000000,6.107700000000000,0.155700000000000,,,,,
-1,La_Verne,15,34.108269999999997,-117.759490000000000,15,13,0.867000000000000,34.100842999999998,-117.767836000000003,North America,1.128100000000000,6.107700000000000,0.184700000000000,,,,,
-1,La_Verne,16,34.108440000000002,-117.759169999999997,15,5,0.333000000000000,34.100842999999998,-117.767836000000003,North America,1.162000000000000,6.107700000000000,0.190300000000000,,,,,
-1,La_Verne,17,34.123420000000003,-117.739199999999997,15,5,0.333000000000000,34.100842999999998,-117.767836000000003,North America,3.640400000000000,6.107700000000000,0.596000000000000,5,16,1,0.000069444451688,70.000000000000000
-1,La_Verne,18,34.117510000000003,-117.738180000000000,15,3,0.200000000000000,34.100842999999998,-117.767836000000003,North America,3.299900000000000,6.107700000000000,0.540300000000000,,,,,
-1,La_Verne,19,34.116979999999998,-117.738110000000006,15,2,0.133000000000000,34.100842999999998,-117.767836000000003,North America,3.272600000000000,6.107700000000000,0.535800000000000,,,,,
-1,La_Verne,20,34.116160000000001,-117.738900000000001,15,7,0.467000000000000,34.100842999999998,-117.767836000000003,North America,3.162000000000000,6.107700000000000,0.517700000000000,6,19,1,0.000069444451688,70.000000000000000
-1,La_Verne,21,34.115960000000001,-117.740160000000003,15,3,0.200000000000000,34.100842999999998,-117.767836000000003,North America,3.052600000000000,6.107700000000000,0.499800000000000,,,,,
-1,La_Verne,22,34.117019999999997,-117.739869999999996,15,6,0.400000000000000,34.100842999999998,-117.767836000000003,North America,3.140800000000000,6.107700000000000,0.514200000000000,,,,,
-1,La_Verne,23,34.124409999999997,-117.733599999999996,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,4.098900000000000,6.107700000000000,0.671100000000000,,,,,
-1,La_Verne,24,34.124809999999997,-117.735560000000007,15,12,0.800000000000000,34.100842999999998,-117.767836000000003,North America,3.991400000000000,6.107700000000000,0.653500000000000,,,,,
-1,La_Verne,25,34.127929999999999,-117.725480000000005,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,4.927100000000000,6.107700000000000,0.806700000000000,7,24,1,0.000069444451688,69.000000000000000
-1,La_Verne,26,34.127719999999997,-117.725239999999999,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,4.930400000000000,6.107700000000000,0.807200000000000,,,,,
-1,La_Verne,27,34.127470000000002,-117.724999999999994,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,4.931300000000000,6.107700000000000,0.807400000000000,,,,,
-1,La_Verne,28,34.127000000000002,-117.724729999999994,15,5,0.333000000000000,34.100842999999998,-117.767836000000003,North America,4.920100000000000,6.107700000000000,0.805600000000000,8,27,1,0.000069444451688,69.000000000000000
-1,La_Verne,29,34.126600000000003,-117.724570000000000,15,13,0.867000000000000,34.100842999999998,-117.767836000000003,North America,4.905900000000000,6.107700000000000,0.803200000000000,,,,,
-1,La_Verne,30,34.128410000000002,-117.724639999999994,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,5.020900000000000,6.107700000000000,0.822100000000000,,,,,
-1,La_Verne,31,34.128270000000001,-117.719719999999995,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,5.377900000000000,6.107700000000000,0.880500000000000,,,,,
-1,La_Verne,32,34.128210000000003,-117.719220000000007,15,7,0.467000000000000,34.100842999999998,-117.767836000000003,North America,5.412100000000000,6.107700000000000,0.886100000000000,,,,,
-1,La_Verne,33,34.128140000000002,-117.718680000000006,15,3,0.200000000000000,34.100842999999998,-117.767836000000003,North America,5.449000000000000,6.107700000000000,0.892200000000000,,,,,
-1,La_Verne,34,34.127980000000001,-117.718230000000005,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,5.473600000000000,6.107700000000000,0.896200000000000,,,,,
-1,La_Verne,35,34.128390000000003,-117.716930000000005,15,2,0.133000000000000,34.100842999999998,-117.767836000000003,North America,5.598700000000000,6.107700000000000,0.916700000000000,,,,,
-1,La_Verne,36,34.128579999999999,-117.716840000000005,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,5.617200000000000,6.107700000000000,0.919700000000000,,,,,
-1,La_Verne,37,34.132100000000001,-117.713279999999997,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,6.107700000000000,6.107700000000000,1.000000000000000,9,36,1,0.000069444451688,69.000000000000000
-1,La_Verne,38,34.131419999999999,-117.712770000000006,15,6,0.400000000000000,34.100842999999998,-117.767836000000003,North America,6.103900000000000,6.107700000000000,0.999400000000000,,,,,
-1,La_Verne,39,34.130940000000002,-117.713359999999994,15,3,0.200000000000000,34.100842999999998,-117.767836000000003,North America,6.029100000000000,6.107700000000000,0.987100000000000,,,,,
-1,La_Verne,40,34.131520000000002,-117.713620000000006,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,6.045400000000000,6.107700000000000,0.989800000000000,,,,,
