OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F8_St_Louis_gcs_PET_Aug_OID,F8_St_Louis_gcs_PET_Aug_FID_,F8_St_Louis_gcs_PET_Aug_COUNT,F8_St_Louis_gcs_PET_Aug_AREA,F8_St_Louis_gcs_PET_Aug_MEAN
-1,St_Louis,11,38.607630000000000,-90.226879999999994,17,2,0.118000000000000,38.627273000000002,-90.197889000000004,North America,3.333900000000000,37.038400000000003,0.090000000000000,7,10,1,0.000069444451688,159.000000000000000
-1,St_Louis,12,38.598489999999998,-90.236369999999994,15,2,0.133000000000000,38.627273000000002,-90.197889000000004,North America,4.628400000000000,37.038400000000003,0.125000000000000,8,11,1,0.000069444451688,159.000000000000000
-1,St_Louis,13,38.603149999999999,-90.244399999999999,17,1,0.059000000000000,38.627273000000002,-90.197889000000004,North America,4.850200000000000,37.038400000000003,0.131000000000000,9,12,1,0.000069444451688,159.000000000000000
-1,St_Louis,14,38.591709999999999,-90.250780000000006,15,3,0.200000000000000,38.627273000000002,-90.197889000000004,North America,6.062800000000000,37.038400000000003,0.163700000000000,10,13,1,0.000069444451688,159.000000000000000
-1,St_Louis,15,38.587989999999998,-90.251710000000003,15,2,0.133000000000000,38.627273000000002,-90.197889000000004,North America,6.399300000000000,37.038400000000003,0.172800000000000,11,14,1,0.000069444451688,160.000000000000000
-1,St_Louis,16,38.590519999999998,-90.261300000000006,16,1,0.062000000000000,38.627273000000002,-90.197889000000004,North America,6.860000000000000,37.038400000000003,0.185200000000000,12,15,1,0.000069444451688,160.000000000000000
-1,St_Louis,17,38.599260000000001,-90.289850000000001,18,3,0.167000000000000,38.627273000000002,-90.197889000000004,North America,8.575699999999999,37.038400000000003,0.231500000000000,13,16,1,0.000069444451688,160.000000000000000
-1,St_Louis,18,38.593879999999999,-90.298220000000001,16,8,0.500000000000000,38.627273000000002,-90.197889000000004,North America,9.475400000000000,37.038400000000003,0.255800000000000,14,17,1,0.000069444451688,160.000000000000000
-1,St_Louis,19,38.592689999999997,-90.301360000000003,16,5,0.312000000000000,38.627273000000002,-90.197889000000004,North America,9.778400000000000,37.038400000000003,0.264000000000000,15,18,1,0.000069444451688,160.000000000000000
-1,St_Louis,20,38.587209999999999,-90.303600000000003,17,2,0.118000000000000,38.627273000000002,-90.197889000000004,North America,10.208700000000000,37.038400000000003,0.275600000000000,16,19,1,0.000069444451688,160.000000000000000
-1,St_Louis,21,38.589520000000000,-90.307609999999997,16,1,0.062000000000000,38.627273000000002,-90.197889000000004,North America,10.417100000000000,37.038400000000003,0.281300000000000,,,,,
-1,St_Louis,22,38.586930000000002,-90.314019999999999,16,10,0.625000000000000,38.627273000000002,-90.197889000000004,North America,11.043100000000001,37.038400000000003,0.298200000000000,17,21,1,0.000069444451688,161.000000000000000
-1,St_Louis,23,38.580620000000003,-90.320210000000003,17,3,0.176000000000000,38.627273000000002,-90.197889000000004,North America,11.827600000000000,37.038400000000003,0.319300000000000,18,22,1,0.000069444451688,161.000000000000000
-1,St_Louis,24,38.574420000000003,-90.323319999999995,15,5,0.333000000000000,38.627273000000002,-90.197889000000004,North America,12.383400000000000,37.038400000000003,0.334300000000000,19,23,1,0.000069444451688,161.000000000000000
-1,St_Louis,25,38.576960000000000,-90.331919999999997,16,5,0.312000000000000,38.627273000000002,-90.197889000000004,North America,12.921099999999999,37.038400000000003,0.348900000000000,20,24,1,0.000069444451688,161.000000000000000
-1,St_Louis,26,38.563670000000002,-90.352069999999998,17,3,0.176000000000000,38.627273000000002,-90.197889000000004,North America,15.151199999999999,37.038400000000003,0.409100000000000,21,25,1,0.000069444451688,161.000000000000000
-1,St_Louis,27,38.564419999999998,-90.364220000000003,14,2,0.143000000000000,38.627273000000002,-90.197889000000004,North America,16.056100000000001,37.038400000000003,0.433500000000000,22,26,1,0.000069444451688,161.000000000000000
-1,St_Louis,28,38.562800000000003,-90.367980000000003,16,4,0.250000000000000,38.627273000000002,-90.197889000000004,North America,16.428799999999999,37.038400000000003,0.443600000000000,23,27,1,0.000069444451688,161.000000000000000
-1,St_Louis,29,38.555959999999999,-90.386690000000002,16,4,0.250000000000000,38.627273000000002,-90.197889000000004,North America,18.224499999999999,37.038400000000003,0.492000000000000,24,28,1,0.000069444451688,161.000000000000000
-1,St_Louis,30,38.550879999999999,-90.415180000000007,20,2,0.100000000000000,38.627273000000002,-90.197889000000004,North America,20.708100000000002,37.038400000000003,0.559100000000000,25,29,1,0.000069444451688,161.000000000000000
-1,St_Louis,31,38.550980000000003,-90.440709999999996,14,4,0.286000000000000,38.627273000000002,-90.197889000000004,North America,22.745799999999999,37.038400000000003,0.614100000000000,26,30,1,0.000069444451688,163.000000000000000
-1,St_Louis,32,38.542290000000001,-90.488330000000005,14,5,0.357000000000000,38.627273000000002,-90.197889000000004,North America,26.955600000000000,37.038400000000003,0.727800000000000,27,31,1,0.000069444451688,164.000000000000000
-1,St_Louis,33,38.537419999999997,-90.489019999999996,14,2,0.143000000000000,38.627273000000002,-90.197889000000004,North America,27.206800000000001,37.038400000000003,0.734600000000000,28,32,1,0.000069444451688,164.000000000000000
-1,St_Louis,34,38.532969999999999,-90.525090000000006,12,4,0.333000000000000,38.627273000000002,-90.197889000000004,North America,30.313400000000001,37.038400000000003,0.818400000000000,29,33,1,0.000069444451688,164.000000000000000
-1,St_Louis,35,38.534300000000002,-90.535359999999997,12,3,0.250000000000000,38.627273000000002,-90.197889000000004,North America,31.102799999999998,37.038400000000003,0.839700000000000,30,34,1,0.000069444451688,164.000000000000000
-1,St_Louis,36,38.531190000000002,-90.542680000000004,15,3,0.200000000000000,38.627273000000002,-90.197889000000004,North America,31.818700000000000,37.038400000000003,0.859100000000000,31,35,1,0.000069444451688,163.000000000000000
-1,St_Louis,37,38.512860000000003,-90.548280000000005,15,4,0.267000000000000,38.627273000000002,-90.197889000000004,North America,33.011899999999997,37.038400000000003,0.891300000000000,32,36,1,0.000069444451688,162.000000000000000
-1,St_Louis,38,38.506329999999998,-90.579650000000001,16,5,0.312000000000000,38.627273000000002,-90.197889000000004,North America,35.811799999999998,37.038400000000003,0.966900000000000,33,37,1,0.000069444451688,166.000000000000000
-1,St_Louis,39,38.505789999999998,-90.590450000000004,10,2,0.200000000000000,38.627273000000002,-90.197889000000004,North America,36.705900000000000,37.038400000000003,0.991000000000000,34,38,1,0.000069444451688,166.000000000000000
-1,St_Louis,40,38.503509999999999,-90.593400000000003,15,6,0.400000000000000,38.627273000000002,-90.197889000000004,North America,37.038400000000003,37.038400000000003,1.000000000000000,35,39,1,0.000069444451688,167.000000000000000
