OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F9_Buenos_Aires_gcs_PET_Sep_OID,F9_Buenos_Aires_gcs_PET_Sep_FID_,F9_Buenos_Aires_gcs_PET_Sep_COUNT,F9_Buenos_Aires_gcs_PET_Sep_AREA,F9_Buenos_Aires_gcs_PET_Sep_MEAN
-1,Buenos_Aires,30,-34.439160000000001,-58.789479999999998,18,10,0.556000000000000,-34.603682999999997,-58.381557000000001,South America,41.609299999999998,73.914900000000003,0.562900000000000,22,29,1,0.000069444451688,86.000000000000000
-1,Buenos_Aires,31,-34.442250000000001,-58.772289999999998,20,9,0.450000000000000,-34.603682999999997,-58.381557000000001,South America,40.045000000000002,73.914900000000003,0.541800000000000,23,30,1,0.000069444451688,86.000000000000000
-1,Buenos_Aires,32,-34.447080000000000,-58.751930000000002,19,15,0.789000000000000,-34.603682999999997,-58.381557000000001,South America,38.137599999999999,73.914900000000003,0.516000000000000,24,31,1,0.000069444451688,86.000000000000000
-1,Buenos_Aires,33,-34.455660000000002,-58.723140000000001,20,16,0.800000000000000,-34.603682999999997,-58.381557000000001,South America,35.355899999999998,73.914900000000003,0.478300000000000,25,32,1,0.000069444451688,86.000000000000000
-1,Buenos_Aires,34,-34.466079999999998,-58.694279999999999,20,20,1.000000000000000,-34.603682999999997,-58.381557000000001,South America,32.475800000000000,73.914900000000003,0.439400000000000,26,33,1,0.000069444451688,86.000000000000000
-1,Buenos_Aires,35,-34.473909999999997,-58.669860000000000,16,11,0.688000000000000,-34.603682999999997,-58.381557000000001,South America,30.092800000000000,73.914900000000003,0.407100000000000,27,34,1,0.000069444451688,85.000000000000000
-1,Buenos_Aires,36,-34.478079999999999,-58.654690000000002,20,12,0.600000000000000,-34.603682999999997,-58.381557000000001,South America,28.651800000000001,73.914900000000003,0.387600000000000,28,35,1,0.000069444451688,85.000000000000000
-1,Buenos_Aires,37,-34.485120000000002,-58.618720000000003,17,13,0.765000000000000,-34.603682999999997,-58.381557000000001,South America,25.409400000000002,73.914900000000003,0.343800000000000,29,36,1,0.000069444451688,84.000000000000000
-1,Buenos_Aires,38,-34.487310000000001,-58.603290000000001,20,17,0.850000000000000,-34.603682999999997,-58.381557000000001,South America,24.080500000000001,73.914900000000003,0.325800000000000,30,37,1,0.000069444451688,84.000000000000000
-1,Buenos_Aires,39,-34.485410000000002,-58.580530000000003,20,14,0.700000000000000,-34.603682999999997,-58.381557000000001,South America,22.473700000000001,73.914900000000003,0.304000000000000,31,38,1,0.000069444451688,83.000000000000000
-1,Buenos_Aires,40,-34.489950000000000,-58.526209999999999,12,5,0.417000000000000,-34.603682999999997,-58.381557000000001,South America,18.315400000000000,73.914900000000003,0.247800000000000,32,39,1,0.000069444451688,81.000000000000000
-1,Buenos_Aires,41,-34.489739999999998,-58.572229999999998,14,8,0.571000000000000,-34.603682999999997,-58.381557000000001,South America,21.575199999999999,73.914900000000003,0.291900000000000,33,40,1,0.000069444451688,82.000000000000000
-1,Buenos_Aires,42,-34.495080000000002,-58.558059999999998,20,15,0.750000000000000,-34.603682999999997,-58.381557000000001,South America,20.177600000000002,73.914900000000003,0.273000000000000,34,41,1,0.000069444451688,82.000000000000000
-1,Buenos_Aires,43,-34.585580000000000,-58.391680000000001,20,17,0.850000000000000,-34.603682999999997,-58.381557000000001,South America,2.216000000000000,73.914900000000003,0.030000000000000,35,42,1,0.000069444451688,77.000000000000000
-1,Buenos_Aires,44,-34.526589999999999,-58.511049999999997,15,10,0.667000000000000,-34.603682999999997,-58.381557000000001,South America,14.631500000000001,73.914900000000003,0.198000000000000,36,43,1,0.000069444451688,81.000000000000000
-1,Buenos_Aires,45,-34.591050000000003,-58.479819999999997,19,17,0.895000000000000,-34.603682999999997,-58.381557000000001,South America,9.103199999999999,73.914900000000003,0.123200000000000,37,44,1,0.000069444451688,80.000000000000000
