OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F1_Munster_gcs_PET_Jan_OID,F1_Munster_gcs_PET_Jan_FID_,F1_Munster_gcs_PET_Jan_COUNT,F1_Munster_gcs_PET_Jan_AREA,F1_Munster_gcs_PET_Jan_MEAN
-1,Muenster,18,51.995030000000000,7.605510000000000,18,3,0.167000000000000,51.962125999999998,7.624724000000000,Europe,3.888200000000000,10.032900000000000,0.387500000000000,8,17,1,0.000069444451688,9.000000000000000
-1,Muenster,19,51.997839999999997,7.606650000000000,20,3,0.150000000000000,51.962125999999998,7.624724000000000,Europe,4.159700000000000,10.032900000000000,0.414600000000000,,,,,
-1,Muenster,20,51.999369999999999,7.606410000000000,13,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,4.327100000000000,10.032900000000000,0.431300000000000,,,,,
-1,Muenster,21,52.001690000000004,7.606550000000000,16,1,0.062000000000000,51.962125999999998,7.624724000000000,Europe,4.572000000000000,10.032900000000000,0.455700000000000,9,20,1,0.000069444451688,9.000000000000000
-1,Muenster,22,52.004719999999999,7.605870000000000,20,13,0.650000000000000,51.962125999999998,7.624724000000000,Europe,4.909100000000000,10.032900000000000,0.489300000000000,,,,,
-1,Muenster,23,52.005879999999998,7.610260000000000,20,2,0.100000000000000,51.962125999999998,7.624724000000000,Europe,4.965000000000000,10.032900000000000,0.494900000000000,10,22,1,0.000069444451688,9.000000000000000
-1,Muenster,24,52.007559999999998,7.606520000000000,17,16,0.941000000000000,51.962125999999998,7.624724000000000,Europe,5.203600000000000,10.032900000000000,0.518700000000000,,,,,
-1,Muenster,25,52.008870000000002,7.605890000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,5.355300000000000,10.032900000000000,0.533800000000000,11,24,1,0.000069444451688,9.000000000000000
-1,Muenster,26,52.010539999999999,7.604830000000000,18,10,0.556000000000000,51.962125999999998,7.624724000000000,Europe,5.553100000000000,10.032900000000000,0.553500000000000,,,,,
-1,Muenster,27,52.012619999999998,7.603650000000000,17,7,0.412000000000000,51.962125999999998,7.624724000000000,Europe,5.797200000000000,10.032900000000000,0.577800000000000,,,,,
-1,Muenster,28,52.016539999999999,7.603740000000000,20,0,0.000000000000000,51.962125999999998,7.624724000000000,Europe,6.218800000000000,10.032900000000000,0.619800000000000,,,,,
-1,Muenster,29,52.018120000000003,7.602930000000000,20,3,0.150000000000000,51.962125999999998,7.624724000000000,Europe,6.402600000000000,10.032900000000000,0.638200000000000,12,28,1,0.000069444451688,9.000000000000000
-1,Muenster,30,52.020240000000001,7.602030000000000,20,15,0.750000000000000,51.962125999999998,7.624724000000000,Europe,6.646200000000000,10.032900000000000,0.662400000000000,,,,,
-1,Muenster,31,52.021650000000001,7.601350000000000,15,10,0.667000000000000,51.962125999999998,7.624724000000000,Europe,6.809500000000000,10.032900000000000,0.678700000000000,,,,,
-1,Muenster,32,52.023850000000003,7.600690000000000,20,8,0.400000000000000,51.962125999999998,7.624724000000000,Europe,7.057900000000000,10.032900000000000,0.703500000000000,,,,,
-1,Muenster,33,52.028759999999998,7.597630000000000,20,10,0.500000000000000,51.962125999999998,7.624724000000000,Europe,7.638000000000000,10.032900000000000,0.761300000000000,13,32,1,0.000069444451688,9.000000000000000
-1,Muenster,34,52.031149999999997,7.597480000000000,20,18,0.900000000000000,51.962125999999998,7.624724000000000,Europe,7.898500000000000,10.032900000000000,0.787300000000000,,,,,
-1,Muenster,35,52.034039999999997,7.596130000000000,18,11,0.611000000000000,51.962125999999998,7.624724000000000,Europe,8.232600000000000,10.032900000000000,0.820600000000000,14,34,1,0.000069444451688,9.000000000000000
-1,Muenster,36,52.036330000000000,7.595280000000000,20,8,0.400000000000000,51.962125999999998,7.624724000000000,Europe,8.493800000000000,10.032900000000000,0.846600000000000,,,,,
-1,Muenster,37,52.039839999999998,7.593360000000000,17,6,0.353000000000000,51.962125999999998,7.624724000000000,Europe,8.904100000000000,10.032900000000000,0.887500000000000,,,,,
-1,Muenster,38,52.044089999999997,7.597340000000000,20,5,0.250000000000000,51.962125999999998,7.624724000000000,Europe,9.304800000000000,10.032900000000000,0.927400000000000,15,37,1,0.000069444451688,9.000000000000000
-1,Muenster,39,52.048119999999997,7.592010000000000,20,10,0.500000000000000,51.962125999999998,7.624724000000000,Europe,9.820800000000000,10.032900000000000,0.978900000000000,,,,,
-1,Muenster,40,52.049560000000000,7.588530000000000,20,4,0.200000000000000,51.962125999999998,7.624724000000000,Europe,10.032900000000000,10.032900000000000,1.000000000000000,16,39,1,0.000069444451688,9.000000000000000
