OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F1_Newcastle_gcs_PET_Jan_OID,F1_Newcastle_gcs_PET_Jan_FID_,F1_Newcastle_gcs_PET_Jan_COUNT,F1_Newcastle_gcs_PET_Jan_AREA,F1_Newcastle_gcs_PET_Jan_MEAN
-1,Newcastle,32,-32.846930000000000,151.693219999999997,16,6,0.375000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,12.248500000000000,26.383400000000002,0.464300000000000,20,26,1,0.000069444451688,154.000000000000000
-1,Newcastle,33,-32.843440000000001,151.690769999999986,16,9,0.562000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,12.689800000000000,26.383400000000002,0.481000000000000,21,27,1,0.000069444451688,154.000000000000000
-1,Newcastle,34,-32.831589999999998,151.685849999999988,16,13,0.812000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,13.987500000000001,26.383400000000002,0.530200000000000,,,,,
-1,Newcastle,35,-32.827840000000002,151.685390000000012,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,14.337500000000000,26.383400000000002,0.543400000000000,,,,,
-1,Newcastle,36,-32.809429999999999,151.664729999999992,16,3,0.188000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,17.143999999999998,26.383400000000002,0.649800000000000,22,30,1,0.000069444451688,158.000000000000000
-1,Newcastle,37,-32.808650000000000,151.661069999999995,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,17.429900000000000,26.383400000000002,0.660600000000000,,,,,
-1,Newcastle,38,-32.806319999999999,151.655380000000008,16,3,0.188000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,17.972700000000000,26.383400000000002,0.681200000000000,23,32,1,0.000069444451688,158.000000000000000
-1,Newcastle,39,-32.803649999999998,151.651859999999999,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,18.412700000000001,26.383400000000002,0.697900000000000,,,,,
-1,Newcastle,40,-32.801630000000003,151.648799999999994,16,11,0.688000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,18.770099999999999,26.383400000000002,0.711400000000000,24,34,1,0.000069444451688,159.000000000000000
-1,Newcastle,41,-32.799280000000003,151.644540000000006,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,19.229700000000001,26.383400000000002,0.728900000000000,25,35,1,0.000069444451688,160.000000000000000
-1,Newcastle,42,-32.793450000000000,151.638470000000012,16,4,0.250000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,20.091200000000001,26.383400000000002,0.761500000000000,26,36,1,0.000069444451688,160.000000000000000
-1,Newcastle,43,-32.789189999999998,151.636359999999996,16,14,0.875000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,20.576799999999999,26.383400000000002,0.779900000000000,27,37,1,0.000069444451688,160.000000000000000
-1,Newcastle,44,-32.784720000000000,151.634129999999999,16,5,0.312000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,21.088699999999999,26.383400000000002,0.799300000000000,,,,,
-1,Newcastle,45,-32.776380000000003,151.631990000000002,18,16,0.889000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,21.926400000000001,26.383400000000002,0.831100000000000,28,39,1,0.000069444451688,161.000000000000000
-1,Newcastle,46,-32.768599999999999,151.631120000000010,18,17,0.944000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,22.650300000000001,26.383400000000002,0.858500000000000,29,40,1,0.000069444451688,161.000000000000000
-1,Newcastle,47,-32.755899999999997,151.635979999999989,17,14,0.824000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,23.508299999999998,26.383400000000002,0.891000000000000,30,41,1,0.000069444451688,162.000000000000000
-1,Newcastle,48,-32.737209999999997,151.642159999999990,17,15,0.882000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,24.925500000000000,26.383400000000002,0.944700000000000,31,42,1,0.000069444451688,163.000000000000000
-1,Newcastle,49,-32.730670000000003,151.640230000000003,17,12,0.706000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,25.640899999999998,26.383400000000002,0.971900000000000,32,43,1,0.000069444451688,165.000000000000000
-1,Newcastle,50,-32.724060000000001,151.637910000000005,18,13,0.722000000000000,-32.928277999999999,151.781666999999999,Australia,Oceania,26.383400000000002,26.383400000000002,1.000000000000000,33,44,1,0.000069444451688,164.000000000000000
