OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F2_Lisbon_gcs_PET_Feb_OID,F2_Lisbon_gcs_PET_Feb_FID_,F2_Lisbon_gcs_PET_Feb_COUNT,F2_Lisbon_gcs_PET_Feb_AREA,F2_Lisbon_gcs_PET_Feb_MEAN
-1,Lisbon,19,38.782648999999999,-9.163784000000000,20,16,0.800000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,8.544000000000000,24.111499999999999,0.354400000000000,13,18,1,0.000069444451688,41.000000000000000
-1,Lisbon,20,38.785589000000002,-9.172727399999999,20,17,0.850000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,9.151700000000000,24.111499999999999,0.379600000000000,14,19,1,0.000069444451688,41.000000000000000
-1,Lisbon,21,38.795390599999998,-9.171546500000000,20,17,0.850000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,10.109299999999999,24.111499999999999,0.419300000000000,15,20,1,0.000069444451688,41.000000000000000
-1,Lisbon,22,38.798592399999997,-9.173290600000000,18,18,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,10.496000000000000,24.111499999999999,0.435300000000000,,,,,
-1,Lisbon,23,38.800156000000001,-9.177254000000000,20,18,0.900000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,10.789400000000001,24.111499999999999,0.447500000000000,16,22,1,0.000069444451688,40.000000000000000
-1,Lisbon,24,38.803440000000002,-9.181718000000000,18,18,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,11.280300000000000,24.111499999999999,0.467800000000000,,,,,
-1,Lisbon,25,38.811022000000001,-9.178575000000000,20,15,0.750000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,11.949199999999999,24.111499999999999,0.495600000000000,17,24,1,0.000069444451688,40.000000000000000
-1,Lisbon,26,38.813048999999999,-9.186813000000001,19,10,0.526000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,12.435700000000001,24.111499999999999,0.515800000000000,18,25,1,0.000069444451688,39.000000000000000
-1,Lisbon,27,38.815961999999999,-9.188272000000000,20,16,0.800000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,12.782900000000000,24.111499999999999,0.530200000000000,,,,,
-1,Lisbon,28,38.818843000000001,-9.189534399999999,20,0,0.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,13.119999999999999,24.111499999999999,0.544100000000000,19,27,1,0.000069444451688,40.000000000000000
-1,Lisbon,29,38.824367000000002,-9.202265000000001,20,4,0.200000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,14.151500000000000,24.111499999999999,0.586900000000000,20,28,1,0.000069444451688,38.000000000000000
-1,Lisbon,30,38.827634500000002,-9.198206000000001,20,1,0.050000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,14.321999999999999,24.111499999999999,0.594000000000000,21,29,1,0.000069444451688,40.000000000000000
-1,Lisbon,31,38.835968999999999,-9.186989000000001,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,14.800400000000000,24.111499999999999,0.613800000000000,22,30,1,0.000069444451688,41.000000000000000
-1,Lisbon,32,38.840705000000000,-9.194292000000001,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,15.519399999999999,24.111499999999999,0.643700000000000,23,31,1,0.000069444451688,41.000000000000000
-1,Lisbon,33,38.742181199999997,-9.197544799999999,20,18,0.900000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,6.969700000000000,24.111499999999999,0.289100000000000,24,32,1,0.000069444451688,41.000000000000000
-1,Lisbon,34,38.844926000000001,-9.199890000000000,18,16,0.889000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,16.137799999999999,24.111499999999999,0.669300000000000,25,33,1,0.000069444451688,40.000000000000000
-1,Lisbon,36,38.854745999999999,-9.203288000000001,20,0,0.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,17.259000000000000,24.111499999999999,0.715800000000000,26,34,1,0.000069444451688,40.000000000000000
-1,Lisbon,37,38.852859000000002,-9.211683000000001,20,18,0.900000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,17.357299999999999,24.111499999999999,0.719900000000000,27,35,1,0.000069444451688,39.000000000000000
-1,Lisbon,38,38.864539000000001,-9.209709999999999,20,0,0.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,18.477799999999998,24.111499999999999,0.766300000000000,28,36,1,0.000069444451688,39.000000000000000
-1,Lisbon,39,38.864539000000001,-9.209709999999999,19,3,0.158000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,18.477799999999998,24.111499999999999,0.766300000000000,,,,,
-1,Lisbon,41,38.873462099999998,-9.219137999999999,11,0,0.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,19.711200000000002,24.111499999999999,0.817500000000000,29,38,1,0.000069444451688,39.000000000000000
-1,Lisbon,43,38.885119000000003,-9.223553000000001,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,21.052399999999999,24.111499999999999,0.873100000000000,30,39,1,0.000069444451688,38.000000000000000
-1,Lisbon,44,38.873462099999998,-9.219137999999999,13,13,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,19.711200000000002,24.111499999999999,0.817500000000000,,,,,
-1,Lisbon,45,38.888849000000000,-9.226815999999999,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,21.545100000000001,24.111499999999999,0.893600000000000,31,41,1,0.000069444451688,38.000000000000000
-1,Lisbon,46,38.890967099999997,-9.236229000000000,20,13,0.650000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,22.095800000000001,24.111499999999999,0.916400000000000,32,42,1,0.000069444451688,38.000000000000000
-1,Lisbon,47,38.895411000000003,-9.230254000000000,20,14,0.700000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,22.332899999999999,24.111499999999999,0.926200000000000,33,43,1,0.000069444451688,38.000000000000000
-1,Lisbon,48,38.898744000000001,-9.218171000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,22.283999999999999,24.111499999999999,0.924200000000000,34,44,1,0.000069444451688,38.000000000000000
-1,Lisbon,49,38.903227000000001,-9.241894000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,23.538399999999999,24.111499999999999,0.976200000000000,35,45,1,0.000069444451688,38.000000000000000
-1,Lisbon,50,38.907273000000004,-9.246409000000000,11,11,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,24.111499999999999,24.111499999999999,1.000000000000000,,,,,
