OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F11_Brighton_gcs_PET_Nov_OID,F11_Brighton_gcs_PET_Nov_FID_,F11_Brighton_gcs_PET_Nov_COUNT,F11_Brighton_gcs_PET_Nov_AREA,F11_Brighton_gcs_PET_Nov_MEAN
-1,Brighton,29,50.872230000000002,0.195640000000000,20,6,0.300000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.039100000000001,26.007100000000001,0.924300000000000,,,,,
-1,Brighton,30,50.873620000000003,0.198180000000000,20,7,0.350000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.248300000000000,26.007100000000001,0.932400000000000,,,,,
-1,Brighton,31,50.875000000000000,0.200760000000000,20,8,0.400000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.460500000000000,26.007100000000001,0.940500000000000,14,30,1,0.000069444451688,17.000000000000000
-1,Brighton,32,50.876469999999998,0.202590000000000,20,5,0.250000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.624500000000001,26.007100000000001,0.946800000000000,15,31,1,0.000069444451688,17.000000000000000
-1,Brighton,33,50.877650000000003,0.204860000000000,17,10,0.588000000000000,50.822040999999999,-0.137406000000000,UK,Europe,24.811100000000000,26.007100000000001,0.954000000000000,,,,,
-1,Brighton,34,50.879219999999997,0.207230000000000,17,11,0.647000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.015699999999999,26.007100000000001,0.961900000000000,,,,,
-1,Brighton,35,50.880279999999999,0.210490000000000,20,13,0.650000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.266800000000000,26.007100000000001,0.971500000000000,16,34,1,0.000069444451688,17.000000000000000
-1,Brighton,36,50.878900000000002,0.212900000000000,20,14,0.700000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.391999999999999,26.007100000000001,0.976300000000000,,,,,
-1,Brighton,37,50.881019999999999,0.213150000000000,20,13,0.650000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.468200000000000,26.007100000000001,0.979300000000000,,,,,
-1,Brighton,38,50.881970000000003,0.217130000000000,20,15,0.750000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.765100000000000,26.007100000000001,0.990700000000000,17,37,1,0.000069444451688,17.000000000000000
-1,Brighton,39,50.883009999999999,0.220260000000000,20,11,0.550000000000000,50.822040999999999,-0.137406000000000,UK,Europe,26.007100000000001,26.007100000000001,1.000000000000000,,,,,
-1,Brighton,40,50.883769999999998,0.217380000000000,20,12,0.600000000000000,50.822040999999999,-0.137406000000000,UK,Europe,25.834099999999999,26.007100000000001,0.993300000000000,18,39,1,0.000069444451688,17.000000000000000
