OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,F2_Los_Angeles_gcs_PET_Feb_OID,F2_Los_Angeles_gcs_PET_Feb_FID_,F2_Los_Angeles_gcs_PET_Feb_COUNT,F2_Los_Angeles_gcs_PET_Feb_AREA,F2_Los_Angeles_gcs_PET_Feb_MEAN
-1,Los_Angeles,30,34.236040000000003,-118.508870000000002,20,8,0.400000000000000,34.050249000000001,-118.254907000000003,North America,31.193600000000000,42.240299999999998,0.738500000000000,25,29,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,31,34.238880000000002,-118.508880000000005,19,6,0.316000000000000,34.050249000000001,-118.254907000000003,North America,31.404100000000000,42.240299999999998,0.743500000000000,,,,,
-1,Los_Angeles,32,34.237949999999998,-118.527569999999997,19,5,0.263000000000000,34.050249000000001,-118.254907000000003,North America,32.638199999999998,42.240299999999998,0.772700000000000,26,31,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,33,34.241059999999997,-118.526570000000007,20,6,0.300000000000000,34.050249000000001,-118.254907000000003,North America,32.789900000000003,42.240299999999998,0.776300000000000,,,,,
-1,Los_Angeles,34,34.233330000000002,-118.546760000000006,20,17,0.850000000000000,34.050249000000001,-118.254907000000003,North America,33.702500000000001,42.240299999999998,0.797900000000000,27,33,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,35,34.260700000000000,-118.577380000000005,20,15,0.750000000000000,34.050249000000001,-118.254907000000003,North America,37.789800000000000,42.240299999999998,0.894600000000000,28,34,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,36,34.260460000000002,-118.618369999999999,19,12,0.632000000000000,34.050249000000001,-118.254907000000003,North America,40.802999999999997,42.240299999999998,0.966000000000000,29,35,1,0.000069444451688,66.000000000000000
-1,Los_Angeles,37,34.264080000000000,-118.611469999999997,20,11,0.550000000000000,34.050249000000001,-118.254907000000003,North America,40.518500000000003,42.240299999999998,0.959200000000000,30,36,1,0.000069444451688,67.000000000000000
-1,Los_Angeles,40,34.280419999999999,-118.545419999999993,19,4,0.211000000000000,34.050249000000001,-118.254907000000003,North America,37.006200000000000,42.240299999999998,0.876100000000000,31,37,1,0.000069444451688,66.000000000000000
-1,Los_Angeles,41,34.289569999999998,-118.611469999999997,3,0,0.000000000000000,34.050249000000001,-118.254907000000003,North America,42.240299999999998,42.240299999999998,1.000000000000000,32,38,1,0.000069444451688,64.000000000000000
-1,Los_Angeles,42,34.290230000000001,-118.567210000000003,20,6,0.300000000000000,34.050249000000001,-118.254907000000003,North America,39.212000000000003,42.240299999999998,0.928300000000000,33,39,1,0.000069444451688,65.000000000000000
-1,Los_Angeles,43,34.234960000000001,-118.486850000000004,4,2,0.500000000000000,34.050249000000001,-118.254907000000003,North America,29.622299999999999,42.240299999999998,0.701300000000000,34,40,1,0.000069444451688,68.000000000000000
-1,Los_Angeles,44,34.172400000000003,-118.414060000000006,20,7,0.350000000000000,34.050249000000001,-118.254907000000003,North America,19.979299999999999,42.240299999999998,0.473000000000000,35,41,1,0.000069444451688,68.000000000000000
