OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,F6_Punta_Arenas_gcs_PET_Jun_OID,F6_Punta_Arenas_gcs_PET_Jun_FID_,F6_Punta_Arenas_gcs_PET_Jun_COUNT,F6_Punta_Arenas_gcs_PET_Jun_AREA,F6_Punta_Arenas_gcs_PET_Jun_MEAN
-1,Punta_Arenas,15,-53.129469999999998,-70.890209999999996,20,12,0.600000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,3.913900000000000,23.604900000000001,0.165800000000000,,,,,
-1,Punta_Arenas,16,-53.125100000000003,-70.887839999999997,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,4.424900000000000,23.604900000000001,0.187500000000000,,,,,
-1,Punta_Arenas,17,-53.126700000000000,-70.879570000000001,20,10,0.500000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,4.462000000000000,23.604900000000001,0.189000000000000,8,16,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,18,-53.128850000000000,-70.875010000000003,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,4.391800000000000,23.604900000000001,0.186100000000000,,,,,
-1,Punta_Arenas,19,-53.125579999999999,-70.870779999999996,20,9,0.450000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,4.848300000000000,23.604900000000001,0.205400000000000,9,18,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,20,-52.954960000000000,-70.837760000000003,20,15,0.750000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,23.604900000000001,23.604900000000001,1.000000000000000,10,19,1,0.000069444451688,7.000000000000000
-1,Punta_Arenas,21,-52.963569999999997,-70.832170000000005,20,14,0.700000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,22.747800000000002,23.604900000000001,0.963700000000000,,,,,
-1,Punta_Arenas,22,-52.972859999999997,-70.826400000000007,20,17,0.850000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,21.835100000000001,23.604900000000001,0.925000000000000,11,21,1,0.000069444451688,7.000000000000000
-1,Punta_Arenas,23,-52.987470000000002,-70.814130000000006,20,15,0.750000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,20.501999999999999,23.604900000000001,0.868500000000000,,,,,
-1,Punta_Arenas,24,-52.993800000000000,-70.822320000000005,20,18,0.900000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,19.666599999999999,23.604900000000001,0.833200000000000,,,,,
-1,Punta_Arenas,25,-53.002839999999999,-70.823509999999999,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,18.683000000000000,23.604900000000001,0.791500000000000,12,24,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,26,-53.010579999999997,-70.835099999999997,20,14,0.700000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,17.634899999999998,23.604900000000001,0.747100000000000,13,25,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,27,-53.028359999999999,-70.831869999999995,20,9,0.450000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,15.812200000000001,23.604900000000001,0.669900000000000,,,,,
-1,Punta_Arenas,28,-53.032339999999998,-70.837289999999996,20,17,0.850000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,15.277900000000001,23.604900000000001,0.647200000000000,14,27,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,29,-53.165100000000002,-70.911760000000001,20,11,0.550000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,0.337400000000000,23.604900000000001,0.014300000000000,,,,,
-1,Punta_Arenas,30,-53.064480000000003,-70.866370000000003,20,8,0.400000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,11.302600000000000,23.604900000000001,0.478800000000000,,,,,
-1,Punta_Arenas,31,-53.067100000000003,-70.867890000000003,20,19,0.950000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,10.995300000000000,23.604900000000001,0.465800000000000,,,,,
-1,Punta_Arenas,32,-53.034399999999998,-70.840919999999997,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,14.985900000000001,23.604900000000001,0.634900000000000,,,,,
-1,Punta_Arenas,33,-53.043579999999999,-70.852080000000001,20,19,0.950000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,13.794700000000001,23.604900000000001,0.584400000000000,15,32,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,34,-53.052779999999998,-70.864750000000001,20,16,0.800000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,12.592100000000000,23.604900000000001,0.533500000000000,16,33,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,35,-53.052639999999997,-70.852549999999994,19,15,0.789000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,12.818800000000000,23.604900000000001,0.543100000000000,,,,,
-1,Punta_Arenas,36,-53.062019999999997,-70.862790000000004,20,17,0.850000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,11.627800000000001,23.604900000000001,0.492600000000000,,,,,
-1,Punta_Arenas,37,-53.072989999999997,-70.870729999999995,20,14,0.700000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,10.313900000000000,23.604900000000001,0.436900000000000,,,,,
-1,Punta_Arenas,38,-53.079400000000000,-70.879559999999998,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,9.488099999999999,23.604900000000001,0.402000000000000,17,37,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,39,-53.086449999999999,-70.887900000000002,20,13,0.650000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,8.617100000000001,23.604900000000001,0.365100000000000,18,38,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,40,-53.097639999999998,-70.884979999999999,20,15,0.750000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,7.428700000000000,23.604900000000001,0.314700000000000,19,39,1,0.000069444451688,6.000000000000000
-1,Punta_Arenas,41,-53.103149999999999,-70.830590000000001,20,16,0.800000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,8.427800000000000,23.604900000000001,0.357000000000000,,,,,
-1,Punta_Arenas,42,-53.114440000000002,-70.880409999999998,20,7,0.350000000000000,-53.162989000000003,-70.908124000000001,Chile,South America,5.706200000000000,23.604900000000001,0.241700000000000,,,,,
